q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['15657779', '4701662', '21456232', '1922901', '30369606', '121581019', '18678095', '6969753', '927561', '17388232']",905,1076.1547684080433,"[0, 0, 0, 0, 5, 5, 10]","[5183, 5183, 2077, 778, 22, 6, 0]","[0.0, 4.482199437916279e-05, 684.8472831379622, 959.6182949249633, 1064.526888575987, 1074.8780222140485, 1076.1547276839847]","[0, 0, 578, 812, 900, 904, 905]","[[], [], [], [], ['121581019', '18678095', '6969753', '21456232', '30369606'], ['121581019', '18678095', '6969753', '21456232', '30369606'], ['15657779', '4701662', '21456232', '1922901', '30369606', '121581019', '18678095', '6969753', '927561', '17388232']]"
1,3,"['4378885', '1388704', '4414547', '14717500', '4632921', '31347396', '2739854', '20280410', '24725136', '23389795']",621,735.4876594980014,"[0, 0, 0, 0, 10]","[5183, 5183, 349, 17, 0]","[0.0, 1.3818033039569855e-05, 683.1123879289953, 731.3007957349764, 735.4876228170469]","[0, 0, 578, 620, 621]","[[], [], [], [], ['4378885', '1388704', '4414547', '14717500', '4632921', '31347396', '2739854', '20280410', '24725136', '23389795']]"
2,5,"['21550246', '42240424', '17333231', '23124332', '11349166', '1583041', '15879544', '695938', '49556906', '18617259']",1162,1372.5853162449785,"[0, 0, 0, 9, 9, 9, 9, 10]","[5183, 5183, 2778, 1720, 430, 155, 55, 0]","[0.0, 8.295057341456413e-06, 681.3336221820209, 1050.4879479830852, 1277.836701738066, 1336.0839442490833, 1361.981461735093, 1372.5852795160608]","[0, 0, 578, 890, 1084, 1134, 1154, 1162]","[[], [], [], ['21550246', '42240424', '23124332', '11349166', '1583041', '15879544', '695938', '49556906', '18617259'], ['21550246', '42240424', '23124332', '11349166', '1583041', '15879544', '695938', '49556906', '18617259'], ['21550246', '42240424', '23124332', '11349166', '1583041', '15879544', '695938', '49556906', '18617259'], ['21550246', '42240424', '23124332', '11349166', '1583041', '15879544', '695938', '49556906', '18617259'], ['21550246', '42240424', '17333231', '23124332', '11349166', '1583041', '15879544', '695938', '49556906', '18617259']]"
3,13,"['22815457', '27123743', '7662395', '23557241', '11441172', '1958440', '8529693', '16322674', '17450673', '11748341']",585,693.9864942219574,"[0, 0, 0, 0, 10]","[5183, 5183, 25, 12, 0]","[0.0, 1.3789045624434948e-05, 680.1932549889898, 690.8571110990597, 693.9864588059718]","[0, 0, 578, 584, 585]","[[], [], [], [], ['22815457', '27123743', '7662395', '23557241', '11441172', '1958440', '8529693', '16322674', '17450673', '11748341']]"
4,36,"['5152028', '37424881', '42441846', '16252863', '3215494', '18557974', '33409100', '21636085', '12810152', '11705328']",579,687.3704479150474,"[0, 0, 0, 10]","[5183, 5183, 19, 0]","[0.0, 8.42998269945383e-06, 682.8297595810145, 687.3704200439388]","[0, 0, 578, 579]","[[], [], [], ['5152028', '37424881', '42441846', '16252863', '3215494', '18557974', '33409100', '21636085', '12810152', '11705328']]"
5,42,"['10015292', '39851630', '40913091', '4816339', '3391547', '21676556', '4421742', '27907205', '18174210', '6315132']",741,873.697214050917,"[0, 0, 0, 0, 10]","[5183, 5183, 1430, 16, 0]","[0.0, 5.632988177239895e-06, 679.6616128089372, 869.7054045409895, 873.6971726749325]","[0, 0, 578, 740, 741]","[[], [], [], [], ['10015292', '39851630', '40913091', '4816339', '3391547', '21676556', '4421742', '27907205', '18174210', '6315132']]"
6,48,"['26625002', '8005007', '15678772', '21902400', '19165076', '2032877', '2494748', '26105746', '19961177', '18617259']",584,690.7888087610481,"[0, 0, 0, 10]","[5183, 5183, 24, 0]","[0.0, 6.30808062851429e-06, 680.2588185610948, 690.7887654310325]","[0, 0, 578, 584]","[[], [], [], ['26625002', '8005007', '15678772', '21902400', '19165076', '2032877', '2494748', '26105746', '19961177', '18617259']]"
7,49,"['7029990', '12871002', '22362025', '22623275', '8006440', '2613813', '1333643', '5953485', '23913146', '5702790']",579,682.0674954550341,"[0, 0, 5, 10]","[5183, 5183, 9, 0]","[0.0, 5.726935341954231e-06, 679.7856911679264, 682.0674627799308]","[0, 0, 578, 579]","[[], [], ['5953485', '5702790', '7029990', '22362025', '1333643'], ['7029990', '12871002', '22362025', '22623275', '8006440', '2613813', '1333643', '5953485', '23913146', '5702790']]"
8,50,"['18488986', '13989491', '12580014', '8354687', '301838', '2734421', '3952288', '39559521', '29785642', '25738896']",623,743.9132009040331,"[0, 0, 3, 3, 3, 8, 8, 10]","[5183, 5183, 135, 85, 49, 36, 14, 0]","[0.0, 5.977926775813103e-06, 682.369224761962, 702.2244913129834, 719.1314566129586, 729.72347708093, 740.3078734190203, 743.9131433519069]","[0, 0, 578, 596, 608, 616, 622, 623]","[[], [], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['18488986', '13989491', '12580014', '8354687', '3952288', '39559521', '29785642', '25738896'], ['18488986', '13989491', '12580014', '8354687', '3952288', '39559521', '29785642', '25738896'], ['18488986', '13989491', '12580014', '8354687', '301838', '2734421', '3952288', '39559521', '29785642', '25738896']]"
9,51,"['15113221', '7583725', '24249915', '16734530', '7821634', '16691520', '45638119', '19358586', '34066665', '8963413']",583,694.8607902720105,"[0, 0, 0, 2, 10]","[5183, 5183, 21, 14, 0]","[0.0, 1.2195901945233345e-05, 681.1507586149964, 691.3140800029505, 694.8607580430107]","[0, 0, 578, 582, 583]","[[], [], [], ['45638119', '7583725'], ['15113221', '7583725', '24249915', '16734530', '7821634', '16691520', '45638119', '19358586', '34066665', '8963413']]"
