q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['17388232', '3874000', '4405194', '9675944', '21456232', '43990286', '4346436', '4380451', '9634465', '3619372']",41,19.175773191964254,"[0, 0, 0, 0, 0, 10]","[100, 100, 76, 45, 27, 0]","[0.0, 1.0082963854074478e-05, 8.303800274967216, 13.669038177002221, 17.20847925398266, 19.175748704001307]","[0, 0, 16, 28, 36, 41]","[[], [], [], [], [], ['17388232', '3874000', '4405194', '9675944', '21456232', '43990286', '4346436', '4380451', '9634465', '3619372']]"
1,3,"['23389795', '4632921', '10944947', '14717500', '4414547', '13914198', '2739854', '13949015', '1388704', '4457160']",23,10.899055604997557,"[0, 0, 0, 10]","[100, 100, 41, 0]","[0.0, 1.393898855894804e-05, 7.400772095017601, 10.899012709967792]","[0, 0, 16, 23]","[[], [], [], ['23389795', '4632921', '10944947', '14717500', '4414547', '13914198', '2739854', '13949015', '1388704', '4457160']]"
2,5,"['13734012', '12779444', '21550246', '27063470', '23124332', '1292369', '18617259', '46355579', '27889071', '1583041']",28,15.565324085007887,"[0, 0, 0, 0, 10]","[100, 100, 48, 17, 0]","[0.0, 1.061498187482357e-05, 8.593044557026587, 13.358380420017056, 15.565288557030726]","[0, 0, 16, 24, 28]","[[], [], [], [], ['13734012', '12779444', '21550246', '27063470', '23124332', '1292369', '18617259', '46355579', '27889071', '1583041']]"
3,13,"['2958458', '439670', '11360768', '27393799', '7662395', '33740844', '8529693', '8842332', '35714909', '18104691']",22,15.321736835991032,"[0, 0, 0, 0, 10]","[100, 100, 12, 11, 0]","[0.0, 1.3328972272574902e-05, 10.23059650696814, 12.543875019997358, 15.321704608970322]","[0, 0, 16, 19, 22]","[[], [], [], [], ['2958458', '439670', '11360768', '27393799', '7662395', '33740844', '8529693', '8842332', '35714909', '18104691']]"
4,36,"['42441846', '12130200', '3215494', '5152028', '18256197', '33409100', '11705328', '18557974', '10557471', '21636085']",19,14.859156258986332,"[0, 0, 0, 10]","[100, 100, 15, 0]","[0.0, 1.258996780961752e-05, 12.175903431954794, 14.85912155295955]","[0, 0, 16, 19]","[[], [], [], ['42441846', '12130200', '3215494', '5152028', '18256197', '33409100', '11705328', '18557974', '10557471', '21636085']]"
5,42,"['4449524', '40913091', '10526279', '26474812', '8925851', '8385277', '18174210', '8083310', '27889071', '45218443']",25,15.739289217977785,"[0, 0, 0, 0, 10]","[100, 100, 31, 11, 0]","[0.0, 9.830982889980078e-06, 10.217679752968252, 13.43055737100076, 15.739256345957983]","[0, 0, 16, 22, 25]","[[], [], [], [], ['4449524', '40913091', '10526279', '26474812', '8925851', '8385277', '18174210', '8083310', '27889071', '45218443']]"
6,48,"['30844602', '23203102', '5850219', '3078080', '29955650', '27063470', '11349166', '24596228', '18617259', '24512064']",37,23.11597638501553,"[0, 0, 0, 2, 2, 10]","[100, 100, 46, 44, 28, 0]","[0.0, 1.2887001503258944e-05, 9.487164710008074, 15.807796851033345, 20.512128702015616, 23.115938219998498]","[0, 0, 16, 24, 32, 37]","[[], [], [], ['18617259', '27063470'], ['18617259', '27063470'], ['30844602', '23203102', '5850219', '3078080', '29955650', '27063470', '11349166', '24596228', '18617259', '24512064']]"
7,49,"['86602746', '3154880', '5953485', '23913146', '22362025', '1333643', '7029990', '12652963', '2619579', '5702790']",16,7.644441508047748,"[0, 0, 10]","[100, 100, 0]","[0.0, 1.0969000868499279e-05, 7.644400530960411]","[0, 0, 16]","[[], [], ['86602746', '3154880', '5953485', '23913146', '22362025', '1333643', '7029990', '12652963', '2619579', '5702790']]"
8,50,"['18488986', '17844478', '3952288', '13989491', '4561402', '15707049', '25738896', '29785642', '12580014', '39559521']",53,27.185246037959587,"[0, 0, 2, 3, 3, 3, 10]","[100, 100, 98, 97, 18, 11, 0]","[0.0, 1.2597010936588049e-05, 7.906608853023499, 15.620109873998445, 23.34506625001086, 25.308938047033735, 27.185202306020074]","[0, 0, 16, 31, 46, 50, 53]","[[], [], ['18488986', '12580014'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '17844478', '3952288', '13989491', '4561402', '15707049', '25738896', '29785642', '12580014', '39559521']]"
9,51,"['7583725', '8963413', '38623601', '43385013', '10365787', '34066665', '45638119', '6550579', '24249915', '7821634']",23,16.567111987038516,"[0, 0, 0, 7, 10]","[100, 100, 17, 10, 0]","[0.0, 1.5140045434236526e-05, 9.548001842049416, 14.349836740002502, 16.567068183037918]","[0, 0, 16, 20, 23]","[[], [], [], ['7583725', '45638119', '6550579', '8963413', '38623601', '43385013', '34066665'], ['7583725', '8963413', '38623601', '43385013', '10365787', '34066665', '45638119', '6550579', '24249915', '7821634']]"
