q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['9675944', '43990286', '31715818', '19855358', '1922901', '1065627', '33986200', '4405194', '21456232', '17388232']",65,15.291388652985916,"[0, 0, 0, 0, 0, 6, 10]","[100, 100, 39, 23, 12, 6, 0]","[0.0, 1.1647003702819347e-05, 8.435417492990382, 11.41552167001646, 13.193847143964376, 14.270481601008214, 15.291358268004842]","[0, 0, 34, 48, 57, 62, 65]","[[], [], [], [], [], ['1065627', '21456232', '43990286', '31715818', '19855358', '17388232'], ['9675944', '43990286', '31715818', '19855358', '1922901', '1065627', '33986200', '4405194', '21456232', '17388232']]"
1,3,"['32181055', '2485101', '14717500', '4414547', '13519661', '810480', '6290112', '2739854', '23389795', '4632921']",65,15.10067184601212,"[0, 0, 0, 0, 0, 10]","[100, 100, 42, 23, 18, 0]","[0.0, 2.2819964215159416e-05, 7.673005650984123, 11.412217839970253, 13.344299739983398, 15.100623964972328]","[0, 0, 34, 49, 58, 65]","[[], [], [], [], [], ['32181055', '2485101', '14717500', '4414547', '13519661', '810480', '6290112', '2739854', '23389795', '4632921']]"
2,5,"['23124332', '5433667', '1583041', '27889071', '3413083', '13734012', '21550246', '18617259', '1292369', '27063470']",103,27.282026624015998,"[0, 0, 0, 0, 8, 8, 8, 8, 8, 10]","[100, 100, 72, 46, 38, 14, 8, 5, 3, 0]","[0.0, 2.2060004994273186e-05, 8.641344833013136, 15.21293090103427, 19.005638616043143, 22.623804761038627, 24.209503493038937, 25.355459806043655, 26.561902727000415, 27.281968537019566]","[0, 0, 34, 59, 75, 89, 95, 99, 102, 103]","[[], [], [], [], ['23124332', '5433667', '1583041', '27889071', '13734012', '21550246', '18617259', '27063470'], ['23124332', '5433667', '1583041', '27889071', '13734012', '21550246', '18617259', '27063470'], ['23124332', '5433667', '1583041', '27889071', '13734012', '21550246', '18617259', '27063470'], ['23124332', '5433667', '1583041', '27889071', '13734012', '21550246', '18617259', '27063470'], ['23124332', '5433667', '1583041', '27889071', '13734012', '21550246', '18617259', '27063470'], ['23124332', '5433667', '1583041', '27889071', '3413083', '13734012', '21550246', '18617259', '1292369', '27063470']]"
3,13,"['26611834', '8529693', '1263446', '7662395', '33740844', '30786800', '2958458', '2425364', '37118634', '49429882']",76,21.175423010950908,"[0, 0, 5, 5, 5, 10]","[100, 100, 95, 15, 7, 0]","[0.0, 2.4371023755520582e-05, 9.704957611043938, 18.029367952025495, 19.810807111032773, 21.17537908104714]","[0, 0, 34, 67, 73, 76]","[[], [], ['26611834', '8529693', '2958458', '1263446', '7662395'], ['26611834', '8529693', '2958458', '1263446', '7662395'], ['26611834', '8529693', '2958458', '1263446', '7662395'], ['26611834', '8529693', '1263446', '7662395', '33740844', '30786800', '2958458', '2425364', '37118634', '49429882']]"
4,36,"['4442799', '11705328', '12130200', '42441846', '3215494', '9813098', '18256197', '15615957', '10557471', '18557974']",40,10.505438919994049,"[0, 0, 0, 10]","[100, 100, 14, 0]","[0.0, 1.202995190396905e-05, 8.719751763972454, 10.50540553900646]","[0, 0, 34, 40]","[[], [], [], ['4442799', '11705328', '12130200', '42441846', '3215494', '9813098', '18256197', '15615957', '10557471', '18557974']]"
5,42,"['8083310', '22613657', '22482024', '3391547', '27889071', '1145473', '40913091', '45218443', '8385277', '8925851']",49,13.040088542969897,"[0, 0, 0, 0, 10]","[100, 100, 28, 12, 0]","[0.0, 8.967006579041481e-06, 8.953886804985814, 11.942400333995465, 13.040052441006992]","[0, 0, 34, 44, 49]","[[], [], [], [], ['8083310', '22613657', '22482024', '3391547', '27889071', '1145473', '40913091', '45218443', '8385277', '8925851']]"
6,48,"['32353339', '11349166', '21216726', '24596228', '5114282', '36497180', '18617259', '253672', '3078080', '27063470']",57,16.43428926996421,"[0, 0, 0, 0, 8, 9, 9, 10]","[100, 100, 28, 15, 7, 6, 3, 0]","[0.0, 1.2630014680325985e-05, 8.456721447000746, 11.650242423987947, 13.430881584004965, 14.513000779028516, 15.694998644990847, 16.43424001702806]","[0, 0, 34, 44, 50, 53, 56, 57]","[[], [], [], [], ['32353339', '11349166', '24596228', '5114282', '18617259', '253672', '3078080', '27063470'], ['32353339', '11349166', '21216726', '24596228', '5114282', '18617259', '253672', '3078080', '27063470'], ['32353339', '11349166', '21216726', '24596228', '5114282', '18617259', '253672', '3078080', '27063470'], ['32353339', '11349166', '21216726', '24596228', '5114282', '36497180', '18617259', '253672', '3078080', '27063470']]"
7,49,"['15590539', '1333643', '86602746', '23913146', '5702790', '7029990', '5953485', '22362025', '12652963', '3154880']",34,8.145749744027853,"[0, 0, 10]","[100, 100, 0]","[0.0, 1.6456993762403727e-05, 8.145711448043585]","[0, 0, 34]","[[], [], ['15590539', '1333643', '86602746', '23913146', '5702790', '7029990', '5953485', '22362025', '12652963', '3154880']]"
8,50,"['3952288', '29785642', '25738896', '18488986', '39559521', '12580014', '13989491', '15707049', '17844478', '4561402']",131,30.66532427596394,"[0, 0, 2, 3, 3, 3, 3, 3, 3, 6, 10]","[100, 100, 98, 97, 20, 13, 12, 11, 8, 5, 0]","[0.0, 1.3450044207274914e-05, 8.759715890046209, 16.575720498047303, 23.973777001025155, 25.794863635033835, 26.846509891038295, 27.831249268027022, 28.757857673044782, 29.709108815004583, 30.6652765290346]","[0, 0, 34, 68, 101, 109, 114, 119, 124, 128, 131]","[[], [], ['12580014', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['3952288', '4561402', '25738896', '39559521', '18488986', '12580014'], ['3952288', '29785642', '25738896', '18488986', '39559521', '12580014', '13989491', '15707049', '17844478', '4561402']]"
9,51,"['7583725', '20454006', '1866911', '8963413', '43385013', '16734530', '7821634', '45638119', '3285322', '1171121']",50,14.34537310001906,"[0, 0, 0, 0, 3, 9, 10]","[100, 100, 15, 13, 10, 4, 0]","[0.0, 2.686301013454795e-05, 9.148759305011481, 10.831741955014877, 12.011274627991952, 13.25155187904602, 14.345322904991917]","[0, 0, 34, 40, 45, 49, 50]","[[], [], [], [], ['45638119', '7583725', '7821634'], ['7583725', '20454006', '1866911', '8963413', '43385013', '16734530', '7821634', '45638119', '1171121'], ['7583725', '20454006', '1866911', '8963413', '43385013', '16734530', '7821634', '45638119', '3285322', '1171121']]"
