q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['17388232', '82665667', '31715818', '19855358', '3874000', '16532419', '21456232', '9634465', '4346436', '32532238']",201,23.444783146958798,"[0, 0, 0, 0, 0, 0, 5, 9, 10]","[100, 100, 46, 25, 12, 11, 6, 2, 0]","[0.0, 1.1886004358530045e-05, 12.244967238977551, 16.65398722596001, 19.351974027988035, 20.58704904699698, 22.119114784989506, 22.991851785976905, 23.444753582996782]","[0, 0, 100, 146, 171, 183, 194, 200, 201]","[[], [], [], [], [], [], ['9634465', '21456232', '16532419', '19855358', '32532238'], ['17388232', '82665667', '31715818', '19855358', '16532419', '21456232', '9634465', '4346436', '32532238'], ['17388232', '82665667', '31715818', '19855358', '3874000', '16532419', '21456232', '9634465', '4346436', '32532238']]"
1,3,"['4414547', '2739854', '2359152', '35861290', '23389795', '19058822', '13618987', '14717500', '11861374', '6290112']",167,17.861774646968115,"[0, 0, 0, 0, 10]","[100, 100, 44, 23, 0]","[0.0, 2.704700455069542e-05, 10.475000684033148, 14.982500970014371, 17.861729908036068]","[0, 0, 100, 144, 167]","[[], [], [], [], ['4414547', '2739854', '2359152', '35861290', '23389795', '19058822', '13618987', '14717500', '11861374', '6290112']]"
2,5,"['23203102', '18617259', '10984005', '4506414', '13734012', '21550246', '76415938', '1583041', '27063470', '25451374']",245,26.793784253008198,"[0, 0, 0, 8, 8, 8, 10]","[100, 100, 53, 45, 28, 19, 0]","[0.0, 8.7349908426404e-06, 10.340057447960135, 15.639278513961472, 20.686493275978137, 24.058446693990845, 26.793733886966947]","[0, 0, 100, 153, 198, 226, 245]","[[], [], [], ['23203102', '18617259', '10984005', '13734012', '21550246', '76415938', '1583041', '25451374'], ['23203102', '18617259', '10984005', '13734012', '21550246', '76415938', '1583041', '25451374'], ['23203102', '18617259', '10984005', '13734012', '21550246', '76415938', '1583041', '25451374'], ['23203102', '18617259', '10984005', '4506414', '13734012', '21550246', '76415938', '1583041', '27063470', '25451374']]"
3,13,"['49429882', '35714909', '2425364', '8529693', '8842332', '26611834', '30786800', '33257464', '33740844', '1263446']",226,29.200314516026992,"[0, 0, 3, 3, 8, 10]","[100, 100, 97, 17, 12, 0]","[0.0, 9.50903631746769e-06, 13.753208555048332, 25.559524691023398, 27.738917403039522, 29.200282170029823]","[0, 0, 100, 197, 214, 226]","[[], [], ['26611834', '33740844', '1263446'], ['26611834', '33740844', '1263446'], ['49429882', '2425364', '8529693', '8842332', '26611834', '30786800', '33740844', '1263446'], ['49429882', '35714909', '2425364', '8529693', '8842332', '26611834', '30786800', '33257464', '33740844', '1263446']]"
4,36,"['12130200', '37424881', '18557974', '21636085', '42441846', '18256197', '3215494', '33409100', '12810152', '23245050']",142,17.332646638038568,"[0, 0, 0, 0, 10]","[100, 100, 30, 12, 0]","[0.0, 9.06502828001976e-06, 11.238454436999746, 15.395136008039117, 17.332607346004806]","[0, 0, 100, 130, 142]","[[], [], [], [], ['12130200', '37424881', '18557974', '21636085', '42441846', '18256197', '3215494', '33409100', '12810152', '23245050']]"
5,42,"['18174210', '45218443', '27889071', '40913091', '14252892', '13959707', '25420421', '11705328', '27162821', '6315132']",181,22.361403477960266,"[0, 0, 0, 0, 10]","[100, 100, 50, 31, 0]","[0.0, 1.4018965885043144e-05, 12.483694137015846, 18.560620012984145, 22.361365409975406]","[0, 0, 100, 150, 181]","[[], [], [], [], ['18174210', '45218443', '27889071', '40913091', '14252892', '13959707', '25420421', '11705328', '27162821', '6315132']]"
6,48,"['20399078', '70633421', '14408200', '22938539', '8300657', '23136735', '17591478', '13857083', '6748318', '16172576']",188,24.26698746997863,"[0, 0, 0, 0, 0, 6, 9, 10]","[100, 100, 49, 22, 11, 5, 2, 0]","[0.0, 1.4277000445872545e-05, 11.521734150010161, 17.715719947009347, 21.033270883955993, 22.951131315960083, 23.668991518963594, 24.266940139990766]","[0, 0, 100, 149, 171, 182, 187, 188]","[[], [], [], [], [], ['20399078', '70633421', '8300657', '14408200', '23136735', '17591478'], ['20399078', '70633421', '14408200', '22938539', '8300657', '23136735', '17591478', '6748318', '16172576'], ['20399078', '70633421', '14408200', '22938539', '8300657', '23136735', '17591478', '13857083', '6748318', '16172576']]"
7,49,"['86602746', '5953485', '1333643', '7029990', '23913146', '22362025', '2619579', '5702790', '2266471', '12652963']",242,26.879290946992114,"[0, 0, 4, 4, 4, 10]","[100, 100, 96, 39, 7, 0]","[0.0, 1.7946003936231136e-05, 11.224362856999505, 21.635918504034635, 25.781948178017046, 26.8792473860085]","[0, 0, 100, 196, 235, 242]","[[], [], ['12652963', '5953485', '86602746', '22362025'], ['12652963', '5953485', '86602746', '22362025'], ['12652963', '5953485', '86602746', '22362025'], ['86602746', '5953485', '1333643', '7029990', '23913146', '22362025', '2619579', '5702790', '2266471', '12652963']]"
8,50,"['17844478', '12580014', '36950726', '15707049', '4561402', '1583134', '25738896', '39559521', '18488986', '3952288']",326,35.71760803903453,"[0, 0, 2, 3, 3, 3, 3, 10]","[100, 100, 98, 97, 12, 10, 9, 0]","[0.0, 1.9697996322065592e-05, 11.141137001977768, 21.66013470699545, 31.88219062698772, 33.340824985993095, 34.725916363997385, 35.71755719796056]","[0, 0, 100, 198, 295, 307, 317, 326]","[[], [], ['12580014', '18488986'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['17844478', '12580014', '36950726', '15707049', '4561402', '1583134', '25738896', '39559521', '18488986', '3952288']]"
9,51,"['17648235', '20183360', '7583725', '45638119', '7821634', '43385013', '15721252', '12438901', '12762485', '8963413']",228,26.512540933967102,"[0, 0, 9, 9, 9, 10]","[100, 100, 91, 36, 2, 0]","[0.0, 1.919502392411232e-05, 11.885871049016714, 21.658121727989055, 25.907763416995294, 26.512498901982326]","[0, 0, 100, 191, 227, 228]","[[], [], ['17648235', '20183360', '7583725', '45638119', '7821634', '43385013', '15721252', '12438901', '8963413'], ['17648235', '20183360', '7583725', '45638119', '7821634', '43385013', '15721252', '12438901', '8963413'], ['17648235', '20183360', '7583725', '45638119', '7821634', '43385013', '15721252', '12438901', '8963413'], ['17648235', '20183360', '7583725', '45638119', '7821634', '43385013', '15721252', '12438901', '12762485', '8963413']]"
