q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['95764370', '17388232', '12899612', '10607877', '4346436', '18678095', '21456232', '19855358', '997143', '7506409']",2541,610.8113015479976,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1751, 498, 145, 29, 0]","[0.0, 4.454800364328548e-05, 429.0852868400034, 559.3407789050034, 597.5778619300036, 608.0795999559996, 610.8112630940013]","[0, 0, 1729, 2314, 2481, 2530, 2541]","[[], [], [], [], [], [], ['95764370', '17388232', '12899612', '10607877', '4346436', '18678095', '21456232', '19855358', '997143', '7506409']]"
1,3,"['23389795', '3672261', '2739854', '14717500', '43619625', '4414547', '25571386', '20868160', '8842332', '7324039']",2370,540.352725812998,"[0, 0, 0, 0, 0, 0, 9, 9, 9, 10]","[5183, 5183, 1375, 364, 108, 30, 21, 7, 3, 0]","[0.0, 7.075999747030437e-06, 391.39458527599345, 497.6317294859982, 525.5718786069992, 533.782436579997, 536.4725070369968, 538.6281666119976, 539.6759268779933, 540.3526937639981]","[0, 0, 1729, 2188, 2310, 2347, 2358, 2366, 2369, 2370]","[[], [], [], [], [], [], ['23389795', '3672261', '2739854', '14717500', '4414547', '25571386', '20868160', '8842332', '7324039'], ['23389795', '3672261', '2739854', '14717500', '4414547', '25571386', '20868160', '8842332', '7324039'], ['23389795', '3672261', '2739854', '14717500', '4414547', '25571386', '20868160', '8842332', '7324039'], ['23389795', '3672261', '2739854', '14717500', '43619625', '4414547', '25571386', '20868160', '8842332', '7324039']]"
2,5,"['11861374', '21550246', '2194320', '18617259', '11349166', '35766603', '13734012', '27063470', '7662395', '3078080']",2803,600.8596266519962,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 3128, 46, 21, 14, 0]","[0.0, 1.4172001101542264e-05, 370.2252865889968, 591.9947517980036, 596.8772655540015, 599.1639194739982, 600.8595946569985]","[0, 0, 1729, 2773, 2789, 2797, 2803]","[[], [], [], [], [], [], ['11861374', '21550246', '2194320', '18617259', '11349166', '35766603', '13734012', '27063470', '7662395', '3078080']]"
3,13,"['2425364', '1958440', '26611834', '6718824', '49429882', '1263446', '10749308', '9967265', '33740844', '28633594']",3481,850.9490885920022,"[0, 0, 7, 7, 7, 10]","[5183, 5183, 5176, 59, 12, 0]","[0.0, 8.481001714244485e-06, 435.60434696200537, 843.2814113690038, 849.8376791690025, 850.9490479970045]","[0, 0, 1729, 3455, 3476, 3481]","[[], [], ['2425364', '1263446', '10749308', '26611834', '9967265', '33740844', '28633594'], ['2425364', '1263446', '10749308', '26611834', '9967265', '33740844', '28633594'], ['2425364', '1263446', '10749308', '26611834', '9967265', '33740844', '28633594'], ['2425364', '1958440', '26611834', '6718824', '49429882', '1263446', '10749308', '9967265', '33740844', '28633594']]"
4,36,"['42441846', '24049225', '15692098', '18188022', '12130200', '11705328', '18557974', '16252863', '37424881', '3215494']",1812,413.16897265100124,"[0, 0, 0, 0, 10]","[5183, 5183, 231, 12, 0]","[0.0, 8.795999747235328e-06, 391.94718577800086, 411.97912726100185, 413.16892677899887]","[0, 0, 1729, 1807, 1812]","[[], [], [], [], ['42441846', '24049225', '15692098', '18188022', '12130200', '11705328', '18557974', '16252863', '37424881', '3215494']]"
5,42,"['18174210', '13509809', '45218443', '25830701', '42708716', '8331432', '40913091', '27889071', '37182501', '5572127']",2458,597.7476459309983,"[0, 0, 0, 0, 0, 0, 0, 9, 9, 10]","[5183, 5183, 1346, 633, 131, 27, 18, 9, 4, 0]","[0.0, 6.32300361758098e-06, 417.21041707399854, 529.2560312170026, 579.6831010590031, 590.7095922790031, 593.4915503529992, 595.6515839990025, 596.7636564790009, 597.7475952230016]","[0, 0, 1729, 2179, 2391, 2436, 2446, 2453, 2457, 2458]","[[], [], [], [], [], [], [], ['18174210', '13509809', '25830701', '42708716', '8331432', '40913091', '27889071', '37182501', '5572127'], ['18174210', '13509809', '25830701', '42708716', '8331432', '40913091', '27889071', '37182501', '5572127'], ['18174210', '13509809', '45218443', '25830701', '42708716', '8331432', '40913091', '27889071', '37182501', '5572127']]"
6,48,"['1122198', '77971703', '18617259', '10450300', '11349166', '695938', '7224723', '13734012', '17333231', '103007']",2541,584.6236797699967,"[0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 10]","[5183, 5183, 1432, 511, 244, 119, 61, 25, 16, 5, 2, 0]","[0.0, 1.1933996574953198e-05, 397.6650676270001, 509.44070418699994, 547.6310532839998, 565.3247884109951, 574.7906411840013, 579.2242207009986, 581.1664383789976, 583.0912658870002, 584.1452486720009, 584.6236221279978]","[0, 0, 1729, 2207, 2378, 2460, 2501, 2522, 2531, 2537, 2540, 2541]","[[], [], [], [], [], [], [], [], ['77971703', '18617259', '10450300', '11349166', '695938', '7224723', '13734012', '17333231', '103007'], ['77971703', '18617259', '10450300', '11349166', '695938', '7224723', '13734012', '17333231', '103007'], ['77971703', '18617259', '10450300', '11349166', '695938', '7224723', '13734012', '17333231', '103007'], ['1122198', '77971703', '18617259', '10450300', '11349166', '695938', '7224723', '13734012', '17333231', '103007']]"
7,49,"['86602746', '7029990', '5953485', '12652963', '23913146', '12207167', '2619579', '5409325', '1333643', '12871002']",1735,407.881472811001,"[0, 0, 0, 8, 10]","[5183, 5183, 12, 4, 0]","[0.0, 1.5013996744528413e-05, 405.20962085000065, 406.5939550589974, 407.88143888199556]","[0, 0, 1729, 1734, 1735]","[[], [], [], ['86602746', '7029990', '5953485', '23913146', '12207167', '5409325', '1333643', '12871002'], ['86602746', '7029990', '5953485', '12652963', '23913146', '12207167', '2619579', '5409325', '1333643', '12871002']]"
8,50,"['13989491', '8354687', '39559521', '18488986', '12580014', '15405204', '3952288', '10162553', '301838', '25738896']",5276,1198.6032086909981,"[0, 0, 2, 3, 3, 3, 3, 3, 3, 6, 7, 7, 10]","[5183, 5183, 5181, 5180, 93, 70, 34, 18, 12, 9, 8, 5, 0]","[0.0, 8.089999028015882e-06, 400.21190334700077, 789.0316982849981, 1175.7884602959966, 1183.7431245459957, 1189.8490609200016, 1192.834790503999, 1194.7419130159979, 1195.7656000149946, 1196.7216170210013, 1197.660442581997, 1198.6031680009983]","[0, 0, 1729, 3457, 5185, 5217, 5241, 5253, 5260, 5265, 5269, 5273, 5276]","[[], [], ['12580014', '18488986'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '15405204', '39559521', '18488986', '301838', '25738896'], ['12580014', '15405204', '3952288', '39559521', '18488986', '301838', '25738896'], ['12580014', '15405204', '3952288', '39559521', '18488986', '301838', '25738896'], ['13989491', '8354687', '39559521', '18488986', '12580014', '15405204', '3952288', '10162553', '301838', '25738896']]"
9,51,"['12762485', '8963413', '19358586', '45638119', '7821634', '7583725', '24249915', '24205118', '15521377', '23863551']",1755,415.5794577869965,"[0, 0, 0, 7, 7, 10]","[5183, 5183, 32, 25, 13, 0]","[0.0, 1.4975004887674004e-05, 408.5070575409991, 412.08272577200114, 414.3524083540033, 415.5794217529983]","[0, 0, 1729, 1741, 1750, 1755]","[[], [], [], ['12762485', '7583725', '8963413', '24249915', '24205118', '15521377', '45638119'], ['12762485', '7583725', '8963413', '24249915', '24205118', '15521377', '45638119'], ['12762485', '8963413', '19358586', '45638119', '7821634', '7583725', '24249915', '24205118', '15521377', '23863551']]"
