q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['21456232', '4346436', '9507605', '20524091', '9272598', '17388232', '19855358', '31715818', '3847200', '32532238']",1296,684.4701297569991,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2037, 843, 537, 255, 107, 38, 0]","[0.0, 4.7007997636683285e-05, 420.94605908299854, 559.8731231540005, 617.4557980509999, 655.3883403439977, 672.6205676210011, 680.5931749520023, 684.4700827970009]","[0, 0, 742, 1034, 1156, 1234, 1272, 1289, 1296]","[[], [], [], [], [], [], [], [], ['21456232', '4346436', '9507605', '20524091', '9272598', '17388232', '19855358', '31715818', '3847200', '32532238']]"
1,3,"['23389795', '19058822', '13905670', '18670', '2739854', '3672261', '14717500', '1388704', '1544804', '24144677']",903,469.70569223500206,"[0, 0, 0, 0, 0, 9, 9, 10]","[5183, 5183, 947, 90, 25, 16, 4, 0]","[0.0, 1.240900019183755e-05, 384.6440412890006, 458.13335868799913, 464.89971243699983, 466.8973488429983, 468.84911002500303, 469.70566134899855]","[0, 0, 742, 879, 893, 898, 902, 903]","[[], [], [], [], [], ['23389795', '13905670', '18670', '2739854', '3672261', '14717500', '1388704', '1544804', '24144677'], ['23389795', '13905670', '18670', '2739854', '3672261', '14717500', '1388704', '1544804', '24144677'], ['23389795', '19058822', '13905670', '18670', '2739854', '3672261', '14717500', '1388704', '1544804', '24144677']]"
2,5,"['23124332', '15879544', '76415938', '21550246', '695938', '17333231', '7116734', '9272598', '23203102', '18617259']",1188,575.3117470479992,"[0, 0, 0, 0, 10]","[5183, 5183, 3092, 15, 0]","[0.0, 1.0693998774513602e-05, 361.0982074249987, 573.1139039710033, 575.3117118660011]","[0, 0, 742, 1185, 1188]","[[], [], [], [], ['23124332', '15879544', '76415938', '21550246', '695938', '17333231', '7116734', '9272598', '23203102', '18617259']]"
3,13,"['7662395', '2958458', '26611834', '5487448', '35714909', '439670', '6718824', '17450673', '2425364', '1263446']",1597,910.9916283909988,"[0, 0, 8, 8, 8, 8, 10]","[5183, 5183, 5175, 741, 31, 8, 0]","[0.0, 7.255999662447721e-06, 433.04152568899735, 839.8631458239979, 904.1233227330013, 908.873921366001, 910.9916001899983]","[0, 0, 742, 1483, 1590, 1596, 1597]","[[], [], ['26611834', '5487448', '35714909', '439670', '6718824', '17450673', '2425364', '1263446'], ['26611834', '5487448', '35714909', '439670', '6718824', '17450673', '2425364', '1263446'], ['26611834', '5487448', '35714909', '439670', '6718824', '17450673', '2425364', '1263446'], ['26611834', '5487448', '35714909', '439670', '6718824', '17450673', '2425364', '1263446'], ['7662395', '2958458', '26611834', '5487448', '35714909', '439670', '6718824', '17450673', '2425364', '1263446']]"
4,36,"['16252863', '4442799', '21636085', '3215494', '12130200', '18557974', '42441846', '5152028', '11705328', '10557471']",749,397.6411992689973,"[0, 0, 0, 6, 10]","[5183, 5183, 21, 15, 0]","[0.0, 1.0479001502972096e-05, 392.49772925300203, 395.345815931003, 397.64116677700076]","[0, 0, 742, 746, 749]","[[], [], [], ['16252863', '18557974', '42441846', '4442799', '3215494', '12130200'], ['16252863', '4442799', '21636085', '3215494', '12130200', '18557974', '42441846', '5152028', '11705328', '10557471']]"
5,42,"['23918031', '4380287', '40913091', '27889071', '16745747', '45218443', '2758012', '3090454', '5107861', '2701077']",1051,580.2474718099984,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1376, 634, 27, 18, 17, 13, 12, 0]","[0.0, 5.549998604692519e-06, 408.77034638400073, 518.8699168489984, 567.768722629, 571.4953175849951, 573.6983155569978, 575.9069759959966, 578.0959763299979, 580.2474403160013]","[0, 0, 742, 940, 1032, 1037, 1041, 1045, 1048, 1051]","[[], [], [], [], [], [], [], [], [], ['23918031', '4380287', '40913091', '27889071', '16745747', '45218443', '2758012', '3090454', '5107861', '2701077']]"
6,48,"['11349166', '17911973', '6070278', '13734012', '695938', '23203102', '44366096', '18617259', '27063470', '46355579']",980,521.9904277249952,"[0, 0, 0, 0, 0, 0, 0, 9, 10]","[5183, 5183, 1397, 130, 55, 16, 13, 4, 0]","[0.0, 9.661998774390668e-06, 385.32933117599896, 499.9805439769989, 512.7298147129986, 517.015489186997, 519.0084898170026, 521.0769153119982, 521.990386104997]","[0, 0, 742, 943, 963, 972, 976, 979, 980]","[[], [], [], [], [], [], [], ['11349166', '17911973', '6070278', '13734012', '695938', '23203102', '18617259', '27063470', '46355579'], ['11349166', '17911973', '6070278', '13734012', '695938', '23203102', '44366096', '18617259', '27063470', '46355579']]"
7,49,"['2619579', '5953485', '12871002', '18467982', '23913146', '1333643', '22362025', '15590539', '7029990', '5702790']",1484,768.2565435210054,"[0, 0, 4, 4, 10]","[5183, 5183, 5179, 7, 0]","[0.0, 1.2700998922809958e-05, 393.5230407470008, 766.6206515660015, 768.256501332995]","[0, 0, 742, 1483, 1484]","[[], [], ['5953485', '7029990', '1333643', '22362025'], ['5953485', '7029990', '1333643', '22362025'], ['2619579', '5953485', '12871002', '18467982', '23913146', '1333643', '22362025', '15590539', '7029990', '5702790']]"
8,50,"['12580014', '18488986', '8354687', '301838', '25738896', '39559521', '4561402', '15405204', '13989491', '3952288']",2257,1156.842344621,"[0, 0, 2, 3, 3, 3, 3, 3, 6, 6, 10]","[5183, 5183, 5181, 5180, 75, 44, 31, 13, 10, 7, 0]","[0.0, 8.508999599143863e-06, 388.4299695180016, 763.1870656440005, 1138.4139586899983, 1144.4013390999971, 1148.715344062999, 1151.3155665070008, 1153.3002943550018, 1155.2734559210003, 1156.842309452004]","[0, 0, 742, 1483, 2224, 2236, 2244, 2250, 2253, 2256, 2257]","[[], [], ['12580014', '18488986'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '39559521', '13989491', '3952288', '25738896'], ['12580014', '18488986', '39559521', '13989491', '3952288', '25738896'], ['12580014', '18488986', '8354687', '301838', '25738896', '39559521', '4561402', '15405204', '13989491', '3952288']]"
9,51,"['7583725', '15113221', '4455466', '24341590', '25832301', '8963413', '19358586', '16734530', '24249915', '45638119']",758,404.36127706599655,"[0, 0, 0, 2, 8, 8, 8, 10]","[5183, 5183, 23, 21, 15, 10, 4, 0]","[0.0, 1.5630001144018024e-05, 394.3027749030007, 396.5188405010049, 398.83807330300624, 401.05373040200357, 403.30163731600624, 404.3612450820001]","[0, 0, 742, 747, 751, 754, 757, 758]","[[], [], [], ['7583725', '45638119'], ['7583725', '4455466', '24341590', '8963413', '19358586', '16734530', '24249915', '45638119'], ['7583725', '4455466', '24341590', '8963413', '19358586', '16734530', '24249915', '45638119'], ['7583725', '4455466', '24341590', '8963413', '19358586', '16734530', '24249915', '45638119'], ['7583725', '15113221', '4455466', '24341590', '25832301', '8963413', '19358586', '16734530', '24249915', '45638119']]"
