q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['17388232', '10846815', '26047921', '6219790', '21456232', '6190603', '8386609', '19255949', '33036897', '1676568']",580,584.9801902690015,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2148, 796, 325, 79, 22, 12, 0]","[0.0, 3.961799666285515e-05, 347.60380458899454, 490.4550315019951, 545.9691475099971, 569.7983604299952, 577.9164254329953, 582.0700446279952, 584.980144565001]","[0, 0, 347, 492, 546, 569, 576, 579, 580]","[[], [], [], [], [], [], [], [], ['17388232', '10846815', '26047921', '6219790', '21456232', '6190603', '8386609', '19255949', '33036897', '1676568']]"
1,3,"['2739854', '13914198', '4632921', '14717500', '45200347', '23389795', '4414547', '32181055', '10944947', '10145528']",379,381.2276811560005,"[0, 0, 0, 0, 9, 10]","[5183, 5183, 406, 21, 12, 0]","[0.0, 1.0035997547674924e-05, 345.08978005200333, 373.05228329799866, 377.16292644900386, 381.22764699599793]","[0, 0, 347, 375, 378, 379]","[[], [], [], [], ['2739854', '13914198', '4632921', '14717500', '23389795', '4414547', '32181055', '10944947', '10145528'], ['2739854', '13914198', '4632921', '14717500', '45200347', '23389795', '4414547', '32181055', '10944947', '10145528']]"
2,5,"['1583041', '18617259', '24512064', '13734012', '11349166', '7230315', '1292369', '21550246', '23124332', '27063470']",813,812.0251995159997,"[0, 0, 0, 9, 9, 9, 9, 9, 9, 10]","[5183, 5183, 2662, 2653, 1045, 342, 95, 60, 15, 0]","[0.0, 9.033996320795268e-06, 344.9826563359966, 523.506488727995, 701.1361898709947, 772.250819588, 796.1570788280005, 804.180354817996, 808.3075647769947, 812.0251616559981]","[0, 0, 347, 526, 704, 775, 799, 807, 812, 813]","[[], [], [], ['1583041', '18617259', '24512064', '13734012', '11349166', '7230315', '21550246', '23124332', '27063470'], ['1583041', '18617259', '24512064', '13734012', '11349166', '7230315', '21550246', '23124332', '27063470'], ['1583041', '18617259', '24512064', '13734012', '11349166', '7230315', '21550246', '23124332', '27063470'], ['1583041', '18617259', '24512064', '13734012', '11349166', '7230315', '21550246', '23124332', '27063470'], ['1583041', '18617259', '24512064', '13734012', '11349166', '7230315', '21550246', '23124332', '27063470'], ['1583041', '18617259', '24512064', '13734012', '11349166', '7230315', '21550246', '23124332', '27063470'], ['1583041', '18617259', '24512064', '13734012', '11349166', '7230315', '1292369', '21550246', '23124332', '27063470']]"
3,13,"['7662395', '11748341', '16322674', '33740844', '35714909', '30786800', '8529693', '26611834', '17450673', '1958440']",1066,1054.8089174340057,"[0, 0, 6, 7, 7, 7, 10]","[5183, 5183, 5177, 5176, 350, 4, 0]","[0.0, 1.537799835205078e-05, 343.4704814610013, 687.1443905229971, 1030.0957575079956, 1053.875246274998, 1054.8088895010005]","[0, 0, 347, 694, 1040, 1065, 1066]","[[], [], ['35714909', '26611834', '30786800', '8529693', '11748341', '16322674'], ['35714909', '26611834', '30786800', '8529693', '11748341', '17450673', '16322674'], ['35714909', '26611834', '30786800', '8529693', '11748341', '17450673', '16322674'], ['35714909', '26611834', '30786800', '8529693', '11748341', '17450673', '16322674'], ['7662395', '11748341', '16322674', '33740844', '35714909', '30786800', '8529693', '26611834', '17450673', '1958440']]"
4,36,"['16252863', '21636085', '12130200', '37424881', '33409100', '42441846', '3215494', '5152028', '12810152', '11705328']",348,348.5984301830031,"[0, 0, 0, 10]","[5183, 5183, 15, 0]","[0.0, 7.773996912874281e-06, 344.88529692099837, 348.5983916050027]","[0, 0, 347, 348]","[[], [], [], ['16252863', '21636085', '12130200', '37424881', '33409100', '42441846', '3215494', '5152028', '12810152', '11705328']]"
5,42,"['1145473', '6315132', '8925851', '45218443', '27889071', '5107861', '11156883', '27162821', '18174210', '40913091']",456,454.41322513698833,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 1520, 55, 15, 0]","[0.0, 7.044989615678787e-06, 343.4300191249931, 446.4982280499971, 450.66204622999066, 454.4131873929873]","[0, 0, 347, 450, 455, 456]","[[], [], [], [], [], ['1145473', '6315132', '8925851', '45218443', '27889071', '5107861', '11156883', '27162821', '18174210', '40913091']]"
6,48,"['28738741', '18617259', '24512064', '23203102', '11349166', '17333231', '695938', '13734012', '27063470', '9056874']",541,540.5474950729986,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1456, 763, 391, 129, 46, 22, 0]","[0.0, 8.449002052657306e-06, 343.7293493790057, 442.6111200089945, 494.0710449019971, 521.9308653600019, 532.3569411930075, 536.4881228710001, 540.5474463980063]","[0, 0, 347, 445, 497, 524, 534, 538, 541]","[[], [], [], [], [], [], [], [], ['28738741', '18617259', '24512064', '23203102', '11349166', '17333231', '695938', '13734012', '27063470', '9056874']]"
7,49,"['1354567', '7029990', '22362025', '5702790', '15590539', '23913146', '5409325', '1333643', '2619579', '5953485']",745,740.6693606510089,"[0, 0, 7, 7, 7, 10]","[5183, 5183, 5176, 742, 4, 0]","[0.0, 9.980998584069312e-06, 343.3429893459979, 687.793950153995, 739.7164274020033, 740.669194778995]","[0, 0, 347, 693, 744, 745]","[[], [], ['22362025', '5702790', '23913146', '5409325', '7029990', '2619579', '5953485'], ['22362025', '5702790', '23913146', '5409325', '7029990', '2619579', '5953485'], ['22362025', '5702790', '23913146', '5409325', '7029990', '2619579', '5953485'], ['1354567', '7029990', '22362025', '5702790', '15590539', '23913146', '5409325', '1333643', '2619579', '5953485']]"
8,50,"['3952288', '15405204', '10162553', '39559521', '15707049', '25738896', '18488986', '12580014', '4561402', '8354687']",715,713.3050117050007,"[0, 0, 3, 3, 3, 3, 3, 9, 9, 10]","[5183, 5183, 5180, 81, 38, 31, 28, 22, 3, 0]","[0.0, 1.1104988516308367e-05, 343.8299276839971, 688.2633321549947, 696.3034173380001, 700.396347995993, 704.4931182349974, 708.5700353979919, 712.6219536449935, 713.304971724996]","[0, 0, 347, 694, 701, 705, 708, 711, 714, 715]","[[], [], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['3952288', '15405204', '10162553', '39559521', '15707049', '25738896', '18488986', '12580014', '4561402'], ['3952288', '15405204', '10162553', '39559521', '15707049', '25738896', '18488986', '12580014', '4561402'], ['3952288', '15405204', '10162553', '39559521', '15707049', '25738896', '18488986', '12580014', '4561402', '8354687']]"
9,51,"['16734530', '43385013', '16691520', '7795952', '7583725', '8963413', '7821634', '24249915', '45638119', '19358586']",347,344.0279274570057,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 1.2823002180084586e-05, 344.02789307999774]","[0, 0, 347]","[[], [], ['16734530', '43385013', '16691520', '7795952', '7583725', '8963413', '7821634', '24249915', '45638119', '19358586']]"
10,53,"['43385013', '15721252', '7795952', '7583725', '4889228', '15113221', '7821634', '45638119', '4429932', '19358586']",348,347.7648587300064,"[0, 0, 0, 10]","[5183, 5183, 14, 0]","[0.0, 6.831003702245653e-06, 344.1956287369976, 347.7648318599968]","[0, 0, 347, 348]","[[], [], [], ['43385013', '15721252', '7795952', '7583725', '4889228', '15113221', '7821634', '45638119', '4429932', '19358586']]"
11,54,"['26025820', '38533515', '24721866', '1590744', '32408470', '3504761', '49556906', '3973445', '23974474', '14874811']",354,355.44511737699213,"[0, 0, 0, 0, 4, 10]","[5183, 5183, 19, 17, 13, 0]","[0.0, 6.353002390824258e-06, 343.8080492750014, 347.88899624400074, 351.96503090899205, 355.44507643599354]","[0, 0, 347, 350, 353, 354]","[[], [], [], [], ['3973445', '26025820', '32408470', '49556906'], ['26025820', '38533515', '24721866', '1590744', '32408470', '3504761', '49556906', '3973445', '23974474', '14874811']]"
