q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['7036529', '169264', '36233757', '4346436', '3155374', '21456232', '695938', '121581019', '1065627', '6219790']",278,890.2515998710005,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2133, 723, 263, 40, 26, 0]","[0.0, 3.6550991353578866e-05, 537.8863605999941, 763.415427008993, 840.181637421003, 868.7774094469933, 881.6607767029927, 890.2515635219897]","[0, 0, 169, 239, 264, 274, 277, 278]","[[], [], [], [], [], [], [], ['7036529', '169264', '36233757', '4346436', '3155374', '21456232', '695938', '121581019', '1065627', '6219790']]"
1,3,"['23389795', '19058822', '1388704', '4414547', '13914198', '4378885', '4632921', '2739854', '14717500', '32181055']",179,573.6668508019939,"[0, 0, 0, 0, 10]","[5183, 5183, 232, 14, 0]","[0.0, 8.700997568666935e-06, 543.0154622299888, 569.5943640740006, 573.6668215869868]","[0, 0, 169, 178, 179]","[[], [], [], [], ['23389795', '19058822', '1388704', '4414547', '13914198', '4378885', '4632921', '2739854', '14717500', '32181055']]"
2,5,"['17333231', '11880289', '11349166', '27063470', '695938', '13734012', '23203102', '15879544', '18617259', '21550246']",303,960.5450835439988,"[0, 0, 0, 0, 0, 0, 0, 9, 9, 10]","[5183, 5183, 2755, 581, 301, 135, 59, 50, 4, 0]","[0.0, 6.686997949145734e-06, 531.1060987509991, 816.9464034120028, 880.3646770799969, 918.2680453170033, 934.1484801509941, 946.8755893019988, 959.5787672629958, 960.5450447189942]","[0, 0, 169, 259, 279, 290, 296, 299, 302, 303]","[[], [], [], [], [], [], [], ['17333231', '11880289', '11349166', '27063470', '695938', '13734012', '23203102', '18617259', '21550246'], ['17333231', '11880289', '11349166', '27063470', '695938', '13734012', '23203102', '18617259', '21550246'], ['17333231', '11880289', '11349166', '27063470', '695938', '13734012', '23203102', '15879544', '18617259', '21550246']]"
3,13,"['26611834', '2425364', '2958458', '41131087', '27123743', '17450673', '8529693', '33740844', '56893404', '1958440']",338,1068.5866275510052,"[0, 0, 6, 6, 10]","[5183, 5183, 5177, 20, 0]","[0.0, 1.6296005924232304e-05, 530.5826873600017, 1063.845996117001, 1068.5865944590041]","[0, 0, 169, 337, 338]","[[], [], ['17450673', '26611834', '2425364', '2958458', '33740844', '27123743'], ['17450673', '26611834', '2425364', '2958458', '33740844', '27123743'], ['26611834', '2425364', '2958458', '41131087', '27123743', '17450673', '8529693', '33740844', '56893404', '1958440']]"
4,36,"['42441846', '37424881', '21636085', '5152028', '12810152', '33409100', '11705328', '16252863', '3215494', '18557974']",170,546.1600405599893,"[0, 0, 0, 10]","[5183, 5183, 17, 0]","[0.0, 9.670999133959413e-06, 542.0589242190035, 546.160011977001]","[0, 0, 169, 170]","[[], [], [], ['42441846', '37424881', '21636085', '5152028', '12810152', '33409100', '11705328', '16252863', '3215494', '18557974']]"
5,42,"['40913091', '18174210', '13959707', '8083310', '27889071', '14021596', '4449524', '45218443', '6000423', '6315132']",240,758.5314220989967,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1501, 458, 64, 13, 0]","[0.0, 8.114002412185073e-06, 537.491516109003, 691.6112818060064, 742.4769985029998, 755.1580147850036, 758.5313895129948]","[0, 0, 169, 219, 235, 239, 240]","[[], [], [], [], [], [], ['40913091', '18174210', '13959707', '8083310', '27889071', '14021596', '4449524', '45218443', '6000423', '6315132']]"
6,48,"['15048300', '45276789', '25293616', '34873974', '11349166', '27063470', '13734012', '23203102', '18617259', '21550246']",237,755.5036640850012,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 1901, 64, 25, 0]","[0.0, 1.1242998880334198e-05, 533.226221031, 734.4758418599959, 747.1125361949962, 755.5036214619904]","[0, 0, 169, 232, 236, 237]","[[], [], [], [], [], ['15048300', '45276789', '25293616', '34873974', '11349166', '27063470', '13734012', '23203102', '18617259', '21550246']]"
7,49,"['5409325', '2619579', '23913146', '86602746', '15590539', '7029990', '1333643', '5702790', '22362025', '5953485']",355,1129.9719026860112,"[0, 0, 7, 7, 7, 10]","[5183, 5183, 5176, 483, 5, 0]","[0.0, 1.018399780150503e-05, 541.6104231729987, 1077.273529557002, 1128.8276777349965, 1129.9718671879964]","[0, 0, 169, 337, 354, 355]","[[], [], ['22362025', '7029990', '5409325', '5702790', '23913146', '5953485', '86602746'], ['22362025', '7029990', '5409325', '5702790', '23913146', '5953485', '86602746'], ['22362025', '7029990', '5409325', '5702790', '23913146', '5953485', '86602746'], ['5409325', '2619579', '23913146', '86602746', '15590539', '7029990', '1333643', '5702790', '22362025', '5953485']]"
8,50,"['4561402', '13989491', '25738896', '18488986', '10162553', '39559521', '15405204', '301838', '3952288', '12580014']",343,1093.3130971929932,"[0, 0, 3, 3, 3, 10]","[5183, 5183, 5180, 94, 28, 0]","[0.0, 8.80200241226703e-06, 534.2021389090078, 1071.3209066650015, 1084.3013981529948, 1093.3130524050066]","[0, 0, 169, 338, 342, 343]","[[], [], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['4561402', '13989491', '25738896', '18488986', '10162553', '39559521', '15405204', '301838', '3952288', '12580014']]"
9,51,"['15721252', '12438901', '7583725', '27240667', '24249915', '19358586', '43385013', '7821634', '16734530', '45638119']",343,1093.0504719219898,"[0, 0, 9, 9, 9, 10]","[5183, 5183, 5174, 109, 32, 0]","[0.0, 1.1607990018092096e-05, 534.2790522929863, 1067.850408169994, 1080.5707254719891, 1093.0504431689915]","[0, 0, 169, 337, 342, 343]","[[], [], ['15721252', '7583725', '27240667', '24249915', '19358586', '43385013', '7821634', '16734530', '45638119'], ['15721252', '7583725', '27240667', '24249915', '19358586', '43385013', '7821634', '16734530', '45638119'], ['15721252', '7583725', '27240667', '24249915', '19358586', '43385013', '7821634', '16734530', '45638119'], ['15721252', '12438901', '7583725', '27240667', '24249915', '19358586', '43385013', '7821634', '16734530', '45638119']]"
