q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['17388232', '4427392', '21387297', '22530842', '3874000', '3360421', '19855358', '21456232', '15176526', '37722384']",29,30.637053972983267,"[0, 0, 0, 0, 0, 5, 5, 10]","[100, 100, 75, 30, 23, 18, 7, 0]","[0.0, 2.1011976059526205e-05, 10.543867801956367, 17.702175346959848, 21.196127204981167, 24.969305263948627, 29.020374142972287, 30.637021009984892]","[0, 0, 10, 18, 22, 25, 28, 29]","[[], [], [], [], [], ['17388232', '19855358', '21456232', '15176526', '3874000'], ['17388232', '19855358', '21456232', '15176526', '3874000'], ['17388232', '4427392', '21387297', '22530842', '3874000', '3360421', '19855358', '21456232', '15176526', '37722384']]"
1,3,"['14717500', '11532028', '19058822', '2739854', '1388704', '6290112', '15155862', '17088791', '4414547', '23389795']",16,16.831883601029404,"[0, 0, 0, 0, 10]","[100, 100, 38, 11, 0]","[0.0, 1.4334975276142359e-05, 10.698167014983483, 14.121521761000622, 16.83183767599985]","[0, 0, 10, 15, 16]","[[], [], [], [], ['14717500', '11532028', '19058822', '2739854', '1388704', '6290112', '15155862', '17088791', '4414547', '23389795']]"
2,5,"['18617259', '13734012', '21550246', '23203102', '21239672', '6490571', '71628189', '21495419', '23124332', '25742130']",26,26.02999076404376,"[0, 0, 0, 0, 8, 8, 10]","[100, 100, 74, 29, 21, 9, 0]","[0.0, 1.1241994798183441e-05, 9.988383145013358, 16.589005342975724, 19.947602379019372, 23.23522700497415, 26.02981588599505]","[0, 0, 10, 18, 22, 25, 26]","[[], [], [], [], ['18617259', '13734012', '21239672', '6490571', '71628189', '21495419', '23124332', '25742130'], ['18617259', '13734012', '21239672', '6490571', '71628189', '21495419', '23124332', '25742130'], ['18617259', '13734012', '21550246', '23203102', '21239672', '6490571', '71628189', '21495419', '23124332', '25742130']]"
3,13,"['17450673', '33740844', '8529693', '27123743', '2425364', '22815457', '26611834', '7662395', '16322674', '2958458']",25,23.744390550011303,"[0, 0, 6, 6, 6, 10]","[100, 100, 94, 31, 9, 0]","[0.0, 1.1535012163221836e-05, 9.557782009011135, 17.598271265043877, 21.22651351999957, 23.744337669049855]","[0, 0, 10, 20, 24, 25]","[[], [], ['17450673', '26611834', '33740844', '7662395', '8529693', '2958458'], ['17450673', '26611834', '33740844', '7662395', '8529693', '2958458'], ['17450673', '26611834', '33740844', '7662395', '8529693', '2958458'], ['17450673', '33740844', '8529693', '27123743', '2425364', '22815457', '26611834', '7662395', '16322674', '2958458']]"
4,36,"['18256197', '18557974', '3215494', '42441846', '11705328', '12130200', '21636085', '16252863', '37424881', '33409100']",17,18.132334721041843,"[0, 0, 0, 0, 6, 10]","[100, 100, 16, 13, 7, 0]","[0.0, 1.3387005310505629e-05, 9.734844318998512, 12.951716548996046, 16.167439567041583, 18.132287025044207]","[0, 0, 10, 13, 16, 17]","[[], [], [], [], ['42441846', '12130200', '18256197', '37424881', '18557974', '33409100'], ['18256197', '18557974', '3215494', '42441846', '11705328', '12130200', '21636085', '16252863', '37424881', '33409100']]"
5,42,"['18174210', '40913091', '10526279', '8385277', '45218443', '8083310', '27889071', '8925851', '9254550', '42373943']",19,19.23475977597991,"[0, 0, 0, 0, 0, 10]","[100, 100, 41, 15, 11, 0]","[0.0, 1.2361968401819468e-05, 9.643495225987863, 12.971582219004631, 16.257809672970325, 19.234715093974955]","[0, 0, 10, 15, 18, 19]","[[], [], [], [], [], ['18174210', '40913091', '10526279', '8385277', '45218443', '8083310', '27889071', '8925851', '9254550', '42373943']]"
6,48,"['18617259', '3698758', '11349166', '15129362', '24512064', '3078080', '23203102', '43587663', '27063470', '5548081']",23,21.43221508298302,"[0, 0, 0, 5, 5, 5, 10]","[100, 100, 39, 34, 19, 7, 0]","[0.0, 1.1653988622128963e-05, 9.647343727992848, 12.963116578001063, 16.262612352962606, 19.527008571953047, 21.432162454992067]","[0, 0, 10, 15, 19, 22, 23]","[[], [], [], ['18617259', '27063470', '11349166', '3078080', '23203102'], ['18617259', '27063470', '11349166', '3078080', '23203102'], ['18617259', '27063470', '11349166', '3078080', '23203102'], ['18617259', '3698758', '11349166', '15129362', '24512064', '3078080', '23203102', '43587663', '27063470', '5548081']]"
7,49,"['5702790', '1333643', '3154880', '2619579', '950306', '23913146', '17544977', '153744', '8006440', '5953485']",11,15.78373670799192,"[0, 0, 0, 10]","[100, 100, 12, 0]","[0.0, 9.275972843170166e-06, 10.811298854998313, 15.78356803796487]","[0, 0, 10, 11]","[[], [], [], ['5702790', '1333643', '3154880', '2619579', '950306', '23913146', '17544977', '153744', '8006440', '5953485']]"
8,50,"['13989491', '18488986', '39559521', '25523969', '12580014', '43014661', '1583134', '4561402', '36950726', '25738896']",24,22.62322986300569,"[0, 0, 3, 3, 3, 10]","[100, 100, 97, 18, 10, 0]","[0.0, 9.194016456604004e-06, 9.888356058043428, 19.137548565049656, 22.572543728048913, 22.623160983028356]","[0, 0, 10, 20, 23, 24]","[[], [], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['13989491', '18488986', '39559521', '25523969', '12580014', '43014661', '1583134', '4561402', '36950726', '25738896']]"
9,51,"['3067015', '1171121', '24249915', '38623601', '7583725', '8963413', '24349992', '45638119', '7821634', '27240667']",10,9.566132000007201,"[0, 0, 10]","[100, 100, 0]","[0.0, 1.3672979548573494e-05, 9.566095092974138]","[0, 0, 10]","[[], [], ['3067015', '1171121', '24249915', '38623601', '7583725', '8963413', '24349992', '45638119', '7821634', '27240667']]"
