q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['3874000', '17388232', '1065627', '10628767', '25435456', '21456232', '1922901', '2060137', '31715818', '4435369']",24,31.349808252998628,"[0, 0, 0, 0, 0, 0, 6, 10]","[100, 100, 68, 28, 25, 19, 13, 0]","[0.0, 1.5027995686978102e-05, 8.39939457399305, 14.278179951012135, 18.345034706988372, 22.418349754996598, 26.520078348985408, 31.349780192016624]","[0, 0, 8, 14, 17, 20, 23, 24]","[[], [], [], [], [], [], ['25435456', '1065627', '3874000', '21456232', '2060137', '17388232'], ['3874000', '17388232', '1065627', '10628767', '25435456', '21456232', '1922901', '2060137', '31715818', '4435369']]"
1,3,"['23389795', '4378885', '13519661', '2739854', '1265945', '14717500', '25571386', '32181055', '4632921', '17088791']",12,16.033412946970202,"[0, 0, 0, 0, 10]","[100, 100, 31, 12, 0]","[0.0, 2.1934974938631058e-05, 8.029394633951597, 12.297694930981379, 16.033371200959664]","[0, 0, 8, 11, 12]","[[], [], [], [], ['23389795', '4378885', '13519661', '2739854', '1265945', '14717500', '25571386', '32181055', '4632921', '17088791']]"
2,5,"['23203102', '27889071', '5433667', '23124332', '1292369', '27063470', '13734012', '1583041', '21550246', '18617259']",28,31.73742784501519,"[0, 0, 0, 0, 0, 0, 0, 10]","[100, 100, 79, 53, 40, 26, 12, 0]","[0.0, 1.3022974599152803e-05, 8.06592218996957, 16.16377731395187, 20.3901999410009, 24.453420061967336, 28.486613785964437, 31.737380407983437]","[0, 0, 8, 15, 20, 24, 27, 28]","[[], [], [], [], [], [], [], ['23203102', '27889071', '5433667', '23124332', '1292369', '27063470', '13734012', '1583041', '21550246', '18617259']]"
3,13,"['26611834', '35714909', '6718824', '33740844', '70455704', '16204011', '74137632', '7662395', '71628189', '27393799']",16,18.481086061976384,"[0, 0, 9, 9, 10]","[100, 100, 91, 6, 0]","[0.0, 1.1954980436712503e-05, 8.536599462968297, 16.917872347985394, 18.481041734979954]","[0, 0, 8, 15, 16]","[[], [], ['26611834', '35714909', '6718824', '33740844', '70455704', '16204011', '74137632', '71628189', '27393799'], ['26611834', '35714909', '6718824', '33740844', '70455704', '16204011', '74137632', '71628189', '27393799'], ['26611834', '35714909', '6718824', '33740844', '70455704', '16204011', '74137632', '7662395', '71628189', '27393799']]"
4,36,"['18256197', '18557974', '21636085', '42441846', '11705328', '37424881', '8595678', '12810152', '40913091', '3215494']",12,16.215655345993582,"[0, 0, 0, 7, 10]","[100, 100, 23, 16, 0]","[0.0, 1.3696029782295227e-05, 8.00843231199542, 12.329725546005648, 16.215613542008214]","[0, 0, 8, 11, 12]","[[], [], [], ['37424881', '18256197', '8595678', '3215494', '12810152', '40913091', '42441846'], ['18256197', '18557974', '21636085', '42441846', '11705328', '37424881', '8595678', '12810152', '40913091', '3215494']]"
5,42,"['8083310', '6315132', '18174210', '10526279', '8925851', '42373943', '45218443', '40913091', '10128893', '2460304']",14,15.069410193013027,"[0, 0, 0, 0, 10]","[100, 100, 50, 11, 0]","[0.0, 1.0143034160137177e-05, 8.01287327799946, 12.089545547030866, 15.069366844021715]","[0, 0, 8, 13, 14]","[[], [], [], [], ['8083310', '6315132', '18174210', '10526279', '8925851', '42373943', '45218443', '40913091', '10128893', '2460304']]"
6,48,"['36497180', '23531592', '29955650', '23203102', '5850219', '11349166', '3078080', '27063470', '3672261', '18617259']",23,25.90621636097785,"[0, 0, 0, 0, 5, 5, 5, 10]","[100, 100, 55, 31, 26, 18, 7, 0]","[0.0, 1.3469019904732704e-05, 7.918408617028035, 12.005261493031867, 16.041102424031124, 20.08077693701489, 24.156159363046754, 25.906172812043224]","[0, 0, 8, 13, 16, 19, 22, 23]","[[], [], [], [], ['27063470', '23203102', '11349166', '3078080', '18617259'], ['27063470', '23203102', '11349166', '3078080', '18617259'], ['27063470', '23203102', '11349166', '3078080', '18617259'], ['36497180', '23531592', '29955650', '23203102', '5850219', '11349166', '3078080', '27063470', '3672261', '18617259']]"
7,49,"['5953485', '6285534', '32324430', '22362025', '6404801', '1333643', '2619579', '23913146', '5702790', '15590539']",20,21.151672792970203,"[0, 0, 6, 6, 6, 10]","[100, 100, 94, 21, 5, 0]","[0.0, 2.0275998394936323e-05, 7.99192145903362, 16.020991917001083, 20.060336192022078, 21.151629147003405]","[0, 0, 8, 16, 19, 20]","[[], [], ['6404801', '1333643', '5953485', '6285534', '22362025', '5702790'], ['6404801', '1333643', '5953485', '6285534', '22362025', '5702790'], ['6404801', '1333643', '5953485', '6285534', '22362025', '5702790'], ['5953485', '6285534', '32324430', '22362025', '6404801', '1333643', '2619579', '23913146', '5702790', '15590539']]"
8,50,"['12580014', '4429932', '3848469', '24414345', '9063688', '19736671', '15081770', '29124963', '20311968', '7451018']",8,8.044663542998023,"[0, 0, 10]","[100, 100, 0]","[0.0, 1.7546000890433788e-05, 8.044623709982261]","[0, 0, 8]","[[], [], ['12580014', '4429932', '3848469', '24414345', '9063688', '19736671', '15081770', '29124963', '20311968', '7451018']]"
9,51,"['24349992', '7583725', '8963413', '4583180', '24249915', '16691520', '22401720', '45638119', '7821634', '16086778']",9,11.167104547959752,"[0, 0, 0, 10]","[100, 100, 11, 0]","[0.0, 1.1542986612766981e-05, 8.094827818975318, 11.167064732988365]","[0, 0, 8, 9]","[[], [], [], ['24349992', '7583725', '8963413', '4583180', '24249915', '16691520', '22401720', '45638119', '7821634', '16086778']]"
