q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['6219790', '9634465', '21456232', '719812', '11884867', '121581019', '82665667', '16532419', '8185080', '13231899']",391,44.68284638703335,"[0, 0, 0, 0, 10]","[250, 250, 97, 44, 0]","[0.0, 1.2034957762807608e-05, 30.16892101400299, 39.30141781398561, 44.68282279197592]","[0, 0, 250, 347, 391]","[[], [], [], [], ['6219790', '9634465', '21456232', '719812', '11884867', '121581019', '82665667', '16532419', '8185080', '13231899']]"
1,3,"['2107238', '36450001', '2739854', '14717500', '23389795', '35861290', '4414547', '13791788', '86704258', '2402323']",506,51.73669493099442,"[0, 0, 0, 0, 0, 0, 0, 8, 10]","[250, 250, 122, 59, 36, 21, 13, 5, 0]","[0.0, 1.0768009815365076e-05, 25.9540551219834, 37.38433334801812, 43.59341503097676, 47.47339947801083, 49.66921238298528, 51.10133345500799, 51.736648190999404]","[0, 0, 250, 372, 431, 467, 488, 501, 506]","[[], [], [], [], [], [], [], ['2107238', '2739854', '14717500', '23389795', '35861290', '4414547', '86704258', '2402323'], ['2107238', '36450001', '2739854', '14717500', '23389795', '35861290', '4414547', '13791788', '86704258', '2402323']]"
2,5,"['2867345', '44384384', '18617259', '13734012', '21571708', '11349166', '8582337', '31889025', '26067999', '4506414']",478,56.203346245980356,"[0, 0, 0, 0, 0, 7, 10]","[250, 250, 135, 72, 14, 7, 0]","[0.0, 1.7667014617472887e-05, 25.957221783988643, 43.945212041027844, 52.25482159800595, 54.71126643801108, 56.20330879901303]","[0, 0, 250, 385, 457, 471, 478]","[[], [], [], [], [], ['2867345', '18617259', '11349166', '13734012', '31889025', '26067999', '4506414'], ['2867345', '44384384', '18617259', '13734012', '21571708', '11349166', '8582337', '31889025', '26067999', '4506414']]"
3,13,"['2425364', '1958440', '35714909', '26611834', '33740844', '33257464', '1263446', '49429882', '8529693', '6718824']",527,69.49506944097811,"[0, 0, 3, 3, 3, 9, 10]","[250, 250, 247, 21, 8, 2, 0]","[0.0, 1.182901905849576e-05, 34.66253468202194, 65.19787442003144, 67.69791053398512, 68.94548021600349, 69.49502614303492]","[0, 0, 250, 497, 518, 526, 527]","[[], [], ['1263446', '33740844', '26611834'], ['1263446', '33740844', '26611834'], ['1263446', '33740844', '26611834'], ['2425364', '35714909', '26611834', '33740844', '33257464', '1263446', '49429882', '8529693', '6718824'], ['2425364', '1958440', '35714909', '26611834', '33740844', '33257464', '1263446', '49429882', '8529693', '6718824']]"
4,36,"['21636085', '8496132', '9310407', '5152028', '16252863', '12130200', '20960682', '3215494', '18557974', '42441846']",326,38.69803975499235,"[0, 0, 0, 0, 9, 9, 10]","[250, 250, 56, 13, 4, 3, 0]","[0.0, 1.2476986739784479e-05, 27.866287257988006, 35.27518995403079, 37.12861606100341, 37.95232699101325, 38.69800086598843]","[0, 0, 250, 306, 319, 323, 326]","[[], [], [], [], ['21636085', '8496132', '9310407', '5152028', '16252863', '12130200', '3215494', '18557974', '42441846'], ['21636085', '8496132', '9310407', '5152028', '16252863', '12130200', '3215494', '18557974', '42441846'], ['21636085', '8496132', '9310407', '5152028', '16252863', '12130200', '20960682', '3215494', '18557974', '42441846']]"
5,42,"['18670', '22482024', '623486', '27889071', '6315132', '18174210', '21553394', '23100220', '40913091', '8925851']",501,64.14748674398288,"[0, 0, 0, 0, 0, 0, 9, 9, 9, 10]","[250, 250, 115, 68, 34, 18, 9, 4, 3, 0]","[0.0, 1.7768994439393282e-05, 31.21163089503534, 45.63221559301019, 54.57838471402647, 58.78687070903834, 61.53565369400894, 62.81359131500358, 63.50592487701215, 64.14744397101458]","[0, 0, 250, 365, 433, 467, 485, 494, 498, 501]","[[], [], [], [], [], [], ['18670', '22482024', '623486', '27889071', '6315132', '18174210', '21553394', '23100220', '8925851'], ['18670', '22482024', '623486', '27889071', '6315132', '18174210', '21553394', '23100220', '8925851'], ['18670', '22482024', '623486', '27889071', '6315132', '18174210', '21553394', '23100220', '8925851'], ['18670', '22482024', '623486', '27889071', '6315132', '18174210', '21553394', '23100220', '40913091', '8925851']]"
6,48,"['70490', '34287602', '7650066', '18617259', '10314816', '263364', '3308636', '41314611', '24423427', '10365749']",522,62.7036055100034,"[0, 0, 0, 0, 0, 0, 9, 9, 9, 10]","[250, 250, 130, 68, 39, 20, 11, 3, 2, 0]","[0.0, 1.3931014109402895e-05, 28.291858425014652, 44.5718468449777, 52.99572961201193, 57.72574420500314, 59.9171204380109, 61.594805688015185, 62.244067160005216, 62.70355876197573]","[0, 0, 250, 380, 448, 487, 507, 518, 521, 522]","[[], [], [], [], [], [], ['70490', '34287602', '7650066', '18617259', '10314816', '263364', '41314611', '24423427', '10365749'], ['70490', '34287602', '7650066', '18617259', '10314816', '263364', '41314611', '24423427', '10365749'], ['70490', '34287602', '7650066', '18617259', '10314816', '263364', '41314611', '24423427', '10365749'], ['70490', '34287602', '7650066', '18617259', '10314816', '263364', '3308636', '41314611', '24423427', '10365749']]"
7,49,"['5702790', '2619579', '7029990', '86602746', '15590539', '6670101', '1333643', '5953485', '22362025', '4411760']",565,61.71922408201499,"[0, 0, 6, 6, 6, 10]","[250, 250, 244, 66, 5, 0]","[0.0, 1.886195968836546e-05, 28.030920768971555, 54.050225083949044, 61.11890849599149, 61.71916864195373]","[0, 0, 250, 494, 560, 565]","[[], [], ['5702790', '22362025', '86602746', '5953485', '6670101', '1333643'], ['5702790', '22362025', '86602746', '5953485', '6670101', '1333643'], ['5702790', '22362025', '86602746', '5953485', '6670101', '1333643'], ['5702790', '2619579', '7029990', '86602746', '15590539', '6670101', '1333643', '5953485', '22362025', '4411760']]"
8,50,"['4561402', '8354687', '18488986', '301838', '25738896', '39559521', '13989491', '17844478', '12580014', '3952288']",565,62.738109668018296,"[0, 0, 3, 3, 3, 3, 7, 9, 10]","[250, 250, 247, 25, 14, 13, 9, 7, 0]","[0.0, 8.706992957741022e-06, 28.167009601020254, 54.498184206022415, 57.373397445015144, 59.264552510983776, 60.75638412398985, 61.777361329004634, 62.738069890008774]","[0, 0, 250, 497, 522, 536, 549, 558, 565]","[[], [], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['25738896', '39559521', '13989491', '8354687', '12580014', '301838', '18488986'], ['8354687', '18488986', '301838', '25738896', '39559521', '13989491', '17844478', '12580014', '3952288'], ['4561402', '8354687', '18488986', '301838', '25738896', '39559521', '13989491', '17844478', '12580014', '3952288']]"
9,51,"['43385013', '8963413', '13007205', '13964633', '45638119', '7583725', '7821634', '195680777', '19358586', '1171121']",275,33.19928221299779,"[0, 0, 0, 7, 7, 10]","[250, 250, 14, 7, 4, 0]","[0.0, 2.290902193635702e-05, 29.287190496979747, 31.289585303980857, 32.52064022800187, 33.199231028032955]","[0, 0, 250, 264, 271, 275]","[[], [], [], ['195680777', '43385013', '19358586', '8963413', '7583725', '45638119', '1171121'], ['195680777', '43385013', '19358586', '8963413', '7583725', '45638119', '1171121'], ['43385013', '8963413', '13007205', '13964633', '45638119', '7583725', '7821634', '195680777', '19358586', '1171121']]"
