q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['16375102', '17388232', '43990286', '14192687', '31715818', '19855358', '4928057', '6219790', '719812', '21456232']",205,46.17818151699612,"[0, 0, 0, 0, 0, 0, 0, 8, 9, 10]","[250, 250, 142, 97, 51, 26, 15, 7, 6, 0]","[0.0, 1.4373974408954382e-05, 19.499062993971165, 29.364610499003902, 36.2948503739899, 40.44430236000335, 42.60589202999836, 44.14559587999247, 45.15214548096992, 46.17815245199017]","[0, 0, 84, 132, 165, 183, 193, 199, 202, 205]","[[], [], [], [], [], [], [], ['16375102', '17388232', '43990286', '14192687', '31715818', '19855358', '4928057', '21456232'], ['16375102', '17388232', '43990286', '14192687', '31715818', '19855358', '4928057', '6219790', '21456232'], ['16375102', '17388232', '43990286', '14192687', '31715818', '19855358', '4928057', '6219790', '719812', '21456232']]"
1,3,"['4414547', '14717500', '13940200', '13914198', '3672261', '16732790', '23586085', '2739854', '4378885', '23389795']",154,34.53597286099102,"[0, 0, 0, 0, 0, 0, 10]","[250, 250, 101, 53, 27, 14, 0]","[0.0, 2.4221022613346577e-05, 18.240451415011194, 26.331743062997703, 30.751239590987097, 33.14244330499787, 34.53592422400834]","[0, 0, 84, 119, 138, 148, 154]","[[], [], [], [], [], [], ['4414547', '14717500', '13940200', '13914198', '3672261', '16732790', '23586085', '2739854', '4378885', '23389795']]"
2,5,"['27063470', '17333231', '3078080', '18617259', '21550246', '1583041', '23124332', '13734012', '11349166', '1292369']",215,54.0150269389851,"[0, 0, 0, 0, 6, 6, 6, 9, 9, 9, 9, 10]","[250, 250, 141, 66, 60, 41, 22, 19, 12, 5, 2, 0]","[0.0, 1.2653996236622334e-05, 19.641888792975806, 31.654059692984447, 38.16022675996646, 43.46794932795456, 47.19796445796965, 49.205887989955954, 51.215367105964106, 52.38993234897498, 53.48532370198518, 54.01498148299288]","[0, 0, 84, 132, 155, 176, 191, 199, 206, 211, 214, 215]","[[], [], [], [], ['27063470', '1583041', '3078080', '13734012', '18617259', '1292369'], ['27063470', '1583041', '3078080', '13734012', '18617259', '1292369'], ['27063470', '1583041', '3078080', '13734012', '18617259', '1292369'], ['27063470', '3078080', '18617259', '21550246', '1583041', '23124332', '13734012', '11349166', '1292369'], ['27063470', '3078080', '18617259', '21550246', '1583041', '23124332', '13734012', '11349166', '1292369'], ['27063470', '3078080', '18617259', '21550246', '1583041', '23124332', '13734012', '11349166', '1292369'], ['27063470', '3078080', '18617259', '21550246', '1583041', '23124332', '13734012', '11349166', '1292369'], ['27063470', '17333231', '3078080', '18617259', '21550246', '1583041', '23124332', '13734012', '11349166', '1292369']]"
3,13,"['49429882', '2425364', '1263446', '8529693', '26611834', '8842332', '2958458', '33740844', '7662395', '34544514']",174,47.91443391004577,"[0, 0, 6, 6, 9, 9, 10]","[250, 250, 244, 9, 6, 2, 0]","[0.0, 1.6654026694595814e-05, 22.914314286026638, 43.9026662799879, 45.498776594002265, 47.09588853898458, 47.91439719701884]","[0, 0, 84, 166, 170, 173, 174]","[[], [], ['2958458', '33740844', '2425364', '1263446', '26611834', '8842332'], ['2958458', '33740844', '2425364', '1263446', '26611834', '8842332'], ['49429882', '2425364', '1263446', '8529693', '26611834', '8842332', '2958458', '33740844', '7662395'], ['49429882', '2425364', '1263446', '8529693', '26611834', '8842332', '2958458', '33740844', '7662395'], ['49429882', '2425364', '1263446', '8529693', '26611834', '8842332', '2958458', '33740844', '7662395', '34544514']]"
4,36,"['12130200', '16252863', '18256197', '42441846', '37424881', '33409100', '18557974', '3215494', '4442799', '21636085']",103,26.179141060973052,"[0, 0, 0, 0, 5, 8, 10]","[250, 250, 28, 11, 6, 3, 0]","[0.0, 1.4436955098062754e-05, 19.440709246962797, 22.580388299946208, 23.91931475198362, 25.255944927979726, 26.179101409972645]","[0, 0, 84, 94, 99, 102, 103]","[[], [], [], [], ['42441846', '18557974', '12130200', '16252863', '4442799'], ['12130200', '16252863', '18256197', '42441846', '18557974', '3215494', '4442799', '21636085'], ['12130200', '16252863', '18256197', '42441846', '37424881', '33409100', '18557974', '3215494', '4442799', '21636085']]"
5,42,"['8385277', '45218443', '40913091', '76463821', '27889071', '27162821', '6493422', '10128893', '8925851', '18174210']",142,36.569992879987694,"[0, 0, 0, 0, 9, 9, 9, 9, 9, 10]","[250, 250, 80, 27, 18, 12, 9, 6, 2, 0]","[0.0, 1.643504947423935e-05, 21.499801480036695, 28.311245545046404, 30.968555576051585, 32.85608478303766, 33.956800057028886, 35.010168124048505, 36.03263756702654, 36.569950310047716]","[0, 0, 84, 112, 122, 129, 134, 138, 141, 142]","[[], [], [], [], ['45218443', '40913091', '76463821', '27889071', '27162821', '6493422', '10128893', '8925851', '18174210'], ['45218443', '40913091', '76463821', '27889071', '27162821', '6493422', '10128893', '8925851', '18174210'], ['45218443', '40913091', '76463821', '27889071', '27162821', '6493422', '10128893', '8925851', '18174210'], ['45218443', '40913091', '76463821', '27889071', '27162821', '6493422', '10128893', '8925851', '18174210'], ['45218443', '40913091', '76463821', '27889071', '27162821', '6493422', '10128893', '8925851', '18174210'], ['8385277', '45218443', '40913091', '76463821', '27889071', '27162821', '6493422', '10128893', '8925851', '18174210']]"
6,48,"['27063470', '27602752', '18617259', '10450300', '13734012', '3413083', '11349166', '21700295', '29134911', '13857083']",145,36.40889214997878,"[0, 0, 0, 0, 0, 0, 9, 10]","[250, 250, 85, 41, 29, 12, 3, 0]","[0.0, 2.8823968023061752e-05, 20.45017284399364, 27.351764684019145, 31.46006357599981, 34.462775208987296, 35.69357942597708, 36.40882873500232]","[0, 0, 84, 113, 128, 139, 144, 145]","[[], [], [], [], [], [], ['27063470', '27602752', '18617259', '13734012', '3413083', '11349166', '21700295', '29134911', '13857083'], ['27063470', '27602752', '18617259', '10450300', '13734012', '3413083', '11349166', '21700295', '29134911', '13857083']]"
7,49,"['22362025', '12652963', '15590539', '18654430', '5953485', '3154880', '5702790', '1333643', '23913146', '86602746']",172,38.17490353900939,"[0, 0, 9, 9, 10]","[250, 250, 241, 17, 0]","[0.0, 1.9603001419454813e-05, 19.001644739997573, 36.235436406044755, 38.174867179011926]","[0, 0, 84, 165, 172]","[[], [], ['22362025', '12652963', '15590539', '18654430', '5953485', '3154880', '5702790', '1333643', '86602746'], ['22362025', '12652963', '15590539', '18654430', '5953485', '3154880', '5702790', '1333643', '86602746'], ['22362025', '12652963', '15590539', '18654430', '5953485', '3154880', '5702790', '1333643', '23913146', '86602746']]"
8,50,"['39559521', '12580014', '13989491', '8354687', '15707049', '25738896', '301838', '4561402', '18488986', '3952288']",284,66.53997826995328,"[0, 0, 2, 3, 3, 3, 3, 3, 7, 10]","[250, 250, 248, 247, 35, 26, 11, 8, 4, 0]","[0.0, 1.2956035789102316e-05, 19.843829440011177, 38.943951464025304, 58.287334783992264, 61.23885192000307, 63.67189503001282, 64.76107047399273, 65.72586031904211, 66.53993935603648]","[0, 0, 84, 168, 251, 264, 274, 279, 283, 284]","[[], [], ['18488986', '12580014'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['39559521', '12580014', '13989491', '301838', '18488986', '8354687', '25738896'], ['39559521', '12580014', '13989491', '8354687', '15707049', '25738896', '301838', '4561402', '18488986', '3952288']]"
9,51,"['24249915', '31902335', '45638119', '5649538', '7821634', '8963413', '4889228', '36432234', '7583725', '15946643']",107,25.937876496987883,"[0, 0, 0, 5, 5, 9, 10]","[250, 250, 24, 19, 10, 6, 0]","[0.0, 1.5008961781859398e-05, 19.680409455962945, 21.6058409929974, 23.690556078974623, 24.803410651977174, 25.937838683952577]","[0, 0, 84, 93, 100, 104, 107]","[[], [], [], ['24249915', '31902335', '45638119', '7583725', '8963413'], ['24249915', '31902335', '45638119', '7583725', '8963413'], ['24249915', '31902335', '45638119', '5649538', '7821634', '8963413', '36432234', '7583725', '15946643'], ['24249915', '31902335', '45638119', '5649538', '7821634', '8963413', '4889228', '36432234', '7583725', '15946643']]"
10,53,"['45638119', '25523969', '7795952', '7821634', '15113221', '19358586', '19673227', '2931832', '7583725', '15946643']",106,26.1961067779921,"[0, 0, 0, 9, 9, 9, 9, 10]","[250, 250, 22, 13, 11, 5, 3, 0]","[0.0, 2.2803025785833597e-05, 19.424211698991712, 21.570187948993407, 22.800249805033673, 24.003046031983104, 25.34139040100854, 26.196060808026232]","[0, 0, 84, 92, 97, 102, 105, 106]","[[], [], [], ['45638119', '7795952', '7821634', '15113221', '19358586', '19673227', '2931832', '7583725', '15946643'], ['45638119', '7795952', '7821634', '15113221', '19358586', '19673227', '2931832', '7583725', '15946643'], ['45638119', '7795952', '7821634', '15113221', '19358586', '19673227', '2931832', '7583725', '15946643'], ['45638119', '7795952', '7821634', '15113221', '19358586', '19673227', '2931832', '7583725', '15946643'], ['45638119', '25523969', '7795952', '7821634', '15113221', '19358586', '19673227', '2931832', '7583725', '15946643']]"
11,54,"['19313533', '3419709', '22036571', '1590744', '49556906', '3973445', '9752604', '38533515', '9899292', '24721866']",102,25.389425674045924,"[0, 0, 0, 0, 0, 7, 10]","[250, 250, 17, 12, 11, 4, 0]","[0.0, 1.0677031241357327e-05, 20.419178751995787, 22.261391940992326, 23.350968268990982, 24.45173035201151, 25.389388744020835]","[0, 0, 84, 91, 96, 101, 102]","[[], [], [], [], [], ['3973445', '19313533', '3419709', '22036571', '24721866', '1590744', '49556906'], ['19313533', '3419709', '22036571', '1590744', '49556906', '3973445', '9752604', '38533515', '9899292', '24721866']]"
12,56,"['1122198', '14434123', '4459491', '37205759', '3085264', '20937018', '13814480', '4709641', '11659421', '26336593']",146,32.97168924601283,"[0, 0, 0, 0, 10]","[250, 250, 103, 77, 0]","[0.0, 1.437898026779294e-05, 18.562899199023377, 26.682488263002597, 32.971653570013586]","[0, 0, 84, 119, 146]","[[], [], [], [], ['1122198', '14434123', '4459491', '37205759', '3085264', '20937018', '13814480', '4709641', '11659421', '26336593']]"
13,57,"['6722522', '22116439', '15347087', '14434123', '4459491', '19970015', '13814480', '4709641', '13293033', '11659421']",134,30.86271608999232,"[0, 0, 0, 0, 0, 6, 10]","[250, 250, 90, 23, 14, 8, 0]","[0.0, 1.4475022908300161e-05, 18.467514160030987, 26.158898722031154, 28.34790284303017, 29.836484968021978, 30.86267028399743]","[0, 0, 84, 115, 124, 130, 134]","[[], [], [], [], [], ['4709641', '15347087', '14434123', '11659421', '4459491', '19970015'], ['6722522', '22116439', '15347087', '14434123', '4459491', '19970015', '13814480', '4709641', '13293033', '11659421']]"
14,70,"['4414547', '7465900', '5254463', '4389394', '42489926', '7225911', '5956380', '28107602', '37204802', '11903247']",114,25.556959607987665,"[0, 0, 0, 1, 9, 9, 9, 10]","[250, 250, 25, 24, 16, 12, 2, 0]","[0.0, 2.4383014533668756e-05, 18.26499438204337, 20.271431425004266, 22.26004260603804, 24.073137585015502, 25.100307296030223, 25.55691561999265]","[0, 0, 84, 93, 102, 108, 113, 114]","[[], [], [], ['5956380'], ['4414547', '7465900', '4389394', '42489926', '7225911', '5956380', '28107602', '37204802', '11903247'], ['4414547', '7465900', '4389394', '42489926', '7225911', '5956380', '28107602', '37204802', '11903247'], ['4414547', '7465900', '4389394', '42489926', '7225911', '5956380', '28107602', '37204802', '11903247'], ['4414547', '7465900', '5254463', '4389394', '42489926', '7225911', '5956380', '28107602', '37204802', '11903247']]"
15,72,"['2119889', '35008773', '40383969', '21164071', '1031534', '6076903', '35660758', '23974474', '22767022', '10666475']",167,37.9777397569851,"[0, 0, 0, 0, 0, 9, 10]","[250, 250, 161, 54, 16, 7, 0]","[0.0, 1.8452992662787437e-05, 17.52990086597856, 29.901496496982872, 34.800992139964364, 36.80584252299741, 37.97769744298421]","[0, 0, 84, 139, 158, 164, 167]","[[], [], [], [], [], ['2119889', '35008773', '40383969', '21164071', '1031534', '6076903', '35660758', '23974474', '10666475'], ['2119889', '35008773', '40383969', '21164071', '1031534', '6076903', '35660758', '23974474', '22767022', '10666475']]"
16,75,"['13965483', '29214508', '2837758', '11983390', '21598000', '38805486', '36233757', '25657127', '37768883', '4387784']",129,28.775760526012164,"[0, 0, 0, 0, 0, 10]","[250, 250, 101, 13, 11, 0]","[0.0, 2.165400655940175e-05, 18.357284474011976, 26.495310780999716, 27.60454337100964, 28.77571238600649]","[0, 0, 84, 119, 124, 129]","[[], [], [], [], [], ['13965483', '29214508', '2837758', '11983390', '21598000', '38805486', '36233757', '25657127', '37768883', '4387784']]"
17,94,"['4999387', '15237660', '16787954', '40500438', '1349033', '1215116', '13966946', '3929361', '18025240', '10617916']",153,36.477073696034495,"[0, 0, 0, 0, 0, 0, 10]","[250, 250, 92, 52, 31, 21, 0]","[0.0, 1.2211967259645462e-05, 19.579353103006724, 26.814560622966383, 31.57485552196158, 34.45177874300862, 36.47703527001431]","[0, 0, 84, 116, 134, 145, 153]","[[], [], [], [], [], [], ['4999387', '15237660', '16787954', '40500438', '1349033', '1215116', '13966946', '3929361', '18025240', '10617916']]"
18,99,"['6722522', '10991183', '18810195', '26283293', '9507605', '6788835', '14405193', '11419230', '12265561', '35531883']",145,34.993403071013745,"[0, 0, 0, 0, 0, 0, 0, 8, 10]","[250, 250, 101, 22, 15, 14, 11, 3, 0]","[0.0, 1.2259988579899073e-05, 20.048593308019917, 27.984518504003063, 29.908705377019942, 31.79844142496586, 33.1937653599889, 34.25971804896835, 34.99335972202243]","[0, 0, 84, 119, 127, 133, 139, 144, 145]","[[], [], [], [], [], [], [], ['6722522', '18810195', '26283293', '9507605', '6788835', '14405193', '11419230', '12265561'], ['6722522', '10991183', '18810195', '26283293', '9507605', '6788835', '14405193', '11419230', '12265561', '35531883']]"
19,100,"['18374364', '11900630', '2701077', '25550665', '14550841', '10015292', '32170702', '30714190', '25516011', '4381486']",146,31.491338570951484,"[0, 0, 0, 0, 0, 0, 9, 10]","[250, 250, 75, 44, 24, 17, 8, 0]","[0.0, 2.0203995518386364e-05, 17.13851858401904, 23.395872399036307, 26.870402779022697, 28.736483877000865, 30.47889742604457, 31.491292003018316]","[0, 0, 84, 110, 126, 135, 142, 146]","[[], [], [], [], [], [], ['18374364', '11900630', '2701077', '25550665', '14550841', '10015292', '32170702', '25516011', '4381486'], ['18374364', '11900630', '2701077', '25550665', '14550841', '10015292', '32170702', '30714190', '25516011', '4381486']]"
20,113,"['43417006', '40790033', '1759213', '14584755', '27665523', '6157837', '4678846', '4409524', '44030361', '25816994']",113,28.723142453993205,"[0, 0, 0, 0, 10]","[250, 250, 67, 14, 0]","[0.0, 1.747504575178027e-05, 20.410771993047092, 26.939665070036426, 28.723100051051006]","[0, 0, 84, 107, 113]","[[], [], [], [], ['43417006', '40790033', '1759213', '14584755', '27665523', '6157837', '4678846', '4409524', '44030361', '25816994']]"
21,115,"['22190276', '464511', '8063697', '22696649', '38043606', '109946221', '38296571', '4942718', '33872649', '24746892']",177,42.06126388098346,"[0, 0, 0, 0, 0, 0, 7, 7, 8, 10]","[250, 250, 147, 66, 17, 14, 7, 5, 4, 0]","[0.0, 1.2586999218910933e-05, 19.575652801024262, 30.753573555033654, 35.940035764011554, 37.82794144703075, 39.15610220702365, 40.14257888600696, 41.121277031023055, 42.0612224630313]","[0, 0, 84, 134, 157, 164, 170, 173, 176, 177]","[[], [], [], [], [], [], ['464511', '109946221', '8063697', '38043606', '4942718', '33872649', '24746892'], ['464511', '109946221', '8063697', '38043606', '4942718', '33872649', '24746892'], ['464511', '8063697', '38043606', '109946221', '38296571', '4942718', '33872649', '24746892'], ['22190276', '464511', '8063697', '22696649', '38043606', '109946221', '38296571', '4942718', '33872649', '24746892']]"
22,118,"['4695107', '31460499', '20148808', '6372244', '4465735', '33684572', '1103795', '52805891', '32454714', '2604063']",103,25.209956818027422,"[0, 0, 0, 0, 8, 8, 10]","[250, 250, 28, 13, 5, 4, 0]","[0.0, 1.6657053492963314e-05, 19.00125113100512, 21.901104787015356, 23.024199453997426, 24.20710008003516, 25.209909567027353]","[0, 0, 84, 94, 99, 102, 103]","[[], [], [], [], ['4695107', '31460499', '6372244', '4465735', '1103795', '52805891', '32454714', '2604063'], ['4695107', '31460499', '6372244', '4465735', '1103795', '52805891', '32454714', '2604063'], ['4695107', '31460499', '20148808', '6372244', '4465735', '33684572', '1103795', '52805891', '32454714', '2604063']]"
23,124,"['341324', '7111021', '46353045', '31363207', '20188586', '4883040', '21479231', '13899137', '14319754', '32012666']",120,29.033673030033242,"[0, 0, 0, 0, 0, 0, 9, 10]","[250, 250, 40, 23, 18, 11, 2, 0]","[0.0, 1.767295179888606e-05, 18.71816502895672, 22.7969713259954, 25.07664320198819, 27.254183811950497, 28.602574516960885, 29.033626655989792]","[0, 0, 84, 98, 107, 114, 119, 120]","[[], [], [], [], [], [], ['341324', '7111021', '31363207', '20188586', '4883040', '21479231', '13899137', '14319754', '32012666'], ['341324', '7111021', '46353045', '31363207', '20188586', '4883040', '21479231', '13899137', '14319754', '32012666']]"
24,127,"['21943141', '1546650', '1371440', '21598000', '35231675', '22938539', '22029384', '21414718', '18126445', '7549811']",166,40.25422095897375,"[0, 0, 0, 0, 0, 0, 0, 9, 10]","[250, 250, 136, 40, 28, 15, 12, 3, 0]","[0.0, 1.0288029443472624e-05, 19.22637287102407, 29.767614446987864, 33.92485907202354, 36.84843508101767, 38.535784089996014, 39.566588938992936, 40.25418606598396]","[0, 0, 84, 130, 144, 154, 160, 165, 166]","[[], [], [], [], [], [], [], ['21943141', '1546650', '1371440', '21598000', '35231675', '22029384', '21414718', '18126445', '7549811'], ['21943141', '1546650', '1371440', '21598000', '35231675', '22938539', '22029384', '21414718', '18126445', '7549811']]"
