q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['44737533', '21297708', '13791788', '19855358', '33989422', '10165258', '40584205', '14121786', '5567005', '15856466']",474,570.6094196049962,"[0, 0, 0, 4, 5, 10]","[5183, 2593, 1085, 62, 10, 0]","[0.0, 310.40273068705574, 486.2510346150957, 561.6298657730222, 570.5534659379628, 570.6067992220633]","[0, 260, 406, 468, 473, 474]","[[], [], [], ['40584205', '14121786', '5567005', '15856466'], ['40584205', '14121786', '5567005', '44737533', '15856466'], ['44737533', '21297708', '13791788', '19855358', '33989422', '10165258', '40584205', '14121786', '5567005', '15856466']]"
1,3,"['13780287', '24879055', '26068103', '37328025', '2356950', '34735369', '46355579', '5824955', '17973161', '8144920']",427,513.6621267718729,"[0, 0, 0, 0, 0, 10]","[5183, 2593, 245, 63, 15, 0]","[0.0, 303.22825004789047, 478.917536664987, 501.03847506898455, 509.87380441394635, 513.6602124508936]","[0, 260, 406, 421, 426, 427]","[[], [], [], [], [], ['13780287', '24879055', '26068103', '37328025', '2356950', '34735369', '46355579', '5824955', '17973161', '8144920']]"
2,5,"['196664003', '10068634', '13031967', '6472746', '32598644', '33068577', '20399078', '33912020', '32787042', '6517763']",551,646.6826591959689,"[0, 0, 5, 10]","[5183, 2593, 10, 0]","[0.0, 303.1443379390985, 646.6192336550448, 646.6820437069982]","[0, 260, 550, 551]","[[], [], ['20399078', '33912020', '32787042', '6517763', '33068577'], ['196664003', '10068634', '13031967', '6472746', '32598644', '33068577', '20399078', '33912020', '32787042', '6517763']]"
3,13,"['23262027', '39426225', '11250124', '7416873', '7317051', '17544977', '15816729', '16630060', '1365188', '7869794']",406,478.4367793269921,"[0, 0, 10]","[5183, 2593, 0]","[0.0, 303.07046362105757, 478.436122932937]","[0, 260, 406]","[[], [], ['23262027', '39426225', '11250124', '7416873', '7317051', '17544977', '15816729', '16630060', '1365188', '7869794']]"
4,36,"['13583615', '24625323', '23869951', '3825750', '1921218', '23804187', '39763465', '14938990', '14923462', '45548062']",407,481.7447561491281,"[0, 0, 0, 10]","[5183, 2593, 13, 0]","[0.0, 303.1051023339387, 478.427137712948, 481.7440778419841]","[0, 260, 406, 407]","[[], [], [], ['13583615', '24625323', '23869951', '3825750', '1921218', '23804187', '39763465', '14938990', '14923462', '45548062']]"
5,42,"['14474178', '23036207', '23513818', '169264', '195680777', '21700295', '5885376', '7005276', '28614776', '152245']",409,484.65362890088,"[0, 0, 0, 10]","[5183, 2593, 24, 0]","[0.0, 302.7147061978467, 477.691318933852, 484.65198542084545]","[0, 260, 406, 409]","[[], [], [], ['14474178', '23036207', '23513818', '169264', '195680777', '21700295', '5885376', '7005276', '28614776', '152245']]"
6,48,"['29422484', '14768471', '8385277', '12100963', '6504953', '623486', '86217760', '2613411', '11156883', '3773719']",571,681.7733839349821,"[0, 0, 5, 5, 5, 5, 10]","[5183, 2593, 186, 61, 27, 7, 0]","[0.0, 302.7919713018928, 645.5356389719527, 663.8396748849191, 672.6806941779796, 680.209732158808, 681.7714551128447]","[0, 260, 550, 562, 567, 570, 571]","[[], [], ['86217760', '8385277', '11156883', '6504953', '3773719'], ['86217760', '8385277', '11156883', '6504953', '3773719'], ['86217760', '8385277', '11156883', '6504953', '3773719'], ['86217760', '8385277', '11156883', '6504953', '3773719'], ['29422484', '14768471', '8385277', '12100963', '6504953', '623486', '86217760', '2613411', '11156883', '3773719']]"
7,49,"['63858430', '41790911', '24055603', '30351165', '7548577', '36889513', '12489688', '19804204', '35962023', '35861290']",407,480.0971072658431,"[0, 0, 5, 10]","[5183, 2593, 8, 0]","[0.0, 303.14770954218693, 478.0332211810164, 480.0964091641363]","[0, 260, 406, 407]","[[], [], ['41790911', '24055603', '36889513', '12489688', '35962023'], ['63858430', '41790911', '24055603', '30351165', '7548577', '36889513', '12489688', '19804204', '35962023', '35861290']]"
8,50,"['35008773', '15780826', '68317730', '2264455', '38380061', '21804115', '33912748', '29185044', '9226649', '3360428']",427,506.6484089649748,"[0, 0, 2, 6, 10]","[5183, 2593, 166, 6, 0]","[0.0, 303.01055196789093, 478.27105652703904, 505.3103057718836, 506.64655515993945]","[0, 260, 406, 426, 427]","[[], [], ['15780826', '2264455'], ['68317730', '15780826', '2264455', '38380061', '9226649', '3360428'], ['35008773', '15780826', '68317730', '2264455', '38380061', '21804115', '33912748', '29185044', '9226649', '3360428']]"
9,51,"['41403996', '11481946', '22406695', '19961177', '8093935', '6061927', '14019636', '35087728', '2714623', '1606628']",407,481.90099686197937,"[0, 0, 0, 10]","[5183, 2593, 16, 0]","[0.0, 303.01630549505353, 477.97716555092484, 481.90028213197365]","[0, 260, 406, 407]","[[], [], [], ['41403996', '11481946', '22406695', '19961177', '8093935', '6061927', '14019636', '35087728', '2714623', '1606628']]"
10,53,"['18694784', '2991954', '52887689', '11016788', '12086818', '7468449', '6650933', '40156901', '28598374', '18346333']",407,480.0709449201822,"[0, 0, 5, 10]","[5183, 2593, 7, 0]","[0.0, 303.03123033000156, 478.233252143953, 480.0702691269107]","[0, 260, 406, 407]","[[], [], ['11016788', '12086818', '28598374', '18346333', '52887689'], ['18694784', '2991954', '52887689', '11016788', '12086818', '7468449', '6650933', '40156901', '28598374', '18346333']]"
11,54,"['13702924', '5944514', '26047921', '2151983', '7370282', '25452937', '9669099', '26990001', '120626', '35271381']",406,478.45846538688056,"[0, 0, 10]","[5183, 2593, 0]","[0.0, 302.9886505859904, 478.4578052009456]","[0, 260, 406]","[[], [], ['13702924', '5944514', '26047921', '2151983', '7370282', '25452937', '9669099', '26990001', '120626', '35271381']]"
12,56,"['16627684', '21578627', '49429882', '20054396', '3285322', '2492146', '36547290', '2344892', '83707680', '15868816']",411,492.45606448082253,"[0, 0, 0, 4, 10]","[5183, 2593, 29, 7, 0]","[0.0, 303.07364876708016, 479.16143780504353, 490.7474019951187, 492.45434406702407]","[0, 260, 406, 410, 411]","[[], [], [], ['3285322', '2492146', '36547290', '21578627'], ['16627684', '21578627', '49429882', '20054396', '3285322', '2492146', '36547290', '2344892', '83707680', '15868816']]"
13,57,"['13230773', '23017040', '25606339', '20334484', '16108876', '30221601', '984825', '25251625', '8396189', '6404801']",411,493.4677706088405,"[0, 0, 0, 5, 10]","[5183, 2593, 30, 11, 0]","[0.0, 302.9883698138874, 478.3595214630477, 490.356659312034, 493.4657013579272]","[0, 260, 406, 410, 411]","[[], [], [], ['23017040', '25606339', '20334484', '16108876', '30221601'], ['13230773', '23017040', '25606339', '20334484', '16108876', '30221601', '984825', '25251625', '8396189', '6404801']]"
14,70,"['20646904', '4544916', '23342686', '4362729', '9814332', '4407385', '13245542', '19313533', '36202354', '9634465']",551,647.693531621946,"[0, 0, 4, 10]","[5183, 2593, 8, 0]","[0.0, 303.32070577307604, 645.9263313841075, 647.692420233041]","[0, 260, 550, 551]","[[], [], ['9634465', '4407385', '4544916', '36202354'], ['20646904', '4544916', '23342686', '4362729', '9814332', '4407385', '13245542', '19313533', '36202354', '9634465']]"
15,72,"['1153655', '25388309', '7988832', '4500832', '24148722', '28712203', '32194449', '30184745', '3831884', '38794814']",449,541.2858691569418,"[0, 0, 0, 0, 0, 0, 10]","[5183, 2593, 472, 138, 65, 15, 0]","[0.0, 302.87221770896576, 477.67533134203404, 514.9795567030087, 528.6592829669826, 537.5089920249302, 541.2841152418405]","[0, 260, 406, 434, 443, 448, 449]","[[], [], [], [], [], [], ['1153655', '25388309', '7988832', '4500832', '24148722', '28712203', '32194449', '30184745', '3831884', '38794814']]"
16,75,"['25488034', '1338283', '30101891', '18537148', '23576726', '34025053', '2853291', '19994006', '29691654', '8005007']",551,647.4712770599872,"[0, 0, 9, 10]","[5183, 2593, 2, 0]","[0.0, 303.01636232994497, 646.8661384740844, 647.4702420891263]","[0, 260, 550, 551]","[[], [], ['25488034', '1338283', '18537148', '23576726', '34025053', '2853291', '19994006', '29691654', '8005007'], ['25488034', '1338283', '30101891', '18537148', '23576726', '34025053', '2853291', '19994006', '29691654', '8005007']]"
17,94,"['15707049', '6251620', '27709445', '15194125', '19532163', '27150276', '2494748', '10074251', '23237995', '30261663']",469,562.1067248058971,"[0, 0, 0, 0, 10]","[5183, 2593, 1037, 39, 0]","[0.0, 303.43595341895707, 478.6931635159999, 553.2196881968994, 562.1043778068852]","[0, 260, 406, 465, 469]","[[], [], [], [], ['15707049', '6251620', '27709445', '15194125', '19532163', '27150276', '2494748', '10074251', '23237995', '30261663']]"
18,99,"['25435456', '16962732', '52827184', '520579', '23351136', '2291922', '16790253', '23267371', '52868579', '5106691']",461,553.2601152870338,"[0, 0, 0, 0, 0, 10]","[5183, 2593, 720, 144, 34, 0]","[0.0, 303.5279065060895, 479.08857730193995, 530.7844023779035, 544.4292048399802, 553.2579025360756]","[0, 260, 406, 448, 458, 461]","[[], [], [], [], [], ['25435456', '16962732', '52827184', '520579', '23351136', '2291922', '16790253', '23267371', '52868579', '5106691']]"
