q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['8453819', '18207615', '21456232', '1226452', '15472716', '36398420', '14174055', '33499189', '42662816', '86231298', '12265561', '42106119', '6712836', '7869794', '22191759', '381602', '33986507', '4320111', '13964633', '19855358']",506,615.5388250658289,"[0, 0, 0, 0, 0, 0, 20]","[5183, 5183, 2750, 925, 55, 28, 0]","[0.0, 4.191999323666096e-05, 349.37117363116704, 534.2007108181715, 600.26849731314, 609.0695112911053, 615.5387795520946]","[0, 0, 290, 444, 497, 502, 506]","[[], [], [], [], [], [], ['8453819', '18207615', '21456232', '1226452', '15472716', '36398420', '14174055', '33499189', '42662816', '86231298', '12265561', '42106119', '6712836', '7869794', '22191759', '381602', '33986507', '4320111', '13964633', '19855358']]"
1,3,"['3222187', '4632921', '2739854', '11532028', '13373629', '2485101', '3672261', '1544804', '11899391', '3067015', '32181055', '2107238', '4414547', '19058822', '2359152', '14717500', '5567005', '23389795', '1836154', '5304891']",301,360.74783402797766,"[0, 0, 0, 19, 20]","[5183, 5183, 149, 2, 0]","[0.0, 6.7050568759441376e-06, 346.60910299397074, 360.3158476841636, 360.7478007480968]","[0, 0, 290, 300, 301]","[[], [], [], ['3222187', '4632921', '2739854', '11532028', '13373629', '2485101', '3672261', '1544804', '11899391', '3067015', '32181055', '2107238', '4414547', '19058822', '2359152', '14717500', '23389795', '1836154', '5304891'], ['3222187', '4632921', '2739854', '11532028', '13373629', '2485101', '3672261', '1544804', '11899391', '3067015', '32181055', '2107238', '4414547', '19058822', '2359152', '14717500', '5567005', '23389795', '1836154', '5304891']]"
2,5,"['18617259', '17333231', '11349166', '24917562', '21550246', '37450671', '19130782', '23124332', '21535641', '695938', '1203035', '13464392', '25562234', '1292369', '9272598', '3413083', '35724562', '38784540', '1711571', '42240424']",587,702.7886527010705,"[0, 0, 9, 9, 20]","[5183, 5183, 55, 23, 0]","[0.0, 6.373971700668335e-06, 683.673207448097, 692.4681897070259, 702.7886167899705]","[0, 0, 578, 583, 587]","[[], [], ['18617259', '17333231', '21550246', '23124332', '1292369', '9272598', '1203035', '1711571', '42240424'], ['18617259', '17333231', '21550246', '23124332', '1292369', '9272598', '1203035', '1711571', '42240424'], ['18617259', '17333231', '11349166', '24917562', '21550246', '37450671', '19130782', '23124332', '21535641', '695938', '1203035', '13464392', '25562234', '1292369', '9272598', '3413083', '35724562', '38784540', '1711571', '42240424']]"
3,13,"['17450673', '16322674', '11748341', '4550036', '1263446', '35714909', '70455704', '41131087', '27123743', '26611834', '33740844', '33257464', '7662395', '13791044', '8529693', '4791384', '6323196', '23557241', '5487448', '1958440']",293,354.5226606670767,"[0, 0, 5, 20]","[5183, 5183, 30, 0]","[0.0, 7.3499977588653564e-06, 346.57056527305394, 354.52262965007685]","[0, 0, 290, 293]","[[], [], ['6323196', '33257464', '1958440', '26611834', '8529693'], ['17450673', '16322674', '11748341', '4550036', '1263446', '35714909', '70455704', '41131087', '27123743', '26611834', '33740844', '33257464', '7662395', '13791044', '8529693', '4791384', '6323196', '23557241', '5487448', '1958440']]"
4,36,"['16252863', '12130200', '12810152', '21636085', '24049225', '37424881', '5152028', '42441846', '4442799', '3215494', '18557974', '17755060', '11705328', '10557471', '8595678', '25439264', '18256197', '33409100', '9813098', '6407356']",654,772.1140048159286,"[0, 0, 16, 20]","[5183, 5183, 665, 0]","[0.0, 4.322035238146782e-06, 681.6631191130728, 772.1139649869874]","[0, 0, 578, 654]","[[], [], ['16252863', '12130200', '12810152', '21636085', '37424881', '42441846', '4442799', '3215494', '18557974', '17755060', '11705328', '10557471', '8595678', '18256197', '33409100', '9813098'], ['16252863', '12130200', '12810152', '21636085', '24049225', '37424881', '5152028', '42441846', '4442799', '3215494', '18557974', '17755060', '11705328', '10557471', '8595678', '25439264', '18256197', '33409100', '9813098', '6407356']]"
5,42,"['5107861', '21392223', '7487927', '42373943', '32827351', '45218443', '4410181', '40913091', '4449524', '11289247', '15981174', '9047718', '18747744', '22482024', '6493422', '39506601', '6315132', '9977329', '18174210']",297,358.60251366486773,"[0, 0, 0, 18, 19]","[5183, 5183, 28, 5, 0]","[0.0, 5.231006070971489e-06, 346.0764941170346, 357.40904277702793, 358.602482117014]","[0, 0, 290, 296, 297]","[[], [], [], ['5107861', '21392223', '7487927', '42373943', '32827351', '45218443', '4410181', '40913091', '4449524', '11289247', '15981174', '9047718', '22482024', '6493422', '39506601', '6315132', '9977329', '18174210'], ['5107861', '21392223', '7487927', '42373943', '32827351', '45218443', '4410181', '40913091', '4449524', '11289247', '15981174', '9047718', '18747744', '22482024', '6493422', '39506601', '6315132', '9977329', '18174210']]"
6,48,"['18617259', '11349166', '21323587', '14893428', '695938', '23203102', '42278130', '5835149', '13223957', '4883040', '26107000', '27428509', '37248570', '19854543', '23627419', '21377587', '13734012', '27063470', '21060008', '21260231']",442,539.6685533840209,"[0, 0, 0, 0, 7, 7, 7, 20]","[5183, 5183, 1627, 725, 162, 84, 19, 0]","[0.0, 6.024958565831184e-06, 346.47014332190156, 459.950111486949, 511.6345959058963, 526.207719496917, 535.0784032440279, 539.668512590928]","[0, 0, 290, 382, 424, 435, 441, 442]","[[], [], [], [], ['18617259', '11349166', '13734012', '26107000', '14893428', '23203102', '27063470'], ['18617259', '11349166', '13734012', '26107000', '14893428', '23203102', '27063470'], ['18617259', '11349166', '13734012', '26107000', '14893428', '23203102', '27063470'], ['18617259', '11349166', '21323587', '14893428', '695938', '23203102', '42278130', '5835149', '13223957', '4883040', '26107000', '27428509', '37248570', '19854543', '23627419', '21377587', '13734012', '27063470', '21060008', '21260231']]"
7,49,"['2613813', '1354567', '3154880', '5953485', '22623275', '5702790', '22362025', '6913227', '23913146', '7029990', '13931771', '1006165', '1617327', '12582729', '1333643', '14797520', '18467982', '15590539', '2619579', '18654430']",290,345.8128743029665,"[0, 0, 20]","[5183, 5183, 0]","[0.0, 9.496929123997688e-06, 345.81284380494617]","[0, 0, 290]","[[], [], ['2613813', '1354567', '3154880', '5953485', '22623275', '5702790', '22362025', '6913227', '23913146', '7029990', '13931771', '1006165', '1617327', '12582729', '1333643', '14797520', '18467982', '15590539', '2619579', '18654430']]"
8,50,"['301838', '29785642', '1583134', '3952288', '9239963', '39559521', '19736671', '12580014', '2734421', '4561402', '25738896', '18488986', '13989491', '31803596', '15707049', '17844478', '8354687', '15405204', '21063817', '10162553']",338,417.01994701614603,"[0, 0, 0, 0, 10, 19, 20]","[5183, 5183, 496, 88, 36, 5, 0]","[0.0, 5.8480072766542435e-06, 346.52978981891647, 383.8188043909613, 397.4322889910545, 415.73707811092027, 417.01990500791]","[0, 0, 290, 319, 329, 337, 338]","[[], [], [], [], ['13989491', '301838', '3952288', '39559521', '12580014', '2734421', '8354687', '25738896', '15405204', '18488986'], ['301838', '29785642', '1583134', '3952288', '39559521', '19736671', '12580014', '2734421', '4561402', '25738896', '18488986', '13989491', '31803596', '15707049', '17844478', '8354687', '15405204', '21063817', '10162553'], ['301838', '29785642', '1583134', '3952288', '9239963', '39559521', '19736671', '12580014', '2734421', '4561402', '25738896', '18488986', '13989491', '31803596', '15707049', '17844478', '8354687', '15405204', '21063817', '10162553']]"
9,51,"['45638119', '313403', '22482820', '12762485', '29366489', '7795952', '2931832', '7583725', '15721252', '24349992', '15113221', '19358586', '34066665', '8963413', '6550579', '20183360', '22401720', '13069283', '24249915', '7821634']",290,345.7104166459758,"[0, 0, 20]","[5183, 5183, 0]","[0.0, 8.719973266124725e-06, 345.7103876119945]","[0, 0, 290]","[[], [], ['45638119', '313403', '22482820', '12762485', '29366489', '7795952', '2931832', '7583725', '15721252', '24349992', '15113221', '19358586', '34066665', '8963413', '6550579', '20183360', '22401720', '13069283', '24249915', '7821634']]"
