q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['37249641', '13760557', '26047921', '5944514', '2727303', '8496132', '37205759', '25175997', '23576726', '1642727', '1676568', '36202354', '4928282', '34386619', '26038789', '11041152', '16375102', '8538916', '1539159', '121581019', '25404036', '21676556', '19583924', '35008773', '4346436', '39426225', '87610599', '13651792', '19912367', '17017465', '18678095', '29224825', '17388232', '8453819', '39291138', '33986200', '23513718', '25435456', '27077180', '18038955', '27279525', '21456232', '14205246', '27078065', '1922901', '6163801', '20758340', '14874811', '14591894', '33554389']",415,510.6556874390226,"[0, 0, 0, 0, 0, 0, 46, 50]","[5183, 5183, 1206, 532, 230, 147, 9, 0]","[0.0, 3.8560014218091965e-05, 350.0462046209723, 435.168715829961, 476.2308137291111, 494.760056855157, 508.50938629196025, 510.6556413930375]","[0, 0, 290, 359, 390, 404, 414, 415]","[[], [], [], [], [], [], ['37249641', '13760557', '5944514', '2727303', '8496132', '37205759', '25175997', '23576726', '1642727', '1676568', '36202354', '4928282', '34386619', '26038789', '16375102', '8538916', '1539159', '121581019', '25404036', '21676556', '19583924', '35008773', '4346436', '39426225', '87610599', '13651792', '19912367', '17017465', '29224825', '17388232', '8453819', '39291138', '33986200', '23513718', '25435456', '27077180', '18038955', '27279525', '21456232', '27078065', '1922901', '6163801', '20758340', '14874811', '14591894', '33554389'], ['37249641', '13760557', '26047921', '5944514', '2727303', '8496132', '37205759', '25175997', '23576726', '1642727', '1676568', '36202354', '4928282', '34386619', '26038789', '11041152', '16375102', '8538916', '1539159', '121581019', '25404036', '21676556', '19583924', '35008773', '4346436', '39426225', '87610599', '13651792', '19912367', '17017465', '18678095', '29224825', '17388232', '8453819', '39291138', '33986200', '23513718', '25435456', '27077180', '18038955', '27279525', '21456232', '14205246', '27078065', '1922901', '6163801', '20758340', '14874811', '14591894', '33554389']]"
1,3,"['5649538', '7005276', '9486930', '4414547', '32721137', '1388704', '3672261', '39637840', '5304891', '32181055', '29148743', '1544804', '26735905', '4325398', '13916484', '18750453', '25536577', '24783597', '3222187', '19957813', '3823862', '18682109', '15153602', '15960670', '20420780', '6290112', '8570690', '8352137', '2739854', '41782935', '8148304', '23389795', '14729253', '10944947', '2359152', '4632921', '2485101', '16691520', '4401289', '6421792', '31902059', '17088791', '18639989', '40429879', '20375264', '11359243', '23397658', '14464451', '25344732', '2107238']",308,374.54436391894706,"[0, 0, 0, 0, 42, 50]","[5183, 5183, 168, 84, 17, 0]","[0.0, 1.0127900168299675e-05, 347.89136395789683, 361.5256723118946, 370.417531816056, 374.54430044000037]","[0, 0, 290, 301, 307, 308]","[[], [], [], [], ['5649538', '9486930', '4414547', '32721137', '1388704', '3672261', '39637840', '5304891', '32181055', '29148743', '1544804', '26735905', '4325398', '13916484', '18750453', '25536577', '24783597', '3222187', '19957813', '3823862', '18682109', '15153602', '15960670', '20420780', '6290112', '8570690', '8352137', '2739854', '41782935', '8148304', '23389795', '14729253', '10944947', '4632921', '2485101', '16691520', '4401289', '17088791', '18639989', '23397658', '25344732', '2107238'], ['5649538', '7005276', '9486930', '4414547', '32721137', '1388704', '3672261', '39637840', '5304891', '32181055', '29148743', '1544804', '26735905', '4325398', '13916484', '18750453', '25536577', '24783597', '3222187', '19957813', '3823862', '18682109', '15153602', '15960670', '20420780', '6290112', '8570690', '8352137', '2739854', '41782935', '8148304', '23389795', '14729253', '10944947', '2359152', '4632921', '2485101', '16691520', '4401289', '6421792', '31902059', '17088791', '18639989', '40429879', '20375264', '11359243', '23397658', '14464451', '25344732', '2107238']]"
2,5,"['810480', '18256197', '87758', '28738741', '22153455', '2352142', '6580081', '17708753', '29231620', '15113221', '37916361', '10761515', '23208167', '22791348', '27063470', '32159283', '18617259', '4506414', '21550246', '11441172', '32481310', '15879544', '20754359', '11569583', '9167230', '24863571', '12909503', '38899659', '35495268', '11349166', '23460562', '45218443', '38040186', '1583041', '9272598', '13989491', '46695481', '1067605', '140098548', '341324', '15692098', '1583134', '6561200', '17333231', '695938', '1292369', '7224723']",463,575.8466890889686,"[0, 0, 0, 9, 9, 15, 15, 47, 47]","[5183, 5183, 1721, 737, 253, 109, 45, 18, 0]","[0.0, 7.75512307882309e-06, 347.48676589899696, 465.7360166411381, 518.3592964389827, 541.4385204471182, 555.0232502201106, 571.5175992979202, 575.8466134550981]","[0, 0, 290, 387, 430, 446, 454, 462, 463]","[[], [], [], ['1583041', '1067605', '28738741', '695938', '1292369', '11349166', '18617259', '23460562', '21550246'], ['1583041', '1067605', '28738741', '695938', '1292369', '11349166', '18617259', '23460562', '21550246'], ['1583041', '9272598', '13989491', '15879544', '1067605', '28738741', '1583134', '17333231', '695938', '1292369', '27063470', '11349166', '18617259', '23460562', '21550246'], ['1583041', '9272598', '13989491', '15879544', '1067605', '28738741', '1583134', '17333231', '695938', '1292369', '27063470', '11349166', '18617259', '23460562', '21550246'], ['810480', '18256197', '87758', '28738741', '22153455', '2352142', '6580081', '17708753', '29231620', '15113221', '37916361', '10761515', '23208167', '22791348', '27063470', '32159283', '18617259', '4506414', '21550246', '11441172', '32481310', '15879544', '20754359', '11569583', '9167230', '24863571', '12909503', '38899659', '35495268', '11349166', '23460562', '45218443', '38040186', '1583041', '9272598', '13989491', '46695481', '1067605', '140098548', '341324', '15692098', '1583134', '6561200', '17333231', '695938', '1292369', '7224723'], ['810480', '18256197', '87758', '28738741', '22153455', '2352142', '6580081', '17708753', '29231620', '15113221', '37916361', '10761515', '23208167', '22791348', '27063470', '32159283', '18617259', '4506414', '21550246', '11441172', '32481310', '15879544', '20754359', '11569583', '9167230', '24863571', '12909503', '38899659', '35495268', '11349166', '23460562', '45218443', '38040186', '1583041', '9272598', '13989491', '46695481', '1067605', '140098548', '341324', '15692098', '1583134', '6561200', '17333231', '695938', '1292369', '7224723']]"
3,13,"['1606628', '13726379', '16204011', '1449692', '2604063', '22236223', '24594624', '881332', '25069745', '37480103', '2958458', '29387024', '24918110', '38023457', '7662395', '13944805', '26611834', '73323408', '23557241', '32776084', '13791044', '33257464', '16322674', '2425364', '35714909', '5409325', '2605032', '9513785', '4492358', '279052', '56893404', '5836', '39304380', '13179318', '14116046', '12087063', '8529693', '9076196', '1958440', '30786800', '29185044', '11360768', '33740844', '17450673', '10482574', '1263446', '21870716', '39334724', '11748341', '439670']",298,360.4045505579561,"[0, 0, 0, 50]","[5183, 5183, 65, 0]","[0.0, 1.2967968359589577e-05, 346.9732103529386, 360.4044806789607]","[0, 0, 290, 298]","[[], [], [], ['1606628', '13726379', '16204011', '1449692', '2604063', '22236223', '24594624', '881332', '25069745', '37480103', '2958458', '29387024', '24918110', '38023457', '7662395', '13944805', '26611834', '73323408', '23557241', '32776084', '13791044', '33257464', '16322674', '2425364', '35714909', '5409325', '2605032', '9513785', '4492358', '279052', '56893404', '5836', '39304380', '13179318', '14116046', '12087063', '8529693', '9076196', '1958440', '30786800', '29185044', '11360768', '33740844', '17450673', '10482574', '1263446', '21870716', '39334724', '11748341', '439670']]"
4,36,"['18256197', '28894097', '25439264', '11616424', '27889071', '28904104', '15615957', '9813098', '6580081', '18557974', '3215494', '12130200', '17231273', '21553394', '20456030', '19799455', '23206239', '42441846', '5939172', '25488034', '6718824', '8595678', '25562234', '16546131', '20083834', '23267371', '4442799', '12810152', '1748921', '3701541', '41646286', '16252863', '5152028', '2829179', '8551160', '36654066', '21636085', '33569870', '2033917', '11705328', '33409100', '10557471', '37424881', '471921', '24049225', '25134146', '13801259']",798,966.063663655892,"[0, 0, 25, 25, 25, 25, 25, 25, 39, 47]","[5183, 5183, 2089, 974, 393, 156, 78, 36, 16, 0]","[0.0, 6.730901077389717e-06, 684.787999761058, 826.7907244770322, 897.5885184078943, 929.9420365460683, 943.5727277449332, 952.4503629379906, 962.1274492400698, 966.0635947629344]","[0, 0, 578, 696, 752, 775, 785, 791, 797, 798]","[[], [], ['18256197', '12810152', '1748921', '15615957', '16252863', '9813098', '5152028', '18557974', '2829179', '3215494', '36654066', '21636085', '12130200', '42441846', '5939172', '11705328', '33409100', '8595678', '10557471', '25562234', '37424881', '20083834', '24049225', '4442799', '13801259'], ['18256197', '12810152', '1748921', '15615957', '16252863', '9813098', '5152028', '18557974', '2829179', '3215494', '36654066', '21636085', '12130200', '42441846', '5939172', '11705328', '33409100', '8595678', '10557471', '25562234', '37424881', '20083834', '24049225', '4442799', '13801259'], ['18256197', '12810152', '1748921', '15615957', '16252863', '9813098', '5152028', '18557974', '2829179', '3215494', '36654066', '21636085', '12130200', '42441846', '5939172', '11705328', '33409100', '8595678', '10557471', '25562234', '37424881', '20083834', '24049225', '4442799', '13801259'], ['18256197', '12810152', '1748921', '15615957', '16252863', '9813098', '5152028', '18557974', '2829179', '3215494', '36654066', '21636085', '12130200', '42441846', '5939172', '11705328', '33409100', '8595678', '10557471', '25562234', '37424881', '20083834', '24049225', '4442799', '13801259'], ['18256197', '12810152', '1748921', '15615957', '16252863', '9813098', '5152028', '18557974', '2829179', '3215494', '36654066', '21636085', '12130200', '42441846', '5939172', '11705328', '33409100', '8595678', '10557471', '25562234', '37424881', '20083834', '24049225', '4442799', '13801259'], ['18256197', '12810152', '1748921', '15615957', '16252863', '9813098', '5152028', '18557974', '2829179', '3215494', '36654066', '21636085', '12130200', '42441846', '5939172', '11705328', '33409100', '8595678', '10557471', '25562234', '37424881', '20083834', '24049225', '4442799', '13801259'], ['18256197', '25439264', '28904104', '15615957', '9813098', '18557974', '3215494', '12130200', '17231273', '20456030', '42441846', '5939172', '25488034', '8595678', '25562234', '16546131', '20083834', '23267371', '4442799', '12810152', '1748921', '3701541', '41646286', '16252863', '5152028', '2829179', '8551160', '36654066', '21636085', '33569870', '2033917', '11705328', '33409100', '10557471', '37424881', '471921', '24049225', '25134146', '13801259'], ['18256197', '28894097', '25439264', '11616424', '27889071', '28904104', '15615957', '9813098', '6580081', '18557974', '3215494', '12130200', '17231273', '21553394', '20456030', '19799455', '23206239', '42441846', '5939172', '25488034', '6718824', '8595678', '25562234', '16546131', '20083834', '23267371', '4442799', '12810152', '1748921', '3701541', '41646286', '16252863', '5152028', '2829179', '8551160', '36654066', '21636085', '33569870', '2033917', '11705328', '33409100', '10557471', '37424881', '471921', '24049225', '25134146', '13801259']]"
5,42,"['26068103', '30122260', '43427621', '25007443', '3376731', '5572127', '17454301', '12130690', '40044800', '13959707', '4824840', '85693958', '3883485', '10128893', '13116880', '25747721', '18174210', '41707539', '14092737', '40769868', '4421742', '12513972', '17101262', '11117679', '21232018', '8856690', '8925851', '26735018', '22482024', '8509018', '6270720', '11674288', '44572913', '44172171', '10365787', '45218443', '2062382', '24725136', '16180601', '41131087', '10993232', '7373453', '40913091', '3514540', '1967017', '49208216', '16172576', '24186125', '6315132', '7370282']",302,369.2263716759626,"[0, 0, 0, 0, 41, 50]","[5183, 5183, 100, 52, 11, 0]","[0.0, 1.3597076758742332e-05, 347.42400405416265, 359.8924801039975, 364.79439148912206, 369.2262956260238]","[0, 0, 290, 297, 301, 302]","[[], [], [], [], ['26068103', '30122260', '3376731', '5572127', '17454301', '12130690', '40044800', '13959707', '4824840', '10128893', '13116880', '25747721', '18174210', '41707539', '14092737', '40769868', '4421742', '12513972', '17101262', '21232018', '8856690', '8925851', '26735018', '22482024', '8509018', '6270720', '11674288', '44572913', '44172171', '10365787', '45218443', '2062382', '16180601', '41131087', '10993232', '7373453', '40913091', '3514540', '49208216', '24186125', '6315132'], ['26068103', '30122260', '43427621', '25007443', '3376731', '5572127', '17454301', '12130690', '40044800', '13959707', '4824840', '85693958', '3883485', '10128893', '13116880', '25747721', '18174210', '41707539', '14092737', '40769868', '4421742', '12513972', '17101262', '11117679', '21232018', '8856690', '8925851', '26735018', '22482024', '8509018', '6270720', '11674288', '44572913', '44172171', '10365787', '45218443', '2062382', '24725136', '16180601', '41131087', '10993232', '7373453', '40913091', '3514540', '1967017', '49208216', '16172576', '24186125', '6315132', '7370282']]"
6,48,"['24241932', '12442311', '40343416', '20646904', '23124332', '21377587', '4462777', '45908102', '76463821', '3413083', '14060030', '27665523', '37480103', '23531592', '34818263', '25811797', '22431418', '22309946', '2032877', '12779444', '30844602', '10128893', '13843341', '72580164', '5850219', '23206239', '22922353', '5508750', '20937018', '154549459', '27063470', '3078080', '18617259', '17914395', '841371', '3698758', '35714909', '11349166', '21590125', '13734012', '341324', '695938', '1292369', '24596228', '44672703', '70633421', '40156901', '7098463', '39661951', '11880289']",454,554.6344303670339,"[0, 0, 0, 6, 6, 38, 38, 50]","[5183, 5183, 1566, 668, 226, 86, 37, 0]","[0.0, 7.808906957507133e-06, 347.2048371960409, 455.8746459109243, 504.5724961939268, 536.9400446359068, 545.840000811033, 554.6343594959471]","[0, 0, 290, 379, 418, 444, 450, 454]","[[], [], [], ['22309946', '27063470', '11349166', '18617259', '14060030', '13734012'], ['22309946', '27063470', '11349166', '18617259', '14060030', '13734012'], ['24241932', '20646904', '23124332', '21377587', '4462777', '76463821', '3413083', '14060030', '27665523', '37480103', '23531592', '34818263', '25811797', '22431418', '22309946', '2032877', '12779444', '30844602', '10128893', '72580164', '5850219', '23206239', '22922353', '5508750', '20937018', '154549459', '27063470', '3078080', '18617259', '17914395', '841371', '35714909', '11349166', '13734012', '695938', '1292369', '44672703', '39661951'], ['24241932', '20646904', '23124332', '21377587', '4462777', '76463821', '3413083', '14060030', '27665523', '37480103', '23531592', '34818263', '25811797', '22431418', '22309946', '2032877', '12779444', '30844602', '10128893', '72580164', '5850219', '23206239', '22922353', '5508750', '20937018', '154549459', '27063470', '3078080', '18617259', '17914395', '841371', '35714909', '11349166', '13734012', '695938', '1292369', '44672703', '39661951'], ['24241932', '12442311', '40343416', '20646904', '23124332', '21377587', '4462777', '45908102', '76463821', '3413083', '14060030', '27665523', '37480103', '23531592', '34818263', '25811797', '22431418', '22309946', '2032877', '12779444', '30844602', '10128893', '13843341', '72580164', '5850219', '23206239', '22922353', '5508750', '20937018', '154549459', '27063470', '3078080', '18617259', '17914395', '841371', '3698758', '35714909', '11349166', '21590125', '13734012', '341324', '695938', '1292369', '24596228', '44672703', '70633421', '40156901', '7098463', '39661951', '11880289']]"
7,49,"['1006165', '13290521', '1617327', '2251426', '12440953', '19047331', '15790930', '935538', '9159495', '21601459', '22623275', '12652963', '8006440', '1354567', '946756', '461550', '1333643', '2619579', '16364639', '6209599', '12871002', '5612738', '3154880', '950306', '153744', '86602746', '22362025', '4411760', '5409325', '18654430', '44172171', '32324430', '6913227', '23913146', '5702790', '15590539', '22871664', '6404801', '2613813', '12582729', '23727313', '18421962', '7029990', '1383826', '9091863', '25523969', '5953485', '5253987', '28704738']",322,398.47412842698395,"[0, 0, 0, 40, 49, 49]","[5183, 5183, 147, 31, 8, 0]","[0.0, 1.192605122923851e-05, 347.4520082671661, 380.0153297241777, 396.5847010810394, 398.4740618050564]","[0, 0, 290, 316, 321, 322]","[[], [], [], ['1006165', '13290521', '1617327', '2251426', '12440953', '19047331', '15790930', '935538', '22623275', '12652963', '8006440', '1354567', '946756', '461550', '1333643', '2619579', '6209599', '12871002', '5612738', '3154880', '950306', '22362025', '4411760', '5409325', '18654430', '44172171', '32324430', '6913227', '23913146', '5702790', '15590539', '2613813', '12582729', '18421962', '7029990', '1383826', '9091863', '25523969', '5953485', '5253987'], ['1006165', '13290521', '1617327', '2251426', '12440953', '19047331', '15790930', '935538', '9159495', '21601459', '22623275', '12652963', '8006440', '1354567', '946756', '461550', '1333643', '2619579', '16364639', '6209599', '12871002', '5612738', '3154880', '950306', '153744', '86602746', '22362025', '4411760', '5409325', '18654430', '44172171', '32324430', '6913227', '23913146', '5702790', '15590539', '22871664', '6404801', '2613813', '12582729', '23727313', '18421962', '7029990', '1383826', '9091863', '25523969', '5953485', '5253987', '28704738'], ['1006165', '13290521', '1617327', '2251426', '12440953', '19047331', '15790930', '935538', '9159495', '21601459', '22623275', '12652963', '8006440', '1354567', '946756', '461550', '1333643', '2619579', '16364639', '6209599', '12871002', '5612738', '3154880', '950306', '153744', '86602746', '22362025', '4411760', '5409325', '18654430', '44172171', '32324430', '6913227', '23913146', '5702790', '15590539', '22871664', '6404801', '2613813', '12582729', '23727313', '18421962', '7029990', '1383826', '9091863', '25523969', '5953485', '5253987', '28704738']]"
8,50,"['17844478', '5321708', '21521236', '21564598', '15707049', '25738896', '8354687', '10169908', '21033230', '45764440', '8182950', '2389574', '1346695', '15113221', '38485364', '15832146', '9211173', '19343151', '1782201', '6944800', '2130391', '9063688', '13070316', '13007205', '21063817', '4561402', '43385013', '3952288', '9558539', '29785642', '301838', '12580014', '13989491', '2734421', '18488986', '13889430', '39559521', '1583134', '14315749', '9095394', '15405204', '11968641', '12650610', '34189936', '15335331', '22963769', '9955779', '7795952']",303,373.61114097898826,"[0, 0, 0, 43, 48]","[5183, 5183, 102, 20, 0]","[0.0, 1.0329997166991234e-05, 347.4552937010303, 368.8673287408892, 373.61105338693596]","[0, 0, 290, 302, 303]","[[], [], [], ['17844478', '5321708', '21521236', '21564598', '15707049', '25738896', '8354687', '10169908', '21033230', '45764440', '8182950', '2389574', '38485364', '9211173', '1782201', '6944800', '2130391', '9063688', '13070316', '13007205', '4561402', '43385013', '3952288', '9558539', '29785642', '301838', '12580014', '13989491', '2734421', '18488986', '13889430', '39559521', '1583134', '14315749', '9095394', '15405204', '11968641', '12650610', '34189936', '15335331', '22963769', '9955779', '7795952'], ['17844478', '5321708', '21521236', '21564598', '15707049', '25738896', '8354687', '10169908', '21033230', '45764440', '8182950', '2389574', '1346695', '15113221', '38485364', '15832146', '9211173', '19343151', '1782201', '6944800', '2130391', '9063688', '13070316', '13007205', '21063817', '4561402', '43385013', '3952288', '9558539', '29785642', '301838', '12580014', '13989491', '2734421', '18488986', '13889430', '39559521', '1583134', '14315749', '9095394', '15405204', '11968641', '12650610', '34189936', '15335331', '22963769', '9955779', '7795952']]"
9,51,"['14149065', '40382183', '5270265', '6550579', '3376731', '22180793', '4889228', '4820792', '16734530', '23863551', '21033230', '1171121', '27240667', '17648235', '15113221', '8671456', '1782201', '22509015', '18953920', '25513319', '19358586', '8963413', '22482820', '20183360', '67045088', '24205118', '2061878', '15946643', '313403', '23830488', '825728', '4429932', '45638119', '23934390', '19673227', '24349992', '16691520', '9600826', '7583725', '17021845', '19882228', '1866911', '15541119', '24249915', '15335331', '25973484', '15721252', '7795952', '31591262', '7821634']",867,1024.2218038169667,"[0, 0, 41, 50]","[5183, 5183, 16, 0]","[0.0, 7.40797258913517e-06, 1020.288922377862, 1024.221753347898]","[0, 0, 866, 867]","[[], [], ['14149065', '40382183', '5270265', '6550579', '3376731', '22180793', '4889228', '4820792', '16734530', '23863551', '17648235', '15113221', '8671456', '1782201', '22509015', '18953920', '25513319', '19358586', '8963413', '22482820', '20183360', '67045088', '24205118', '2061878', '15946643', '313403', '23830488', '45638119', '23934390', '24349992', '16691520', '7583725', '17021845', '19882228', '1866911', '15541119', '24249915', '15335331', '7795952', '31591262', '7821634'], ['14149065', '40382183', '5270265', '6550579', '3376731', '22180793', '4889228', '4820792', '16734530', '23863551', '21033230', '1171121', '27240667', '17648235', '15113221', '8671456', '1782201', '22509015', '18953920', '25513319', '19358586', '8963413', '22482820', '20183360', '67045088', '24205118', '2061878', '15946643', '313403', '23830488', '825728', '4429932', '45638119', '23934390', '19673227', '24349992', '16691520', '9600826', '7583725', '17021845', '19882228', '1866911', '15541119', '24249915', '15335331', '25973484', '15721252', '7795952', '31591262', '7821634']]"
