q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['4346436', '21456232', '2139357', '44640124', '25435456', '1922901', '19855358', '29148743', '17388232', '6454371']",3551,4216.872873671004,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2021, 579, 296, 168, 77, 59, 19, 0]","[0.0, 3.487395588308573e-05, 2567.926818866981, 3581.9036355209537, 3883.9863638080424, 4036.664623731049, 4131.958915248048, 4172.276979392045, 4212.321882643038, 4216.872837668983]","[0, 0, 2186, 3036, 3286, 3416, 3490, 3524, 3550, 3551]","[[], [], [], [], [], [], [], [], [], ['4346436', '21456232', '2139357', '44640124', '25435456', '1922901', '19855358', '29148743', '17388232', '6454371']]"
1,3,"['32181055', '1617327', '4414547', '13914198', '4632921', '17088791', '2739854', '14717500', '23389795', '4378885']",2435,2906.6002809149213,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 437, 68, 30, 21, 11, 0]","[0.0, 1.3567972928285599e-05, 2564.128795798053, 2792.129644540022, 2832.509342751, 2872.2739015440457, 2903.9346295020077, 2906.6002419110155]","[0, 0, 2186, 2372, 2406, 2424, 2434, 2435]","[[], [], [], [], [], [], [], ['32181055', '1617327', '4414547', '13914198', '4632921', '17088791', '2739854', '14717500', '23389795', '4378885']]"
2,5,"['21550246', '18617259', '27063470', '17333231', '26461066', '695938', '23124332', '15879544', '1583041', '13734012']",2816,3358.445939483936,"[0, 0, 9, 9, 9, 10]","[5183, 5183, 1251, 209, 24, 0]","[0.0, 9.563984349370003e-06, 2566.0546385160415, 3206.2214697710006, 3322.4055245709606, 3358.4459014900494]","[0, 0, 2186, 2716, 2806, 2816]","[[], [], ['21550246', '18617259', '27063470', '17333231', '26461066', '695938', '23124332', '15879544', '1583041'], ['21550246', '18617259', '27063470', '17333231', '26461066', '695938', '23124332', '15879544', '1583041'], ['21550246', '18617259', '27063470', '17333231', '26461066', '695938', '23124332', '15879544', '1583041'], ['21550246', '18617259', '27063470', '17333231', '26461066', '695938', '23124332', '15879544', '1583041', '13734012']]"
3,13,"['9513785', '22236223', '11748341', '6323196', '33257464', '17450673', '7662395', '56893404', '23557241', '8529693']",2245,2644.238947508973,"[0, 0, 0, 5, 10]","[5183, 5183, 132, 12, 0]","[0.0, 1.2998003512620926e-05, 2561.917569641955, 2640.9928466450656, 2644.2389127999777]","[0, 0, 2186, 2244, 2245]","[[], [], [], ['33257464', '9513785', '22236223', '11748341', '23557241'], ['9513785', '22236223', '11748341', '6323196', '33257464', '17450673', '7662395', '56893404', '23557241', '8529693']]"
4,36,"['5152028', '18557974', '16252863', '11705328', '12130200', '37424881', '12810152', '42441846', '21636085', '3215494']",2187,2568.501365934033,"[0, 0, 0, 10]","[5183, 5183, 14, 0]","[0.0, 7.602968253195286e-06, 2564.957078865031, 2568.5013377600117]","[0, 0, 2186, 2187]","[[], [], [], ['5152028', '18557974', '16252863', '11705328', '12130200', '37424881', '12810152', '42441846', '21636085', '3215494']]"
5,42,"['8083310', '6315132', '40913091', '39506601', '45218443', '18174210', '11020556', '13791206', '39462488', '44562221']",2943,3474.5775928859366,"[0, 0, 0, 0, 9, 10]","[5183, 5183, 1761, 23, 4, 0]","[0.0, 6.75395131111145e-06, 2563.19207275589, 3439.8679329489823, 3473.672248568968, 3474.5775661389343]","[0, 0, 2186, 2932, 2942, 2943]","[[], [], [], [], ['8083310', '6315132', '40913091', '39506601', '45218443', '18174210', '13791206', '39462488', '44562221'], ['8083310', '6315132', '40913091', '39506601', '45218443', '18174210', '11020556', '13791206', '39462488', '44562221']]"
6,48,"['6144969', '43128141', '18617259', '2488880', '27063470', '1292369', '33733520', '13734012', '35714909', '11349166']",2187,2563.008504696074,"[0, 0, 3, 10]","[5183, 5183, 11, 0]","[0.0, 9.927898645401001e-06, 2559.866628073971, 2563.0084711388918]","[0, 0, 2186, 2187]","[[], [], ['27063470', '18617259', '11349166'], ['6144969', '43128141', '18617259', '2488880', '27063470', '1292369', '33733520', '13734012', '35714909', '11349166']]"
7,49,"['23913146', '5953485', '22362025', '5702790', '18654430', '7029990', '2619579', '1333643', '15590539', '5409325']",2187,2567.3940317661036,"[0, 0, 6, 10]","[5183, 5183, 17, 0]","[0.0, 7.335911504924297e-06, 2563.2260225019418, 2567.393998810905]","[0, 0, 2186, 2187]","[[], [], ['23913146', '5953485', '22362025', '5702790', '7029990', '1333643'], ['23913146', '5953485', '22362025', '5702790', '18654430', '7029990', '2619579', '1333643', '15590539', '5409325']]"
8,50,"['29785642', '25738896', '18488986', '13989491', '4561402', '12580014', '8354687', '39559521', '301838', '15405204']",2325,2727.144327466958,"[0, 0, 5, 5, 10]","[5183, 5183, 316, 6, 0]","[0.0, 6.24009408056736e-06, 2563.5333394550253, 2725.867089989013, 2727.1442918831017]","[0, 0, 2186, 2324, 2325]","[[], [], ['25738896', '8354687', '39559521', '18488986', '12580014'], ['25738896', '8354687', '39559521', '18488986', '12580014'], ['29785642', '25738896', '18488986', '13989491', '4561402', '12580014', '8354687', '39559521', '301838', '15405204']]"
9,51,"['24249915', '12762485', '16734530', '16691520', '45638119', '29366489', '8963413', '7583725', '24349992', '4889228']",2187,2566.342762435088,"[0, 0, 0, 10]","[5183, 5183, 13, 0]","[0.0, 6.485031917691231e-06, 2562.903659616015, 2566.342723523034]","[0, 0, 2186, 2187]","[[], [], [], ['24249915', '12762485', '16734530', '16691520', '45638119', '29366489', '8963413', '7583725', '24349992', '4889228']]"
