q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['15337254', '24101431', '7506409', '4346436', '19855358', '17388232', '39465575', '3847200', '21456232', '7426741']",1852,2222.0570376068354,"[0, 0, 0, 1, 1, 10]","[5183, 5183, 2082, 100, 34, 0]","[0.0, 4.774192348122597e-05, 1532.7256506730337, 2157.0650463439524, 2198.9246473908424, 2222.0569983220194]","[0, 0, 1294, 1816, 1842, 1852]","[[], [], [], ['21456232'], ['21456232'], ['15337254', '24101431', '7506409', '4346436', '19855358', '17388232', '39465575', '3847200', '21456232', '7426741']]"
1,3,"['4378885', '32181055', '1388704', '10145528', '23389795', '4632921', '9394119', '14717500', '4414547', '2739854']",1333,1585.7531609809957,"[0, 0, 0, 0, 10]","[5183, 5183, 155, 13, 0]","[0.0, 7.455935701727867e-06, 1525.3434420118574, 1582.2197363749146, 1585.7531273169443]","[0, 0, 1294, 1332, 1333]","[[], [], [], [], ['4378885', '32181055', '1388704', '10145528', '23389795', '4632921', '9394119', '14717500', '4414547', '2739854']]"
2,5,"['1583041', '18617259', '9272598', '1800734', '3078080', '23124332', '11349166', '695938', '15879544', '23203102']",1294,1526.697908579139,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 8.849892765283585e-06, 1526.6978757919278]","[0, 0, 1294]","[[], [], ['1583041', '18617259', '9272598', '1800734', '3078080', '23124332', '11349166', '695938', '15879544', '23203102']]"
3,13,"['7662395', '30786800', '8529693', '26611834', '23557241', '32776084', '11748341', '56893404', '17450673', '49429882']",1295,1525.3933529830538,"[0, 0, 2, 10]","[5183, 5183, 13, 0]","[0.0, 5.539972335100174e-06, 1522.0566555450205, 1525.393325238023]","[0, 0, 1294, 1295]","[[], [], ['17450673', '26611834'], ['7662395', '30786800', '8529693', '26611834', '23557241', '32776084', '11748341', '56893404', '17450673', '49429882']]"
4,36,"['42441846', '21636085', '18557974', '37424881', '3215494', '16252863', '33409100', '12130200', '5152028', '11705328']",1295,1526.9544390151277,"[0, 0, 0, 10]","[5183, 5183, 11, 0]","[0.0, 5.527865141630173e-06, 1523.9884577239864, 1526.954406365985]","[0, 0, 1294, 1295]","[[], [], [], ['42441846', '21636085', '18557974', '37424881', '3215494', '16252863', '33409100', '12130200', '5152028', '11705328']]"
5,42,"['8300657', '18174210', '22194407', '25953438', '19511011', '40913091', '25420421', '27162821', '39506601', '45218443']",1313,1551.442287769867,"[0, 0, 0, 0, 10]","[5183, 5183, 75, 11, 0]","[0.0, 5.738111212849617e-06, 1525.036483486183, 1548.2923547960818, 1551.4422478480265]","[0, 0, 1294, 1312, 1313]","[[], [], [], [], ['8300657', '18174210', '22194407', '25953438', '19511011', '40913091', '25420421', '27162821', '39506601', '45218443']]"
6,48,"['1583041', '18617259', '13734012', '3078080', '42240424', '11349166', '695938', '27063470', '11254040', '23203102']",1754,2097.011043420993,"[0, 0, 7, 7, 7, 7, 10]","[5183, 5183, 1158, 499, 157, 28, 0]","[0.0, 7.244991138577461e-06, 1522.2668948180508, 1863.9119876550976, 2018.694271337008, 2077.245882057119, 2097.011012403993]","[0, 0, 1294, 1584, 1710, 1748, 1754]","[[], [], ['11349166', '18617259', '27063470', '11254040', '23203102', '3078080', '42240424'], ['11349166', '18617259', '27063470', '11254040', '23203102', '3078080', '42240424'], ['11349166', '18617259', '27063470', '11254040', '23203102', '3078080', '42240424'], ['11349166', '18617259', '27063470', '11254040', '23203102', '3078080', '42240424'], ['1583041', '18617259', '13734012', '3078080', '42240424', '11349166', '695938', '27063470', '11254040', '23203102']]"
7,49,"['8006440', '23913146', '18654430', '5953485', '2619579', '2000038', '22362025', '7029990', '5702790', '1333643']",1295,1525.1123169558123,"[0, 0, 6, 10]","[5183, 5183, 8, 0]","[0.0, 7.600989192724228e-06, 1523.1444620520342, 1525.1122795359697]","[0, 0, 1294, 1295]","[[], [], ['23913146', '22362025', '7029990', '5953485', '5702790', '1333643'], ['8006440', '23913146', '18654430', '5953485', '2619579', '2000038', '22362025', '7029990', '5702790', '1333643']]"
8,50,"['3952288', '39559521', '301838', '25738896', '2734421', '12580014', '18488986', '15707049', '10162553', '15405204']",1329,1570.1700835949741,"[0, 0, 4, 5, 10]","[5183, 5183, 129, 7, 0]","[0.0, 9.535113349556923e-06, 1526.7061678720638, 1568.5706320810132, 1570.170050085988]","[0, 0, 1294, 1328, 1329]","[[], [], ['15405204', '12580014', '18488986', '39559521'], ['12580014', '39559521', '15405204', '18488986', '25738896'], ['3952288', '39559521', '301838', '25738896', '2734421', '12580014', '18488986', '15707049', '10162553', '15405204']]"
9,51,"['16734530', '8963413', '7821634', '12762485', '7583725', '5270265', '45638119', '1171121', '19358586', '22482820']",1295,1531.1369639318436,"[0, 0, 0, 10]","[5183, 5183, 19, 0]","[0.0, 9.176088497042656e-06, 1526.594093478052, 1531.136933309026]","[0, 0, 1294, 1295]","[[], [], [], ['16734530', '8963413', '7821634', '12762485', '7583725', '5270265', '45638119', '1171121', '19358586', '22482820']]"
