q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['40145839', '6219790', '275294', '4346436', '17388232', '169264', '18758057', '1065627', '9272598', '121581019']",3287,3875.2997972927988,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2101, 91, 23, 11, 0]","[0.0, 4.787486977875233e-05, 2705.746584811015, 3796.9421792279463, 3848.119176666951, 3872.5694402288646, 3875.2996985099744]","[0, 0, 2306, 3236, 3278, 3286, 3287]","[[], [], [], [], [], [], ['40145839', '6219790', '275294', '4346436', '17388232', '169264', '18758057', '1065627', '9272598', '121581019']]"
1,3,"['4632921', '32181055', '14717500', '13940200', '2739854', '23389795', '3672261', '15153602', '4414547', '4378885']",2494,2961.8467707410455,"[0, 0, 0, 0, 10]","[5183, 5183, 386, 48, 0]","[0.0, 1.1310912668704987e-05, 2701.034194415901, 2919.7474719439633, 2961.8467319870833]","[0, 0, 2306, 2476, 2494]","[[], [], [], [], ['4632921', '32181055', '14717500', '13940200', '2739854', '23389795', '3672261', '15153602', '4414547', '4378885']]"
2,5,"['11349166', '42240424', '1583041', '1292369', '23124332', '28738741', '15879544', '17333231', '21550246', '18617259']",2332,2744.5518748702016,"[0, 0, 8, 10]","[5183, 5183, 63, 0]","[0.0, 8.549075573682785e-06, 2702.349704471184, 2744.5518343430012]","[0, 0, 2306, 2332]","[[], [], ['11349166', '42240424', '1583041', '23124332', '28738741', '15879544', '17333231', '18617259'], ['11349166', '42240424', '1583041', '1292369', '23124332', '28738741', '15879544', '17333231', '21550246', '18617259']]"
3,13,"['56893404', '6323196', '11748341', '8529693', '17450673', '76463821', '26611834', '35714909', '30786800', '23557241']",2307,2702.107760654064,"[0, 0, 4, 10]","[5183, 5183, 14, 0]","[0.0, 9.048031643033028e-06, 2698.5131036429666, 2702.1077304021455]","[0, 0, 2306, 2307]","[[], [], ['8529693', '26611834', '17450673', '23557241'], ['56893404', '6323196', '11748341', '8529693', '17450673', '76463821', '26611834', '35714909', '30786800', '23557241']]"
4,36,"['42441846', '3215494', '12130200', '18557974', '5152028', '21636085', '16252863', '33409100', '37424881', '11705328']",2307,2703.551376275951,"[0, 0, 0, 10]","[5183, 5183, 19, 0]","[0.0, 6.287125870585442e-06, 2698.998468125006, 2703.5513419590425]","[0, 0, 2306, 2307]","[[], [], [], ['42441846', '3215494', '12130200', '18557974', '5152028', '21636085', '16252863', '33409100', '37424881', '11705328']]"
5,42,"['33638477', '18174210', '6767271', '12240507', '6315132', '7975937', '15113221', '45218443', '6690087', '40913091']",2325,2744.5584777949844,"[0, 0, 0, 0, 10]","[5183, 5183, 42, 19, 0]","[0.0, 6.163027137517929e-06, 2698.071089654928, 2739.9984317999333, 2744.5584481048863]","[0, 0, 2306, 2324, 2325]","[[], [], [], [], ['33638477', '18174210', '6767271', '12240507', '6315132', '7975937', '15113221', '45218443', '6690087', '40913091']]"
6,48,"['11349166', '23203102', '13734012', '1583041', '1292369', '4434951', '4828631', '27063470', '3825750', '18617259']",2455,2884.2502270839177,"[0, 0, 3, 6, 6, 10]","[5183, 5183, 314, 24, 7, 0]","[0.0, 6.7909713834524155e-06, 2696.898410048103, 2876.84421680402, 2881.504676436074, 2884.2501667360775]","[0, 0, 2306, 2444, 2454, 2455]","[[], [], ['27063470', '11349166', '23203102'], ['11349166', '23203102', '13734012', '18617259', '4434951', '27063470'], ['11349166', '23203102', '13734012', '18617259', '4434951', '27063470'], ['11349166', '23203102', '13734012', '1583041', '1292369', '4434951', '4828631', '27063470', '3825750', '18617259']]"
7,49,"['23913146', '2619579', '7029990', '5409325', '5953485', '1333643', '22003328', '5702790', '18654430', '22362025']",2307,2700.4165153549984,"[0, 0, 5, 10]","[5183, 5183, 9, 0]","[0.0, 8.38213600218296e-06, 2698.12040677201, 2700.4164785752073]","[0, 0, 2306, 2307]","[[], [], ['23913146', '7029990', '5702790', '5953485', '22362025'], ['23913146', '2619579', '7029990', '5409325', '5953485', '1333643', '22003328', '5702790', '18654430', '22362025']]"
8,50,"['15405204', '4561402', '25738896', '18488986', '8354687', '3952288', '39559521', '301838', '12580014', '13989491']",2357,2784.4712689081207,"[0, 0, 4, 7, 10]","[5183, 5183, 121, 8, 0]","[0.0, 6.465008482336998e-06, 2703.450257657096, 2782.6721175780986, 2784.471219709143]","[0, 0, 2306, 2356, 2357]","[[], [], ['25738896', '301838', '12580014', '18488986'], ['3952288', '39559521', '301838', '12580014', '13989491', '25738896', '18488986'], ['15405204', '4561402', '25738896', '18488986', '8354687', '3952288', '39559521', '301838', '12580014', '13989491']]"
9,51,"['1171121', '21033230', '4889228', '19358586', '24249915', '22482820', '45638119', '24349992', '12762485', '7583725']",2307,2704.838333484018,"[0, 0, 0, 10]","[5183, 5183, 16, 0]","[0.0, 6.459886208176613e-06, 2700.9011401778553, 2704.8382997929584]","[0, 0, 2306, 2307]","[[], [], [], ['1171121', '21033230', '4889228', '19358586', '24249915', '22482820', '45638119', '24349992', '12762485', '7583725']]"
10,53,"['21439640', '15946643', '16734530', '22482820', '45638119', '313403', '15832146', '24349992', '31311495', '7583725']",2307,2701.028824697947,"[0, 0, 3, 10]","[5183, 5183, 10, 0]","[0.0, 7.474096491932869e-06, 2700.940885015996, 2701.0287825390697]","[0, 0, 2306, 2307]","[[], [], ['24349992', '7583725', '45638119'], ['21439640', '15946643', '16734530', '22482820', '45638119', '313403', '15832146', '24349992', '31311495', '7583725']]"
