q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['121581019', '3874000', '17388232', '6673421', '10846815', '45166582', '21456232', '19855358', '927561', '4346436']",1873,2231.485934750992,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1762, 1002, 331, 74, 21, 11, 0]","[0.0, 5.127699114382267e-05, 1358.0573487620568, 1828.821836529998, 2093.7789859779878, 2189.845914787031, 2211.050835301052, 2228.8465688499855, 2231.4858946540626]","[0, 0, 1154, 1548, 1774, 1848, 1866, 1872, 1873]","[[], [], [], [], [], [], [], [], ['121581019', '3874000', '17388232', '6673421', '10846815', '45166582', '21456232', '19855358', '927561', '4346436']]"
1,3,"['3222187', '4632921', '23389795', '2107238', '2739854', '32181055', '13914198', '15153602', '14717500', '4414547']",1259,1492.0974717299687,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 431, 23, 11, 0]","[0.0, 8.275965228676796e-06, 1355.6656992699718, 1470.4525382700376, 1489.4202101880219, 1492.097436223994]","[0, 0, 1154, 1252, 1258, 1259]","[[], [], [], [], [], ['3222187', '4632921', '23389795', '2107238', '2739854', '32181055', '13914198', '15153602', '14717500', '4414547']]"
2,5,"['42240424', '695938', '11349166', '21550246', '32481310', '13734012', '17333231', '23124332', '18617259', '1583041']",1623,1927.870799254044,"[0, 0, 7, 7, 7, 10]","[5183, 5183, 1624, 463, 8, 0]","[0.0, 9.845010936260223e-06, 1356.7780340570025, 1791.3676042089937, 1925.80828264507, 1927.870758997975]","[0, 0, 1154, 1516, 1622, 1623]","[[], [], ['18617259', '695938', '21550246', '1583041', '32481310', '17333231', '23124332'], ['18617259', '695938', '21550246', '1583041', '32481310', '17333231', '23124332'], ['18617259', '695938', '21550246', '1583041', '32481310', '17333231', '23124332'], ['42240424', '695938', '11349166', '21550246', '32481310', '13734012', '17333231', '23124332', '18617259', '1583041']]"
3,13,"['16322674', '23557241', '17450673', '8529693', '7662395', '56893404', '33257464', '76463821', '1606628', '11748341']",1155,1357.3458215619903,"[0, 0, 0, 10]","[5183, 5183, 16, 0]","[0.0, 9.565032087266445e-06, 1353.436395868077, 1357.3457936170744]","[0, 0, 1154, 1155]","[[], [], [], ['16322674', '23557241', '17450673', '8529693', '7662395', '56893404', '33257464', '76463821', '1606628', '11748341']]"
4,36,"['21636085', '16252863', '42441846', '3215494', '18557974', '33409100', '5152028', '12130200', '12810152', '37424881']",1155,1360.7708856599638,"[0, 0, 0, 10]","[5183, 5183, 17, 0]","[0.0, 6.33997842669487e-06, 1356.6353145869216, 1360.7708538389998]","[0, 0, 1154, 1155]","[[], [], [], ['21636085', '16252863', '42441846', '3215494', '18557974', '33409100', '5152028', '12130200', '12810152', '37424881']]"
5,42,"['6315132', '3899896', '4449524', '8385277', '8083310', '40913091', '25420421', '18174210', '27889071', '10526279']",1365,1602.3705591720063,"[0, 0, 0, 0, 10]","[5183, 5183, 932, 16, 0]","[0.0, 7.477938197553158e-06, 1352.4034343969543, 1598.3846693889936, 1602.3705265959725]","[0, 0, 1154, 1364, 1365]","[[], [], [], [], ['6315132', '3899896', '4449524', '8385277', '8083310', '40913091', '25420421', '18174210', '27889071', '10526279']]"
6,48,"['27063470', '695938', '11349166', '13734012', '11238951', '44387884', '18617259', '1292369', '23203102', '15879544']",1603,1900.6533222650178,"[0, 0, 5, 5, 5, 5, 5, 10]","[5183, 5183, 1520, 342, 84, 44, 16, 0]","[0.0, 6.85499981045723e-06, 1353.0463521470083, 1750.2185688529862, 1846.5687657679664, 1874.4002045399975, 1896.7081183079863, 1900.653286949033]","[0, 0, 1154, 1492, 1570, 1592, 1602, 1603]","[[], [], ['27063470', '23203102', '11349166', '13734012', '11238951'], ['27063470', '23203102', '11349166', '13734012', '11238951'], ['27063470', '23203102', '11349166', '13734012', '11238951'], ['27063470', '23203102', '11349166', '13734012', '11238951'], ['27063470', '23203102', '11349166', '13734012', '11238951'], ['27063470', '695938', '11349166', '13734012', '11238951', '44387884', '18617259', '1292369', '23203102', '15879544']]"
7,49,"['29107180', '1333643', '12871002', '5953485', '1354567', '5409325', '7029990', '22362025', '5702790', '22623275']",1154,1353.566193905077,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 1.2423028238117695e-05, 1353.5661547440104]","[0, 0, 1154]","[[], [], ['29107180', '1333643', '12871002', '5953485', '1354567', '5409325', '7029990', '22362025', '5702790', '22623275']]"
8,50,"['25738896', '12580014', '18488986', '4561402', '3952288', '15405204', '39559521', '29785642', '301838', '13989491']",1184,1395.7567499140278,"[0, 0, 3, 10]","[5183, 5183, 133, 0]","[0.0, 6.68293796479702e-06, 1356.0932854219573, 1395.7567090459634]","[0, 0, 1154, 1184]","[[], [], ['18488986', '25738896', '12580014'], ['25738896', '12580014', '18488986', '4561402', '3952288', '15405204', '39559521', '29785642', '301838', '13989491']]"
9,51,"['12762485', '27240667', '7821634', '19358586', '24249915', '8963413', '7583725', '22482820', '45638119', '34066665']",1155,1359.5467821370112,"[0, 0, 0, 10]","[5183, 5183, 20, 0]","[0.0, 6.529968231916428e-06, 1354.795385299949, 1359.5467547009466]","[0, 0, 1154, 1155]","[[], [], [], ['12762485', '27240667', '7821634', '19358586', '24249915', '8963413', '7583725', '22482820', '45638119', '34066665']]"
