q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['16532419', '23208167', '121581019', '31715818', '21456232', '4346436', '9272598', '17388232', '1944452', '94109411']",930,1110.218080483959,"[0, 0, 0, 0, 0, 8, 10]","[5183, 5183, 1639, 457, 58, 22, 0]","[0.0, 4.4323038309812546e-05, 771.099302118062, 1017.7856820620364, 1088.1474342460278, 1099.6229278490646, 1110.2180423350073]","[0, 0, 650, 856, 916, 926, 930]","[[], [], [], [], [], ['16532419', '23208167', '121581019', '21456232', '9272598', '17388232', '1944452', '94109411'], ['16532419', '23208167', '121581019', '31715818', '21456232', '4346436', '9272598', '17388232', '1944452', '94109411']]"
1,3,"['13956305', '4414547', '2739854', '9650982', '17088791', '13940200', '2095573', '23389795', '14717500', '11532028']",674,799.0995230079861,"[0, 0, 0, 0, 10]","[5183, 5183, 134, 25, 0]","[0.0, 7.912982255220413e-06, 766.5700459160144, 787.4698509660084, 799.0994907880668]","[0, 0, 650, 668, 674]","[[], [], [], [], ['13956305', '4414547', '2739854', '9650982', '17088791', '13940200', '2095573', '23389795', '14717500', '11532028']]"
2,5,"['15879544', '11349166', '27063470', '42240424', '695938', '1583041', '13734012', '1292369', '18617259', '2601324']",650,766.4599889770616,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.361988537013531e-06, 766.4599524840014]","[0, 0, 650]","[[], [], ['15879544', '11349166', '27063470', '42240424', '695938', '1583041', '13734012', '1292369', '18617259', '2601324']]"
3,13,"['11748341', '1263446', '23557241', '16322674', '6323196', '17450673', '2958458', '25293721', '8529693', '24594624']",655,776.8153807410272,"[0, 0, 0, 9, 10]","[5183, 5183, 24, 5, 0]","[0.0, 7.04906415194273e-06, 763.7526054839836, 775.3992789869662, 776.8153467910597]","[0, 0, 650, 654, 655]","[[], [], [], ['11748341', '23557241', '16322674', '6323196', '17450673', '2958458', '25293721', '8529693', '24594624'], ['11748341', '1263446', '23557241', '16322674', '6323196', '17450673', '2958458', '25293721', '8529693', '24594624']]"
4,36,"['42441846', '33409100', '3215494', '12810152', '21636085', '5152028', '11705328', '18557974', '37424881', '16252863']",651,771.1881286819698,"[0, 0, 0, 10]","[5183, 5183, 19, 0]","[0.0, 7.4910931289196014e-06, 766.6867351650726, 771.1881015300751]","[0, 0, 650, 651]","[[], [], [], ['42441846', '33409100', '3215494', '12810152', '21636085', '5152028', '11705328', '18557974', '37424881', '16252863']]"
5,42,"['27123743', '18174210', '6000423', '27162821', '3391547', '8925851', '40913091', '10530014', '45218443', '8083310']",772,909.644592244993,"[0, 0, 0, 10]","[5183, 5183, 963, 0]","[0.0, 5.669891834259033e-06, 764.710334581905, 909.6445637559518]","[0, 0, 650, 772]","[[], [], [], ['27123743', '18174210', '6000423', '27162821', '3391547', '8925851', '40913091', '10530014', '45218443', '8083310']]"
6,48,"['14390137', '11349166', '5824985', '27063470', '23203102', '23124332', '13734012', '9904546', '8082528', '18617259']",807,965.3648046370363,"[0, 0, 6, 6, 6, 6, 10]","[5183, 5183, 1115, 54, 32, 18, 0]","[0.0, 6.111105903983116e-06, 764.3877806290984, 936.8457088620635, 948.5127251630183, 961.0326587710297, 965.3647681140574]","[0, 0, 650, 792, 800, 806, 807]","[[], [], ['11349166', '18617259', '13734012', '23124332', '27063470', '23203102'], ['11349166', '18617259', '13734012', '23124332', '27063470', '23203102'], ['11349166', '18617259', '13734012', '23124332', '27063470', '23203102'], ['11349166', '18617259', '13734012', '23124332', '27063470', '23203102'], ['14390137', '11349166', '5824985', '27063470', '23203102', '23124332', '13734012', '9904546', '8082528', '18617259']]"
7,49,"['15590539', '22362025', '1617327', '7029990', '5953485', '12871002', '5702790', '23913146', '1333643', '5409325']",650,765.4650789200095,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.541966624557972e-06, 765.4650421789847]","[0, 0, 650]","[[], [], ['15590539', '22362025', '1617327', '7029990', '5953485', '12871002', '5702790', '23913146', '1333643', '5409325']]"
8,50,"['8354687', '12580014', '39559521', '29785642', '301838', '13989491', '6944800', '25738896', '18488986', '4561402']",667,792.2308265140746,"[0, 0, 3, 3, 10]","[5183, 5183, 112, 13, 0]","[0.0, 5.143927410244942e-06, 767.6488160589943, 788.599352160003, 792.2307902069297]","[0, 0, 650, 666, 667]","[[], [], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['8354687', '12580014', '39559521', '29785642', '301838', '13989491', '6944800', '25738896', '18488986', '4561402']]"
9,51,"['24349992', '8963413', '45638119', '7821634', '16691520', '7583725', '29366489', '24249915', '21033230', '22482820']",657,778.853302165051,"[0, 0, 0, 9, 10]","[5183, 5183, 27, 2, 0]","[0.0, 7.476075552403927e-06, 766.6478802639758, 778.3500812440179, 778.8532648209948]","[0, 0, 650, 656, 657]","[[], [], [], ['24349992', '8963413', '45638119', '16691520', '7583725', '29366489', '24249915', '21033230', '22482820'], ['24349992', '8963413', '45638119', '7821634', '16691520', '7583725', '29366489', '24249915', '21033230', '22482820']]"
