q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['21456232', '719812', '15657779', '6190603', '12866641', '44801733', '7039855', '38143689', '17388232', '24177706']",444,543.1793428709498,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 1948, 745, 13, 0]","[0.0, 4.354002885520458e-05, 351.74556083604693, 484.81420980999246, 539.4662926719757, 543.1793083869852]","[0, 0, 290, 400, 443, 444]","[[], [], [], [], [], ['21456232', '719812', '15657779', '6190603', '12866641', '44801733', '7039855', '38143689', '17388232', '24177706']]"
1,3,"['2739854', '13940200', '4414547', '13914198', '32181055', '4632921', '23389795', '14717500', '4378885', '9650982']",318,389.06062867003493,"[0, 0, 0, 0, 10]","[5183, 5183, 416, 25, 0]","[0.0, 6.953021511435509e-06, 348.4802379490575, 381.26658222603146, 389.06059746502433]","[0, 0, 290, 315, 318]","[[], [], [], [], ['2739854', '13940200', '4414547', '13914198', '32181055', '4632921', '23389795', '14717500', '4378885', '9650982']]"
2,5,"['18617259', '17333231', '1292369', '12641252', '23124332', '11349166', '21550246', '1583041', '695938', '38899659']",584,696.4303097570082,"[0, 0, 9, 9, 10]","[5183, 5183, 61, 8, 0]","[0.0, 9.522074833512306e-06, 685.4877349830931, 694.3304719430162, 696.4302745580208]","[0, 0, 578, 583, 584]","[[], [], ['18617259', '17333231', '12641252', '23124332', '11349166', '21550246', '1583041', '695938', '38899659'], ['18617259', '17333231', '12641252', '23124332', '11349166', '21550246', '1583041', '695938', '38899659'], ['18617259', '17333231', '1292369', '12641252', '23124332', '11349166', '21550246', '1583041', '695938', '38899659']]"
3,13,"['6323196', '56893404', '8529693', '35714909', '23557241', '24594624', '11748341', '17450673', '26611834', '76463821']",291,352.1556951079983,"[0, 0, 1, 10]","[5183, 5183, 20, 0]","[0.0, 8.258037269115448e-06, 347.40705330704805, 352.1556671829894]","[0, 0, 290, 291]","[[], [], ['26611834'], ['6323196', '56893404', '8529693', '35714909', '23557241', '24594624', '11748341', '17450673', '26611834', '76463821']]"
4,36,"['3215494', '16252863', '18557974', '21636085', '37424881', '33409100', '42441846', '12130200', '11705328', '5152028']",291,352.0546377309365,"[0, 0, 0, 10]","[5183, 5183, 14, 0]","[0.0, 6.3960906118154526e-06, 348.51243305404205, 352.05459614505526]","[0, 0, 290, 291]","[[], [], [], ['3215494', '16252863', '18557974', '21636085', '37424881', '33409100', '42441846', '12130200', '11705328', '5152028']]"
5,42,"['29347970', '3952288', '40913091', '2842550', '20127522', '18174210', '25985964', '45218443', '27162821', '25420421']",296,359.73611905495636,"[0, 0, 0, 0, 10]","[5183, 5183, 55, 14, 0]","[0.0, 8.000992238521576e-06, 347.27489331399556, 356.14517634001095, 359.7360875409795]","[0, 0, 290, 295, 296]","[[], [], [], [], ['29347970', '3952288', '40913091', '2842550', '20127522', '18174210', '25985964', '45218443', '27162821', '25420421']]"
6,48,"['18617259', '23203102', '13734012', '27063470', '2605032', '253672', '7485455', '11349166', '695938', '22309946']",597,713.4420367369894,"[0, 0, 5, 7, 7, 10]","[5183, 5183, 227, 52, 11, 0]","[0.0, 1.052801962941885e-05, 683.2493730599526, 701.6200889309403, 710.4268993840087, 713.4420012349728]","[0, 0, 578, 592, 596, 597]","[[], [], ['18617259', '23203102', '11349166', '27063470', '22309946'], ['18617259', '23203102', '253672', '11349166', '13734012', '27063470', '22309946'], ['18617259', '23203102', '253672', '11349166', '13734012', '27063470', '22309946'], ['18617259', '23203102', '13734012', '27063470', '2605032', '253672', '7485455', '11349166', '695938', '22309946']]"
7,49,"['2619579', '1333643', '3154880', '1354567', '7029990', '5953485', '5702790', '22362025', '31148090', '23913146']",579,687.6861467040144,"[0, 0, 9, 10]","[5183, 5183, 20, 0]","[0.0, 8.461996912956238e-06, 682.8939939478878, 687.6861022429075]","[0, 0, 578, 579]","[[], [], ['2619579', '1333643', '3154880', '1354567', '5953485', '5702790', '22362025', '31148090', '23913146'], ['2619579', '1333643', '3154880', '1354567', '7029990', '5953485', '5702790', '22362025', '31148090', '23913146']]"
8,50,"['4561402', '15707049', '8354687', '301838', '25738896', '39559521', '18488986', '13989491', '15405204', '12580014']",300,362.5985263099428,"[0, 0, 3, 3, 10]","[5183, 5183, 137, 9, 0]","[0.0, 6.388057954609394e-06, 346.958741800976, 360.57920010201633, 362.5984869010281]","[0, 0, 290, 299, 300]","[[], [], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['4561402', '15707049', '8354687', '301838', '25738896', '39559521', '18488986', '13989491', '15405204', '12580014']]"
9,51,"['7583725', '7821634', '1171121', '24249915', '22482820', '12762485', '16734530', '45638119', '19358586', '24349992']",291,350.9419741380261,"[0, 0, 0, 10]","[5183, 5183, 17, 0]","[0.0, 6.7730434238910675e-06, 346.8078500920674, 350.9419313140679]","[0, 0, 290, 291]","[[], [], [], ['7583725', '7821634', '1171121', '24249915', '22482820', '12762485', '16734530', '45638119', '19358586', '24349992']]"
10,53,"['21439640', '7583725', '15113221', '7821634', '4889228', '12762485', '16734530', '45638119', '19358586', '24349992']",291,348.94810360402334,"[0, 0, 4, 10]","[5183, 5183, 9, 0]","[0.0, 6.370013579726219e-06, 346.5536713800393, 348.9480620760005]","[0, 0, 290, 291]","[[], [], ['4889228', '7583725', '45638119', '24349992'], ['21439640', '7583725', '15113221', '7821634', '4889228', '12762485', '16734530', '45638119', '19358586', '24349992']]"
