q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['25036988', '30884033', '94109411', '59453688', '42035464', '4346436', '24737389', '17388232', '21456232', '30122260']",543,667.9659988509957,"[0, 0, 0, 3, 3, 3, 3, 3, 10]","[5183, 5183, 1886, 777, 191, 84, 59, 21, 0]","[0.0, 4.319800063967705e-05, 332.8520191690186, 573.5525804009521, 625.9276432089973, 644.3093295959989, 653.2201636580285, 662.1493063989328, 667.9659678250318]","[0, 0, 274, 474, 517, 529, 535, 540, 543]","[[], [], [], ['94109411', '21456232', '59453688'], ['94109411', '21456232', '59453688'], ['94109411', '21456232', '59453688'], ['94109411', '21456232', '59453688'], ['94109411', '21456232', '59453688'], ['25036988', '30884033', '94109411', '59453688', '42035464', '4346436', '24737389', '17388232', '21456232', '30122260']]"
1,3,"['18574146', '33912748', '14717500', '32181055', '1388704', '4632921', '2739854', '21456232', '23389795', '4414547']",315,380.72226025001146,"[0, 0, 0, 9, 10]","[5183, 5183, 360, 2, 0]","[0.0, 9.648967534303665e-06, 328.7214433019981, 380.24211980600376, 380.7222329839133]","[0, 0, 274, 314, 315]","[[], [], [], ['33912748', '14717500', '32181055', '1388704', '4632921', '2739854', '21456232', '23389795', '4414547'], ['18574146', '33912748', '14717500', '32181055', '1388704', '4632921', '2739854', '21456232', '23389795', '4414547']]"
2,5,"['28738741', '23203102', '2734421', '17333231', '45820464', '1583041', '11349166', '1292369', '42240424', '18617259']",547,650.3072812670143,"[0, 0, 7, 10]","[5183, 5183, 14, 0]","[0.0, 9.467941708862782e-06, 646.6804897469701, 650.3072443929268]","[0, 0, 546, 547]","[[], [], ['28738741', '2734421', '17333231', '45820464', '1292369', '1583041', '18617259'], ['28738741', '23203102', '2734421', '17333231', '45820464', '1583041', '11349166', '1292369', '42240424', '18617259']]"
3,13,"['11748341', '17450673', '1263446', '2605032', '6323196', '33257464', '9513785', '23557241', '26611834', '7662395']",555,658.7994346719934,"[0, 0, 2, 10]","[5183, 5183, 137, 0]","[0.0, 6.629037670791149e-06, 645.1750021890039, 658.799402071978]","[0, 0, 546, 555]","[[], [], ['9513785', '26611834'], ['11748341', '17450673', '1263446', '2605032', '6323196', '33257464', '9513785', '23557241', '26611834', '7662395']]"
4,36,"['3215494', '5152028', '12130200', '11705328', '37424881', '42441846', '33409100', '16252863', '21636085', '18557974']",283,342.47440149099566,"[0, 0, 0, 8, 10]","[5183, 5183, 66, 3, 0]","[0.0, 6.8319495767354965e-06, 328.1130452789366, 341.69028057402465, 342.47436724591535]","[0, 0, 274, 282, 283]","[[], [], [], ['3215494', '5152028', '12130200', '42441846', '33409100', '16252863', '21636085', '18557974'], ['3215494', '5152028', '12130200', '11705328', '37424881', '42441846', '33409100', '16252863', '21636085', '18557974']]"
5,42,"['8083310', '997143', '623486', '3222187', '22428640', '6315132', '45218443', '18909530', '18174210', '40913091']",282,346.5084232969675,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 51, 24, 11, 0]","[0.0, 7.334980182349682e-06, 327.98146725597326, 336.8200617119437, 343.53906974801794, 346.50839285203256]","[0, 0, 274, 278, 281, 282]","[[], [], [], [], [], ['8083310', '997143', '623486', '3222187', '22428640', '6315132', '45218443', '18909530', '18174210', '40913091']]"
6,48,"['5107861', '21550246', '46353045', '27063470', '11992632', '23203102', '7647224', '14843502', '11349166', '18617259']",546,645.3373281150125,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.573980838060379e-06, 645.3372950380435]","[0, 0, 546]","[[], [], ['5107861', '21550246', '46353045', '27063470', '11992632', '23203102', '7647224', '14843502', '11349166', '18617259']]"
7,49,"['22362025', '1333643', '12652963', '5953485', '7029990', '23913146', '1354567', '12582729', '5409325', '5702790']",547,649.5855202999664,"[0, 0, 6, 10]","[5183, 5183, 18, 0]","[0.0, 5.887006409466267e-06, 645.2210395339644, 649.5854955799878]","[0, 0, 546, 547]","[[], [], ['23913146', '1354567', '5702790', '1333643', '22362025', '5953485'], ['22362025', '1333643', '12652963', '5953485', '7029990', '23913146', '1354567', '12582729', '5409325', '5702790']]"
8,50,"['18488986', '8354687', '25738896', '13989491', '15405204', '1583134', '4561402', '39559521', '12580014', '3952288']",565,669.8899977490073,"[0, 0, 4, 10]","[5183, 5183, 324, 0]","[0.0, 7.0249661803245544e-06, 645.5877345959889, 669.8899593660608]","[0, 0, 546, 565]","[[], [], ['39559521', '18488986', '8354687', '12580014'], ['18488986', '8354687', '25738896', '13989491', '15405204', '1583134', '4561402', '39559521', '12580014', '3952288']]"
9,51,"['22482820', '45638119', '19358586', '12762485', '7583725', '7821634', '29366489', '15113221', '24349992', '8963413']",275,332.20943778799847,"[0, 0, 0, 10]","[5183, 5183, 18, 0]","[0.0, 8.302973583340645e-06, 327.8655751160113, 332.2094095830107]","[0, 0, 274, 275]","[[], [], [], ['22482820', '45638119', '19358586', '12762485', '7583725', '7821634', '29366489', '15113221', '24349992', '8963413']]"
