q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['17388232', '719812', '4346436', '21456232', '121581019', '2060137', '3874000', '20418809', '10641715', '1922901']",617,753.1668856589822,"[0, 0, 0, 2, 2, 10]","[5183, 5183, 1997, 127, 31, 0]","[0.0, 4.7632958739995956e-05, 522.858974113944, 725.6602129709208, 744.1937781699235, 753.1668460799847]","[0, 0, 433, 601, 613, 617]","[[], [], [], ['719812', '21456232'], ['719812', '21456232'], ['17388232', '719812', '4346436', '21456232', '121581019', '2060137', '3874000', '20418809', '10641715', '1922901']]"
1,3,"['2739854', '14717500', '24144677', '6290112', '9650982', '15155862', '4378885', '4414547', '12443371', '23389795']",453,552.1908441809937,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 181, 24, 11, 0]","[0.0, 5.9300800785422325e-06, 518.2817414180608, 541.3972942510154, 549.3944770119851, 552.1908112530364]","[0, 0, 433, 449, 452, 453]","[[], [], [], [], [], ['2739854', '14717500', '24144677', '6290112', '9650982', '15155862', '4378885', '4414547', '12443371', '23389795']]"
2,5,"['21550246', '1583041', '11349166', '18617259', '3152612', '437924', '1292369', '4414547', '23203102', '17333231']",433,518.9646082810359,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 6.8390509113669395e-06, 518.9645719770342]","[0, 0, 433]","[[], [], ['21550246', '1583041', '11349166', '18617259', '3152612', '437924', '1292369', '4414547', '23203102', '17333231']]"
3,13,"['26611834', '8529693', '22236223', '49429882', '7662395', '11748341', '17450673', '6323196', '23557241', '33740844']",433,513.9274669250008,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 5.478039383888245e-06, 513.9274274510099]","[0, 0, 433]","[[], [], ['26611834', '8529693', '22236223', '49429882', '7662395', '11748341', '17450673', '6323196', '23557241', '33740844']]"
4,36,"['5152028', '18557974', '11705328', '42441846', '21636085', '33409100', '3215494', '12130200', '37424881', '16252863']",433,515.7478894110536,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 5.241949111223221e-06, 515.7478573109256]","[0, 0, 433]","[[], [], ['5152028', '18557974', '11705328', '42441846', '21636085', '33409100', '3215494', '12130200', '37424881', '16252863']]"
5,42,"['2452989', '12240507', '12058271', '4417177', '8083310', '40913091', '6315132', '5836', '18174210', '45218443']",437,522.9761302929837,"[0, 0, 0, 10]","[5183, 5183, 34, 0]","[0.0, 5.558016709983349e-06, 514.1422878250014, 522.9761046820786]","[0, 0, 433, 437]","[[], [], [], ['2452989', '12240507', '12058271', '4417177', '8083310', '40913091', '6315132', '5836', '18174210', '45218443']]"
6,48,"['1583041', '13734012', '11349166', '18617259', '46277811', '22420524', '40817021', '28738741', '23203102', '27063470']",434,517.0506152269663,"[0, 0, 4, 10]","[5183, 5183, 15, 0]","[0.0, 5.587004125118256e-06, 513.3069745301036, 517.0505806920119]","[0, 0, 433, 434]","[[], [], ['18617259', '27063470', '23203102', '11349166'], ['1583041', '13734012', '11349166', '18617259', '46277811', '22420524', '40817021', '28738741', '23203102', '27063470']]"
7,49,"['23913146', '22362025', '9091863', '5702790', '7029990', '1333643', '9159495', '4411760', '1354567', '5953485']",434,515.5395161280176,"[0, 0, 4, 10]","[5183, 5183, 7, 0]","[0.0, 5.961046554148197e-06, 513.8214186159894, 515.5394785800017]","[0, 0, 433, 434]","[[], [], ['22362025', '5702790', '7029990', '5953485'], ['23913146', '22362025', '9091863', '5702790', '7029990', '1333643', '9159495', '4411760', '1354567', '5953485']]"
8,50,"['25738896', '4561402', '301838', '15405204', '8354687', '13989491', '12580014', '18488986', '39559521', '3952288']",446,537.7523337639868,"[0, 0, 3, 3, 10]","[5183, 5183, 135, 9, 0]","[0.0, 7.941038347780704e-06, 517.4357735189842, 535.7849462650483, 537.7522990190191]","[0, 0, 433, 445, 446]","[[], [], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '4561402', '301838', '15405204', '8354687', '13989491', '12580014', '18488986', '39559521', '3952288']]"
9,51,"['4889228', '16086778', '7583725', '19541444', '24349992', '19358586', '8963413', '45638119', '7821634', '24249915']",437,524.1207440090366,"[0, 0, 0, 10]","[5183, 5183, 30, 0]","[0.0, 7.010996341705322e-06, 515.2915480099618, 524.1207070759265]","[0, 0, 433, 437]","[[], [], [], ['4889228', '16086778', '7583725', '19541444', '24349992', '19358586', '8963413', '45638119', '7821634', '24249915']]"
