q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['17388232', '21456232', '19855358', '16319097', '4740447', '18758057', '5764562', '6219790', '121581019']",465,560.0427475330071,"[0, 0, 0, 0, 0, 0, 9, 9]","[5183, 5183, 2105, 592, 174, 50, 2, 0]","[0.0, 4.228000761941075e-05, 348.321230237023, 490.86646148900036, 533.8491514850175, 549.0425988290226, 559.5738281090162, 560.0427102589747]","[0, 0, 290, 409, 444, 456, 464, 465]","[[], [], [], [], [], [], ['17388232', '21456232', '19855358', '16319097', '4740447', '18758057', '5764562', '6219790', '121581019'], ['17388232', '21456232', '19855358', '16319097', '4740447', '18758057', '5764562', '6219790', '121581019']]"
1,3,"['4414547', '23389795', '4378885', '13905670', '4632921', '13914198', '2739854', '14717500', '1388704', '15153602']",315,378.04145039099967,"[0, 0, 0, 0, 10]","[5183, 5183, 393, 15, 0]","[0.0, 1.0702991858124733e-05, 344.5541989579797, 374.1052673069644, 378.04142529598903]","[0, 0, 290, 314, 315]","[[], [], [], [], ['4414547', '23389795', '4378885', '13905670', '4632921', '13914198', '2739854', '14717500', '1388704', '15153602']]"
2,5,"['21550246', '79447', '1583041', '18617259', '11349166', '24443043', '17333231', '695938', '6722522', '1292369']",439,521.5164931339677,"[0, 0, 0, 0, 2, 10]","[5183, 5183, 2524, 76, 11, 0]","[0.0, 6.600981578230858e-06, 343.8647238779813, 511.9232639709953, 518.204204107984, 521.5164564530132]","[0, 0, 290, 432, 438, 439]","[[], [], [], [], ['11349166', '18617259'], ['21550246', '79447', '1583041', '18617259', '11349166', '24443043', '17333231', '695938', '6722522', '1292369']]"
3,13,"['11748341', '22815457', '33257464', '37480103', '1958440', '34544514', '7662395', '56893404', '8529693', '1263446']",291,348.0665513529675,"[0, 0, 0, 10]","[5183, 5183, 20, 0]","[0.0, 9.296985808759928e-06, 343.35898272896884, 348.06651617895113]","[0, 0, 290, 291]","[[], [], [], ['11748341', '22815457', '33257464', '37480103', '1958440', '34544514', '7662395', '56893404', '8529693', '1263446']]"
4,36,"['21636085', '10557471', '16252863', '18557974', '42441846', '11705328', '5152028', '37424881', '33409100', '3215494']",291,348.5673152329982,"[0, 0, 0, 10]","[5183, 5183, 17, 0]","[0.0, 6.936024874448776e-06, 344.4406620549853, 348.5672783399932]","[0, 0, 290, 291]","[[], [], [], ['21636085', '10557471', '16252863', '18557974', '42441846', '11705328', '5152028', '37424881', '33409100', '3215494']]"
5,42,"['27162821', '4449524', '6315132', '18174210', '8925851', '40913091', '27889071', '39506601', '45218443', '2452989']",388,463.1745915520005,"[0, 0, 0, 0, 0, 7, 10]","[5183, 5183, 1506, 53, 32, 9, 0]","[0.0, 7.872004061937332e-06, 343.4160715820035, 444.50487217801856, 450.3733669570065, 460.97969835897675, 463.1745545800077]","[0, 0, 290, 376, 381, 387, 388]","[[], [], [], [], [], ['8925851', '40913091', '4449524', '39506601', '45218443', '2452989', '18174210'], ['27162821', '4449524', '6315132', '18174210', '8925851', '40913091', '27889071', '39506601', '45218443', '2452989']]"
6,48,"['4373433', '38369817', '3078080', '18617259', '11349166', '24294572', '12794099', '13734012', '3493623', '37182501']",290,343.675433904049,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 1.0900956112891436e-05, 343.67539256997406]","[0, 0, 290]","[[], [], ['4373433', '38369817', '3078080', '18617259', '11349166', '24294572', '12794099', '13734012', '3493623', '37182501']]"
7,49,"['1354567', '1333643', '5953485', '3154880', '23913146', '1006165', '42865134', '18654430', '22362025', '5702790']",582,685.5627369919675,"[0, 0, 9, 10]","[5183, 5183, 32, 0]","[0.0, 5.1899696700274944e-06, 679.8282986070262, 685.5626993619953]","[0, 0, 578, 582]","[[], [], ['1354567', '5953485', '3154880', '23913146', '1006165', '42865134', '18654430', '22362025', '5702790'], ['1354567', '1333643', '5953485', '3154880', '23913146', '1006165', '42865134', '18654430', '22362025', '5702790']]"
8,50,"['3952288', '18488986', '301838', '9211173', '25738896', '8354687', '15405204', '39559521', '10162553', '12580014']",303,362.3344820140046,"[0, 0, 4, 4, 4, 10]","[5183, 5183, 112, 38, 9, 0]","[0.0, 8.833012543618679e-06, 343.9188550640247, 354.5426845230395, 360.29447051504394, 362.33444319298724]","[0, 0, 290, 298, 302, 303]","[[], [], ['25738896', '18488986', '12580014', '9211173'], ['25738896', '18488986', '12580014', '9211173'], ['25738896', '18488986', '12580014', '9211173'], ['3952288', '18488986', '301838', '9211173', '25738896', '8354687', '15405204', '39559521', '10162553', '12580014']]"
9,51,"['7795952', '24249915', '7583725', '8963413', '34066665', '22482820', '5270265', '45638119', '19358586', '12762485']",294,354.04527630103985,"[0, 0, 0, 2, 10]","[5183, 5183, 22, 9, 0]","[0.0, 6.627000402659178e-06, 344.1381319090142, 349.8789470269694, 354.04523933900055]","[0, 0, 290, 293, 294]","[[], [], [], ['45638119', '7583725'], ['7795952', '24249915', '7583725', '8963413', '34066665', '22482820', '5270265', '45638119', '19358586', '12762485']]"
