q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['19855358', '306311', '4346436', '169264', '121581019', '17388232', '10991183', '7850867', '21456232', '6219790']",474,573.799700427975,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2255, 861, 399, 65, 19, 0]","[0.0, 4.3419015128165483e-05, 333.4552019080147, 477.269481913012, 535.0251940920134, 563.7778842989937, 569.272693438048, 573.7996647550026]","[0, 0, 275, 396, 444, 467, 473, 474]","[[], [], [], [], [], [], [], ['19855358', '306311', '4346436', '169264', '121581019', '17388232', '10991183', '7850867', '21456232', '6219790']]"
1,3,"['41782935', '23389795', '32181055', '17088791', '4632921', '14717500', '2739854', '4414547', '3672261', '13940200']",308,371.6262080700253,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 478, 29, 12, 0]","[0.0, 8.846982382237911e-06, 329.49606600397965, 363.46600407199, 368.8171814070083, 371.6261698969756]","[0, 0, 275, 303, 307, 308]","[[], [], [], [], [], ['41782935', '23389795', '32181055', '17088791', '4632921', '14717500', '2739854', '4414547', '3672261', '13940200']]"
2,5,"['17333231', '18617259', '11349166', '23124332', '42240424', '27063470', '1583041', '1292369', '15879544', '695938']",484,577.6119792700047,"[0, 0, 0, 0, 0, 7, 10]","[5183, 5183, 2789, 603, 165, 75, 0]","[0.0, 7.0160022005438805e-06, 329.5709206080064, 507.30105497699697, 546.0627228370286, 572.0724014430307, 577.6119449370308]","[0, 0, 275, 424, 458, 478, 484]","[[], [], [], [], [], ['17333231', '695938', '18617259', '1292369', '11349166', '1583041', '42240424'], ['17333231', '18617259', '11349166', '23124332', '42240424', '27063470', '1583041', '1292369', '15879544', '695938']]"
3,13,"['32776084', '27123743', '56893404', '6323196', '1958440', '11748341', '8529693', '23557241', '35714909', '26611834']",554,658.9817641120171,"[0, 0, 1, 1, 10]","[5183, 5183, 45, 12, 0]","[0.0, 1.4163029845803976e-05, 650.2813745600288, 655.7595255150227, 658.98171404202]","[0, 0, 548, 553, 554]","[[], [], ['26611834'], ['26611834'], ['32776084', '27123743', '56893404', '6323196', '1958440', '11748341', '8529693', '23557241', '35714909', '26611834']]"
4,36,"['37424881', '11705328', '42441846', '12130200', '21636085', '3215494', '16252863', '8595678', '5152028', '12810152']",276,334.0227772310027,"[0, 0, 0, 10]","[5183, 5183, 19, 0]","[0.0, 7.655995432287455e-06, 329.4863132730243, 334.0227473999839]","[0, 0, 275, 276]","[[], [], [], ['37424881', '11705328', '42441846', '12130200', '21636085', '3215494', '16252863', '8595678', '5152028', '12810152']]"
5,42,"['45218443', '8083310', '18174210', '40913091', '8385277', '4449524', '3391547', '32170702', '27162821', '5107861']",411,488.5813062219531,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1528, 596, 224, 26, 11, 0]","[0.0, 7.934984751045704e-06, 328.5577694560052, 426.19892448798055, 465.1182314729667, 480.06814440496964, 485.4453859250061, 488.58125612401636]","[0, 0, 275, 358, 392, 406, 410, 411]","[[], [], [], [], [], [], [], ['45218443', '8083310', '18174210', '40913091', '8385277', '4449524', '3391547', '32170702', '27162821', '5107861']]"
6,48,"['18617259', '23203102', '11349166', '13734012', '27063470', '32850528', '3078080', '15879544', '695938', '28894097']",449,536.8204595819698,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1857, 747, 233, 108, 37, 30, 11, 0]","[0.0, 8.561997674405575e-06, 328.51928831700934, 448.31658882298507, 496.85087403899524, 512.8388552649994, 523.18355289998, 528.5446734079742, 533.8503850210109, 536.8204142070026]","[0, 0, 275, 375, 417, 432, 440, 444, 448, 449]","[[], [], [], [], [], [], [], [], [], ['18617259', '23203102', '11349166', '13734012', '27063470', '32850528', '3078080', '15879544', '695938', '28894097']]"
7,49,"['5702790', '18654430', '1333643', '2619579', '22362025', '1006165', '8006440', '5953485', '23913146', '7029990']",549,653.9910228800145,"[0, 0, 4, 10]","[5183, 5183, 19, 0]","[0.0, 1.3015989679843187e-05, 649.4496216650004, 653.9909851020202]","[0, 0, 548, 549]","[[], [], ['5702790', '22362025', '5953485', '7029990'], ['5702790', '18654430', '1333643', '2619579', '22362025', '1006165', '8006440', '5953485', '23913146', '7029990']]"
8,50,"['39559521', '25738896', '4561402', '18488986', '3952288', '15707049', '15405204', '13989491', '8354687', '12580014']",582,692.9621081999503,"[0, 0, 3, 3, 3, 5, 10]","[5183, 5183, 353, 74, 31, 14, 0]","[0.0, 7.244001608341932e-06, 649.6158851429936, 673.9389458599617, 679.3048142960179, 689.3371562319808, 692.9620681439992]","[0, 0, 548, 569, 575, 581, 582]","[[], [], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['39559521', '25738896', '18488986', '3952288', '12580014'], ['39559521', '25738896', '4561402', '18488986', '3952288', '15707049', '15405204', '13989491', '8354687', '12580014']]"
9,51,"['16734530', '7583725', '24349992', '20183360', '24249915', '45638119', '4889228', '7821634', '8963413', '17648235']",276,331.9644872660283,"[0, 0, 0, 10]","[5183, 5183, 15, 0]","[0.0, 9.36200376600027e-06, 328.1897519979975, 331.96443612198345]","[0, 0, 275, 276]","[[], [], [], ['16734530', '7583725', '24349992', '20183360', '24249915', '45638119', '4889228', '7821634', '8963413', '17648235']]"
