q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['12948892', '10991183', '94109411', '8386609', '29745822', '121581019', '1922901', '19855358', '21456232', '17388232']",463,551.2512424630113,"[0, 0, 0, 0, 4, 4, 4, 4, 10]","[5183, 5183, 1917, 618, 226, 62, 43, 19, 0]","[0.0, 4.129903391003609e-05, 348.28673613403225, 477.5087724880432, 521.0357202860177, 536.0216104250285, 541.3777193850256, 546.7087733020307, 551.2512071169913]","[0, 0, 290, 399, 436, 451, 457, 462, 463]","[[], [], [], [], ['21456232', '8386609', '17388232', '94109411'], ['21456232', '8386609', '17388232', '94109411'], ['21456232', '8386609', '17388232', '94109411'], ['21456232', '8386609', '17388232', '94109411'], ['12948892', '10991183', '94109411', '8386609', '29745822', '121581019', '1922901', '19855358', '21456232', '17388232']]"
1,3,"['14717500', '3672261', '23389795', '41782935', '2739854', '4632921', '32181055', '17088791', '4414547', '1388704']",308,369.3967663850053,"[0, 0, 0, 0, 10]","[5183, 5183, 265, 19, 0]","[0.0, 1.2581993360072374e-05, 345.2067503510043, 364.85368999501225, 369.39674230100354]","[0, 0, 290, 307, 308]","[[], [], [], [], ['14717500', '3672261', '23389795', '41782935', '2739854', '4632921', '32181055', '17088791', '4414547', '1388704']]"
2,5,"['19487477', '695938', '1583041', '13734012', '42240424', '23124332', '21550246', '17333231', '15879544', '18617259']",592,700.9227164199692,"[0, 0, 0, 6, 6, 6, 6, 10]","[5183, 5183, 2577, 1647, 821, 185, 5, 0]","[0.0, 5.853013135492802e-06, 344.1077641309821, 516.4403214419726, 626.5802616910078, 684.7165440790122, 699.6869914709823, 700.9226773710106]","[0, 0, 290, 436, 530, 578, 591, 592]","[[], [], [], ['21550246', '1583041', '42240424', '23124332', '15879544', '18617259'], ['21550246', '1583041', '42240424', '23124332', '15879544', '18617259'], ['21550246', '1583041', '42240424', '23124332', '15879544', '18617259'], ['21550246', '1583041', '42240424', '23124332', '15879544', '18617259'], ['19487477', '695938', '1583041', '13734012', '42240424', '23124332', '21550246', '17333231', '15879544', '18617259']]"
3,13,"['33257464', '26611834', '17450673', '32776084', '56893404', '8529693', '23557241', '6718824', '1263446', '1958440']",291,345.7996472759987,"[0, 0, 5, 10]","[5183, 5183, 8, 0]","[0.0, 1.3337994460016489e-05, 343.5644427789957, 345.79961133399047]","[0, 0, 290, 291]","[[], [], ['23557241', '26611834', '17450673', '32776084', '8529693'], ['33257464', '26611834', '17450673', '32776084', '56893404', '8529693', '23557241', '6718824', '1263446', '1958440']]"
4,36,"['3215494', '33409100', '37424881', '11705328', '5152028', '12130200', '42441846', '16252863', '21636085', '18557974']",291,347.35369805502705,"[0, 0, 0, 10]","[5183, 5183, 12, 0]","[0.0, 7.664959412068129e-06, 344.2081339779543, 347.3536703939899]","[0, 0, 290, 291]","[[], [], [], ['3215494', '33409100', '37424881', '11705328', '5152028', '12130200', '42441846', '16252863', '21636085', '18557974']]"
5,42,"['40913091', '18174210', '27889071', '8385277', '8925851', '4423327', '27162821', '6315132', '45218443', '5798227']",356,423.15727298299316,"[0, 0, 0, 0, 6, 10]","[5183, 5183, 965, 113, 9, 0]","[0.0, 6.025016773492098e-06, 343.5215481129708, 410.7893483900116, 420.94783765397733, 423.15724186599255]","[0, 0, 290, 346, 355, 356]","[[], [], [], [], ['4423327', '40913091', '18174210', '45218443', '8925851', '5798227'], ['40913091', '18174210', '27889071', '8385277', '8925851', '4423327', '27162821', '6315132', '45218443', '5798227']]"
6,48,"['23203102', '695938', '27063470', '13734012', '1292369', '3078080', '21550246', '11349166', '34338075', '18617259']",461,550.2098438940011,"[0, 0, 0, 0, 0, 0, 0, 5, 10]","[5183, 5183, 1638, 734, 265, 116, 93, 20, 0]","[0.0, 1.1638971045613289e-05, 343.4163657159661, 453.6773817149806, 505.4924479079782, 525.1577380090021, 535.3587411089684, 545.4855245969957, 550.2098015520023]","[0, 0, 290, 383, 426, 443, 452, 460, 461]","[[], [], [], [], [], [], [], ['23203102', '27063470', '11349166', '13734012', '18617259'], ['23203102', '695938', '27063470', '13734012', '1292369', '3078080', '21550246', '11349166', '34338075', '18617259']]"
7,49,"['21373240', '5702790', '23913146', '9091863', '22362025', '22623275', '1333643', '4411760', '7029990', '5953485']",291,344.83126758702565,"[0, 0, 5, 10]","[5183, 5183, 7, 0]","[0.0, 1.0613002814352512e-05, 343.11736596701667, 344.83123720099684]","[0, 0, 290, 291]","[[], [], ['5702790', '23913146', '7029990', '5953485', '22362025'], ['21373240', '5702790', '23913146', '9091863', '22362025', '22623275', '1333643', '4411760', '7029990', '5953485']]"
8,50,"['39559521', '15405204', '18488986', '15707049', '301838', '13989491', '3952288', '10162553', '12580014', '25738896']",305,363.086778736033,"[0, 0, 3, 3, 6, 10]","[5183, 5183, 127, 42, 15, 0]","[0.0, 5.890033207833767e-06, 343.7063452920411, 353.80294220201904, 359.23964407201856, 363.08674445102224]","[0, 0, 290, 299, 304, 305]","[[], [], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['39559521', '13989491', '3952288', '18488986', '12580014', '25738896'], ['39559521', '15405204', '18488986', '15707049', '301838', '13989491', '3952288', '10162553', '12580014', '25738896']]"
9,51,"['24249915', '12762485', '7583725', '24349992', '31311495', '8963413', '7821634', '34066665', '45638119', '19358586']",291,346.54801720997784,"[0, 0, 0, 10]","[5183, 5183, 13, 0]","[0.0, 6.249989382922649e-06, 343.1759908290114, 346.5479843550129]","[0, 0, 290, 291]","[[], [], [], ['24249915', '12762485', '7583725', '24349992', '31311495', '8963413', '7821634', '34066665', '45638119', '19358586']]"
