q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['21456232', '19855358', '169264', '31715818', '121581019', '17388232', '3874000', '28249680', '34066665', '59453688']",461,559.868434406002,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2013, 760, 418, 184, 56, 14, 0]","[0.0, 4.616600926965475e-05, 331.5735017840052, 460.5032469870057, 508.32055589504307, 536.9746099650511, 551.3224172710325, 556.2061599949957, 559.8684001290239]","[0, 0, 274, 381, 422, 445, 456, 460, 461]","[[], [], [], [], [], [], [], [], ['21456232', '19855358', '169264', '31715818', '121581019', '17388232', '3874000', '28249680', '34066665', '59453688']]"
1,3,"['3672261', '1388704', '23389795', '14717500', '17088791', '4632921', '13914198', '2739854', '4378885', '32181055']",303,367.1009319850127,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 453, 33, 12, 0]","[0.0, 9.547045920044184e-06, 328.49116622901056, 357.19338450505165, 362.0472492160043, 367.10089979704935]","[0, 0, 274, 299, 302, 303]","[[], [], [], [], [], ['3672261', '1388704', '23389795', '14717500', '17088791', '4632921', '13914198', '2739854', '4378885', '32181055']]"
2,5,"['695938', '1583041', '24521894', '11349166', '13734012', '21550246', '15879544', '18617259', '27063470', '17333231']",681,814.2753614149988,"[0, 0, 0, 5, 5, 5, 5, 5, 5, 10]","[5183, 5183, 2896, 2891, 1146, 277, 205, 127, 16, 0]","[0.0, 7.924041710793972e-06, 328.34114853601204, 511.7371195000014, 693.8117053480237, 767.1912653610343, 786.3325863759965, 800.7417600200279, 810.344283620012, 814.2753151830402]","[0, 0, 274, 428, 582, 644, 660, 672, 680, 681]","[[], [], [], ['21550246', '695938', '1583041', '24521894', '17333231'], ['21550246', '695938', '1583041', '24521894', '17333231'], ['21550246', '695938', '1583041', '24521894', '17333231'], ['21550246', '695938', '1583041', '24521894', '17333231'], ['21550246', '695938', '1583041', '24521894', '17333231'], ['21550246', '695938', '1583041', '24521894', '17333231'], ['695938', '1583041', '24521894', '11349166', '13734012', '21550246', '15879544', '18617259', '27063470', '17333231']]"
3,13,"['27123743', '15365719', '8529693', '6323196', '26611834', '1958440', '32776084', '13944805', '29518440', '9513785']",549,657.5875740689808,"[0, 0, 3, 3, 10]","[5183, 5183, 5180, 8, 0]","[0.0, 1.0398041922599077e-05, 327.839195166016, 655.6131029580138, 657.5875508050085]","[0, 0, 274, 548, 549]","[[], [], ['8529693', '26611834', '9513785'], ['8529693', '26611834', '9513785'], ['27123743', '15365719', '8529693', '6323196', '26611834', '1958440', '32776084', '13944805', '29518440', '9513785']]"
4,36,"['18557974', '5152028', '3215494', '16252863', '12130200', '12810152', '11705328', '42441846', '33409100', '21636085']",275,332.5754364919849,"[0, 0, 0, 10]","[5183, 5183, 17, 0]","[0.0, 8.966017048805952e-06, 328.4445548480144, 332.57540261599934]","[0, 0, 274, 275]","[[], [], [], ['18557974', '5152028', '3215494', '16252863', '12130200', '12810152', '11705328', '42441846', '33409100', '21636085']]"
5,42,"['5782614', '45218443', '27889071', '42373943', '6315132', '18174210', '14711483', '12240507', '40913091', '5107861']",398,478.5493137490121,"[0, 0, 0, 0, 0, 0, 9, 9, 10]","[5183, 5183, 1502, 544, 87, 42, 33, 4, 0]","[0.0, 8.790986612439156e-06, 327.7042699099984, 423.3373088979861, 459.903058492986, 467.81386723701144, 472.7136729460326, 477.57061353704194, 478.5492764430237]","[0, 0, 274, 354, 384, 390, 394, 397, 398]","[[], [], [], [], [], [], ['5782614', '45218443', '27889071', '42373943', '6315132', '18174210', '14711483', '40913091', '5107861'], ['5782614', '45218443', '27889071', '42373943', '6315132', '18174210', '14711483', '40913091', '5107861'], ['5782614', '45218443', '27889071', '42373943', '6315132', '18174210', '14711483', '12240507', '40913091', '5107861']]"
6,48,"['30398773', '301866', '7224723', '10548391', '30122260', '28738741', '13734012', '11349166', '23203102', '18617259']",380,460.1473390250467,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1724, 92, 41, 25, 19, 0]","[0.0, 1.145398709923029e-05, 327.7334894349915, 437.0748380370205, 445.8553783330135, 450.75672174198553, 455.6166637900169, 460.1472956929938]","[0, 0, 274, 366, 372, 376, 379, 380]","[[], [], [], [], [], [], [], ['30398773', '301866', '7224723', '10548391', '30122260', '28738741', '13734012', '11349166', '23203102', '18617259']]"
7,49,"['1333643', '18654430', '23913146', '5702790', '5953485', '1006165', '8006440', '32324430', '22362025', '7029990']",552,661.8664197250037,"[0, 0, 4, 4, 4, 10]","[5183, 5183, 5179, 22, 7, 0]","[0.0, 8.34302045404911e-06, 327.5697111050249, 655.3383500890341, 660.1630119699985, 661.8663818550413]","[0, 0, 274, 548, 551, 552]","[[], [], ['5953485', '22362025', '23913146', '5702790'], ['5953485', '22362025', '23913146', '5702790'], ['5953485', '22362025', '23913146', '5702790'], ['1333643', '18654430', '23913146', '5702790', '5953485', '1006165', '8006440', '32324430', '22362025', '7029990']]"
8,50,"['18488986', '10162553', '3952288', '25738896', '2734421', '301838', '15405204', '39559521', '12580014', '13989491']",560,669.3581832979689,"[0, 0, 5, 5, 5, 5, 5, 10]","[5183, 5183, 5178, 53, 40, 24, 12, 0]","[0.0, 7.933995220810175e-06, 327.63614361098735, 651.8093022069661, 656.6807065729517, 661.5492733260035, 666.3818843709887, 669.358139013988]","[0, 0, 274, 548, 552, 556, 559, 560]","[[], [], ['39559521', '12580014', '18488986', '13989491', '25738896'], ['39559521', '12580014', '18488986', '13989491', '25738896'], ['39559521', '12580014', '18488986', '13989491', '25738896'], ['39559521', '12580014', '18488986', '13989491', '25738896'], ['39559521', '12580014', '18488986', '13989491', '25738896'], ['18488986', '10162553', '3952288', '25738896', '2734421', '301838', '15405204', '39559521', '12580014', '13989491']]"
9,51,"['24249915', '45638119', '22401720', '1171121', '22482820', '7821634', '8963413', '24349992', '16691520', '7583725']",275,330.96147146599833,"[0, 0, 0, 10]","[5183, 5183, 13, 0]","[0.0, 1.122098183259368e-05, 327.57885704300134, 330.9614432909875]","[0, 0, 274, 275]","[[], [], [], ['24249915', '45638119', '22401720', '1171121', '22482820', '7821634', '8963413', '24349992', '16691520', '7583725']]"
