q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['19855358', '17388232', '9634465', '4346436', '6219790', '23036207', '26899920', '7581911', '21456232', '17648235']",111,115.12153065099847,"[0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 10]","[750, 750, 357, 182, 81, 35, 30, 25, 19, 8, 0]","[0.0, 1.756398705765605e-05, 51.73196249298053, 76.13172398897586, 88.64274070301326, 96.85028298501857, 100.98767894902267, 105.13201458600815, 109.27496500697453, 113.4121088500251, 115.12150094902609]","[0, 0, 51, 76, 90, 97, 101, 104, 107, 110, 111]","[[], [], [], [], [], [], [], ['6219790', '23036207', '21456232', '9634465', '17648235'], ['6219790', '23036207', '21456232', '9634465', '17648235'], ['6219790', '23036207', '21456232', '9634465', '17648235'], ['19855358', '17388232', '9634465', '4346436', '6219790', '23036207', '26899920', '7581911', '21456232', '17648235']]"
1,3,"['3672261', '2739854', '4414547', '4632921', '1544804', '4378885', '23389795', '5304891', '32181055', '14717500']",72,79.86304928199388,"[0, 0, 0, 0, 0, 0, 0, 10]","[750, 750, 144, 24, 20, 18, 13, 0]","[0.0, 2.1848012693226337e-05, 51.90065391798271, 64.06446683302056, 68.17501423601061, 72.23368347401265, 76.31762044498464, 79.86300895398017]","[0, 0, 51, 62, 65, 68, 71, 72]","[[], [], [], [], [], [], [], ['3672261', '2739854', '4414547', '4632921', '1544804', '4378885', '23389795', '5304891', '32181055', '14717500']]"
2,5,"['18617259', '13734012', '695938', '17333231', '1292369', '21550246', '1583041', '42240424', '15879544', '23124332']",154,157.77144348697038,"[0, 0, 0, 0, 6, 6, 6, 6, 10]","[750, 750, 531, 342, 336, 194, 22, 14, 0]","[0.0, 1.8573016859591007e-05, 51.451706507999916, 87.14489460201003, 110.96545468398836, 134.71750959998462, 150.15780757501489, 154.2555849319906, 157.77139436098514]","[0, 0, 51, 88, 112, 136, 150, 153, 154]","[[], [], [], [], ['18617259', '13734012', '695938', '17333231', '21550246', '1583041'], ['18617259', '13734012', '695938', '17333231', '21550246', '1583041'], ['18617259', '13734012', '695938', '17333231', '21550246', '1583041'], ['18617259', '13734012', '695938', '17333231', '21550246', '1583041'], ['18617259', '13734012', '695938', '17333231', '1292369', '21550246', '1583041', '42240424', '15879544', '23124332']]"
3,13,"['5487448', '27123743', '33740844', '17450673', '26611834', '6323196', '23557241', '7662395', '8529693', '1263446']",103,104.0799112439854,"[0, 0, 7, 7, 10]","[750, 750, 743, 5, 0]","[0.0, 2.0346022211015224e-05, 51.348799145023804, 102.63870015303837, 104.07986424403498]","[0, 0, 51, 102, 103]","[[], [], ['17450673', '27123743', '26611834', '23557241', '33740844', '7662395', '8529693'], ['17450673', '27123743', '26611834', '23557241', '33740844', '7662395', '8529693'], ['5487448', '27123743', '33740844', '17450673', '26611834', '6323196', '23557241', '7662395', '8529693', '1263446']]"
4,36,"['11705328', '12810152', '42441846', '12130200', '21636085', '37424881', '3215494', '18557974', '18256197', '8595678']",52,54.713904306991026,"[0, 0, 0, 10]","[750, 750, 12, 0]","[0.0, 1.1846015695482492e-05, 51.552019007038325, 54.71386254200479]","[0, 0, 51, 52]","[[], [], [], ['11705328', '12810152', '42441846', '12130200', '21636085', '37424881', '3215494', '18557974', '18256197', '8595678']]"
5,42,"['10128893', '6315132', '4449524', '5107861', '2460304', '42373943', '18174210', '18344910', '45218443', '40913091']",73,74.17877878400031,"[0, 0, 0, 0, 0, 10]","[750, 750, 237, 35, 11, 0]","[0.0, 1.2914999388158321e-05, 51.19908682099776, 67.07896218099631, 71.18145755497972, 74.17874368897174]","[0, 0, 51, 68, 72, 73]","[[], [], [], [], [], ['10128893', '6315132', '4449524', '5107861', '2460304', '42373943', '18174210', '18344910', '45218443', '40913091']]"
6,48,"['18617259', '13734012', '27063470', '24512064', '23203102', '7264949', '11349166', '30844602', '1946610', '31460499']",108,111.28738457598956,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 10]","[750, 750, 262, 153, 108, 57, 36, 34, 29, 15, 0]","[0.0, 9.834009688347578e-06, 51.34089298499748, 71.2138341779937, 83.20622615498723, 91.29194778000237, 95.40990154701285, 99.49127470701933, 103.52762808499392, 107.56623546901392, 111.28734286298277]","[0, 0, 51, 70, 82, 91, 96, 100, 104, 107, 108]","[[], [], [], [], [], [], [], [], ['18617259', '11349166', '13734012', '27063470', '23203102'], ['18617259', '11349166', '13734012', '27063470', '23203102'], ['18617259', '13734012', '27063470', '24512064', '23203102', '7264949', '11349166', '30844602', '1946610', '31460499']]"
7,49,"['5702790', '7029990', '5953485', '23913146', '13290521', '1333643', '3154880', '950306', '22362025', '4411760']",102,103.38632992497878,"[0, 0, 4, 10]","[750, 750, 746, 0]","[0.0, 1.4904013369232416e-05, 51.43476323300274, 103.38629721698817]","[0, 0, 51, 102]","[[], [], ['5953485', '7029990', '5702790', '22362025'], ['5702790', '7029990', '5953485', '23913146', '13290521', '1333643', '3154880', '950306', '22362025', '4411760']]"
8,50,"['8354687', '9095394', '3952288', '18488986', '4561402', '13989491', '301838', '25738896', '12580014', '15405204']",175,178.55614890001016,"[0, 0, 2, 3, 3, 3, 3, 3, 3, 10]","[750, 750, 748, 747, 100, 71, 43, 30, 10, 0]","[0.0, 9.66095831245184e-06, 51.524832558003254, 103.2371615729644, 154.91473744099494, 162.96249608200742, 170.36833501700312, 174.45416475698585, 178.49296865198994, 178.55611706798663]","[0, 0, 51, 102, 153, 161, 167, 171, 174, 175]","[[], [], ['12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['8354687', '9095394', '3952288', '18488986', '4561402', '13989491', '301838', '25738896', '12580014', '15405204']]"
9,51,"['24249915', '7583725', '45638119', '7821634', '20183360', '34066665', '43385013', '4429932', '8963413', '19358586']",52,54.87872293498367,"[0, 0, 0, 10]","[750, 750, 14, 0]","[0.0, 2.2235966753214598e-05, 51.24703620898072, 54.87868288997561]","[0, 0, 51, 52]","[[], [], [], ['24249915', '7583725', '45638119', '7821634', '20183360', '34066665', '43385013', '4429932', '8963413', '19358586']]"
10,53,"['7821634', '7583725', '45638119', '19358586', '4429932', '24349992', '4889228', '16734530', '7795952', '15721252']",52,54.693920679041184,"[0, 0, 0, 10]","[750, 750, 12, 0]","[0.0, 1.1230004020035267e-05, 51.444639353023376, 54.69388785096817]","[0, 0, 51, 52]","[[], [], [], ['7821634', '7583725', '45638119', '19358586', '4429932', '24349992', '4889228', '16734530', '7795952', '15721252']]"
11,54,"['49556906', '24721866', '14874811', '23974474', '32408470', '9752604', '7005276', '3419709', '26025820', '3973445']",58,63.35635524400277,"[0, 0, 0, 3, 3, 10]","[750, 750, 21, 18, 14, 0]","[0.0, 1.0837975423783064e-05, 51.49988007696811, 55.5920652889763, 59.714530335972086, 63.356311652984004]","[0, 0, 51, 54, 57, 58]","[[], [], [], ['26025820', '49556906', '3973445'], ['26025820', '49556906', '3973445'], ['49556906', '24721866', '14874811', '23974474', '32408470', '9752604', '7005276', '3419709', '26025820', '3973445']]"
12,56,"['36180468', '4709641', '33986200', '4459491', '22185730', '30351165', '18852643', '11659421', '9194077', '14434123']",73,78.78089474502485,"[0, 0, 0, 0, 0, 0, 10]","[750, 750, 136, 88, 36, 11, 0]","[0.0, 1.0421033948659897e-05, 51.40836282703094, 63.44988554000156, 71.45514283300145, 75.58182705100626, 78.78085693600588]","[0, 0, 51, 61, 68, 72, 73]","[[], [], [], [], [], [], ['36180468', '4709641', '33986200', '4459491', '22185730', '30351165', '18852643', '11659421', '9194077', '14434123']]"
