q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['43990286', '9272598', '3874000', '6219790', '15176526', '21456232', '23036207', '19855358', '25435456', '17388232']",219,105.47111142601352,"[0, 0, 0, 0, 0, 2, 2, 2, 5, 5, 10]","[750, 750, 346, 181, 60, 58, 27, 16, 13, 8, 0]","[0.0, 1.590896863490343e-05, 53.14575797296129, 76.60635429195827, 89.18325081199873, 93.63571736594895, 97.67821031599306, 99.62444175896235, 101.58395401597954, 103.57905712298816, 105.47108118399046]","[0, 0, 108, 159, 186, 196, 206, 211, 215, 218, 219]","[[], [], [], [], [], ['21456232', '9272598'], ['21456232', '9272598'], ['21456232', '9272598'], ['21456232', '43990286', '9272598', '23036207', '6219790'], ['21456232', '43990286', '9272598', '23036207', '6219790'], ['43990286', '9272598', '3874000', '6219790', '15176526', '21456232', '23036207', '19855358', '25435456', '17388232']]"
1,3,"['4414547', '1388704', '3672261', '4378885', '14717500', '23389795', '10944947', '27158570', '9196472', '2739854']",147,70.90428338199854,"[0, 0, 0, 0, 0, 5, 10]","[750, 750, 184, 40, 11, 6, 0]","[0.0, 1.4599005226045847e-05, 51.02493488998152, 63.632663559983484, 67.46315248002065, 69.41836025402881, 70.90423936600564]","[0, 0, 108, 136, 143, 146, 147]","[[], [], [], [], [], ['4414547', '3672261', '14717500', '23389795', '2739854'], ['4414547', '1388704', '3672261', '4378885', '14717500', '23389795', '10944947', '27158570', '9196472', '2739854']]"
2,5,"['42240424', '6561200', '5372432', '1583041', '1292369', '28738741', '25878014', '3078080', '27063470', '18617259']",233,135.48924187896773,"[0, 0, 0, 0, 0, 0, 7, 10]","[750, 750, 450, 261, 102, 14, 7, 0]","[0.0, 1.2717035133391619e-05, 60.14554636500543, 99.42572780500632, 122.40995306603145, 131.78143363900017, 133.7760153900017, 135.4892049090122]","[0, 0, 108, 174, 213, 229, 232, 233]","[[], [], [], [], [], [], ['42240424', '28738741', '3078080', '1583041', '27063470', '1292369', '18617259'], ['42240424', '6561200', '5372432', '1583041', '1292369', '28738741', '25878014', '3078080', '27063470', '18617259']]"
3,13,"['35714909', '28633594', '19079491', '1958440', '49429882', '33740844', '2425364', '26611834', '1263446', '32776084']",216,138.88349476800067,"[0, 0, 9, 9, 10]","[750, 750, 741, 3, 0]","[0.0, 9.370967745780945e-06, 71.58961017394904, 138.1398011049605, 138.88347248797072]","[0, 0, 108, 215, 216]","[[], [], ['35714909', '28633594', '19079491', '1958440', '49429882', '33740844', '26611834', '1263446', '32776084'], ['35714909', '28633594', '19079491', '1958440', '49429882', '33740844', '26611834', '1263446', '32776084'], ['35714909', '28633594', '19079491', '1958440', '49429882', '33740844', '2425364', '26611834', '1263446', '32776084']]"
4,36,"['21636085', '33409100', '11705328', '16252863', '3215494', '10557471', '37424881', '42441846', '12130200', '18557974']",112,59.73318897804711,"[0, 0, 0, 10]","[750, 750, 17, 0]","[0.0, 1.2003991287201643e-05, 56.84741225303151, 59.73315944900969]","[0, 0, 108, 112]","[[], [], [], ['21636085', '33409100', '11705328', '16252863', '3215494', '10557471', '37424881', '42441846', '12130200', '18557974']]"
5,42,"['22482024', '6766459', '3899896', '9254550', '27889071', '6315132', '13651792', '40913091', '45218443', '18174210']",177,107.72501044999808,"[0, 0, 0, 0, 0, 0, 9, 10]","[750, 750, 228, 156, 41, 14, 5, 0]","[0.0, 1.2023025192320347e-05, 62.92054332199041, 83.3849201319972, 96.37349403498229, 100.99710152501939, 106.36845085100504, 107.72497143299552]","[0, 0, 108, 142, 166, 173, 176, 177]","[[], [], [], [], [], [], ['6766459', '3899896', '9254550', '27889071', '6315132', '13651792', '40913091', '45218443', '18174210'], ['22482024', '6766459', '3899896', '9254550', '27889071', '6315132', '13651792', '40913091', '45218443', '18174210']]"
6,48,"['13734012', '23203102', '24512064', '1583041', '18617259', '11349166', '25134146', '27063470', '3776162', '8398627']",185,104.18463007902028,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[750, 750, 254, 129, 54, 18, 13, 12, 0]","[0.0, 1.6322010196745396e-05, 56.806987519026734, 79.9098458540393, 90.91780320700491, 96.7559222659911, 99.98659042804502, 102.05743448802968, 104.18459360202542]","[0, 0, 108, 146, 166, 175, 179, 182, 185]","[[], [], [], [], [], [], [], [], ['13734012', '23203102', '24512064', '1583041', '18617259', '11349166', '25134146', '27063470', '3776162', '8398627']]"
7,49,"['1333643', '22623275', '22362025', '3154880', '23913146', '18654430', '15590539', '5702790', '7029990', '5953485']",216,100.37596704700263,"[0, 0, 9, 9, 10]","[750, 750, 741, 4, 0]","[0.0, 1.3608019798994064e-05, 51.53804696601583, 99.45315721002407, 100.37591999501456]","[0, 0, 108, 215, 216]","[[], [], ['1333643', '22623275', '22362025', '3154880', '23913146', '18654430', '5702790', '7029990', '5953485'], ['1333643', '22623275', '22362025', '3154880', '23913146', '18654430', '5702790', '7029990', '5953485'], ['1333643', '22623275', '22362025', '3154880', '23913146', '18654430', '15590539', '5702790', '7029990', '5953485']]"
8,50,"['12580014', '39559521', '8354687', '3952288', '25738896', '4561402', '21063817', '17844478', '18488986', '31803596']",352,174.56239364400972,"[0, 0, 2, 3, 3, 3, 3, 3, 7, 10]","[750, 750, 748, 747, 60, 38, 25, 13, 9, 0]","[0.0, 1.5880970750004053e-05, 55.00618647498777, 107.34111755900085, 159.3486519199796, 164.14297613798408, 168.15037861198653, 170.3253016109811, 172.41791650699452, 174.56235149601707]","[0, 0, 108, 216, 324, 334, 341, 346, 349, 352]","[[], [], ['12580014', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '39559521', '8354687', '3952288', '25738896', '4561402', '18488986'], ['12580014', '39559521', '8354687', '3952288', '25738896', '4561402', '21063817', '17844478', '18488986', '31803596']]"
9,51,"['16734530', '7583725', '2931832', '13964633', '25523969', '45638119', '27240667', '7821634', '15113221', '8963413']",112,60.393175292003434,"[0, 0, 0, 7, 10]","[750, 750, 12, 5, 0]","[0.0, 2.5152985472232103e-05, 57.03906162298517, 59.11959595698863, 60.393124692025594]","[0, 0, 108, 111, 112]","[[], [], [], ['16734530', '7583725', '2931832', '25523969', '45638119', '7821634', '8963413'], ['16734530', '7583725', '2931832', '13964633', '25523969', '45638119', '27240667', '7821634', '15113221', '8963413']]"
