q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['21456232', '4928057', '9730755', '19855358', '4380451', '719812', '24042363', '4303075', '4346436', '8185080']",462,103.7363149250159,"[0, 0, 0, 0, 0, 0, 0, 10]","[750, 750, 325, 186, 73, 24, 11, 0]","[0.0, 1.2989039532840252e-05, 59.80701570905512, 81.65911371901166, 95.21808742900612, 100.70577633404173, 102.71380834805313, 103.73628307704348]","[0, 0, 251, 360, 423, 448, 457, 462]","[[], [], [], [], [], [], [], ['21456232', '4928057', '9730755', '19855358', '4380451', '719812', '24042363', '4303075', '4346436', '8185080']]"
1,3,"['2647374', '23389795', '2739854', '13914198', '7020505', '10145528', '14717500', '6290112', '4414547', '4434951']",383,84.05488918797346,"[0, 0, 0, 0, 0, 0, 0, 10]","[750, 750, 248, 94, 14, 12, 11, 0]","[0.0, 1.6418984159827232e-05, 54.59354810597142, 73.4759928130079, 80.42195504700067, 81.85304117499618, 82.9263558749808, 84.05482835898874]","[0, 0, 251, 335, 367, 373, 378, 383]","[[], [], [], [], [], [], [], ['2647374', '23389795', '2739854', '13914198', '7020505', '10145528', '14717500', '6290112', '4414547', '4434951']]"
2,5,"['11349166', '18617259', '23124332', '12561083', '1583041', '76463821', '17333231', '13734012', '21550246', '27063470']",552,145.00555588200223,"[0, 0, 0, 0, 0, 0, 0, 10]","[750, 750, 424, 274, 101, 57, 34, 0]","[0.0, 1.5674973838031292e-05, 58.16611627797829, 107.22302373399725, 128.51035241701175, 137.36846829002025, 142.18914102198323, 145.00549639499513]","[0, 0, 251, 393, 485, 520, 540, 552]","[[], [], [], [], [], [], [], ['11349166', '18617259', '23124332', '12561083', '1583041', '76463821', '17333231', '13734012', '21550246', '27063470']]"
3,13,"['33257464', '1263446', '49429882', '1958440', '35714909', '2425364', '7662395', '8529693', '26611834', '33740844']",518,138.46520387101918,"[0, 0, 3, 3, 3, 8, 8, 10]","[750, 750, 747, 20, 11, 6, 3, 0]","[0.0, 1.3260985724627972e-05, 68.03517983399797, 132.86565669998527, 135.2543226769776, 136.4396288249991, 137.62066340696765, 138.46516130800592]","[0, 0, 251, 501, 509, 514, 517, 518]","[[], [], ['1263446', '26611834', '33740844'], ['1263446', '26611834', '33740844'], ['1263446', '26611834', '33740844'], ['1263446', '49429882', '1958440', '2425364', '7662395', '8529693', '26611834', '33740844'], ['1263446', '49429882', '1958440', '2425364', '7662395', '8529693', '26611834', '33740844'], ['33257464', '1263446', '49429882', '1958440', '35714909', '2425364', '7662395', '8529693', '26611834', '33740844']]"
4,36,"['18557974', '21636085', '3215494', '16252863', '37424881', '41646286', '9813098', '18256197', '5152028', '42441846']",278,65.00438690499868,"[0, 0, 0, 0, 0, 10]","[750, 750, 46, 14, 11, 0]","[0.0, 1.2053002137690783e-05, 57.12331052601803, 61.9778999130358, 63.72912069904851, 65.00434036803199]","[0, 0, 251, 267, 273, 278]","[[], [], [], [], [], ['18557974', '21636085', '3215494', '16252863', '37424881', '41646286', '9813098', '18256197', '5152028', '42441846']]"
5,42,"['40913091', '45218443', '14019636', '18174210', '27889071', '42373943', '2028532', '10128893', '27408104', '21164071']",342,86.22958790499251,"[0, 0, 0, 0, 10]","[750, 750, 216, 51, 0]","[0.0, 1.581996912136674e-05, 63.007363564975094, 81.29135169199435, 86.22953625500668]","[0, 0, 251, 324, 342]","[[], [], [], [], ['40913091', '45218443', '14019636', '18174210', '27889071', '42373943', '2028532', '10128893', '27408104', '21164071']]"
6,48,"['301866', '11349166', '32909242', '15077696', '18617259', '13734012', '41782935', '5710820', '5372773', '14319754']",329,79.91982897598064,"[0, 0, 0, 0, 8, 8, 10]","[750, 750, 204, 13, 5, 4, 0]","[0.0, 1.592101762071252e-05, 59.561097371042706, 76.63403628999367, 77.84929977700813, 78.93771228200058, 79.91976880002767]","[0, 0, 251, 320, 325, 328, 329]","[[], [], [], [], ['301866', '11349166', '32909242', '18617259', '13734012', '41782935', '5710820', '14319754'], ['301866', '11349166', '32909242', '18617259', '13734012', '41782935', '5710820', '14319754'], ['301866', '11349166', '32909242', '15077696', '18617259', '13734012', '41782935', '5710820', '5372773', '14319754']]"
7,49,"['2619579', '22362025', '950306', '5953485', '23913146', '5702790', '12652963', '1333643', '15590539', '7029990']",576,129.2715568190324,"[0, 0, 6, 6, 6, 6, 8, 10]","[750, 750, 744, 149, 53, 7, 5, 0]","[0.0, 1.7670041415840387e-05, 56.67132611502893, 111.31179950101068, 122.86222152604023, 127.39273905201117, 128.36270389304264, 129.2715156840277]","[0, 0, 251, 500, 551, 570, 573, 576]","[[], [], ['950306', '22362025', '5953485', '23913146', '5702790', '12652963'], ['950306', '22362025', '5953485', '23913146', '5702790', '12652963'], ['950306', '22362025', '5953485', '23913146', '5702790', '12652963'], ['950306', '22362025', '5953485', '23913146', '5702790', '12652963'], ['22362025', '950306', '5953485', '23913146', '5702790', '12652963', '15590539', '7029990'], ['2619579', '22362025', '950306', '5953485', '23913146', '5702790', '12652963', '1333643', '15590539', '7029990']]"
8,50,"['3952288', '8354687', '39559521', '15707049', '4702639', '31803596', '25738896', '301838', '12580014', '18488986']",813,184.16057495801942,"[0, 0, 2, 3, 3, 3, 3, 3, 9, 9, 9, 10]","[750, 750, 748, 747, 63, 43, 24, 18, 12, 6, 3, 0]","[0.0, 2.1152023691684008e-05, 57.1012627070304, 112.63461221999023, 168.23227604402928, 173.44850174500607, 177.49721977300942, 179.48909246601397, 181.41521126404405, 182.50451922800858, 183.5147687200224, 184.16052855498856]","[0, 0, 251, 501, 751, 773, 788, 797, 804, 809, 812, 813]","[[], [], ['18488986', '12580014'], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['3952288', '8354687', '39559521', '15707049', '4702639', '31803596', '25738896', '12580014', '18488986'], ['3952288', '8354687', '39559521', '15707049', '4702639', '31803596', '25738896', '12580014', '18488986'], ['3952288', '8354687', '39559521', '15707049', '4702639', '31803596', '25738896', '12580014', '18488986'], ['3952288', '8354687', '39559521', '15707049', '4702639', '31803596', '25738896', '301838', '12580014', '18488986']]"
9,51,"['7583725', '7821634', '4820792', '34066665', '25523969', '1866911', '45638119', '8963413', '20183360', '16734530']",268,62.837218434026,"[0, 0, 0, 0, 8, 10]","[750, 750, 25, 13, 5, 0]","[0.0, 2.741499338299036e-05, 58.432857009000145, 60.67863835202297, 61.821086545009166, 62.837171632039826]","[0, 0, 251, 260, 265, 268]","[[], [], [], [], ['7583725', '4820792', '25523969', '1866911', '45638119', '8963413', '20183360', '16734530'], ['7583725', '7821634', '4820792', '34066665', '25523969', '1866911', '45638119', '8963413', '20183360', '16734530']]"
