q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['31715818', '17388232', '26047921', '121581019', '8290760', '1065627', '9580772', '21456232', '15327601', '4346436']",144,126.24505484703695,"[0, 0, 0, 0, 0, 0, 0, 8, 10]","[750, 750, 423, 159, 79, 44, 16, 8, 0]","[0.0, 1.528800930827856e-05, 59.47097696503624, 96.01167502102908, 109.65836103702895, 116.60372249403736, 121.3270862600184, 124.2682120630052, 126.24502060899977]","[0, 0, 70, 110, 126, 135, 140, 143, 144]","[[], [], [], [], [], [], [], ['31715818', '17388232', '8290760', '1065627', '9580772', '21456232', '15327601', '4346436'], ['31715818', '17388232', '26047921', '121581019', '8290760', '1065627', '9580772', '21456232', '15327601', '4346436']]"
1,3,"['4414547', '2739854', '14717500', '4632921', '13914198', '1388704', '4378885', '10145528', '23389795', '17088791']",88,78.20769549097167,"[0, 0, 0, 0, 10]","[750, 750, 145, 23, 0]","[0.0, 1.0654970537871122e-05, 61.837877211975865, 74.77309835900087, 78.20766450098017]","[0, 0, 70, 85, 88]","[[], [], [], [], ['4414547', '2739854', '14717500', '4632921', '13914198', '1388704', '4378885', '10145528', '23389795', '17088791']]"
2,5,"['18617259', '1583041', '1292369', '17333231', '15879544', '42240424', '11349166', '21550246', '695938', '13734012']",192,153.36977586703142,"[0, 0, 0, 8, 8, 8, 8, 8, 10]","[750, 750, 469, 461, 193, 83, 49, 3, 0]","[0.0, 1.1487980373203754e-05, 54.762371580000035, 90.52509030199144, 125.83064753003418, 141.6791103290161, 148.19933699298417, 152.70467464003013, 153.36972999299178]","[0, 0, 70, 114, 157, 176, 185, 191, 192]","[[], [], [], ['18617259', '1583041', '1292369', '17333231', '15879544', '42240424', '695938', '13734012'], ['18617259', '1583041', '1292369', '17333231', '15879544', '42240424', '695938', '13734012'], ['18617259', '1583041', '1292369', '17333231', '15879544', '42240424', '695938', '13734012'], ['18617259', '1583041', '1292369', '17333231', '15879544', '42240424', '695938', '13734012'], ['18617259', '1583041', '1292369', '17333231', '15879544', '42240424', '695938', '13734012'], ['18617259', '1583041', '1292369', '17333231', '15879544', '42240424', '11349166', '21550246', '695938', '13734012']]"
3,13,"['6323196', '41131087', '8529693', '33740844', '27123743', '7662395', '26611834', '17450673', '2958458', '23557241']",209,165.06504348001909,"[0, 0, 5, 8, 8, 10]","[750, 750, 745, 742, 8, 0]","[0.0, 1.1707015801221132e-05, 54.172265839006286, 107.86826043698238, 162.84187046898296, 165.06500588398194]","[0, 0, 70, 139, 208, 209]","[[], [], ['2958458', '26611834', '8529693', '7662395', '23557241'], ['8529693', '33740844', '27123743', '7662395', '26611834', '17450673', '2958458', '23557241'], ['8529693', '33740844', '27123743', '7662395', '26611834', '17450673', '2958458', '23557241'], ['6323196', '41131087', '8529693', '33740844', '27123743', '7662395', '26611834', '17450673', '2958458', '23557241']]"
4,36,"['37424881', '33409100', '18557974', '5152028', '21636085', '12130200', '18256197', '42441846', '11705328', '9813098']",74,62.94714382203529,"[0, 0, 0, 0, 10]","[750, 750, 17, 12, 0]","[0.0, 9.673996828496456e-06, 56.603674669982865, 59.827978685032576, 62.94711706798989]","[0, 0, 70, 73, 74]","[[], [], [], [], ['37424881', '33409100', '18557974', '5152028', '21636085', '12130200', '18256197', '42441846', '11705328', '9813098']]"
5,42,"['1145473', '18174210', '10015292', '45218443', '27889071', '40913091', '8083310', '33030946', '25420421', '6315132']",94,77.95068940497003,"[0, 0, 0, 0, 7, 10]","[750, 750, 188, 21, 14, 0]","[0.0, 1.478404738008976e-05, 55.2698246720247, 71.35164902504766, 74.63020733400481, 77.95064821600681]","[0, 0, 70, 88, 91, 94]","[[], [], [], [], ['1145473', '18174210', '40913091', '10015292', '8083310', '33030946', '45218443'], ['1145473', '18174210', '10015292', '45218443', '27889071', '40913091', '8083310', '33030946', '25420421', '6315132']]"
6,48,"['18617259', '1259359', '11349166', '21550246', '23124332', '29955650', '13734012', '27063470', '23203102', '3078080']",118,97.60652154695708,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[750, 750, 214, 101, 43, 28, 23, 16, 11, 0]","[0.0, 1.477700425311923e-05, 54.96767127799103, 71.20822433097055, 81.04052226798376, 84.36428045801586, 87.82019942597253, 91.23603615601314, 94.6034917680081, 97.60647964198142]","[0, 0, 70, 91, 102, 107, 111, 114, 117, 118]","[[], [], [], [], [], [], [], [], [], ['18617259', '1259359', '11349166', '21550246', '23124332', '29955650', '13734012', '27063470', '23203102', '3078080']]"
7,49,"['5953485', '15590539', '7029990', '18654430', '5702790', '1333643', '1354567', '5409325', '23913146', '32556431']",70,58.941465622978285,"[0, 0, 10]","[750, 750, 0]","[0.0, 9.782030247151852e-06, 58.941437973990105]","[0, 0, 70]","[[], [], ['5953485', '15590539', '7029990', '18654430', '5702790', '1333643', '1354567', '5409325', '23913146', '32556431']]"
8,50,"['15707049', '39559521', '25738896', '13989491', '301838', '12580014', '8354687', '18488986', '15405204', '3952288']",231,196.53995429503266,"[0, 0, 2, 3, 3, 3, 3, 3, 10]","[750, 750, 748, 747, 88, 67, 50, 12, 0]","[0.0, 1.1900963727384806e-05, 58.244553827971686, 117.05493113095872, 175.34181076899404, 182.1437065139762, 188.79130552895367, 193.6679114419967, 196.53991965396563]","[0, 0, 70, 139, 208, 217, 224, 230, 231]","[[], [], ['18488986', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['15707049', '39559521', '25738896', '13989491', '301838', '12580014', '8354687', '18488986', '15405204', '3952288']]"
9,51,"['7165938', '7583725', '16734530', '7821634', '24249915', '4889228', '19358586', '24341590', '45638119', '43385013']",70,58.69762089900905,"[0, 0, 10]","[750, 750, 0]","[0.0, 2.379802754148841e-05, 58.6975753629813]","[0, 0, 70]","[[], [], ['7165938', '7583725', '16734530', '7821634', '24249915', '4889228', '19358586', '24341590', '45638119', '43385013']]"
