q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['19855358', '13231899', '17388232', '6219790', '21456232', '121581019', '4928057', '10991183', '43990286', '16532419']",1188,137.98240199999418,"[0, 0, 0, 0, 0, 0, 0, 10]","[750, 750, 258, 109, 38, 18, 15, 0]","[0.0, 1.3737007975578308e-05, 91.14006992097711, 118.58054391399492, 129.9109778520069, 133.93087952700444, 136.21179598598974, 137.98237264202908]","[0, 0, 750, 1008, 1117, 1155, 1173, 1188]","[[], [], [], [], [], [], [], ['19855358', '13231899', '17388232', '6219790', '21456232', '121581019', '4928057', '10991183', '43990286', '16532419']]"
1,3,"['32481310', '2739854', '18038955', '4414547', '12669325', '23389795', '14717500', '31347396', '3893473', '28614776']",1583,169.02220724802464,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[750, 750, 383, 204, 114, 63, 36, 19, 14, 0]","[0.0, 1.4057033695280552e-05, 78.776580854028, 120.74034941603895, 142.2887841599877, 154.12171521200798, 160.96430812904146, 164.7978075540159, 167.3089950529975, 169.02214868500596]","[0, 0, 750, 1133, 1337, 1451, 1514, 1550, 1569, 1583]","[[], [], [], [], [], [], [], [], [], ['32481310', '2739854', '18038955', '4414547', '12669325', '23389795', '14717500', '31347396', '3893473', '28614776']]"
2,5,"['581832', '52874170', '5145974', '12810152', '13914633', '30639847', '11349166', '21550246', '13734012', '18617259']",1194,125.70670463202987,"[0, 0, 0, 0, 0, 9, 9, 9, 10]","[750, 750, 388, 29, 15, 6, 5, 2, 0]","[0.0, 1.921801595017314e-05, 76.81934545602417, 115.51421410799958, 119.89350558404112, 122.83034033200238, 124.15032412705477, 125.0355446760077, 125.70665230904706]","[0, 0, 750, 1138, 1167, 1182, 1188, 1193, 1194]","[[], [], [], [], [], ['581832', '52874170', '5145974', '13914633', '30639847', '11349166', '21550246', '13734012', '18617259'], ['581832', '52874170', '5145974', '13914633', '30639847', '11349166', '21550246', '13734012', '18617259'], ['581832', '52874170', '5145974', '13914633', '30639847', '11349166', '21550246', '13734012', '18617259'], ['581832', '52874170', '5145974', '12810152', '13914633', '30639847', '11349166', '21550246', '13734012', '18617259']]"
3,13,"['1263446', '41131087', '33257464', '6323196', '33740844', '26611834', '35714909', '1958440', '2425364', '49429882']",1533,197.31524845398962,"[0, 0, 3, 3, 3, 10]","[750, 750, 747, 28, 8, 0]","[0.0, 1.0474992450326681e-05, 101.08986119600013, 192.21901320497273, 196.16252790897852, 197.31519645400112]","[0, 0, 750, 1497, 1525, 1533]","[[], [], ['1263446', '26611834', '33740844'], ['1263446', '26611834', '33740844'], ['1263446', '26611834', '33740844'], ['1263446', '41131087', '33257464', '6323196', '33740844', '26611834', '35714909', '1958440', '2425364', '49429882']]"
4,36,"['23342845', '8083310', '140098548', '33740844', '10557471', '24721866', '18557974', '42441846', '3215494', '7011850']",1020,119.25557216297602,"[0, 0, 0, 0, 0, 0, 0, 10]","[750, 750, 127, 70, 35, 23, 15, 0]","[0.0, 1.0996998753398657e-05, 82.20046434598044, 101.10022030997789, 109.48780084995087, 114.0940226529492, 116.99164264998399, 119.25553452997701]","[0, 0, 750, 877, 947, 982, 1005, 1020]","[[], [], [], [], [], [], [], ['23342845', '8083310', '140098548', '33740844', '10557471', '24721866', '18557974', '42441846', '3215494', '7011850']]"
5,42,"['23777820', '42373943', '6315132', '18174210', '3758260', '19752008', '4890578', '20761364', '23397658', '16732790']",1390,170.37480256601702,"[0, 0, 0, 0, 0, 0, 0, 0, 6, 10]","[750, 750, 336, 140, 70, 44, 26, 15, 9, 0]","[0.0, 1.3755983673036098e-05, 93.04807333200006, 133.80135428201174, 149.5962396489922, 157.50044629402691, 162.76385264401324, 166.9766960379784, 169.17723763297545, 170.3747416480328]","[0, 0, 750, 1086, 1226, 1296, 1340, 1366, 1381, 1390]","[[], [], [], [], [], [], [], [], ['6315132', '18174210', '3758260', '19752008', '16732790', '4890578'], ['23777820', '42373943', '6315132', '18174210', '3758260', '19752008', '4890578', '20761364', '23397658', '16732790']]"
6,48,"['7451018', '3756384', '12100963', '22309946', '12443371', '6748318', '18074797', '11336632', '3078080', '18268012']",1454,168.5505425040028,"[0, 0, 0, 0, 0, 0, 0, 7, 7, 9, 10]","[750, 750, 374, 181, 80, 39, 16, 9, 4, 2, 0]","[0.0, 2.5383022148162127e-05, 84.11615971603896, 125.27615021902602, 149.58452558598947, 159.51178319501923, 164.08366526302416, 166.0538503540447, 167.27005102601834, 167.97121540101944, 168.55044259800343]","[0, 0, 750, 1124, 1305, 1385, 1424, 1440, 1449, 1453, 1454]","[[], [], [], [], [], [], [], ['7451018', '3756384', '12100963', '11336632', '6748318', '3078080', '18268012'], ['7451018', '3756384', '12100963', '11336632', '6748318', '3078080', '18268012'], ['7451018', '3756384', '12100963', '22309946', '6748318', '18074797', '11336632', '3078080', '18268012'], ['7451018', '3756384', '12100963', '22309946', '12443371', '6748318', '18074797', '11336632', '3078080', '18268012']]"
7,49,"['86602746', '7029990', '22362025', '1333643', '15590539', '5702790', '23913146', '5953485', '5409325', '39291138']",1492,154.34963994001737,"[0, 0, 8, 10]","[750, 750, 742, 0]","[0.0, 1.417199382558465e-05, 83.7894359639613, 154.34960163396318]","[0, 0, 750, 1492]","[[], [], ['86602746', '7029990', '22362025', '1333643', '5702790', '5953485', '5409325', '39291138'], ['86602746', '7029990', '22362025', '1333643', '15590539', '5702790', '23913146', '5953485', '5409325', '39291138']]"
8,50,"['17844478', '18488986', '39559521', '21063817', '12580014', '8354687', '13989491', '3952288', '25738896', '301838']",1615,176.92442766198656,"[0, 0, 3, 3, 3, 3, 10]","[750, 750, 747, 59, 38, 21, 0]","[0.0, 1.1481053661555052e-05, 83.76932577404659, 162.01199362403713, 169.24375309905736, 174.60425096703693, 176.92438971303636]","[0, 0, 750, 1497, 1556, 1594, 1615]","[[], [], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['25738896', '18488986', '12580014'], ['17844478', '18488986', '39559521', '21063817', '12580014', '8354687', '13989491', '3952288', '25738896', '301838']]"
9,51,"['34439544', '1171121', '7821634', '13400643', '12438901', '43385013', '7583725', '4820792', '45638119', '17648235']",769,90.30498041003011,"[0, 0, 0, 9, 10]","[750, 750, 14, 5, 0]","[0.0, 1.6004021745175123e-05, 87.36598109599436, 89.48477892798837, 90.3049496319727]","[0, 0, 750, 764, 769]","[[], [], [], ['1171121', '7821634', '13400643', '12438901', '43385013', '7583725', '4820792', '45638119', '17648235'], ['34439544', '1171121', '7821634', '13400643', '12438901', '43385013', '7583725', '4820792', '45638119', '17648235']]"
