q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['10991183', '16532419', '21456232', '12370881', '31882215', '17231273', '8185080', '9730755', '31715818', '17388232']",7124,878.1665354879806,"[0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1547, 227, 97, 54, 16, 0]","[0.0, 4.4967979192733765e-05, 665.0966576269711, 834.1300965530099, 859.3939670789987, 870.4063877430162, 876.358820711961, 878.1664957579924]","[0, 0, 5183, 6730, 6957, 7054, 7108, 7124]","[[], [], [], [], [], [], [], ['10991183', '16532419', '21456232', '12370881', '31882215', '17231273', '8185080', '9730755', '31715818', '17388232']]"
1,3,"['380526', '4414547', '17934603', '25813706', '1583041', '9748934', '14717500', '25623469', '23389795', '2739854']",10401,1131.8168160379864,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 10]","[5183, 5183, 2587, 1293, 638, 347, 183, 83, 46, 25, 12, 3, 2, 0]","[0.0, 1.041201176121831e-05, 560.1806795400335, 833.6184393700096, 974.5409707010258, 1054.2370765140513, 1094.9895430630422, 1113.508406886016, 1122.2210452100262, 1126.9723199320142, 1129.4822050810326, 1130.7853697440005, 1131.3581035210518, 1131.8167686990346]","[0, 0, 5183, 7770, 9063, 9701, 10048, 10231, 10314, 10360, 10385, 10397, 10400, 10401]","[[], [], [], [], [], [], [], [], [], [], [], ['380526', '4414547', '17934603', '1583041', '9748934', '14717500', '25623469', '23389795', '2739854'], ['380526', '4414547', '17934603', '1583041', '9748934', '14717500', '25623469', '23389795', '2739854'], ['380526', '4414547', '17934603', '25813706', '1583041', '9748934', '14717500', '25623469', '23389795', '2739854']]"
2,5,"['32850528', '18617259', '27873158', '2359152', '13734012', '1583041', '11349166', '4380287', '46764350', '26710772']",10278,1052.9254595119855,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2654, 1315, 634, 322, 156, 14, 0]","[0.0, 2.4330976884812117e-05, 503.9107617579866, 775.0565890810103, 921.3605159579893, 1003.3664785079891, 1034.1115649439744, 1050.497372968006, 1052.925402674009]","[0, 0, 5183, 7837, 9152, 9786, 10108, 10264, 10278]","[[], [], [], [], [], [], [], [], ['32850528', '18617259', '27873158', '2359152', '13734012', '1583041', '11349166', '4380287', '46764350', '26710772']]"
3,13,"['2425364', '30786800', '35714909', '7662395', '33740844', '26611834', '8529693', '33257464', '1263446', '26067999']",10409,1311.405748531979,"[0, 0, 4, 4, 4, 9, 10]","[5183, 5183, 5179, 34, 9, 4, 0]","[0.0, 7.970025762915611e-06, 682.4819035250111, 1304.5165348110022, 1308.9628571440117, 1310.47142240603, 1311.4057079520426]","[0, 0, 5183, 10362, 10396, 10405, 10409]","[[], [], ['1263446', '26067999', '26611834', '33740844'], ['1263446', '26067999', '26611834', '33740844'], ['1263446', '26067999', '26611834', '33740844'], ['2425364', '35714909', '7662395', '33740844', '26611834', '8529693', '33257464', '1263446', '26067999'], ['2425364', '30786800', '35714909', '7662395', '33740844', '26611834', '8529693', '33257464', '1263446', '26067999']]"
4,36,"['12130200', '8190282', '21150010', '18557974', '42441846', '34439544', '3215494', '23649163', '16322674', '16252863']",6953,792.7188262859709,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1067, 501, 107, 53, 28, 14, 0]","[0.0, 1.3061973731964827e-05, 561.6357063539908, 701.4793237049598, 763.0126827469794, 780.3810131030041, 787.4083349189605, 790.8620986699825, 792.718784327968]","[0, 0, 5183, 6250, 6751, 6858, 6911, 6939, 6953]","[[], [], [], [], [], [], [], [], ['12130200', '8190282', '21150010', '18557974', '42441846', '34439544', '3215494', '23649163', '16322674', '16252863']]"
5,42,"['11721676', '4363526', '30437264', '18488986', '45218443', '18174210', '2832403', '23160444', '32777637', '31019903']",9866,1167.7550318219583,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2289, 1208, 610, 287, 158, 81, 36, 14, 0]","[0.0, 1.1462019756436348e-05, 633.1908551150118, 887.2718241540133, 1034.8193654270144, 1102.7677205760265, 1133.7004014150007, 1151.658956808038, 1161.8961094680126, 1165.907990859996, 1167.754995914991]","[0, 0, 5183, 7472, 8680, 9290, 9577, 9735, 9816, 9852, 9866]","[[], [], [], [], [], [], [], [], [], [], ['11721676', '4363526', '30437264', '18488986', '45218443', '18174210', '2832403', '23160444', '32777637', '31019903']]"
6,48,"['26231129', '25748308', '45875990', '3140772', '31166180', '2014909', '24335068', '84884645', '32353339', '12149169']",10484,1213.1592535300297,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 10]","[5183, 5183, 2586, 1308, 699, 346, 175, 92, 45, 21, 14, 9, 6, 0]","[0.0, 1.2406962923705578e-05, 576.6233469650033, 890.0620013419539, 1061.470033208956, 1134.5545684569515, 1171.6787869099644, 1190.988134590967, 1201.9702452140045, 1206.784831936995, 1209.2236412749626, 1211.126379632973, 1212.2373298640014, 1213.1592048089951]","[0, 0, 5183, 7769, 9077, 9776, 10122, 10297, 10389, 10434, 10455, 10469, 10478, 10484]","[[], [], [], [], [], [], [], [], [], [], [], ['3140772', '31166180', '2014909', '32353339', '12149169'], ['25748308', '3140772', '31166180', '2014909', '24335068', '84884645', '32353339', '12149169'], ['26231129', '25748308', '45875990', '3140772', '31166180', '2014909', '24335068', '84884645', '32353339', '12149169']]"
7,49,"['3471191', '12438901', '9394119', '9967265', '1333643', '5953485', '10984005', '5691302', '34873974', '13770184']",5221,605.798502717982,"[0, 0, 0, 0, 9, 10]","[5183, 5183, 23, 12, 3, 0]","[0.0, 1.7695012502372265e-05, 598.1632294090232, 602.4112625200069, 604.7669467019732, 605.7984614140005]","[0, 0, 5183, 5206, 5218, 5221]","[[], [], [], [], ['12438901', '9394119', '9967265', '1333643', '5953485', '10984005', '5691302', '34873974', '13770184'], ['3471191', '12438901', '9394119', '9967265', '1333643', '5953485', '10984005', '5691302', '34873974', '13770184']]"
8,50,"['39559521', '10162553', '3952288', '21063817', '12580014', '18488986', '13989491', '8354687', '301838', '25738896']",10536,1154.8596414009808,"[0, 0, 3, 3, 3, 8, 8, 8, 9, 10]","[5183, 5183, 5180, 83, 41, 36, 6, 4, 3, 0]","[0.0, 9.323994163423777e-06, 584.3803887339891, 1133.7859050359693, 1143.8577380229835, 1148.5025800250005, 1152.6635863279807, 1153.6950765729998, 1154.2804680520203, 1154.8595930839656]","[0, 0, 5183, 10363, 10446, 10487, 10523, 10529, 10533, 10536]","[[], [], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['39559521', '10162553', '3952288', '21063817', '12580014', '18488986', '8354687', '25738896'], ['39559521', '10162553', '3952288', '21063817', '12580014', '18488986', '8354687', '25738896'], ['39559521', '10162553', '3952288', '21063817', '12580014', '18488986', '8354687', '25738896'], ['39559521', '10162553', '3952288', '21063817', '12580014', '18488986', '8354687', '301838', '25738896'], ['39559521', '10162553', '3952288', '21063817', '12580014', '18488986', '13989491', '8354687', '301838', '25738896']]"
9,51,"['7821634', '43385013', '7583725', '9967265', '1171121', '45638119', '11615422', '8963413', '13770184', '5114940']",5219,613.4469607890351,"[0, 0, 0, 0, 10]","[5183, 5183, 21, 15, 0]","[0.0, 1.612096093595028e-05, 606.980202901992, 610.6301362959784, 613.4469222169719]","[0, 0, 5183, 5204, 5219]","[[], [], [], [], ['7821634', '43385013', '7583725', '9967265', '1171121', '45638119', '11615422', '8963413', '13770184', '5114940']]"
