q,qid,did,time
0,1,"['20279166', '121581019', '15657779', '751192', '38037690', '4346436', '327319', '17388232', '6863070', '16736872']",343.6855594339577
1,3,"['23389795', '4378885', '4632921', '1544804', '14717500', '32181055', '2739854', '4414547', '17088791', '3672261']",327.26363611799025
2,5,"['13734012', '18617259', '27063470', '11349166', '23124332', '15879544', '21550246', '1583041', '42240424']",352.1843915680802
3,13,"['17450673', '41131087', '32776084', '23557241', '26611834', '33740844', '8529693', '33257464', '6323196', '7662395']",330.1143840320001
4,36,"['16252863', '21636085', '33409100', '12130200', '37424881', '3215494', '5152028', '11705328', '18557974', '42441846']",330.2377965029882
5,42,"['18174210', '8925851', '6315132', '27162821', '27889071', '5107861', '9911547', '45218443', '2460304', '40913091']",334.3027393190423
6,48,"['13734012', '25069745', '7873737', '1583041', '27063470', '11349166', '42291761', '18617259', '21550246', '23203102']",326.58665117205237
7,49,"['23913146', '2613813', '3154880', '5953485', '22362025', '5702790', '7029990', '22871664', '1333643', '18654430']",330.29480254898954
8,50,"['15707049', '29785642', '12580014', '18488986', '10162553', '13989491', '25738896', '301838', '3952288', '15405204']",326.65647889193497
9,51,"['45638119', '7583725', '24249915', '12762485', '8963413', '7821634', '15113221', '27240667', '19358586', '34066665']",329.96356770892453
10,53,"['4702639', '4429932', '24349992', '23863551', '7583725', '7795952', '24249915', '19358586', '21902400', '45638119']",336.7950623240031
11,54,"['49556906', '3504761', '7005276', '32408470', '24721866', '1686997', '3419709', '3973445', '14874811', '9752604']",326.5155003019172
12,56,"['23887844', '4459491', '14192687', '15590539', '22843616', '11659421', '13814480', '18852643', '30351165', '4709641']",329.6651667510887
13,57,"['4709641', '11659421', '13814480', '4459491', '1605196', '30351165', '18852643', '22116439', '23887844']",335.6204773560021
14,70,"['7225911', '39637840', '37204802', '28107602', '4414547', '5254463', '4389394', '21307488', '5956380', '42489926']",365.3604696379917
15,72,"['36345185', '8133180', '6076903', '18231257', '14492964', '40500438', '2119889', '1031534', '24721866', '6625693']",343.31052761703904
16,75,"['37768883', '2837758', '29214508', '25657127', '26488879', '36233757', '13965483', '4387784', '41900731', '38805486']",345.09823658804817
17,94,"['19052713', '13770184', '20363389', '13619127', '3896759', '1215116', '18025240', '39481265', '6863070', '23918031']",332.8585807320778
18,99,"['8446259', '82665667', '10991183', '18810195', '41403996', '10555591', '21598000', '38300781', '15472716', '46816158']",335.5343392280484
19,100,"['4381486', '14550841', '18374364', '13116880', '4421787', '30714190', '18909530', '10015292', '6472746']",352.4971846139524
20,113,"['6157837', '14121786', '1759213', '4678846', '140098548', '43417006', '25816994', '14584755', '26199970', '44030361']",348.8818636809301
21,115,"['22281684', '27138601', '33872649', '27889071', '23513718', '25677651', '1234098', '21274919', '11615242', '37673301']",339.0766491360846
22,118,"['31460499', '52805891', '4465735', '2604063', '32454714', '3272084', '15983982', '15578265', '6372244', '4695107']",349.1016232289694
23,124,"['44562058', '32012666', '1986482', '13071728', '35087728', '13899137', '7111021', '31363207', '374902', '4883040']",347.50715173406934
24,127,"['2727303', '35231675', '18126445', '2060137', '22029384', '7878807', '3720107', '30884033', '7549811', '21598000']",329.0761292160314
