q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['12383365', '31902059', '39763465', '38380061', '38076716', '12039953', '43629704', '735130', '36082224', '31612088']",578,696.1253798219841,"[0, 0, 0, 7, 9, 10]","[5183, 3888, 1638, 80, 3, 0]","[0.0, 311.41850282694213, 573.0131513788365, 686.4977887198329, 695.4133034509141, 696.123167052865]","[0, 260, 478, 571, 577, 578]","[[], [], [], ['12383365', '31902059', '39763465', '38380061', '735130', '38076716', '36082224'], ['12383365', '31902059', '39763465', '38380061', '38076716', '43629704', '735130', '36082224', '31612088'], ['12383365', '31902059', '39763465', '38380061', '38076716', '12039953', '43629704', '735130', '36082224', '31612088']]"
1,3,"['24088502', '6207111', '27437459', '31889025', '4411655', '1900152', '2593298', '20492020', '42373087', '9646449']",497,591.732358797919,"[0, 0, 0, 10]","[5183, 3888, 316, 0]","[0.0, 303.42475740402006, 565.0363399609923, 591.7301092040725]","[0, 260, 478, 497]","[[], [], [], ['24088502', '6207111', '27437459', '31889025', '4411655', '1900152', '2593298', '20492020', '42373087', '9646449']]"
2,5,"['17462437', '9160947', '6588614', '11457219', '49429882', '4411760', '19752008', '313394', '15482274']",695,817.6020228047855,"[0, 0, 8, 9]","[5183, 3888, 6, 0]","[0.0, 303.2659009171184, 816.237907323055, 817.6011059482116]","[0, 260, 694, 695]","[[], [], ['17462437', '9160947', '6588614', '11457219', '49429882', '4411760', '19752008', '15482274'], ['17462437', '9160947', '6588614', '11457219', '49429882', '4411760', '19752008', '313394', '15482274']]"
3,13,"['7666498', '21297708', '33934971', '4810810', '8294009', '17081238', '37444589', '1241113', '15478227', '207972']",479,566.6213779421523,"[0, 0, 4, 10]","[5183, 3888, 15, 0]","[0.0, 302.6917902380228, 562.9156214809045, 566.6204003349412]","[0, 260, 478, 479]","[[], [], ['15478227', '21297708', '207972', '17081238'], ['7666498', '21297708', '33934971', '4810810', '8294009', '17081238', '37444589', '1241113', '15478227', '207972']]"
4,36,"['3662132', '9956893', '1173667', '2692522', '71625969', '4928057', '26611094', '25737507', '4828631', '25416944']",479,568.3603483319748,"[0, 0, 0, 10]","[5183, 3888, 19, 0]","[0.0, 303.1138808738906, 563.843307109084, 568.3593313118909]","[0, 260, 478, 479]","[[], [], [], ['3662132', '9956893', '1173667', '2692522', '71625969', '4928057', '26611094', '25737507', '4828631', '25416944']]"
5,42,"['32712381', '13936152', '21257564', '22561064', '5641851', '18264714', '4899981', '5760247', '61050894', '20732789']",484,576.4757556470577,"[0, 0, 0, 0, 10]","[5183, 3888, 54, 20, 0]","[0.0, 303.01558375684544, 562.96332406695, 571.7436440528836, 576.4729176708497]","[0, 260, 478, 483, 484]","[[], [], [], [], ['32712381', '13936152', '21257564', '22561064', '5641851', '18264714', '4899981', '5760247', '61050894', '20732789']]"
6,48,"['4418878', '14658685', '15983982', '39539647', '11721676', '5944514', '24865781', '29124963', '49556906', '6550579']",708,838.9161013199482,"[0, 0, 6, 6, 10]","[5183, 3888, 175, 25, 0]","[0.0, 303.0285715018399, 814.2605746209156, 831.9240228529088, 838.9131881119683]","[0, 260, 694, 705, 708]","[[], [], ['14658685', '15983982', '11721676', '5944514', '49556906', '29124963'], ['14658685', '15983982', '11721676', '5944514', '49556906', '29124963'], ['4418878', '14658685', '15983982', '39539647', '11721676', '5944514', '24865781', '29124963', '49556906', '6550579']]"
7,49,"['3858268', '3973445', '26491450', '13966946', '29863668', '7098463', '6327940', '3038933', '19205437', '5500086']",479,565.1362587190233,"[0, 0, 3, 10]","[5183, 3888, 9, 0]","[0.0, 302.8760245239828, 562.9562336981762, 565.1352365321945]","[0, 260, 478, 479]","[[], [], ['6327940', '3858268', '26491450'], ['3858268', '3973445', '26491450', '13966946', '29863668', '7098463', '6327940', '3038933', '19205437', '5500086']]"
8,50,"['25897733', '22495397', '46153874', '36432234', '24700152', '11484808', '2810997', '18038250', '19464037', '2032877']",486,577.3121833221521,"[0, 0, 3, 10]","[5183, 3888, 116, 0]","[0.0, 303.00380060612224, 563.761428126134, 577.3102257151622]","[0, 260, 478, 486]","[[], [], ['11484808', '25897733', '2810997'], ['25897733', '22495397', '46153874', '36432234', '24700152', '11484808', '2810997', '18038250', '19464037', '2032877']]"
9,51,"['12662435', '24512064', '43334921', '22123421', '35764259', '7968532', '27279525', '16527698', '6751418', '32827351']",479,567.1962417059112,"[0, 0, 0, 10]","[5183, 3888, 15, 0]","[0.0, 303.06061196909286, 563.4662283500656, 567.1948962591123]","[0, 260, 478, 479]","[[], [], [], ['12662435', '24512064', '43334921', '22123421', '35764259', '7968532', '27279525', '16527698', '6751418', '32827351']]"
