q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
21,115,"['37037012', '8604837', '4942718', '73473433', '3580005', '11884292', '1234098', '33872649', '8182950', '26314743']",4789,5635.218858337961,"[0, 0, 0, 0, 10]","[5183, 5183, 522, 20, 0]","[0.0, 4.414399154484272e-05, 5102.138847243041, 5630.423231126973, 5635.218818339985]","[0, 0, 4354, 4788, 4789]","[[], [], [], [], ['37037012', '8604837', '4942718', '73473433', '3580005', '11884292', '1234098', '33872649', '8182950', '26314743']]"
22,118,"['20148808', '52805891', '46602807', '32454714', '31460499', '4695107', '6372244', '34603465', '15578265', '4465735']",4354,5094.439788502874,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 6.541144102811813e-06, 5094.439750859048]","[0, 0, 4354]","[[], [], ['20148808', '52805891', '46602807', '32454714', '31460499', '4695107', '6372244', '34603465', '15578265', '4465735']]"
23,124,"['374902', '13899137', '7111021', '57121667', '32012666', '35087728', '4883040', '21479231', '31363207', '16787954']",4354,5095.50301462505,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.697148248553276e-06, 5095.502985534025]","[0, 0, 4354]","[[], [], ['374902', '13899137', '7111021', '57121667', '32012666', '35087728', '4883040', '21479231', '31363207', '16787954']]"
24,127,"['293661', '21598000', '11419230', '14205246', '35231675', '22029384', '18126445', '5321708', '30884033', '7549811']",4854,5736.98288168502,"[0, 0, 3, 3, 3, 10]","[5183, 5183, 496, 89, 22, 0]","[0.0, 6.163027137517929e-06, 5094.202989324927, 5623.06225964101, 5703.253753090976, 5736.982850434957]","[0, 0, 4354, 4772, 4838, 4854]","[[], [], ['35231675', '7549811', '21598000'], ['35231675', '7549811', '21598000'], ['35231675', '7549811', '21598000'], ['293661', '21598000', '11419230', '14205246', '35231675', '22029384', '18126445', '5321708', '30884033', '7549811']]"
4,36,"['42441846', '18557974', '16252863', '33409100', '12130200', '21636085', '3215494', '5152028', '37424881', '11705328']",4389,5172.575618193019,"[0, 0, 0, 8, 10]","[5183, 5183, 45, 3, 0]","[0.0, 4.6239932999014854e-05, 5091.849852628075, 5171.679662761046, 5172.575576822972]","[0, 0, 4354, 4388, 4389]","[[], [], [], ['42441846', '18557974', '33409100', '12130200', '21636085', '3215494', '37424881', '11705328'], ['42441846', '18557974', '16252863', '33409100', '12130200', '21636085', '3215494', '5152028', '37424881', '11705328']]"
5,42,"['8083310', '6315132', '45218443', '10526279', '39506601', '18174210', '4449524', '40913091', '16745747', '6501747']",4404,5169.316130788997,"[0, 0, 0, 10]","[5183, 5183, 55, 0]","[0.0, 7.644062861800194e-06, 5089.584945776034, 5169.316096553113]","[0, 0, 4354, 4404]","[[], [], [], ['8083310', '6315132', '45218443', '10526279', '39506601', '18174210', '4449524', '40913091', '16745747', '6501747']]"
6,48,"['27063470', '24530130', '26702468', '1259359', '18617259', '13905670', '380526', '13734012', '44672703', '11349166']",4355,5088.505669148872,"[0, 0, 3, 10]","[5183, 5183, 9, 0]","[0.0, 7.5909774750471115e-06, 5086.148984452011, 5088.50563058909]","[0, 0, 4354, 4355]","[[], [], ['27063470', '18617259', '11349166'], ['27063470', '24530130', '26702468', '1259359', '18617259', '13905670', '380526', '13734012', '44672703', '11349166']]"
7,49,"['5953485', '5702790', '5409325', '2619579', '7029990', '23913146', '1354567', '1333643', '22362025', '18654430']",4355,5091.868070482975,"[0, 0, 6, 10]","[5183, 5183, 12, 0]","[0.0, 6.982823833823204e-06, 5088.4414243430365, 5091.8680274509825]","[0, 0, 4354, 4355]","[[], [], ['7029990', '23913146', '1354567', '5953485', '5702790', '22362025'], ['5953485', '5702790', '5409325', '2619579', '7029990', '23913146', '1354567', '1333643', '22362025', '18654430']]"
8,50,"['4889228', '8354687', '29785642', '25738896', '18488986', '39559521', '12580014', '15405204', '13989491', '38485364']",4661,5474.278900591191,"[0, 0, 3, 3, 10]","[5183, 5183, 366, 9, 0]","[0.0, 7.966067641973495e-06, 5093.176762071904, 5472.21793745202, 5474.278860732913]","[0, 0, 4354, 4660, 4661]","[[], [], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['4889228', '8354687', '29785642', '25738896', '18488986', '39559521', '12580014', '15405204', '13989491', '38485364']]"
9,51,"['7583725', '7821634', '8963413', '2931832', '1171121', '45638119', '12762485', '24349992', '24249915', '19358586']",4355,5095.823573251022,"[0, 0, 0, 10]","[5183, 5183, 17, 0]","[0.0, 7.444992661476135e-06, 5091.648787154118, 5095.823538928991]","[0, 0, 4354, 4355]","[[], [], [], ['7583725', '7821634', '8963413', '2931832', '1171121', '45638119', '12762485', '24349992', '24249915', '19358586']]"
10,53,"['7583725', '7821634', '22482820', '8963413', '45638119', '12762485', '24349992', '15721252', '24205118', '19358586']",4355,5091.894983038073,"[0, 0, 6, 10]","[5183, 5183, 6, 0]","[0.0, 6.8249646574258804e-06, 5090.297058399068, 5091.894949923037]","[0, 0, 4354, 4355]","[[], [], ['7583725', '12762485', '24349992', '45638119', '7821634', '19358586'], ['7583725', '7821634', '22482820', '8963413', '45638119', '12762485', '24349992', '15721252', '24205118', '19358586']]"
11,54,"['11535539', '1590744', '3504761', '3419709', '19313533', '3973445', '38533515', '32408470', '7005276', '49556906']",4354,5093.283382663038,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 6.732996553182602e-06, 5093.283344872994]","[0, 0, 4354]","[[], [], ['11535539', '1590744', '3504761', '3419709', '19313533', '3973445', '38533515', '32408470', '7005276', '49556906']]"
12,56,"['1797622', '37205759', '11659421', '6947286', '4709641', '1727042', '35777860', '20937018', '18852643', '33986200']",4421,5173.609865495935,"[0, 0, 0, 7, 10]","[5183, 5183, 77, 10, 0]","[0.0, 6.163027137517929e-06, 5093.120208708104, 5173.478747567162, 5173.6098313811235]","[0, 0, 4354, 4420, 4421]","[[], [], [], ['11659421', '6947286', '4709641', '20937018', '18852643', '33986200', '35777860'], ['1797622', '37205759', '11659421', '6947286', '4709641', '1727042', '35777860', '20937018', '18852643', '33986200']]"
13,57,"['4380451', '11659421', '4709641', '3583084', '10786948', '13814480', '9675944', '10273147', '20937018', '30351165']",4421,5172.967350790976,"[0, 0, 0, 8, 10]","[5183, 5183, 87, 9, 0]","[0.0, 7.5660645961761475e-06, 5090.460120957112, 5170.730594826164, 5172.9673127271235]","[0, 0, 4354, 4420, 4421]","[[], [], [], ['11659421', '4709641', '3583084', '13814480', '9675944', '10273147', '20937018', '30351165'], ['4380451', '11659421', '4709641', '3583084', '10786948', '13814480', '9675944', '10273147', '20937018', '30351165']]"
14,70,"['4414547', '27240699', '42489926', '28107602', '27949347', '9483851', '21307488', '5956380', '37204802', '7225911']",4354,5091.1991334720515,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.089925929903984e-06, 5091.199098232901]","[0, 0, 4354]","[[], [], ['4414547', '27240699', '42489926', '28107602', '27949347', '9483851', '21307488', '5956380', '37204802', '7225911']]"
15,72,"['24721866', '6076903', '26461066', '12631697', '16546131', '14492964', '24712186', '41781905', '46594244', '1031534']",4679,5481.844745003851,"[0, 0, 2, 2, 2, 10]","[5183, 5183, 318, 86, 16, 0]","[0.0, 7.494818419218063e-06, 5093.68356028595, 5397.607368506957, 5477.907110586995, 5481.844704980031]","[0, 0, 4354, 4612, 4678, 4679]","[[], [], ['6076903', '1031534'], ['6076903', '1031534'], ['6076903', '1031534'], ['24721866', '6076903', '26461066', '12631697', '16546131', '14492964', '24712186', '41781905', '46594244', '1031534']]"
