q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['16962732', '3874000', '1848452', '26899920', '9122283', '22530842', '25950264', '19855358', '21456232', '9634465']",79,37.588978546031285,"[0, 0, 0, 0, 0, 10]","[250, 250, 159, 74, 36, 0]","[0.0, 1.1947005987167358e-05, 17.408924794988707, 28.155979787989054, 34.09398801298812, 37.588947392010596]","[0, 0, 37, 61, 73, 79]","[[], [], [], [], [], ['16962732', '3874000', '1848452', '26899920', '9122283', '22530842', '25950264', '19855358', '21456232', '9634465']]"
1,3,"['13949015', '2739854', '14717500', '4632921', '23389795', '1388704', '4414547', '19058822', '4378885', '32181055']",51,23.41780719003873,"[0, 0, 0, 0, 10]","[250, 250, 62, 21, 0]","[0.0, 1.4012039173394442e-05, 16.430734713037964, 21.39175345102558, 23.41775487799896]","[0, 0, 37, 47, 51]","[[], [], [], [], ['13949015', '2739854', '14717500', '4632921', '23389795', '1388704', '4414547', '19058822', '4378885', '32181055']]"
2,5,"['1583041', '13734012', '42240424', '456304', '18617259', '21550246', '27063470', '23203102', '1292369', '11349166']",61,36.36848755198298,"[0, 0, 0, 10]","[250, 250, 159, 0]","[0.0, 1.50820123963058e-05, 22.14155555999605, 36.368442917999346]","[0, 0, 37, 61]","[[], [], [], ['1583041', '13734012', '42240424', '456304', '18617259', '21550246', '27063470', '23203102', '1292369', '11349166']]"
3,13,"['27123743', '41131087', '1263446', '33740844', '2425364', '1958440', '49429882', '8529693', '6323196', '7662395']",44,35.36670558399055,"[0, 0, 0, 4, 9, 10]","[250, 250, 14, 10, 5, 0]","[0.0, 1.3584969565272331e-05, 28.76520215300843, 31.631313019024674, 33.85196607600665, 35.36667077196762]","[0, 0, 37, 40, 43, 44]","[[], [], [], ['49429882', '8529693', '33740844', '7662395'], ['41131087', '1263446', '33740844', '2425364', '1958440', '49429882', '8529693', '6323196', '7662395'], ['27123743', '41131087', '1263446', '33740844', '2425364', '1958440', '49429882', '8529693', '6323196', '7662395']]"
4,36,"['9813098', '37424881', '8595678', '42441846', '3215494', '16252863', '21636085', '11705328', '12130200', '18557974']",43,28.02550325996708,"[0, 0, 0, 0, 10]","[250, 250, 15, 13, 0]","[0.0, 1.2891017831861973e-05, 21.610240518988576, 24.91511064901715, 28.025463742029388]","[0, 0, 37, 40, 43]","[[], [], [], [], ['9813098', '37424881', '8595678', '42441846', '3215494', '16252863', '21636085', '11705328', '12130200', '18557974']]"
5,42,"['25420421', '40913091', '1145473', '2460304', '6315132', '18174210', '42373943', '27889071', '26474812', '45218443']",57,34.49552645999938,"[0, 0, 0, 0, 0, 8, 10]","[250, 250, 72, 22, 14, 6, 0]","[0.0, 1.0769988875836134e-05, 21.448689719021786, 28.562080303032417, 30.766641592024826, 32.96676626498811, 34.49548801401397]","[0, 0, 37, 49, 53, 56, 57]","[[], [], [], [], [], ['25420421', '40913091', '1145473', '2460304', '6315132', '42373943', '26474812', '45218443'], ['25420421', '40913091', '1145473', '2460304', '6315132', '18174210', '42373943', '27889071', '26474812', '45218443']]"
6,48,"['13734012', '7485455', '18617259', '10450300', '27063470', '23203102', '13901073', '23262027', '10314816', '11349166']",58,39.87419779598713,"[0, 0, 0, 0, 0, 10]","[250, 250, 94, 14, 11, 0]","[0.0, 2.234696876257658e-05, 23.869404791970737, 34.41601628001081, 37.61201322701527, 39.874156391015276]","[0, 0, 37, 52, 55, 58]","[[], [], [], [], [], ['13734012', '7485455', '18617259', '10450300', '27063470', '23203102', '13901073', '23262027', '10314816', '11349166']]"
7,49,"['1006165', '7029990', '86602746', '23913146', '1333643', '2619579', '5702790', '15590539', '22362025', '5953485']",86,43.115401729010046,"[0, 0, 7, 7, 7, 10]","[250, 250, 243, 75, 4, 0]","[0.0, 1.1688971426337957e-05, 19.055808360979427, 36.36557832197286, 42.05372353596613, 43.11535500496393]","[0, 0, 37, 73, 85, 86]","[[], [], ['2619579', '5702790', '15590539', '22362025', '7029990', '5953485', '1333643'], ['2619579', '5702790', '15590539', '22362025', '7029990', '5953485', '1333643'], ['2619579', '5702790', '15590539', '22362025', '7029990', '5953485', '1333643'], ['1006165', '7029990', '86602746', '23913146', '1333643', '2619579', '5702790', '15590539', '22362025', '5953485']]"
8,50,"['301838', '13989491', '4561402', '29785642', '18488986', '3952288', '12580014', '8354687', '25738896', '39559521']",125,64.39465580595424,"[0, 0, 2, 3, 3, 3, 3, 3, 10]","[250, 250, 248, 247, 27, 25, 14, 8, 0]","[0.0, 2.5435991119593382e-05, 20.17620745196473, 38.53466339799343, 56.564320380974095, 58.745006683981046, 60.9110253189574, 62.68814009899506, 64.39461256196955]","[0, 0, 37, 74, 111, 116, 121, 124, 125]","[[], [], ['18488986', '12580014'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['301838', '13989491', '4561402', '29785642', '18488986', '3952288', '12580014', '8354687', '25738896', '39559521']]"
9,51,"['7821634', '19358586', '8963413', '4820792', '1379127', '38623601', '24349992', '7583725', '16734530', '45638119']",41,22.70513606502209,"[0, 0, 0, 9, 10]","[250, 250, 15, 6, 0]","[0.0, 1.6189005691558123e-05, 18.978808054002002, 21.14060723996954, 22.705088905000594]","[0, 0, 37, 40, 41]","[[], [], [], ['7821634', '19358586', '8963413', '4820792', '1379127', '38623601', '7583725', '16734530', '45638119'], ['7821634', '19358586', '8963413', '4820792', '1379127', '38623601', '24349992', '7583725', '16734530', '45638119']]"
