q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['4346436', '3874000', '4340509', '21456232', '719812', '1065627', '17388232', '43990286', '25404036', '121581019']",40,41.40801127901068,"[0, 0, 0, 0, 0, 10]","[250, 250, 154, 88, 26, 0]","[0.0, 1.4552962966263294e-05, 16.27472820796538, 28.801239500986412, 37.10276331601199, 41.407973401015624]","[0, 0, 18, 30, 37, 40]","[[], [], [], [], [], ['4346436', '3874000', '4340509', '21456232', '719812', '1065627', '17388232', '43990286', '25404036', '121581019']]"
1,3,"['32181055', '4632921', '2739854', '1388704', '14717500', '4414547', '17088791', '2107238', '2485101', '23389795']",25,27.430887255002744,"[0, 0, 0, 0, 10]","[250, 250, 71, 16, 0]","[0.0, 1.4354998711496592e-05, 15.98560155602172, 23.451886911992915, 27.43084898800589]","[0, 0, 18, 24, 25]","[[], [], [], [], ['32181055', '4632921', '2739854', '1388704', '14717500', '4414547', '17088791', '2107238', '2485101', '23389795']]"
2,5,"['7447120', '3078080', '18617259', '13734012', '21550246', '11349166', '42240424', '1292369', '1583041', '23124332']",37,37.860276594001334,"[0, 0, 0, 0, 0, 10]","[250, 250, 192, 39, 11, 0]","[0.0, 1.2882985174655914e-05, 15.94916453002952, 31.10418377199676, 35.177779213991016, 37.86022870702436]","[0, 0, 18, 32, 36, 37]","[[], [], [], [], [], ['7447120', '3078080', '18617259', '13734012', '21550246', '11349166', '42240424', '1292369', '1583041', '23124332']]"
3,13,"['17450673', '8529693', '23557241', '92308', '33740844', '9167230', '1428840', '30639847', '2605032', '21553394']",18,15.91902507096529,"[0, 0, 10]","[250, 250, 0]","[0.0, 9.868002962321043e-06, 15.918990443984512]","[0, 0, 18]","[[], [], ['17450673', '8529693', '23557241', '92308', '33740844', '9167230', '1428840', '30639847', '2605032', '21553394']]"
4,36,"['33409100', '3215494', '18557974', '21636085', '12130200', '42441846', '11705328', '37424881', '5152028', '12810152']",22,23.876548185013235,"[0, 0, 0, 0, 10]","[250, 250, 18, 16, 0]","[0.0, 1.1914002243429422e-05, 15.938184048980474, 19.961386559007224, 23.87651539198123]","[0, 0, 18, 21, 22]","[[], [], [], [], ['33409100', '3215494', '18557974', '21636085', '12130200', '42441846', '11705328', '37424881', '5152028', '12810152']]"
5,42,"['8925851', '5782614', '17168045', '10128893', '18174210', '6315132', '40913091', '26474812', '45218443', '1145473']",34,35.79505005304236,"[0, 0, 0, 0, 0, 9, 10]","[250, 250, 118, 24, 18, 9, 0]","[0.0, 1.2879958376288414e-05, 15.951407379994635, 24.004391500959173, 28.076125038962346, 32.14663335797377, 35.79501512896968]","[0, 0, 18, 27, 30, 33, 34]","[[], [], [], [], [], ['5782614', '17168045', '10128893', '18174210', '6315132', '40913091', '26474812', '45218443', '1145473'], ['8925851', '5782614', '17168045', '10128893', '18174210', '6315132', '40913091', '26474812', '45218443', '1145473']]"
6,48,"['28738741', '3078080', '18617259', '27063470', '13734012', '11349166', '23203102', '10450300', '6404801', '14362780']",35,32.79826798796421,"[0, 0, 0, 0, 8, 8, 10]","[250, 250, 96, 43, 35, 3, 0]","[0.0, 1.4062970876693726e-05, 15.959842299984302, 24.0022389239748, 28.057446961989626, 32.112506721983664, 32.798234143003356]","[0, 0, 18, 26, 30, 34, 35]","[[], [], [], [], ['28738741', '3078080', '18617259', '27063470', '13734012', '11349166', '23203102', '10450300'], ['28738741', '3078080', '18617259', '27063470', '13734012', '11349166', '23203102', '10450300'], ['28738741', '3078080', '18617259', '27063470', '13734012', '11349166', '23203102', '10450300', '6404801', '14362780']]"
7,49,"['3154880', '5702790', '9539248', '7968532', '14362780', '5953485', '7029990', '1333643', '1354567', '6690087']",19,19.56579836102901,"[0, 0, 0, 10]","[250, 250, 13, 0]","[0.0, 2.1496962290257215e-05, 15.917626061011106, 19.565754334966186]","[0, 0, 18, 19]","[[], [], [], ['3154880', '5702790', '9539248', '7968532', '14362780', '5953485', '7029990', '1333643', '1354567', '6690087']]"
8,50,"['25738896', '18488986', '17844478', '3835423', '301838', '15707049', '12580014', '15955172', '4429932', '4688340']",40,37.3631379629951,"[0, 0, 5, 5, 5, 10]","[250, 250, 245, 18, 10, 0]","[0.0, 9.396986570209265e-06, 16.003357246983796, 33.15367986995261, 37.30700378597248, 37.363104505988304]","[0, 0, 18, 36, 39, 40]","[[], [], ['25738896', '18488986', '4688340', '12580014', '15955172'], ['25738896', '18488986', '4688340', '12580014', '15955172'], ['25738896', '18488986', '4688340', '12580014', '15955172'], ['25738896', '18488986', '17844478', '3835423', '301838', '15707049', '12580014', '15955172', '4429932', '4688340']]"
9,51,"['15113221', '45638119', '7821634', '8891333', '7583725', '24249915', '8963413', '22401720', '24349992', '2014909']",19,19.907737916044425,"[0, 0, 0, 10]","[250, 250, 16, 0]","[0.0, 1.3832002878189087e-05, 15.964005285000894, 19.90770425600931]","[0, 0, 18, 19]","[[], [], [], ['15113221', '45638119', '7821634', '8891333', '7583725', '24249915', '8963413', '22401720', '24349992', '2014909']]"
10,53,"['4889228', '4429932', '21439640', '43385013', '45638119', '7821634', '7583725', '19358586', '24349992', '7795952']",22,23.261094040994067,"[0, 0, 0, 9, 10]","[250, 250, 21, 12, 0]","[0.0, 8.823990356177092e-06, 15.988013173977379, 20.07330557698151, 23.261058573960327]","[0, 0, 18, 21, 22]","[[], [], [], ['4889228', '4429932', '21439640', '43385013', '45638119', '7583725', '19358586', '24349992', '7795952'], ['4889228', '4429932', '21439640', '43385013', '45638119', '7821634', '7583725', '19358586', '24349992', '7795952']]"
11,54,"['3973445', '3419709', '32408470', '7005276', '24721866', '3504761', '14874811', '23974474', '49556906', '26025820']",25,25.699856879014987,"[0, 0, 0, 6, 6, 10]","[250, 250, 29, 23, 6, 0]","[0.0, 1.1176976840943098e-05, 15.975462857983075, 20.089023912965786, 24.21830042800866, 25.699826102994848]","[0, 0, 18, 21, 24, 25]","[[], [], [], ['23974474', '3973445', '3419709', '32408470', '49556906', '24721866'], ['23974474', '3973445', '3419709', '32408470', '49556906', '24721866'], ['3973445', '3419709', '32408470', '7005276', '24721866', '3504761', '14874811', '23974474', '49556906', '26025820']]"
12,56,"['14434123', '22185730', '24652030', '33986200', '22116439', '13293033', '4459491', '15347087', '4709641', '11659421']",34,35.89182514499407,"[0, 0, 0, 0, 0, 10]","[250, 250, 79, 74, 23, 0]","[0.0, 1.249497290700674e-05, 16.034457202011254, 24.10510018497007, 31.780671852990054, 35.89178162202006]","[0, 0, 18, 25, 31, 34]","[[], [], [], [], [], ['14434123', '22185730', '24652030', '33986200', '22116439', '13293033', '4459491', '15347087', '4709641', '11659421']]"
