q,qid,time,id_len,ids
0,1,152.99903993005864,250,"['21456232', '17388232', '19855358', '3874000', '9988425', '15337254', '927561', '32532238', '43224840', '8386609', '13889430', '19485649', '16962732', '42855554', '23036207', '3866315', '59453688', '21578627', '36233757', '95764370', '121581019', '11256632', '33397197', '196664003', '20943272', '11983390', '13823200', '4462777', '45199834', '31715818', '2121272', '10991183', '1065627', '40145839', '43990286', '36637129', '25435456', '1469751', '38808600', '6673421', '8790729', '9412420', '34876410', '16826810', '44640124', '28436879', '11840194', '15491404', '12411274', '43385013', '13481880', '41982985', '18758057', '12899612', '7581911', '9122283', '27049238', '35008773', '1922901', '1192458', '23160444', '39851630', '13923069', '22712546', '31154082', '4896726', '5567223', '39532074', '13231899', '1156322', '25052749', '25298276', '42080024', '22867765', '33036897', '18375089', '25488034', '14103509', '10162553', '4911006', '38844612', '16128711', '19651306', '6054657', '20101846', '9730755', '4363526', '2617858', '16939583', '10931595', '10628767', '2056197', '20279166', '15327601', '33920995', '9878167', '4459491', '26025820', '10982689', '19138874', '29638116', '4462419', '4784069', '16532419', '4346436', '169264', '719812', '32827351', '7764903', '2060137', '4340509', '9580772', '2888272', '15472716', '21550246', '12956194', '13779605', '4702639', '7317051', '27127885', '39776978', '11535539', '23141360', '9272598', '82665667', '5764562', '9507605', '15176526', '13992047', '39763465', '13592721', '3353748', '11674288', '2853685', '17702490', '12742164', '25985964', '36398420', '4435369', '1346695', '1499964', '22561064', '39291138', '17741440', '8182950', '33986200', '12866641', '38037690', '9705208', '25657127', '207972', '44947611', '16541762', '33904473', '15856466', '803312', '40212412', '14105446', '37562370', '2565138', '1944452', '14848619', '20456030', '31200375', '25404036', '40769868', '2000038', '17209919', '24712186', '13878124', '4335423', '17271462', '15955172', '24512417', '7447120', '23897346', '195683603', '34034749', '6219790', '3847200', '4311206', '18953920', '6807122', '104130', '37437064', '13980338', '28071965', '4928282', '16284655', '502797', '31439189', '6441369', '51728753', '26607366', '9634465', '21271817', '36651210', '8150638', '22150633', '23686039', '21439293', '9629682', '18575183', '17208742', '17682477', '464511', '8290953', '7583104', '5377059', '14082855', '58050905', '24356383', '18691097', '25191216', '20418809', '87610599', '17412260', '17934082', '10342807', '15551129', '35004872', '5395426', '16057926', '11172205', '1834762', '5132461', '6308416', '15365719', '39174007', '6863070', '4795303', '43711341', '24185667', '8519911', '26047921', '14719322', '10607877', '20758340', '24770913', '32250572', '8219248', '10530014', '1381673', '14060030', '7230315', '18429416', '23763738', '2344892', '3727986', '13778710']"
1,3,149.49254873208702,250,"['4414547', '14717500', '2739854', '23389795', '1388704', '2107238', '3672261', '15155862', '11532028', '13373629', '2095573', '4427060', '5448119', '4378885', '13519661', '20280410', '13905670', '16734530', '35329820', '19497526', '18340282', '2647374', '7020505', '22975806', '1583134', '43334921', '13914198', '32181055', '1544804', '10944947', '4632921', '9196472', '13940200', '3868322', '3222187', '3093512', '24530130', '41782935', '5567005', '1265945', '25571386', '13956305', '17088791', '6947286', '10145528', '15570962', '20399078', '13007205', '6290112', '263364', '2359152', '14729253', '9650982', '9394119', '5956380', '4457160', '16172576', '6492658', '24725136', '857189', '43311750', '28592273', '810480', '45218443', '10548391', '11090688', '12443371', '3067015', '3315558', '27408104', '39481265', '6078882', '13791788', '4587978', '380526', '21641088', '29185044', '1180972', '11271123', '42377686', '24237492', '24783597', '13923140', '2454002', '667451', '1836154', '2485101', '31902059', '28069701', '10766688', '25536577', '503050', '14019636', '31634628', '19736671', '2062382', '83707680', '13439128', '39661951', '19058822', '8494570', '14530534', '18276599', '3662132', '27061085', '3444507', '5304891', '4489217', '20886584', '11861374', '2608447', '31347396', '1649738', '24341590', '8989616', '10641715', '45200347', '22505190', '13949015', '2867345', '1387104', '15286783', '12271486', '2722988', '6401675', '23716150', '11244195', '5650232', '85394684', '4505748', '21692235', '6532806', '16398049', '14717213', '8690595', '17240457', '4462777', '33387953', '11615422', '14926162', '25900857', '3285322', '6503534', '6173523', '9306247', '11527199', '15153602', '8925851', '23495058', '34287602', '18670', '26672703', '40429879', '28441310', '12324049', '12669325', '17676273', '31070360', '6517763', '9737083', '32721137', '3210545', '21551568', '2402323', '24190159', '41852733', '24896957', '8712839', '17447653', '11884292', '39571812', '32481310', '596817', '36450001', '9872468', '15617300', '14464451', '52850476', '38076716', '18494847', '3174305', '17911973', '13450938', '11728637', '1067605', '16232581', '36713289', '711256', '599582', '13916484', '40913091', '41650417', '5922085', '14915566', '8595678', '22067786', '37488367', '27393799', '28928964', '12428137', '13069283', '27158570', '1153655', '30534237', '834336', '24863571', '41599676', '8352137', '4421746', '4312169', '25737507', '42441846', '15478227', '24144677', '5855168', '3446400', '14402338', '4942718', '30655442', '4325398', '1780819', '11117679', '14658685', '25799020', '16364639', '13921783', '2638387', '36082224', '24521894', '13717103', '18662787', '54561709', '3823862', '8126244', '9875570', '20375264', '18027063', '15966318', '14275671', '25186412', '120385993', '14185503', '25416944', '7324039', '11253758', '21479575', '20419913', '8748720', '1332250', '6826636']"
2,5,143.60533686797135,250,"['27063470', '21550246', '1292369', '1583041', '23124332', '11349166', '18617259', '17333231', '695938', '26064942', '13734012', '28738741', '23203102', '22194407', '8082528', '15879544', '42240424', '2194320', '6947286', '1649738', '32481310', '12442311', '5824985', '11880289', '32084655', '8398627', '6561200', '25806385', '13717103', '23326722', '24512064', '5372432', '19308127', '27866735', '20008796', '20887554', '4449524', '32159283', '23577867', '27446873', '24088502', '40987633', '3413083', '24241932', '46695481', '19140422', '5433667', '9764256', '829646', '5558754', '12794099', '24863571', '12779444', '5114282', '3776162', '45027320', '27466734', '15048300', '27873158', '29955650', '25355575', '19824183', '14290854', '2052720', '15512462', '18340282', '4828631', '13007205', '24144677', '33835579', '32922179', '25261168', '25742130', '38040186', '30492966', '1145473', '11615422', '16732790', '24341590', '44672703', '13900610', '13791044', '30226988', '1387104', '23665162', '44624045', '21616324', '27054878', '3078080', '42373943', '21884449', '44048701', '40343416', '76415938', '841371', '103007', '2295434', '7373120', '24825841', '7813993', '21859699', '13230773', '11271123', '8892905', '20886584', '21033230', '4416964', '1153655', '6421734', '31624828', '6176498', '34733465', '15347087', '368506', '22442133', '10698739', '10548391', '3222187', '4414547', '21502234', '18199839', '20399078', '2496002', '39851630', '6415816', '34753204', '825728', '33257464', '33796570', '19497526', '2931832', '22482820', '52180874', '18734652', '14188138', '24042919', '1203035', '7020505', '17821387', '16737163', '68317730', '37065914', '27438378', '22185730', '935538', '9272598', '323335', '44660616', '16980892', '1171121', '5850219', '23126677', '28617573', '1358909', '16390264', '12662435', '12122482', '1084345', '4444861', '15635366', '37643601', '21644993', '41650417', '21216726', '17088791', '3912660', '32671519', '21363424', '21301090', '80522346', '19675911', '7602348', '21323587', '43855756', '23649163', '1102268', '7482674', '6387956', '5835149', '36558211', '36721932', '17324544', '5641851', '5548081', '20767776', '29981186', '10641715', '12451492', '17415081', '8298120', '23531592', '834336', '32177659', '13883546', '5735492', '13916484', '19945096', '21048969', '43483151', '18574146', '30983338', '45015767', '20221907', '28338268', '8925851', '26182390', '739734', '4959368', '19658917', '8670178', '19822046', '28592273', '25649545', '3981033', '18218379', '23420615', '641459', '25690516', '28164534', '43014661', '70633421', '10530014', '8593263', '7116734', '52095986', '6251620', '16201748', '25263942', '12358173', '23304931', '10145528', '11992632', '30369606', '19427410', '1701063', '21164071', '42291761', '23471400', '15570962', '991139', '27995781', '11254556', '4364884', '29745822', '1569031', '7547329', '2601324', '11784947', '18676539', '53302393']"
3,13,134.65171354287304,250,"['26611834', '33740844', '8529693', '49429882', '1958440', '2425364', '23557241', '27123743', '24594624', '37480103', '25293721', '32776084', '33257464', '13179318', '37916361', '4791384', '25953438', '7662395', '41131087', '6323196', '17450673', '11748341', '2958458', '439670', '56893404', '6718824', '13944805', '9513785', '22236223', '13791044', '4550036', '22815457', '1263446', '11360768', '11441172', '37118634', '27099731', '27129115', '9967265', '2604063', '16204011', '30786800', '25691541', '70455704', '2605032', '28633594', '2613775', '14823313', '356218', '24918110', '21048969', '3770750', '5939172', '19307912', '27393799', '4345757', '103007', '6042706', '26710772', '29387024', '15512462', '25182647', '3912660', '68317730', '20280410', '22007333', '23967973', '23013317', '4824840', '9167230', '23117378', '22194407', '74137632', '1781626', '13906581', '24704139', '24408040', '35521287', '41915616', '16322674', '39334724', '41310252', '13831842', '13770184', '14700857', '24088502', '5824985', '37731372', '76463821', '18574146', '20610390', '1449692', '12794099', '9548440', '21239672', '27054878', '1522647', '2058909', '6647414', '8842332', '18084826', '195689316', '23267371', '73323408', '75636923', '71628189', '12428497', '25641414', '10854174', '25420421', '18174210', '27889071', '26112696', '92308', '30983338', '3435889', '4409524', '1456068', '34544514', '21495419', '4432763', '581832', '17626822', '15692098', '11705328', '15670968', '1606628', '5145974', '4449524', '38784540', '4515975', '18025240', '23245050', '13497630', '36124058', '21274919', '21050357', '4983', '18750453', '6841927', '44660616', '5323845', '26611094', '8582337', '25589047', '21009874', '3903084', '10071552', '14682243', '27162821', '42150015', '22442133', '42185082', '25969485', '34198460', '30297355', '15669393', '70439309', '10365749', '13338820', '45401535', '36178047', '4647303', '21323587', '5487448', '19804204', '15678772', '42944505', '20287253', '7988832', '19799455', '31942055', '19278208', '11630388', '19052713', '10408324', '18997216', '28806780', '7647224', '22414304', '16422880', '20240998', '9254550', '19824183', '19961177', '3716075', '35714909', '2032877', '36558211', '463533', '25069745', '8428935', '29090823', '45276789', '1946610', '6876224', '456304', '2488880', '2787558', '13230773', '12030735', '7285256', '24917562', '10692948', '39059143', '22241778', '19315511', '15040589', '1145473', '12209494', '25293616', '52072815', '51972698', '22467585', '20645335', '17415081', '25451374', '15274349', '7655029', '30292811', '22711954', '13464392', '36003142', '881332', '2829179', '15928989', '22896384', '1180972', '11532028', '10209731', '11457219', '45154987', '6387956', '20999249', '27580223', '28562710', '13959707', '18104691', '38727075', '4353857', '23369842', '6085365', '43226130', '4810810', '10692412', '14319754', '41294031', '10577574', '12205576', '29185044']"
4,36,151.69988646009006,250,"['42441846', '37424881', '21636085', '3215494', '12130200', '16252863', '12810152', '4442799', '11705328', '18557974', '5152028', '33409100', '18256197', '10557471', '8595678', '36654066', '24049225', '9813098', '25439264', '41646286', '13801259', '15615957', '20083834', '2829179', '3801693', '39558597', '26230669', '25488034', '32322418', '38551172', '25599283', '21380348', '19799455', '7116734', '17755060', '38025907', '22023404', '30915421', '11289247', '3090454', '14803797', '34603465', '24594624', '6259170', '13277039', '23439808', '25562234', '30639847', '38028419', '13172737', '44724517', '5979056', '3285059', '2405259', '23665162', '6171953', '23577867', '6853699', '52805891', '11459139', '21372171', '22517564', '12240507', '13350374', '14782049', '12009265', '29148743', '4423401', '1522647', '24917562', '10883736', '4959368', '1471041', '2787558', '49429882', '56528795', '24737389', '19822046', '13036442', '42387637', '43048059', '3150030', '26658659', '16256507', '4462079', '17163294', '6327940', '5775033', '23100962', '19487477', '11457219', '6313547', '14116046', '4841908', '14663842', '13573143', '10482574', '41781905', '13312471', '4463811', '9513785', '54561384', '27162821', '36124058', '30720103', '4483571', '5687200', '15561961', '28712203', '13902570', '11771811', '15559582', '12903921', '25079962', '21553394', '26064662', '4678846', '33339202', '21547032', '18199839', '36025357', '10538985', '6415816', '31407112', '33740844', '23397658', '13001323', '37583120', '1387104', '31070360', '2028532', '21571708', '34054472', '37916361', '11951999', '14407673', '10692948', '19278208', '13770184', '4515975', '39368721', '76463821', '8529693', '202259', '13338820', '14479433', '4679264', '23267371', '1360607', '8446259', '2159648', '8460275', '9555784', '23013317', '8083310', '20501163', '19460822', '3828508', '46328296', '25028913', '12991445', '3034412', '36960449', '44624045', '71625969', '12662435', '27889071', '31562330', '7426741', '7757997', '4449524', '25300664', '71341302', '18174210', '6176498', '23017040', '6315132', '6718824', '10029891', '4445629', '9291668', '24042919', '25974070', '8856690', '4500832', '39174007', '23895668', '3701541', '7150238', '22843838', '275294', '16527698', '23245050', '72933407', '520579', '12074066', '43629704', '11071351', '9171913', '4506414', '21623140', '26409363', '10526279', '22482024', '16745747', '14501880', '1538080', '25259746', '2425364', '41915616', '11748341', '1449692', '12207167', '3222187', '20977638', '44572913', '23868856', '4434951', '11481946', '4550036', '25822299', '4409524', '31890716', '28845338', '19185192', '45447613', '4647303', '1711571', '8317408', '30786800', '23908217', '6793674', '24384587', '21932297', '11428884', '40913091', '3553087', '14938990', '3468459', '22059387', '8548635', '25878014', '26488879', '4391121', '6421792', '25830701', '17775228', '70704988', '41707539', '6334188']"
5,42,148.4567951259669,250,"['18174210', '40913091', '2460304', '45218443', '5836', '5782614', '8925851', '6315132', '39506601', '16745747', '18676539', '10526279', '8385277', '42465769', '4366738', '32170702', '25830701', '8724666', '4449524', '8083310', '22482024', '1145473', '5765455', '3391547', '11900630', '25420421', '17168045', '10530014', '27889071', '13116880', '5107861', '12240507', '1617327', '14717213', '30152134', '14550841', '18374364', '4417177', '3758260', '23190392', '7850867', '40900567', '13959707', '2587396', '16252863', '26474812', '4326318', '6000423', '3899896', '27162821', '14021596', '42373943', '25069745', '35534019', '18557974', '3215494', '25937484', '20544428', '20690388', '14492339', '10795340', '33076846', '4816339', '24612804', '33677323', '9478135', '4993011', '27306942', '27907205', '39851630', '6415816', '33339202', '18256197', '16488405', '9254550', '3321943', '8595678', '9285396', '7757997', '1265945', '8317408', '7227763', '5152028', '301866', '11705328', '14479433', '18750453', '38735355', '12662435', '6250701', '5289038', '2485101', '5415832', '42787108', '30714190', '4561402', '6374918', '29473081', '38712515', '27403802', '24049225', '32671519', '24594624', '8137081', '12130067', '10015292', '18987782', '5484763', '13905670', '19497526', '18344910', '25182647', '21301090', '36654066', '12810152', '21636085', '4442799', '5304891', '3672261', '18670', '13940200', '15615957', '19799455', '1373287', '10128893', '2647374', '29723642', '38793927', '13368032', '22948960', '25001628', '20886584', '7224723', '38899659', '3572885', '3001685', '80522346', '24144677', '3152612', '24042919', '40349336', '4380004', '13509809', '11289247', '9911547', '3863543', '2701077', '19511011', '10326242', '11951999', '54561384', '19482914', '25148216', '23727313', '20839751', '6503185', '19487477', '36444198', '25985964', '4421742', '39571812', '20280410', '8756719', '39443128', '14407673', '16120395', '19822046', '6710699', '5266423', '11884292', '4254064', '34016987', '26064662', '22123421', '9196472', '23203102', '23013317', '3616843', '13956305', '4353857', '37424881', '13914198', '2452989', '17463549', '21164071', '4421787', '11902109', '25068298', '15155862', '22023404', '37297740', '6493422', '13801259', '6176498', '7114092', '7029990', '30786800', '1471041', '21392223', '20761364', '25938221', '7948486', '13312471', '32481310', '2359152', '24466904', '623486', '18447487', '4335423', '11457219', '11868606', '12903921', '24521894', '28592273', '33030946', '29564505', '72933407', '3553087', '12428137', '23918031', '35766603', '40234452', '9460704', '33409100', '12409683', '26124606', '10617916', '42441846', '3935126', '9787715', '21472388', '663464', '25041967', '15981174', '43311750', '3067015', '27408104', '2867345', '56893404', '37269418', '68317730', '3419802', '16546131', '12207167', '14252892', '7482674', '25388309', '21793890', '18199839', '13980338']"
6,48,154.89471622812562,250,"['27063470', '18617259', '11349166', '13734012', '32159283', '23203102', '21550246', '695938', '3078080', '3413083', '5850219', '19945096', '45027320', '12794099', '5824985', '44624045', '29955650', '9167230', '1387104', '15129362', '7647224', '19854543', '24943534', '44562058', '4883040', '30844602', '12779444', '45820464', '7447120', '16572581', '46353045', '28806780', '26124606', '25134146', '92308', '39550665', '25420421', '40343416', '20471181', '3672261', '18670', '44265107', '27910499', '21644993', '28738741', '25853741', '10365749', '8858602', '10530014', '13322804', '21884059', '12030680', '11359243', '21932050', '12471115', '35987381', '20754359', '14700857', '27889071', '13966946', '8082528', '5735492', '6559701', '13770184', '11344428', '70633421', '5114282', '27243019', '12442311', '21216726', '13899137', '23841828', '32353339', '26016929', '14550841', '20261352', '3552753', '5372432', '7224723', '17077004', '9161988', '9764256', '27466734', '13469921', '4402497', '40323148', '25141908', '2359152', '2328272', '7813993', '45457778', '45908102', '9547722', '22309946', '23126677', '36497180', '34287602', '1259359', '25499612', '17415081', '301866', '34016987', '13071728', '4828631', '30919024', '3698758', '26133404', '4506414', '30492966', '24088502', '24557631', '32481310', '17454301', '13959707', '26474812', '13956305', '5476778', '8563659', '17821387', '18340282', '4505748', '30226988', '8582337', '2048139', '13900610', '25293616', '6503534', '29981186', '14390137', '22688699', '32556431', '11238951', '8063697', '3776162', '374902', '7111021', '14806256', '5752492', '857189', '2488880', '16760369', '2052720', '33835579', '3001685', '38376189', '10976596', '25261168', '14682243', '52188256', '14843502', '27580223', '437924', '12584053', '18574146', '5835149', '27446873', '23136735', '22194407', '21186109', '13726379', '10374686', '6334188', '43587663', '49208216', '54440', '2841164', '21700295', '12122482', '19994006', '991139', '33684572', '23531592', '13901073', '103007', '21323587', '13843341', '46695481', '52072815', '581832', '18816720', '5710820', '24596228', '5548081', '10450300', '5284188', '27866735', '14319754', '841371', '6319826', '24942840', '44672703', '2159648', '18344910', '46355579', '2496002', '7485455', '8665891', '74701974', '7655029', '3355397', '4824840', '263364', '21489324', '24512064', '13857083', '19854744', '21274496', '5398179', '6501747', '29134911', '13938878', '5597586', '3903084', '1153655', '6251620', '9604301', '3083927', '19661996', '26105746', '3716075', '6421734', '6503185', '14408200', '253672', '28562710', '8398627', '20999249', '1986482', '8670178', '76415938', '13933299', '21571708', '36558211', '30813140', '8892905', '10068634', '37182501', '15048300', '6173523', '601033', '21274919', '13519661', '1265945', '38784540', '10944947', '53302393', '7764903', '10548391', '19327364', '80522346']"
7,49,195.93159077502787,250,"['5953485', '5702790', '22362025', '7029990', '23913146', '950306', '1333643', '2613813', '18654430', '5409325', '1617327', '15590539', '2619579', '32324430', '1006165', '153744', '5633957', '13290521', '22623275', '11784947', '12787125', '8006440', '12871002', '16364639', '1354567', '9159495', '9091863', '4411760', '30261663', '2251426', '5612738', '19047331', '6404801', '20018321', '13931771', '2205779', '21909315', '18914652', '6820680', '6913227', '33677323', '67787658', '23126677', '39580129', '22871664', '7860396', '35448676', '4393153', '13964633', '22049489', '19358586', '236204', '21373240', '2541699', '116075383', '6535392', '40412980', '24221369', '39389082', '15790930', '12652963', '12582729', '6054657', '21601459', '5253987', '1469751', '18207615', '8247469', '19368793', '23471400', '4653837', '12337611', '10024681', '16058322', '46478393', '23727313', '14362780', '86602746', '2000038', '4162857', '6264468', '31148090', '9539753', '6828370', '3684342', '6285534', '4418112', '25523969', '23934390', '6501747', '12440953', '435529', '17544977', '18421962', '5271210', '2356950', '14652521', '28704738', '8496132', '4067274', '20585600', '7281161', '27167110', '5867846', '26045237', '37438296', '9748934', '9433958', '14380875', '10486817', '39506601', '4343811', '6209599', '654735', '26848994', '16346504', '3321943', '38745690', '935538', '3154880', '946756', '40721190', '29828242', '34604584', '23420615', '11822354', '14610165', '14797520', '18467982', '4467129', '21093407', '9669099', '12643937', '37727521', '44366096', '26112624', '10443642', '19255949', '9539248', '19828689', '21557055', '19800147', '2460304', '3583084', '23076291', '23938319', '16605494', '7487927', '23618826', '20725212', '38009906', '18841257', '31272411', '4402497', '42662816', '25022826', '8512633', '5783785', '53211308', '26751583', '11048759', '1569031', '11244195', '7225911', '663464', '12669325', '5838067', '51817902', '22003328', '15419873', '461550', '4306711', '41337677', '9505448', '20374609', '16882895', '15593561', '1727493', '982650', '8702697', '20179918', '49432306', '35329820', '10542877', '7317051', '1976183', '45875990', '13583521', '7820043', '10423989', '7912', '15659108', '1226452', '43602749', '10627801', '39929509', '23634484', '13763195', '6766459', '8426046', '9655347', '13048272', '885056', '23269537', '6401675', '3882374', '12315072', '42314147', '27900414', '11844826', '19644821', '12642224', '365896', '13384318', '2061878', '46248894', '19822046', '8995263', '2566674', '20381484', '4323449', '207972', '4345315', '9217800', '32556431', '2266471', '24042363', '4407455', '86231298', '41620295', '8327914', '5860364', '21521236', '14581009', '6386930', '2890952', '29107180', '27373088', '10247314', '35747505', '9648896', '6144337', '29863668', '4664540', '515489', '3730196', '4729644', '41548287', '30507607', '22495397']"
8,50,152.94332300801761,250,"['12580014', '18488986', '25738896', '15405204', '1583134', '39559521', '301838', '13989491', '8354687', '3952288', '29785642', '4561402', '15707049', '10162553', '2734421', '32906513', '24828165', '25832301', '13007205', '1346695', '17844478', '21063817', '9095394', '15335331', '10812605', '32742683', '6944800', '24349992', '6807122', '13889430', '20568364', '1782201', '4702639', '9558539', '7736860', '67045088', '22401720', '12762485', '4429118', '14315749', '22521091', '24249915', '36399107', '15113221', '32001951', '12641252', '26886351', '31313782', '31902335', '2061878', '31803596', '22963769', '15081770', '31933981', '25726838', '3376731', '3210545', '9486930', '11578459', '11968641', '6517763', '17717391', '1921218', '19701340', '43385013', '15322518', '7583725', '19736671', '3849194', '21521236', '17755060', '38009906', '9791313', '25344732', '4489217', '16086778', '21551568', '29190724', '14131683', '952111', '7046487', '26231129', '19673227', '1192458', '10365787', '1866911', '41710132', '11887584', '7343711', '9483851', '27949347', '45875990', '22972632', '2727303', '3756384', '8994465', '38355793', '12650610', '38485364', '29366489', '7621534', '13235609', '17412260', '12737132', '1243475', '36950726', '20501163', '3559136', '13070316', '7795952', '20183360', '33638477', '17917408', '10165723', '45638119', '19343151', '21033230', '39758684', '5774746', '3805841', '18953920', '4362729', '38844612', '34189936', '4418878', '27647593', '42298280', '1686997', '25328476', '19541444', '11484808', '35684881', '13779605', '3590806', '17648235', '8963413', '4889228', '24205118', '6121668', '16201748', '1900152', '13011249', '33387953', '27240699', '8133180', '6910577', '6407356', '6650933', '14180565', '43014661', '12489130', '13244602', '825728', '3545805', '7975937', '9600826', '1574014', '1836154', '6790197', '11172205', '42731834', '23649163', '42279414', '21891856', '32721137', '7228140', '25523969', '40667577', '1791714', '21902400', '24190159', '38243984', '46617075', '17188921', '13329980', '4312169', '8538916', '20333864', '5406411', '13964633', '4993011', '6828370', '18987782', '4583180', '18375089', '30919024', '2547636', '5172048', '17934082', '10494012', '2841164', '23985464', '14311986', '2374637', '3680979', '5238341', '25853741', '30580263', '2474731', '6948886', '4380287', '15521377', '4434951', '13106686', '24155601', '44420873', '15907458', '34846352', '25994317', '19688024', '18361917', '16732790', '11238951', '9239963', '1976183', '2389574', '12358173', '33370', '4387484', '864491', '10669939', '27264454', '79696454', '164985', '14105446', '30224907', '21676556', '18882947', '13916484', '11271123', '20279166', '6923961', '52873726', '18263406', '15541119', '23895668', '52188256', '9687772', '20155713', '15176526', '30297355', '3788528', '32927401', '30226988', '8995263', '9056874', '38037690', '14626540', '1982286', '8989616']"
9,51,150.31804532604292,250,"['45638119', '7583725', '7821634', '19358586', '15721252', '5270265', '23863551', '4429932', '4889228', '21439640', '16691520', '34066665', '24834968', '13069283', '27240667', '21033230', '15113221', '8963413', '24249915', '12762485', '25973484', '24294572', '15946643', '13007205', '5500086', '15600979', '13791206', '29366489', '8538916', '29806339', '14241418', '31311495', '18953920', '20183360', '22509015', '16086778', '3727986', '9558539', '16734530', '67045088', '5386514', '27647593', '1866911', '22975806', '16322674', '13964633', '18987782', '313403', '22401720', '19673227', '25732836', '6550579', '4820792', '15832146', '32742683', '17648235', '19541444', '39929509', '17088791', '2015126', '37480103', '38784540', '38551172', '195680777', '2727303', '32001951', '25488034', '6259170', '9600826', '11484808', '43385013', '2130391', '20333864', '4429118', '831167', '23078022', '38009906', '20886584', '52180874', '24144677', '5487448', '40735046', '5649538', '1032372', '25576204', '22482820', '12438901', '24341590', '2931832', '18340282', '13519661', '5222182', '7225911', '1782201', '4702639', '38623601', '3858268', '29473081', '6650933', '20454006', '33387953', '8994465', '31439189', '1379127', '4999633', '31851367', '24349992', '1171121', '16701509', '7795952', '8774475', '21902400', '4583180', '1686997', '2613411', '33638477', '15335331', '25523969', '13400643', '23887844', '1065627', '13831558', '12358173', '31591262', '17412260', '12737132', '24873253', '7228140', '23557241', '3285322', '20839751', '8891333', '7875158', '13765757', '9171913', '36432234', '1389264', '16806763', '2389574', '17755060', '6828370', '15559582', '3559136', '21502234', '22267225', '1554348', '25832301', '825728', '9486930', '22901758', '878526', '2576811', '7975937', '24205118', '27123743', '4886637', '5864770', '16098747', '5579368', '22712546', '18358026', '41548287', '21521236', '7046487', '219475', '22521091', '15081770', '17021845', '39580129', '7808055', '3329824', '11968641', '42731834', '38485364', '7165938', '3805841', '4418878', '20127522', '17163294', '8671456', '26231129', '32534305', '13831842', '2140497', '17717391', '952111', '2014909', '4414547', '23830488', '17450673', '8496132', '10365787', '3590806', '11578459', '5774746', '23576165', '864491', '13070316', '9394119', '8037453', '38243984', '13030852', '6790197', '16390264', '5254463', '19047331', '3730196', '11481946', '12152977', '6121668', '31803596', '20280410', '2485101', '22007333', '4828631', '52188256', '25121903', '32423829', '3524352', '30226988', '25298276', '31616203', '15512462', '25748308', '885056', '3848469', '2061878', '20179918', '33370', '164985', '1791714', '3756384', '4455466', '10279084', '2374637', '13205096', '11271123', '23304931', '54561709', '3067015', '42106119', '10165723', '21382907', '13980338', '26561572', '756887', '16532419', '515489', '14768471', '3222187']"
