q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['17388232', '3874000', '4928057', '19855358', '1469751', '4346436', '719812', '21456232', '10342807', '5764562']",90,76.10224265197758,"[0, 0, 0, 0, 0, 10]","[500, 500, 270, 112, 41, 0]","[0.0, 1.7226033378392458e-05, 40.58457692299271, 61.81336528499378, 71.66984076699009, 76.1022194440011]","[0, 0, 47, 73, 85, 90]","[[], [], [], [], [], ['17388232', '3874000', '4928057', '19855358', '1469751', '4346436', '719812', '21456232', '10342807', '5764562']]"
1,3,"['2107238', '23389795', '14717500', '11532028', '3672261', '2739854', '4632921', '1388704', '4414547', '20280410']",69,63.23015676101204,"[0, 0, 0, 0, 8, 10]","[500, 500, 146, 25, 17, 0]","[0.0, 1.168297603726387e-05, 41.632474142999854, 54.98428569099633, 59.87010540696792, 63.230114082980435]","[0, 0, 47, 62, 66, 69]","[[], [], [], [], ['2107238', '23389795', '14717500', '11532028', '3672261', '2739854', '4632921', '1388704'], ['2107238', '23389795', '14717500', '11532028', '3672261', '2739854', '4632921', '1388704', '4414547', '20280410']]"
2,5,"['27063470', '1583041', '42240424', '21550246', '17333231', '11349166', '13734012', '23124332', '18617259', '1292369']",133,108.26395439100452,"[0, 0, 0, 8, 8, 8, 8, 10]","[500, 500, 331, 323, 137, 47, 24, 0]","[0.0, 1.0828021913766861e-05, 38.63204641698394, 64.13302454800578, 89.67791612801375, 100.72110260202317, 104.98614566301694, 108.26391811302165]","[0, 0, 47, 78, 109, 123, 129, 133]","[[], [], [], ['27063470', '1583041', '21550246', '17333231', '11349166', '13734012', '23124332', '18617259'], ['27063470', '1583041', '21550246', '17333231', '11349166', '13734012', '23124332', '18617259'], ['27063470', '1583041', '21550246', '17333231', '11349166', '13734012', '23124332', '18617259'], ['27063470', '1583041', '21550246', '17333231', '11349166', '13734012', '23124332', '18617259'], ['27063470', '1583041', '42240424', '21550246', '17333231', '11349166', '13734012', '23124332', '18617259', '1292369']]"
3,13,"['5487448', '30786800', '8529693', '17450673', '33740844', '23557241', '26611834', '49429882', '2958458', '7662395']",100,82.54934773198329,"[0, 0, 9, 9, 9, 10]","[500, 500, 491, 55, 3, 0]","[0.0, 1.2805976439267397e-05, 37.85873551201075, 75.38369886996225, 81.7036774919834, 82.54930571396835]","[0, 0, 47, 93, 99, 100]","[[], [], ['5487448', '8529693', '17450673', '33740844', '23557241', '26611834', '49429882', '2958458', '7662395'], ['5487448', '8529693', '17450673', '33740844', '23557241', '26611834', '49429882', '2958458', '7662395'], ['5487448', '8529693', '17450673', '33740844', '23557241', '26611834', '49429882', '2958458', '7662395'], ['5487448', '30786800', '8529693', '17450673', '33740844', '23557241', '26611834', '49429882', '2958458', '7662395']]"
4,36,"['18557974', '4442799', '37424881', '42441846', '3215494', '21636085', '5152028', '12130200', '16252863', '11705328']",51,46.84693007799797,"[0, 0, 0, 0, 10]","[500, 500, 13, 11, 0]","[0.0, 1.1042982805520296e-05, 40.70565425499808, 43.91947095096111, 46.84689388598781]","[0, 0, 47, 50, 51]","[[], [], [], [], ['18557974', '4442799', '37424881', '42441846', '3215494', '21636085', '5152028', '12130200', '16252863', '11705328']]"
5,42,"['5782614', '8083310', '40913091', '45218443', '27889071', '18174210', '6315132', '14021596', '10526279', '8385277']",73,62.59560329897795,"[0, 0, 0, 0, 0, 0, 10]","[500, 500, 152, 49, 33, 11, 0]","[0.0, 8.273986168205738e-06, 38.58560383901931, 51.54510281502735, 56.244819690007716, 59.59883653203724, 62.59556555101881]","[0, 0, 47, 62, 68, 72, 73]","[[], [], [], [], [], [], ['5782614', '8083310', '40913091', '45218443', '27889071', '18174210', '6315132', '14021596', '10526279', '8385277']]"
6,48,"['27063470', '3078080', '24596228', '14290854', '24423427', '11349166', '44674301', '13734012', '18074797', '18617259']",84,71.14354659698438,"[0, 0, 0, 9, 9, 9, 10]","[500, 500, 160, 151, 36, 12, 0]","[0.0, 9.263982065021992e-06, 38.68578617699677, 51.53898095199838, 64.51100600598147, 67.91625525802374, 71.14351645403076]","[0, 0, 47, 63, 78, 83, 84]","[[], [], [], ['27063470', '3078080', '24596228', '24423427', '11349166', '44674301', '13734012', '18074797', '18617259'], ['27063470', '3078080', '24596228', '24423427', '11349166', '44674301', '13734012', '18074797', '18617259'], ['27063470', '3078080', '24596228', '24423427', '11349166', '44674301', '13734012', '18074797', '18617259'], ['27063470', '3078080', '24596228', '14290854', '24423427', '11349166', '44674301', '13734012', '18074797', '18617259']]"
7,49,"['5409325', '946756', '15590539', '7029990', '22362025', '12652963', '3154880', '5702790', '5953485', '23913146']",94,82.8145538539975,"[0, 0, 9, 9, 10]","[500, 500, 491, 2, 0]","[0.0, 1.6381964087486267e-05, 41.688551872968674, 82.36585085798288, 82.8145057639922]","[0, 0, 47, 93, 94]","[[], [], ['5409325', '946756', '15590539', '7029990', '22362025', '12652963', '5702790', '5953485', '23913146'], ['5409325', '946756', '15590539', '7029990', '22362025', '12652963', '5702790', '5953485', '23913146'], ['5409325', '946756', '15590539', '7029990', '22362025', '12652963', '3154880', '5702790', '5953485', '23913146']]"
8,50,"['12580014', '32906513', '15405204', '39559521', '3952288', '40382183', '2613411', '18488986', '13989491', '25738896']",100,88.01141317997826,"[0, 0, 6, 6, 6, 8, 10]","[500, 500, 494, 15, 13, 11, 0]","[0.0, 1.4491030015051365e-05, 42.480734215001576, 79.41090536100091, 82.39896058500744, 85.40229941305006, 88.01136440201662]","[0, 0, 47, 93, 96, 99, 100]","[[], [], ['12580014', '32906513', '18488986', '40382183', '2613411', '25738896'], ['12580014', '32906513', '18488986', '40382183', '2613411', '25738896'], ['12580014', '32906513', '18488986', '40382183', '2613411', '25738896'], ['12580014', '32906513', '39559521', '3952288', '40382183', '2613411', '18488986', '25738896'], ['12580014', '32906513', '15405204', '39559521', '3952288', '40382183', '2613411', '18488986', '13989491', '25738896']]"
9,51,"['1171121', '7583725', '27240667', '24249915', '13964633', '16734530', '7821634', '43385013', '25523969', '45638119']",48,43.2088316869922,"[0, 0, 0, 10]","[500, 500, 12, 0]","[0.0, 1.8551014363765717e-05, 39.981379256001674, 43.20879046397749]","[0, 0, 47, 48]","[[], [], [], ['1171121', '7583725', '27240667', '24249915', '13964633', '16734530', '7821634', '43385013', '25523969', '45638119']]"
