q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['14893428', '27049238', '169264', '4346436', '10628767', '40145839', '38037690', '21456232', '26607366', '25842866']",69,68.84760484000435,"[0, 0, 0, 0, 0, 1, 1, 10]","[500, 500, 230, 88, 47, 46, 10, 0]","[0.0, 1.4197023119777441e-05, 35.64684544899501, 52.43042124301428, 60.46059369901195, 64.59876752900891, 68.77149847999681, 68.84757593797985]","[0, 0, 35, 52, 59, 64, 68, 69]","[[], [], [], [], [], ['21456232'], ['21456232'], ['14893428', '27049238', '169264', '4346436', '10628767', '40145839', '38037690', '21456232', '26607366', '25842866']]"
1,3,"['23389795', '13914198', '13940200', '4414547', '4378885', '4632921', '14717500', '2739854', '3672261', '32181055']",51,55.98279990500305,"[0, 0, 0, 0, 0, 0, 10]","[500, 500, 101, 34, 17, 14, 0]","[0.0, 1.0724004823714495e-05, 35.86265459196875, 43.96786043298198, 48.06349445297383, 52.17946853896137, 55.98276178195374]","[0, 0, 35, 43, 47, 50, 51]","[[], [], [], [], [], [], ['23389795', '13914198', '13940200', '4414547', '4378885', '4632921', '14717500', '2739854', '3672261', '32181055']]"
2,5,"['18617259', '13734012', '42240424', '1583041', '23124332', '17333231', '11349166', '27063470', '23203102', '1292369']",98,101.05900269997073,"[0, 0, 0, 0, 0, 7, 7, 7, 7, 10]","[500, 500, 352, 201, 86, 79, 52, 21, 6, 0]","[0.0, 1.0322022717446089e-05, 35.57706694398075, 59.35856318398146, 75.2719136599917, 83.260408859991, 91.24418906099163, 95.34757888398599, 99.37566670501838, 101.05895770603092]","[0, 0, 35, 60, 75, 82, 89, 94, 97, 98]","[[], [], [], [], [], ['23124332', '17333231', '18617259', '27063470', '13734012', '42240424', '1292369'], ['23124332', '17333231', '18617259', '27063470', '13734012', '42240424', '1292369'], ['23124332', '17333231', '18617259', '27063470', '13734012', '42240424', '1292369'], ['23124332', '17333231', '18617259', '27063470', '13734012', '42240424', '1292369'], ['18617259', '13734012', '42240424', '1583041', '23124332', '17333231', '11349166', '27063470', '23203102', '1292369']]"
3,13,"['17450673', '32776084', '7662395', '56893404', '33740844', '23557241', '8529693', '26611834', '41131087', '35714909']",70,72.05282861099113,"[0, 0, 7, 7, 10]","[500, 500, 493, 5, 0]","[0.0, 1.6934005543589592e-05, 35.61104449199047, 70.78237573499791, 72.05278680002084]","[0, 0, 35, 69, 70]","[[], [], ['26611834', '17450673', '32776084', '35714909', '33740844', '23557241', '8529693'], ['26611834', '17450673', '32776084', '35714909', '33740844', '23557241', '8529693'], ['17450673', '32776084', '7662395', '56893404', '33740844', '23557241', '8529693', '26611834', '41131087', '35714909']]"
4,36,"['18557974', '21636085', '12130200', '37424881', '18256197', '33409100', '42441846', '3215494', '16252863', '11705328']",36,39.23874705599155,"[0, 0, 0, 10]","[500, 500, 14, 0]","[0.0, 1.1093972716480494e-05, 35.719540947000496, 39.23871404497186]","[0, 0, 35, 36]","[[], [], [], ['18557974', '21636085', '12130200', '37424881', '18256197', '33409100', '42441846', '3215494', '16252863', '11705328']]"
5,42,"['18174210', '24558930', '6315132', '42373943', '8083310', '45218443', '25420421', '19482914', '40913091', '18344910']",65,63.62484659696929,"[0, 0, 0, 0, 0, 10]","[500, 500, 212, 130, 33, 0]","[0.0, 1.008401159197092e-05, 35.50587936799275, 51.44423419999657, 59.560479422973, 63.6248060099897]","[0, 0, 35, 51, 61, 65]","[[], [], [], [], [], ['18174210', '24558930', '6315132', '42373943', '8083310', '45218443', '25420421', '19482914', '40913091', '18344910']]"
6,48,"['9167230', '18617259', '31460499', '13734012', '29955650', '32159283', '11349166', '3698758', '27063470', '23203102']",94,98.33095054898877,"[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 10]","[500, 500, 221, 176, 174, 69, 35, 23, 22, 15, 0]","[0.0, 1.1331983841955662e-05, 35.5271775109577, 51.50817677297164, 63.46643058798509, 75.41827110695885, 82.51009519095533, 86.5564163159579, 90.57375344098546, 94.60591471201042, 98.33091761695687]","[0, 0, 35, 51, 64, 77, 83, 87, 90, 93, 94]","[[], [], [], [], ['27063470', '18617259'], ['27063470', '18617259'], ['27063470', '18617259'], ['27063470', '18617259'], ['27063470', '18617259'], ['27063470', '18617259'], ['9167230', '18617259', '31460499', '13734012', '29955650', '32159283', '11349166', '3698758', '27063470', '23203102']]"
7,49,"['12652963', '7029990', '2619579', '5953485', '18654430', '1333643', '5702790', '23913146', '22362025', '3154880']",87,91.68988313700538,"[0, 0, 5, 5, 5, 5, 10]","[500, 500, 495, 122, 78, 15, 0]","[0.0, 1.3510987628251314e-05, 35.707494175003376, 71.32617013895651, 79.95392269699369, 87.93948755797464, 91.6898470579763]","[0, 0, 35, 69, 79, 86, 87]","[[], [], ['7029990', '5953485', '22362025', '5702790', '3154880'], ['7029990', '5953485', '22362025', '5702790', '3154880'], ['7029990', '5953485', '22362025', '5702790', '3154880'], ['7029990', '5953485', '22362025', '5702790', '3154880'], ['12652963', '7029990', '2619579', '5953485', '18654430', '1333643', '5702790', '23913146', '22362025', '3154880']]"
8,50,"['13989491', '301838', '3952288', '12580014', '39559521', '18488986', '15405204', '8354687', '25738896', '4561402']",119,123.4874040770228,"[0, 0, 2, 3, 3, 3, 3, 3, 10]","[500, 500, 498, 497, 66, 36, 29, 9, 0]","[0.0, 1.2680015061050653e-05, 35.952745229005814, 71.98454752203543, 107.96936321503017, 113.35965543304337, 117.41595085000154, 121.53876834601397, 123.48734928900376]","[0, 0, 35, 70, 105, 111, 115, 118, 119]","[[], [], ['18488986', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['18488986', '25738896', '12580014'], ['13989491', '301838', '3952288', '12580014', '39559521', '18488986', '15405204', '8354687', '25738896', '4561402']]"
9,51,"['7583725', '19358586', '8963413', '15946643', '16734530', '4889228', '7821634', '45638119', '43385013', '15721252']",35,35.71028956800001,"[0, 0, 10]","[500, 500, 0]","[0.0, 1.6039004549384117e-05, 35.71023220097413]","[0, 0, 35]","[[], [], ['7583725', '19358586', '8963413', '15946643', '16734530', '4889228', '7821634', '45638119', '43385013', '15721252']]"
