q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['32532238', '3874000', '927561', '2576811', '3847200', '17388232', '4346436', '21456232', '19855358', '6190603']",267,133.91422436200082,"[0, 0, 0, 0, 0, 0, 0, 0, 9, 10]","[1000, 1000, 432, 179, 106, 44, 26, 13, 4, 0]","[0.0, 1.2749980669468641e-05, 75.35588792199269, 103.80165569501696, 116.71780625701649, 124.87144662399078, 128.5688896549982, 130.74698703101603, 133.01213097502477, 133.91419693100033]","[0, 0, 144, 207, 234, 250, 258, 263, 266, 267]","[[], [], [], [], [], [], [], [], ['32532238', '3874000', '927561', '2576811', '17388232', '4346436', '21456232', '19855358', '6190603'], ['32532238', '3874000', '927561', '2576811', '3847200', '17388232', '4346436', '21456232', '19855358', '6190603']]"
1,3,"['1388704', '23389795', '2485101', '2739854', '11532028', '3672261', '4632921', '32181055', '4414547', '14717500']",215,103.03752461198019,"[0, 0, 0, 0, 0, 0, 0, 9, 10]","[1000, 1000, 268, 75, 49, 37, 14, 5, 0]","[0.0, 1.447700196877122e-05, 67.54728582501411, 85.95812103000935, 91.93497931899037, 95.86686481599463, 100.0176587519818, 101.91722014598781, 103.03748169302708]","[0, 0, 144, 184, 196, 204, 211, 214, 215]","[[], [], [], [], [], [], [], ['1388704', '23389795', '2485101', '2739854', '3672261', '4632921', '32181055', '4414547', '14717500'], ['1388704', '23389795', '2485101', '2739854', '11532028', '3672261', '4632921', '32181055', '4414547', '14717500']]"
2,5,"['17333231', '7447120', '27063470', '21550246', '13734012', '1583041', '42240424', '15879544', '18617259', '1292369']",302,182.8867504200316,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10]","[1000, 1000, 598, 218, 101, 74, 16, 14, 13, 4, 0]","[0.0, 1.593498745933175e-05, 80.88222471397603, 137.57708912499947, 157.21406206098618, 169.23060828301823, 175.61276617198018, 177.69741228898056, 180.04171619401313, 182.010711534007, 182.88671029597754]","[0, 0, 144, 231, 263, 279, 291, 295, 298, 301, 302]","[[], [], [], [], [], [], [], [], [], ['7447120', '27063470', '21550246', '13734012', '1583041', '42240424', '15879544', '18617259', '1292369'], ['17333231', '7447120', '27063470', '21550246', '13734012', '1583041', '42240424', '15879544', '18617259', '1292369']]"
3,13,"['2425364', '13791044', '37480103', '8529693', '2958458', '28633594', '1263446', '49429882', '33740844', '26611834']",302,193.75244422996184,"[0, 0, 8, 8, 8, 8, 10]","[1000, 1000, 992, 66, 14, 5, 0]","[0.0, 2.152001252397895e-05, 88.26893286401173, 177.78895704605384, 189.59387101203902, 192.34638544300105, 193.7523917540093]","[0, 0, 144, 287, 298, 301, 302]","[[], [], ['2425364', '13791044', '37480103', '8529693', '2958458', '28633594', '1263446', '26611834'], ['2425364', '13791044', '37480103', '8529693', '2958458', '28633594', '1263446', '26611834'], ['2425364', '13791044', '37480103', '8529693', '2958458', '28633594', '1263446', '26611834'], ['2425364', '13791044', '37480103', '8529693', '2958458', '28633594', '1263446', '26611834'], ['2425364', '13791044', '37480103', '8529693', '2958458', '28633594', '1263446', '49429882', '33740844', '26611834']]"
4,36,"['21636085', '42441846', '10557471', '8595678', '18557974', '3215494', '16252863', '18256197', '4442799', '12130200']",152,84.36291166197043,"[0, 0, 0, 0, 9, 10]","[1000, 1000, 20, 11, 2, 0]","[0.0, 1.3240030966699123e-05, 76.96148076700047, 80.72826406999957, 83.76973763899878, 84.36287262302358]","[0, 0, 144, 148, 151, 152]","[[], [], [], [], ['21636085', '42441846', '10557471', '8595678', '18557974', '3215494', '16252863', '18256197', '12130200'], ['21636085', '42441846', '10557471', '8595678', '18557974', '3215494', '16252863', '18256197', '4442799', '12130200']]"
5,42,"['1145473', '18174210', '8083310', '27162821', '40900567', '26474812', '27889071', '5107861', '40913091', '45218443']",224,130.09303034096956,"[0, 0, 0, 0, 0, 0, 0, 10]","[1000, 1000, 324, 129, 27, 16, 11, 0]","[0.0, 1.4945981092751026e-05, 85.53350841201609, 113.18212911399314, 123.32310537900776, 125.65440201299498, 127.94379215099616, 130.0929852600093]","[0, 0, 144, 192, 212, 217, 221, 224]","[[], [], [], [], [], [], [], ['1145473', '18174210', '8083310', '27162821', '40900567', '26474812', '27889071', '5107861', '40913091', '45218443']]"
6,48,"['44562058', '27063470', '21550246', '13734012', '23203102', '1583041', '11349166', '18617259', '46202852', '3078080']",240,138.7354654810042,"[0, 0, 0, 0, 0, 0, 0, 6, 6, 10]","[1000, 1000, 334, 161, 78, 20, 15, 9, 5, 0]","[0.0, 1.810200046747923e-05, 80.6102457580273, 110.52691989799496, 125.20808591099922, 131.2652806569822, 133.53163520002272, 135.60239697998622, 137.5970116520184, 138.7354243529844]","[0, 0, 144, 193, 217, 229, 233, 236, 239, 240]","[[], [], [], [], [], [], [], ['11349166', '18617259', '27063470', '21550246', '13734012', '23203102'], ['11349166', '18617259', '27063470', '21550246', '13734012', '23203102'], ['44562058', '27063470', '21550246', '13734012', '23203102', '1583041', '11349166', '18617259', '46202852', '3078080']]"
7,49,"['5953485', '5702790', '7029990', '15590539', '3154880', '5409325', '2619579', '23913146', '22362025', '1333643']",337,164.43691961100558,"[0, 0, 7, 7, 7, 7, 10]","[1000, 1000, 993, 251, 78, 7, 0]","[0.0, 1.6182020772248507e-05, 70.63440166099463, 139.66599686502013, 156.99180643097498, 162.90846091101412, 164.43686389399227]","[0, 0, 144, 287, 324, 336, 337]","[[], [], ['5953485', '5702790', '5409325', '23913146', '3154880', '22362025', '1333643'], ['5953485', '5702790', '5409325', '23913146', '3154880', '22362025', '1333643'], ['5953485', '5702790', '5409325', '23913146', '3154880', '22362025', '1333643'], ['5953485', '5702790', '5409325', '23913146', '3154880', '22362025', '1333643'], ['5953485', '5702790', '7029990', '15590539', '3154880', '5409325', '2619579', '23913146', '22362025', '1333643']]"
8,50,"['13989491', '4561402', '25738896', '15707049', '301838', '12580014', '15405204', '18488986', '8354687', '39559521']",454,227.26800769899273,"[0, 0, 2, 3, 3, 3, 3, 3, 10]","[1000, 1000, 998, 997, 57, 36, 21, 9, 0]","[0.0, 1.238600816577673e-05, 72.4285382850212, 142.5736650970066, 214.7989317420288, 219.00869721500203, 223.44422979699448, 225.45669331698446, 227.26795493200189]","[0, 0, 144, 288, 432, 441, 447, 451, 454]","[[], [], ['12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['25738896', '12580014', '18488986'], ['13989491', '4561402', '25738896', '15707049', '301838', '12580014', '15405204', '18488986', '8354687', '39559521']]"
9,51,"['9558539', '20183360', '11615422', '7583725', '45638119', '7821634', '43385013', '23863551', '15113221', '19358586']",148,80.07909399899654,"[0, 0, 0, 9, 10]","[1000, 1000, 12, 3, 0]","[0.0, 1.4955992810428143e-05, 77.01992983097443, 79.23542788496707, 80.0790364239947]","[0, 0, 144, 147, 148]","[[], [], [], ['9558539', '20183360', '7583725', '45638119', '7821634', '43385013', '23863551', '15113221', '19358586'], ['9558539', '20183360', '11615422', '7583725', '45638119', '7821634', '43385013', '23863551', '15113221', '19358586']]"
