reviewId,reviewScore
102780513,3.0
102780692,3.0
102789858,3.0
102779634,4.0
102781334,3.0
102779486,3.0
102779496,3.0
102779501,3.0
102780414,3.0
102779523,4.0
102780001,3.0
102779550,3.0
102780416,4.0
102780028,3.0
102779550,3.0
102779585,2.0
102779521,3.0
102783393,3.0
102779555,3.0
102780006,3.0
102779597,3.0
102780821,3.0
102780888,3.0
102779555,3.0
102781777,5.0
102780543,3.0
102780627,2.0
102780483,3.0
102779630,3.0
102779861,3.0
102779541,3.0
102780218,3.0
102781269,1.0
102781076,3.0
102780299,3.0
102779889,3.0
102780632,3.0
102780376,3.0
102781215,3.0
102780888,3.0
102780270,3.0
102781297,3.0
102780910,3.0
102780956,3.0
102780668,3.0
102780845,3.0
102779501,3.0
102780494,3.0
102780491,3.0
102779545,4.0
102780403,4.0
102780769,3.0
102780414,3.0
102780524,3.0
102782426,3.0
102785260,1.0
102780692,3.0
102779531,3.0
102779507,3.0
102780725,3.0
102780917,3.0
102782395,3.0
102780403,4.0
102780916,3.0
102779616,3.0
102779560,3.0
102780388,4.0
102779654,4.0
102781954,3.0
102779557,3.0
102780049,3.0
102780644,4.0
102779524,3.0
102780041,3.0
102780001,3.0
102783989,3.0
102780821,3.0
102779975,3.0
102780725,3.0
102779761,3.0
102779544,3.0
102780869,3.0
102782142,3.0
102781291,4.0
102779975,3.0
102782018,3.0
102780006,3.0
102780837,3.0
102781374,3.0
102780769,3.0
102779541,3.0
102780748,3.0
102779585,2.0
102779486,3.0
102780041,3.0
102782650,3.0
102782769,3.0
102789361,3.0
102779968,3.0
102781297,3.0
102780491,3.0
102779701,3.0
102781359,3.0
102780792,4.0
102782396,3.0
102779962,3.0
102780948,4.0
102784591,3.0
102781074,3.0
102783315,3.0
102780989,3.0
102782650,3.0
102780916,3.0
102782769,3.0
102782734,3.0
102779701,3.0
102781469,3.0
102780513,3.0
102784591,3.0
102784175,3.0
102779743,3.0
102779630,3.0
102780989,3.0
102779543,3.0
102779634,4.0
102780494,3.0
102781569,3.0
102782182,3.0
102779984,3.0
102780259,3.0
102781374,3.0
102780704,3.0
102783393,3.0
102780845,3.0
102779563,3.0
102779553,3.0
102779984,3.0
102779596,3.0
102780627,3.0
102779861,3.0
102779553,3.0
102780917,3.0
102779490,3.0
102780270,3.0
102780758,3.0
102780483,3.0
102780704,3.0
102782779,3.0
102784444,3.0
102780049,3.0
102781057,4.0
102779521,3.0
102779686,3.0
102779604,3.0
102780374,3.0
102779560,3.0
102779528,3.0
102779519,3.0
102779743,3.0
102781241,4.0
102789858,3.0
102780028,3.0
102779596,3.0
102780607,2.0
102779738,3.0
102782149,3.0
102782779,3.0
102779482,3.0
102780165,3.0
102780668,3.0
102784175,3.0
102780910,3.0
102781005,3.0
102779889,3.0
102781359,3.0
102780948,4.0
102779563,3.0
102779557,3.0
102780299,3.0
102780837,3.0
102780625,4.0
102781074,3.0
102780543,3.0
102779543,3.0
102779951,3.0
102782734,3.0
102781291,4.0
102781828,3.0
102779951,3.0
102779761,3.0
102781469,3.0
102779531,3.0
102779523,4.0
102780869,3.0
102784444,3.0
102781867,3.0
102780792,4.0
102782018,3.0
102781076,3.0
102779528,3.0
102781420,3.0
102782149,3.0
102779482,3.0
102780607,2.0
102780758,3.0
102781334,3.0
102782182,3.0
102779686,3.0
102781420,3.0
102779616,3.0
102781057,4.0
102781269,1.0
102781569,3.0
102779597,3.0
102780748,3.0
102781777,5.0
102780165,3.0
102783315,3.0
102779490,3.0
102781828,3.0
102782142,3.0
102780644,4.0
102782395,3.0
102780416,4.0
102779507,3.0
102780374,3.0
102779524,3.0
102779875,3.0
102789361,3.0
102779545,4.0
102779738,3.0
102780218,3.0
102779654,4.0
102780388,4.0
102783989,3.0
102780956,3.0
102779604,3.0
102780524,2.0
102782396,3.0
102780632,3.0
102779962,3.0
102780376,3.0
102781241,4.0
102780259,3.0
102781215,3.0
102779875,3.0
102779544,3.0
102782426,3.0
102781005,3.0
102781954,3.0
102780625,4.0
102779496,3.0
102781867,3.0
102785260,1.0
102779968,3.0
102779519,3.0
