q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['3874000', '21456232', '502797', '19855358', '31715818', '21387297', '26899920', '43990286', '17388232', '9122283']",140,68.40730270103086,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[500, 500, 235, 89, 48, 17, 15, 11, 0]","[0.0, 1.2675009202212095e-05, 36.822285914968234, 52.5727460369817, 59.07899401796749, 62.842733772995416, 64.7494675249909, 66.611863987986, 68.4072758940165]","[0, 0, 73, 108, 122, 130, 134, 137, 140]","[[], [], [], [], [], [], [], [], ['3874000', '21456232', '502797', '19855358', '31715818', '21387297', '26899920', '43990286', '17388232', '9122283']]"
1,3,"['13914198', '4414547', '23389795', '6290112', '4632921', '10944947', '20280410', '2739854', '13949015', '14717500']",105,49.906967471993994,"[0, 0, 0, 0, 0, 10]","[500, 500, 152, 31, 14, 0]","[0.0, 1.6888021491467953e-05, 33.634831627015956, 45.388548042974435, 47.98561592400074, 49.90692958998261]","[0, 0, 73, 96, 102, 105]","[[], [], [], [], [], ['13914198', '4414547', '23389795', '6290112', '4632921', '10944947', '20280410', '2739854', '13949015', '14717500']]"
2,5,"['27889071', '18617259', '13734012', '17333231', '11349166', '1292369', '42240424', '23203102', '27063470', '21550246']",176,110.4881865119678,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10]","[500, 500, 298, 165, 78, 39, 32, 26, 12, 8, 0]","[0.0, 1.1583033483475447e-05, 48.44866482401267, 74.48936029203469, 88.56206918001408, 96.15151866601082, 101.119828214054, 104.37822652305476, 106.69587463600328, 108.66932549001649, 110.48815348104108]","[0, 0, 73, 117, 142, 154, 161, 167, 172, 175, 176]","[[], [], [], [], [], [], [], [], [], ['18617259', '11349166', '13734012', '27063470'], ['27889071', '18617259', '13734012', '17333231', '11349166', '1292369', '42240424', '23203102', '27063470', '21550246']]"
3,13,"['35714909', '17450673', '2958458', '6323196', '7662395', '33740844', '32776084', '18104691', '8529693', '2425364']",78,54.59454113501124,"[0, 0, 0, 8, 10]","[500, 500, 16, 8, 0]","[0.0, 1.465395325794816e-05, 49.67589497100562, 52.238814377982635, 54.59450119396206]","[0, 0, 73, 77, 78]","[[], [], [], ['2958458', '6323196', '7662395', '33740844', '32776084', '18104691', '8529693', '2425364'], ['35714909', '17450673', '2958458', '6323196', '7662395', '33740844', '32776084', '18104691', '8529693', '2425364']]"
4,36,"['16252863', '18557974', '37424881', '4442799', '21636085', '12130200', '18256197', '10557471', '3215494', '42441846']",78,48.8909276270424,"[0, 0, 0, 9, 10]","[500, 500, 16, 7, 0]","[0.0, 1.1488969903439283e-05, 41.631085435976274, 44.352760094974656, 48.89089007198345]","[0, 0, 73, 77, 78]","[[], [], [], ['16252863', '18557974', '37424881', '4442799', '21636085', '12130200', '18256197', '10557471', '42441846'], ['16252863', '18557974', '37424881', '4442799', '21636085', '12130200', '18256197', '10557471', '3215494', '42441846']]"
5,42,"['27889071', '6315132', '40913091', '2701077', '5107861', '42465769', '13959707', '8385277', '3391547', '45218443']",126,76.58316678000847,"[0, 0, 0, 0, 0, 0, 0, 5, 10]","[500, 500, 177, 95, 18, 12, 11, 6, 0]","[0.0, 1.5801982954144478e-05, 43.974145856976975, 60.41365245700581, 68.70953788899351, 70.93514064798364, 73.02482793299714, 75.17585764999967, 76.58312727801967]","[0, 0, 73, 100, 115, 119, 122, 125, 126]","[[], [], [], [], [], [], [], ['27889071', '6315132', '40913091', '5107861', '45218443'], ['27889071', '6315132', '40913091', '2701077', '5107861', '42465769', '13959707', '8385277', '3391547', '45218443']]"
6,48,"['32159283', '18617259', '26124606', '13734012', '2048139', '11349166', '7224723', '27063470', '24512064', '26105746']",131,75.37604063999606,"[0, 0, 0, 0, 0, 0, 0, 0, 7, 10]","[500, 500, 164, 86, 33, 32, 15, 11, 4, 0]","[0.0, 1.545099075883627e-05, 38.9113708169898, 56.428150923980866, 64.28140244097449, 67.24860375799472, 70.04105916194385, 72.26380778598832, 74.44495931494748, 75.37600095494417]","[0, 0, 73, 98, 112, 118, 124, 127, 130, 131]","[[], [], [], [], [], [], [], [], ['32159283', '18617259', '26124606', '13734012', '27063470', '24512064', '11349166'], ['32159283', '18617259', '26124606', '13734012', '2048139', '11349166', '7224723', '27063470', '24512064', '26105746']]"
7,49,"['2619579', '5409325', '5702790', '1333643', '7029990', '8006440', '15590539', '22362025', '5953485', '12652963']",165,78.24709318496753,"[0, 0, 7, 7, 10]","[500, 500, 493, 129, 0]","[0.0, 1.721602166071534e-05, 35.340128654032014, 68.82376891002059, 78.24704855302116]","[0, 0, 73, 145, 165]","[[], [], ['2619579', '8006440', '5702790', '22362025', '7029990', '5953485', '15590539'], ['2619579', '8006440', '5702790', '22362025', '7029990', '5953485', '15590539'], ['2619579', '5409325', '5702790', '1333643', '7029990', '8006440', '15590539', '22362025', '5953485', '12652963']]"
8,50,"['12580014', '13989491', '18488986', '25738896', '39559521', '4561402', '15405204', '301838', '29785642', '3952288']",157,79.86453450098634,"[0, 0, 3, 3, 3, 10]","[500, 500, 497, 44, 22, 0]","[0.0, 1.1441996321082115e-05, 36.96118915500119, 73.82111802295549, 77.88959648797754, 79.86449638695922]","[0, 0, 73, 145, 153, 157]","[[], [], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '18488986', '25738896'], ['12580014', '13989491', '18488986', '25738896', '39559521', '4561402', '15405204', '301838', '29785642', '3952288']]"
9,51,"['24249915', '13400643', '16734530', '45638119', '37204802', '12762485', '22401720', '4889228', '7583725', '7821634']",80,44.922990356979426,"[0, 0, 0, 0, 9, 10]","[500, 500, 14, 11, 2, 0]","[0.0, 1.3468030374497175e-05, 40.26612536300672, 42.320614853000734, 44.49502975703217, 44.92295452399412]","[0, 0, 73, 76, 79, 80]","[[], [], [], [], ['24249915', '13400643', '45638119', '37204802', '12762485', '22401720', '4889228', '7583725', '7821634'], ['24249915', '13400643', '16734530', '45638119', '37204802', '12762485', '22401720', '4889228', '7583725', '7821634']]"
