reviewId,reviewScore
102781777.0,5.0
102781777.0,5.0
102779563.0,5.0
102779496.0,5.0
102779560.0,4.9
102780006.0,4.9
102780006.0,4.9
102779563.0,4.9
102779550.0,4.9
102779550.0,4.9
102781057.0,4.8
102779597.0,4.8
102779482.0,4.8
102779560.0,4.8
102779482.0,4.8
102780001.0,4.8
102782734.0,4.7
102780948.0,4.7
102780792.0,4.7
102779654.0,4.7
102781057.0,4.7
102779521.0,4.7
102779521.0,4.7
102780845.0,4.6
102779490.0,4.6
102779597.0,4.6
102782734.0,4.6
102779496.0,4.6
102779654.0,4.6
102780513.0,4.5
102780792.0,4.5
102780845.0,4.5
102779490.0,4.5
102779524.0,4.5
102779524.0,4.5
102780692.0,4.5
102780001.0,4.4
102779889.0,4.4
102779543.0,4.4
102780625.0,4.4
102780513.0,4.4
102780403.0,4.4
102779889.0,4.3
102779634.0,4.3
102779543.0,4.3
102780916.0,4.3
102779630.0,4.3
102781569.0,4.3
102779486.0,4.2
102780692.0,4.2
102780948.0,4.2
102780625.0,4.2
102779761.0,4.2
102779634.0,4.2
102781215.0,4.2
102780916.0,4.1
102779486.0,4.1
102781569.0,4.1
102782142.0,4.1
102781374.0,4.1
102780668.0,4.1
102782142.0,4.0
102780725.0,4.0
102783989.0,4.0
102780403.0,4.0
102780299.0,4.0
102779686.0,4.0
102780632.0,3.9
102780725.0,3.9
102781241.0,3.9
102782426.0,3.9
102781241.0,3.9
102780668.0,3.9
102782779.0,3.9
102782779.0,3.8
102782426.0,3.8
102780388.0,3.8
102779553.0,3.8
102782018.0,3.8
102780989.0,3.8
102780416.0,3.7
102781215.0,3.7
102779553.0,3.7
102780644.0,3.7
102781374.0,3.7
102779738.0,3.7
102780299.0,3.7
102780989.0,3.6
102783989.0,3.6
102779761.0,3.6
102780270.0,3.6
102780644.0,3.6
102779738.0,3.6
102782395.0,3.5
102780270.0,3.5
102782182.0,3.5
102779951.0,3.5
102781334.0,3.5
102780388.0,3.5
102779545.0,3.4
102782395.0,3.4
102779545.0,3.4
102779541.0,3.4
102782182.0,3.4
102781005.0,3.4
102779541.0,3.4
102779523.0,3.3
102780414.0,3.3
102780543.0,3.3
102779630.0,3.3
102780632.0,3.3
102779523.0,3.3
102779686.0,3.2
102781291.0,3.2
102779951.0,3.2
102781005.0,3.2
102779861.0,3.2
102780416.0,3.2
102779528.0,3.1
102781334.0,3.1
102779507.0,3.1
102779528.0,3.1
102780543.0,3.1
102781291.0,3.1
102779861.0,3.1
102780869.0,3.0
102780704.0,3.0
102779968.0,3.0
102781469.0,3.0
102781076.0,3.0
102781469.0,3.0
102782018.0,2.9
102780374.0,2.9
102780041.0,2.9
102780414.0,2.9
102780769.0,2.9
102784444.0,2.9
102779968.0,2.9
102780869.0,2.8
102780769.0,2.8
102780888.0,2.8
102781269.0,2.8
102779962.0,2.8
102779962.0,2.8
102779875.0,2.7
102780821.0,2.7
102781269.0,2.7
102779555.0,2.7
102779743.0,2.7
102780627.0,2.7
102781297.0,2.6
102783315.0,2.6
102779701.0,2.6
102779501.0,2.6
102781359.0,2.6
102780758.0,2.6
102779743.0,2.6
102780704.0,2.5
102779507.0,2.5
102780374.0,2.5
102780888.0,2.5
102781297.0,2.5
102780627.0,2.5
102779585.0,2.4
102779501.0,2.4
102783315.0,2.4
102780041.0,2.4
102784591.0,2.4
102784591.0,2.4
102779701.0,2.3
102784444.0,2.3
102779585.0,2.3
102789858.0,2.3
102781076.0,2.3
102779875.0,2.3
102779596.0,2.3
102780049.0,2.2
102780049.0,2.2
102783393.0,2.2
102780165.0,2.2
102780259.0,2.2
102779616.0,2.2
102779616.0,2.1
102783393.0,2.1
102780607.0,2.1
102781359.0,2.1
102779555.0,2.1
102781828.0,2.1
102780259.0,2.1
102780491.0,2.0
102780376.0,2.0
102782769.0,2.0
102781828.0,2.0
102780376.0,2.0
102780821.0,2.0
102789858.0,1.9
102779975.0,1.9
102779975.0,1.9
102780483.0,1.9
102779604.0,1.9
102779557.0,1.9
102780748.0,1.8
102779984.0,1.8
102779519.0,1.8
102780483.0,1.8
102780748.0,1.8
102779984.0,1.8
102779604.0,1.8
102780165.0,1.7
102780607.0,1.7
102779596.0,1.7
102781954.0,1.7
102789361.0,1.7
102779544.0,1.7
102789361.0,1.6
102779544.0,1.6
102784175.0,1.6
102780028.0,1.6
102779557.0,1.6
102780524.0,1.6
102782149.0,1.5
102782769.0,1.5
102780491.0,1.5
102780917.0,1.5
102781867.0,1.5
102781867.0,1.5
102780917.0,1.5
102784175.0,1.4
102781954.0,1.4
102785260.0,1.4
102785260.0,1.4
102782149.0,1.4
102780028.0,1.4
102780524.0,1.3
102780758.0,1.3
102780494.0,1.3
102781420.0,1.3
102782396.0,1.3
102781420.0,1.3
102780837.0,1.3
102780910.0,1.2
102779519.0,1.2
102779531.0,1.2
102780910.0,1.2
102782650.0,1.2
102780956.0,1.2
102780494.0,1.1
102780218.0,1.1
102780837.0,1.1
102780956.0,1.1
102781074.0,1.1
102779531.0,1.1
102781074.0,1.0
102782396.0,1.0
102780218.0,1.0
102782650.0,1.0
