q,qid,did,time
0,1,"['8150638', '20054396', '6766459', '9272598', '59453688', '23100962', '21456232', '19882228', '29509926', '29190724']",452.24615735013504
1,3,"['1388704', '10145528', '4632921', '13914198', '23389795', '36474', '2739854', '14717500', '32181055', '4414547']",411.4097490821732
2,5,"['1583041', '28738741', '18617259', '21550246', '15879544', '11349166', '42240424', '17333231', '38899659', '45218443']",478.84081110719126
3,13,"['24594624', '6323196', '8529693', '1263446', '17450673', '7662395', '56893404', '26611834', '11748341', '23557241']",397.4594131181948
4,36,"['21636085', '16252863', '12130200', '24049225', '11705328', '37424881', '3215494', '5152028', '18557974', '42441846']",396.76722847414203
5,42,"['8083310', '18174210', '45218443', '39506601', '27162821', '14672919', '40913091', '21287352', '6315132', '16745747']",397.2649942311691
6,48,"['18617259', '13734012', '11349166', '23203102', '15879544', '27063470', '21550246', '8814634', '9911547', '3078080']",520.0799726219848
7,49,"['18654430', '1333643', '22871664', '5702790', '2613813', '5953485', '1354567', '86602746', '22362025', '23913146']",396.87056747090537
8,50,"['13989491', '12580014', '301838', '8354687', '39559521', '10162553', '25738896', '3952288', '18488986', '15707049']",413.8109615229768
9,51,"['45638119', '19358586', '4889228', '24249915', '1171121', '4702639', '4418878', '7583725', '8994465', '8963413']",423.60802394500934
10,53,"['25973484', '16734530', '12762485', '4889228', '45638119', '7821634', '7583725', '19358586', '24349992', '21439640']",396.08585959498305
11,54,"['23974474', '24721866', '3504761', '3973445', '9752604', '32408470', '38533515', '1590744', '3419709', '49556906']",481.4048858829774
12,56,"['30351165', '11659421', '5927534', '4709641', '18852643', '1727042', '22116439', '17844478', '17546486', '13814480']",402.06857605697587
13,57,"['11659421', '22185730', '18852643', '10641715', '4709641', '23052989', '19970015', '803312', '10273147', '13814480']",401.2203719470417
14,70,"['11903247', '7225911', '9169645', '5956380', '39637840', '21307488', '28107602', '21557055', '4414547', '37204802']",479.00921258085873
15,72,"['11200685', '12948892', '778436', '1991105', '11041152', '6076903', '2947124', '3085264', '7039855', '1031534']",416.0107888390776
16,75,"['4387784', '22703082', '36233757', '37768883', '38805486', '29214508', '2837758', '13965483', '26488879', '25657127']",477.2061985500622
17,94,"['1649738', '17591478', '13223957', '7370282', '341324', '6503185', '10542877', '10408324', '7647224', '1215116']",411.27099253516644
18,99,"['1635872', '503050', '2033917', '9451052', '4702639', '11557602', '8446259', '18810195', '2988714', '18041692']",457.77044276194647
19,100,"['4381486', '11289247', '10015292', '13116880', '18909530', '2701077', '30714190', '18374364', '14550841', '92499']",409.011642819969
20,113,"['26199970', '14584755', '25816994', '1759213', '3825750', '14121786', '4678846', '44030361', '6157837', '43417006']",396.7007086770609
21,115,"['22908536', '109946221', '464511', '36345578', '25677651', '16787954', '36642096', '33872649', '16905344', '1103795']",408.1977325199405
22,118,"['6372244', '52805891', '32159283', '4465735', '4695107', '15578265', '1103795', '34603465', '32454714', '31460499']",394.04615358123556
23,124,"['31363207', '13899137', '20188586', '13901073', '7111021', '4883040', '39984099', '13071728', '374902', '32012666']",393.81678806908894
24,127,"['12691537', '86694016', '293661', '21598000', '30884033', '7549811', '16280642', '23100962', '18126445', '35231675']",506.8949002720183
