qid,Recall@10,NDCG@10,time
1,0.0,0.0,459.4019936160184
3,0.7,0.7885497208855957,417.1358812841354
5,0.6,0.7151857987862356,485.04864856414497
13,0.3,0.3932783996463063,404.1157507691533
36,0.8,0.8630152897016883,402.1720988401212
42,0.5,0.5884674004369673,403.8356103020488
48,0.7,0.6371130896657825,525.9028684390942
49,0.4,0.5423640154200349,403.1136139929295
50,0.6,0.727329844310522,418.5121033289469
51,0.2,0.31488013066763093,429.3985585559858
53,0.2,0.31488013066763093,401.3372310019331
54,0.6,0.6722390270733757,488.4292253438616
56,0.4,0.5541432109622958,407.19306806090754
57,0.4,0.49828993591603105,407.6433312611189
70,0.4,0.5473983622993502,484.2668494088575
72,0.2,0.3589542101716347,422.0883173830807
75,0.8,0.8701249883466593,484.6341654810821
94,0.1,0.22009176629808017,417.5679632781539
99,0.1,0.22009176629808017,463.2231574679026
100,0.4,0.5473983622993502,413.6911039609695
113,0.6,0.6901935063354876,405.20729488902725
115,0.1,0.22009176629808017,414.2152637710096
118,0.6,0.727329844310522,399.56908236816525
124,0.6,0.7222954974312066,401.4117891452042
127,0.3,0.4690000933206748,512.9060189279262
