q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['32827351', '21456232', '43990286', '10703001', '31387717', '121581019', '19855358', '4346436', '59453688', '17388232']",407,491.545876262011,"[0, 0, 0, 3, 3, 10]","[5183, 5183, 1897, 119, 8, 0]","[0.0, 4.7079985961318016e-05, 347.64470975799486, 478.06351017195266, 489.61127271398436, 491.54584250599146]","[0, 0, 290, 397, 406, 407]","[[], [], [], ['21456232', '31387717', '59453688'], ['21456232', '31387717', '59453688'], ['32827351', '21456232', '43990286', '10703001', '31387717', '121581019', '19855358', '4346436', '59453688', '17388232']]"
1,3,"['5304891', '14717500', '3222187', '4378885', '2739854', '9196472', '4414547', '23389795', '3672261', '4632921']",314,375.91079909796827,"[0, 0, 0, 0, 10]","[5183, 5183, 369, 16, 0]","[0.0, 1.0328949429094791e-05, 345.4023400769802, 371.89668582193553, 375.9107666419586]","[0, 0, 290, 313, 314]","[[], [], [], [], ['5304891', '14717500', '3222187', '4378885', '2739854', '9196472', '4414547', '23389795', '3672261', '4632921']]"
2,5,"['21550246', '24144677', '18617259', '13734012', '38899659', '15879544', '11349166', '17333231', '23124332', '7370282']",290,346.09720213897526,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.768976502120495e-06, 346.0971666119294]","[0, 0, 290]","[[], [], ['21550246', '24144677', '18617259', '13734012', '38899659', '15879544', '11349166', '17333231', '23124332', '7370282']]"
3,13,"['22815457', '7662395', '439670', '33257464', '34544514', '16322674', '2425364', '17450673', '23557241', '56893404']",291,348.96210846002214,"[0, 0, 0, 10]","[5183, 5183, 19, 0]","[0.0, 6.14894088357687e-06, 344.46434235200286, 348.9620811949717]","[0, 0, 290, 291]","[[], [], [], ['22815457', '7662395', '439670', '33257464', '34544514', '16322674', '2425364', '17450673', '23557241', '56893404']]"
4,36,"['5152028', '37424881', '21636085', '18557974', '16252863', '11705328', '12130200', '33409100', '42441846', '3215494']",291,349.5624054800719,"[0, 0, 0, 10]","[5183, 5183, 12, 0]","[0.0, 5.663023330271244e-06, 346.4597465340048, 349.5623719000723]","[0, 0, 290, 291]","[[], [], [], ['5152028', '37424881', '21636085', '18557974', '16252863', '11705328', '12130200', '33409100', '42441846', '3215494']]"
5,42,"['45218443', '39506601', '5782614', '3899896', '32170702', '18174210', '40913091', '5106691', '6315132', '8083310']",345,412.12002375000156,"[0, 0, 0, 0, 10]","[5183, 5183, 942, 12, 0]","[0.0, 5.310983397066593e-06, 344.6117521940032, 408.9161424000049, 412.11998991202563]","[0, 0, 290, 344, 345]","[[], [], [], [], ['45218443', '39506601', '5782614', '3899896', '32170702', '18174210', '40913091', '5106691', '6315132', '8083310']]"
6,48,"['7485455', '27063470', '26124606', '24943534', '23203102', '42240424', '13734012', '11349166', '18617259', '15128866']",691,822.472182277008,"[0, 0, 8, 8, 8, 8, 8, 10]","[5183, 5183, 1565, 224, 75, 22, 5, 0]","[0.0, 6.127986125648022e-06, 679.7511555819074, 786.9460235859733, 808.1197822130052, 815.1813285269309, 821.0420985189267, 822.472135128919]","[0, 0, 578, 667, 681, 687, 690, 691]","[[], [], ['7485455', '27063470', '23203102', '42240424', '13734012', '11349166', '18617259', '15128866'], ['7485455', '27063470', '23203102', '42240424', '13734012', '11349166', '18617259', '15128866'], ['7485455', '27063470', '23203102', '42240424', '13734012', '11349166', '18617259', '15128866'], ['7485455', '27063470', '23203102', '42240424', '13734012', '11349166', '18617259', '15128866'], ['7485455', '27063470', '23203102', '42240424', '13734012', '11349166', '18617259', '15128866'], ['7485455', '27063470', '26124606', '24943534', '23203102', '42240424', '13734012', '11349166', '18617259', '15128866']]"
7,49,"['5702790', '1354567', '5409325', '7029990', '18654430', '1333643', '22362025', '5953485', '9091863', '23913146']",291,346.19672298501246,"[0, 0, 5, 10]","[5183, 5183, 8, 0]","[0.0, 8.560018613934517e-06, 343.9787162130233, 346.1966930810595]","[0, 0, 290, 291]","[[], [], ['5702790', '1333643', '22362025', '5953485', '7029990'], ['5702790', '1354567', '5409325', '7029990', '18654430', '1333643', '22362025', '5953485', '9091863', '23913146']]"
8,50,"['25738896', '301838', '18488986', '39559521', '4561402', '3952288', '8354687', '13989491', '12580014', '15405204']",300,357.66230707697105,"[0, 0, 4, 4, 10]","[5183, 5183, 118, 8, 0]","[0.0, 5.909008905291557e-06, 344.26658724597655, 355.84552908397745, 357.6622666090261]","[0, 0, 290, 299, 300]","[[], [], ['25738896', '12580014', '18488986', '39559521'], ['25738896', '12580014', '18488986', '39559521'], ['25738896', '301838', '18488986', '39559521', '4561402', '3952288', '8354687', '13989491', '12580014', '15405204']]"
9,51,"['24249915', '45638119', '24349992', '15113221', '12762485', '29366489', '7583725', '7821634', '34066665', '16691520']",291,349.0724202709971,"[0, 0, 0, 10]","[5183, 5183, 18, 0]","[0.0, 7.714028470218182e-06, 344.7430106350221, 349.07238535699435]","[0, 0, 290, 291]","[[], [], [], ['24249915', '45638119', '24349992', '15113221', '12762485', '29366489', '7583725', '7821634', '34066665', '16691520']]"
