q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['25435456', '29638116', '31715818', '4346436', '10786948', '32776084', '19855358', '3882374', '21456232', '121581019']",470,570.8370264379773,"[0, 0, 0, 0, 0, 2, 2, 10]","[5183, 5183, 1606, 482, 52, 33, 16, 0]","[0.0, 4.2474945075809956e-05, 391.6631023900118, 513.2656835379312, 553.169056090992, 559.8533026939258, 566.7307767039165, 570.8369844049448]","[0, 0, 326, 428, 460, 465, 469, 470]","[[], [], [], [], [], ['21456232', '121581019'], ['21456232', '121581019'], ['25435456', '29638116', '31715818', '4346436', '10786948', '32776084', '19855358', '3882374', '21456232', '121581019']]"
1,3,"['4378885', '41782935', '13940200', '2739854', '14717500', '13914198', '11532028', '13905670', '4414547', '23389795']",343,414.674188888981,"[0, 0, 0, 0, 9, 10]","[5183, 5183, 155, 35, 9, 0]","[0.0, 8.085044100880623e-06, 389.50928904197644, 405.5902805880178, 412.53671619994566, 414.67415154201444]","[0, 0, 326, 338, 342, 343]","[[], [], [], [], ['41782935', '13940200', '2739854', '14717500', '13914198', '11532028', '13905670', '4414547', '23389795'], ['4378885', '41782935', '13940200', '2739854', '14717500', '13914198', '11532028', '13905670', '4414547', '23389795']]"
2,5,"['13223957', '4414547', '1292369', '695938', '18617259', '11349166', '23124332', '15879544', '27063470', '42240424']",327,392.65549152204767,"[0, 0, 0, 10]","[5183, 5183, 11, 0]","[0.0, 9.760027751326561e-06, 389.4822896870319, 392.6554547609994]","[0, 0, 326, 327]","[[], [], [], ['13223957', '4414547', '1292369', '695938', '18617259', '11349166', '23124332', '15879544', '27063470', '42240424']]"
3,13,"['16322674', '11748341', '23557241', '2425364', '37480103', '17450673', '6323196', '8529693', '33257464', '56893404']",327,391.3896551930811,"[0, 0, 0, 10]","[5183, 5183, 18, 0]","[0.0, 6.2070321291685104e-06, 387.03773351502605, 391.38962045300286]","[0, 0, 326, 327]","[[], [], [], ['16322674', '11748341', '23557241', '2425364', '37480103', '17450673', '6323196', '8529693', '33257464', '56893404']]"
4,36,"['21636085', '11705328', '33409100', '16252863', '42441846', '18557974', '3215494', '41646286', '12810152', '5152028']",327,393.2116727520479,"[0, 0, 0, 10]","[5183, 5183, 15, 0]","[0.0, 6.232992745935917e-06, 389.48869400902186, 393.21163713093847]","[0, 0, 326, 327]","[[], [], [], ['21636085', '11705328', '33409100', '16252863', '42441846', '18557974', '3215494', '41646286', '12810152', '5152028']]"
5,42,"['8083310', '6315132', '25830701', '21108759', '18174210', '42373943', '27162821', '27907205', '40913091', '10165258']",386,463.0818349979818,"[0, 0, 0, 0, 10]","[5183, 5183, 920, 14, 0]","[0.0, 5.724956281483173e-06, 386.10282165405806, 459.4982927420642, 463.0818032170646]","[0, 0, 326, 385, 386]","[[], [], [], [], ['8083310', '6315132', '25830701', '21108759', '18174210', '42373943', '27162821', '27907205', '40913091', '10165258']]"
6,48,"['13223957', '1583041', '22908536', '695938', '11349166', '18617259', '23203102', '3078080', '27063470', '13734012']",457,552.0023569660261,"[0, 0, 4, 4, 4, 7, 7, 7, 10]","[5183, 5183, 1169, 440, 226, 57, 33, 15, 0]","[0.0, 6.13601878285408e-06, 386.29190534492955, 477.3361108569661, 512.718859646935, 534.4164421759779, 541.2062913399423, 548.2146522719413, 552.0023047470022]","[0, 0, 326, 401, 430, 446, 452, 456, 457]","[[], [], ['11349166', '18617259', '23203102', '27063470'], ['11349166', '18617259', '23203102', '27063470'], ['11349166', '18617259', '23203102', '27063470'], ['3078080', '18617259', '23203102', '22908536', '11349166', '27063470', '13734012'], ['3078080', '18617259', '23203102', '22908536', '11349166', '27063470', '13734012'], ['3078080', '18617259', '23203102', '22908536', '11349166', '27063470', '13734012'], ['13223957', '1583041', '22908536', '695938', '11349166', '18617259', '23203102', '3078080', '27063470', '13734012']]"
7,49,"['22362025', '1354567', '1333643', '5409325', '12652963', '5953485', '4313478', '23913146', '4162857', '5702790']",327,385.7976938299835,"[0, 0, 5, 10]","[5183, 5183, 10, 0]","[0.0, 1.3403943739831448e-05, 385.7386031820206, 385.7976566440193]","[0, 0, 326, 327]","[[], [], ['22362025', '5953485', '4313478', '23913146', '5702790'], ['22362025', '1354567', '1333643', '5409325', '12652963', '5953485', '4313478', '23913146', '4162857', '5702790']]"
8,50,"['39559521', '8354687', '3952288', '13989491', '301838', '2734421', '12580014', '25738896', '18488986', '29785642']",340,406.0198540639831,"[0, 0, 2, 3, 10]","[5183, 5183, 125, 37, 0]","[0.0, 6.987014785408974e-06, 387.4949906159891, 399.2584665530594, 406.0198128509801]","[0, 0, 326, 336, 340]","[[], [], ['12580014', '18488986'], ['12580014', '18488986', '25738896'], ['39559521', '8354687', '3952288', '13989491', '301838', '2734421', '12580014', '25738896', '18488986', '29785642']]"
9,51,"['8963413', '12762485', '24249915', '34066665', '45638119', '21307488', '23863551', '21033230', '7583725', '22482820']",331,397.6008657410275,"[0, 0, 0, 2, 10]","[5183, 5183, 25, 9, 0]","[0.0, 8.804956451058388e-06, 388.4038812769577, 395.2510120739462, 397.6007912179921]","[0, 0, 326, 330, 331]","[[], [], [], ['7583725', '45638119'], ['8963413', '12762485', '24249915', '34066665', '45638119', '21307488', '23863551', '21033230', '7583725', '22482820']]"
10,53,"['15113221', '21439640', '15946643', '1171121', '45638119', '19882228', '19358586', '7583725', '7821634', '4889228']",327,391.1187345869839,"[0, 0, 0, 10]","[5183, 5183, 16, 0]","[0.0, 7.49609898775816e-06, 387.12522021401674, 391.1186873080442]","[0, 0, 326, 327]","[[], [], [], ['15113221', '21439640', '15946643', '1171121', '45638119', '19882228', '19358586', '7583725', '7821634', '4889228']]"
11,54,"['24721866', '19313533', '3419709', '49556906', '38533515', '3973445', '5108807', '1590744', '22036571', '3504761']",327,392.01986844895873,"[0, 0, 0, 10]","[5183, 5183, 18, 0]","[0.0, 8.000992238521576e-06, 387.65292071399745, 392.0198338179616]","[0, 0, 326, 327]","[[], [], [], ['24721866', '19313533', '3419709', '49556906', '38533515', '3973445', '5108807', '1590744', '22036571', '3504761']]"
