q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['16319097', '20381484', '6219790', '36345185', '2033917', '121581019', '4346436', '21456232', '3155374', '9272598']",449,540.48364467395,"[0, 0, 0, 0, 0, 0, 5, 10]","[5183, 5183, 2110, 756, 157, 49, 9, 0]","[0.0, 4.147901199758053e-05, 330.44552992499666, 466.04213573999004, 515.5035540909739, 526.9540985070053, 538.4564121359726, 540.4836101990077]","[0, 0, 275, 388, 430, 440, 448, 449]","[[], [], [], [], [], [], ['16319097', '4346436', '21456232', '36345185', '9272598'], ['16319097', '20381484', '6219790', '36345185', '2033917', '121581019', '4346436', '21456232', '3155374', '9272598']]"
1,3,"['23389795', '9196472', '3672261', '32181055', '2739854', '4632921', '4414547', '3222187', '2107238', '14717500']",300,362.765504222014,"[0, 0, 0, 0, 10]","[5183, 5183, 421, 16, 0]","[0.0, 9.662006050348282e-06, 328.33833202702226, 358.7517609130009, 362.76547117799055]","[0, 0, 275, 299, 300]","[[], [], [], [], ['23389795', '9196472', '3672261', '32181055', '2739854', '4632921', '4414547', '3222187', '2107238', '14717500']]"
2,5,"['15879544', '18617259', '21550246', '27063470', '1292369', '1583041', '28738741', '42240424', '3078080', '17333231']",275,328.5171148109948,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.199007086455822e-06, 328.51708315097494]","[0, 0, 275]","[[], [], ['15879544', '18617259', '21550246', '27063470', '1292369', '1583041', '28738741', '42240424', '3078080', '17333231']]"
3,13,"['2425364', '30786800', '49429882', '28633594', '9513785', '8529693', '1263446', '32776084', '7662395', '17450673']",283,339.61617338703945,"[0, 0, 0, 0, 10]","[5183, 5183, 86, 14, 0]","[0.0, 7.24598066881299e-06, 328.3433039249503, 336.09769259695895, 339.6161382399732]","[0, 0, 275, 282, 283]","[[], [], [], [], ['2425364', '30786800', '49429882', '28633594', '9513785', '8529693', '1263446', '32776084', '7662395', '17450673']]"
4,36,"['12130200', '11705328', '33409100', '37424881', '3215494', '5152028', '42441846', '12810152', '16252863', '21636085']",276,333.34476525802165,"[0, 0, 0, 10]","[5183, 5183, 16, 0]","[0.0, 7.30104511603713e-06, 329.4442974340054, 333.34472876699874]","[0, 0, 275, 276]","[[], [], [], ['12130200', '11705328', '33409100', '37424881', '3215494', '5152028', '42441846', '12810152', '16252863', '21636085']]"
5,42,"['18174210', '8083310', '10128893', '6315132', '43054703', '9507605', '3090454', '17546486', '40913091', '5782614']",371,447.62797203595983,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1597, 50, 32, 15, 0]","[0.0, 6.738991942256689e-06, 328.1682204849785, 430.13182845700067, 437.1324517869507, 443.88447961298516, 447.6279443229432]","[0, 0, 275, 361, 366, 370, 371]","[[], [], [], [], [], [], ['18174210', '8083310', '10128893', '6315132', '43054703', '9507605', '3090454', '17546486', '40913091', '5782614']]"
6,48,"['14806256', '18617259', '27063470', '11349166', '13734012', '3672261', '3903084', '5760247', '3078080', '1292369']",549,649.3999365040218,"[0, 0, 3, 10]","[5183, 5183, 8, 0]","[0.0, 9.933952242136002e-06, 647.1776711169514, 649.3998855669633]","[0, 0, 548, 549]","[[], [], ['27063470', '18617259', '11349166'], ['14806256', '18617259', '27063470', '11349166', '13734012', '3672261', '3903084', '5760247', '3078080', '1292369']]"
7,49,"['22362025', '15590539', '5409325', '5953485', '12652963', '2613813', '7029990', '5702790', '1333643', '23913146']",552,654.3194358469918,"[0, 0, 4, 4, 10]","[5183, 5183, 23, 7, 0]","[0.0, 5.7720462791621685e-06, 646.5897080140421, 652.6609928699909, 654.3194018770009]","[0, 0, 548, 551, 552]","[[], [], ['7029990', '5702790', '5953485', '22362025'], ['7029990', '5702790', '5953485', '22362025'], ['22362025', '15590539', '5409325', '5953485', '12652963', '2613813', '7029990', '5702790', '1333643', '23913146']]"
8,50,"['301838', '3952288', '29785642', '39559521', '4561402', '18488986', '25738896', '13989491', '12580014', '8354687']",582,699.0083017140278,"[0, 0, 3, 3, 6, 7, 10]","[5183, 5183, 353, 37, 21, 4, 0]","[0.0, 6.766989827156067e-06, 646.5671351749916, 672.5032960979734, 688.8702497489867, 698.1972384440014, 699.0082653689897]","[0, 0, 548, 569, 577, 581, 582]","[[], [], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['3952288', '39559521', '18488986', '12580014', '25738896', '8354687'], ['301838', '3952288', '39559521', '18488986', '12580014', '25738896', '8354687'], ['301838', '3952288', '29785642', '39559521', '4561402', '18488986', '25738896', '13989491', '12580014', '8354687']]"
9,51,"['34066665', '12762485', '29366489', '45638119', '22509015', '24349992', '7821634', '7583725', '24249915', '8963413']",276,331.20032715104753,"[0, 0, 0, 10]","[5183, 5183, 14, 0]","[0.0, 6.671994924545288e-06, 327.68134127696976, 331.2002936269855]","[0, 0, 275, 276]","[[], [], [], ['34066665', '12762485', '29366489', '45638119', '22509015', '24349992', '7821634', '7583725', '24249915', '8963413']]"
10,53,"['19358586', '31311495', '15113221', '21439640', '45638119', '24205118', '7821634', '29366489', '24249915', '7583725']",275,327.7513483489747,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 7.11000757291913e-06, 327.7513191460166]","[0, 0, 275]","[[], [], ['19358586', '31311495', '15113221', '21439640', '45638119', '24205118', '7821634', '29366489', '24249915', '7583725']]"
11,54,"['49556906', '3973445', '24721866', '7005276', '32408470', '19313533', '14874811', '22036571', '3504761', '3419709']",276,331.9062615180155,"[0, 0, 0, 10]","[5183, 5183, 18, 0]","[0.0, 5.123962182551622e-06, 327.52958995697554, 331.9062355249771]","[0, 0, 275, 276]","[[], [], [], ['49556906', '3973445', '24721866', '7005276', '32408470', '19313533', '14874811', '22036571', '3504761', '3419709']]"
12,56,"['4709641', '37205759', '1727042', '27078065', '22889972', '22116439', '18852643', '36637129', '30351165', '11659421']",283,340.81645168497926,"[0, 0, 0, 10]","[5183, 5183, 63, 0]","[0.0, 7.436028681695461e-06, 329.23600573901786, 340.81641447602306]","[0, 0, 275, 283]","[[], [], [], ['4709641', '37205759', '1727042', '27078065', '22889972', '22116439', '18852643', '36637129', '30351165', '11659421']]"
13,57,"['4709641', '13293033', '4380451', '11659421', '33986200', '11674288', '2853685', '4632921', '3669694', '37722384']",282,340.46711110003525,"[0, 0, 0, 0, 10]","[5183, 5183, 74, 19, 0]","[0.0, 7.642956916242838e-06, 328.9815308349789, 335.91690863197437, 340.46707484399667]","[0, 0, 275, 281, 282]","[[], [], [], [], ['4709641', '13293033', '4380451', '11659421', '33986200', '11674288', '2853685', '4632921', '3669694', '37722384']]"
14,70,"['5956380', '39637840', '27949347', '27240699', '21307488', '4414547', '28107602', '42489926', '10015292', '9483851']",276,331.40108607598813,"[0, 0, 0, 10]","[5183, 5183, 14, 0]","[0.0, 8.120026905089617e-06, 327.80003856902476, 331.4010520129814]","[0, 0, 275, 276]","[[], [], [], ['5956380', '39637840', '27949347', '27240699', '21307488', '4414547', '28107602', '42489926', '10015292', '9483851']]"
