q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['4380451', '1630949', '19855358', '4346436', '21456232', '31715818', '3847200', '17388232', '23403754', '121581019']",447,550.6839991390007,"[0, 0, 0, 2, 2, 10]","[5183, 5183, 1839, 64, 17, 0]","[0.0, 3.905396442860365e-05, 395.5466616488993, 537.6147536989301, 546.5304498969344, 550.683960479917]","[0, 0, 325, 441, 446, 447]","[[], [], [], ['21456232', '121581019'], ['21456232', '121581019'], ['4380451', '1630949', '19855358', '4346436', '21456232', '31715818', '3847200', '17388232', '23403754', '121581019']]"
1,3,"['14717500', '23389795', '32181055', '15153602', '2739854', '4414547', '13914198', '9650982', '4378885', '4632921']",341,417.90680094400886,"[0, 0, 0, 0, 10]","[5183, 5183, 184, 32, 0]","[0.0, 5.953013896942139e-06, 390.6308848710032, 409.07785020698793, 417.9067702519242]","[0, 0, 325, 338, 341]","[[], [], [], [], ['14717500', '23389795', '32181055', '15153602', '2739854', '4414547', '13914198', '9650982', '4378885', '4632921']]"
2,5,"['1583041', '15879544', '11349166', '3078080', '23124332', '23203102', '13989491', '13734012', '14260013', '18617259']",326,393.7195947309956,"[0, 0, 9, 10]","[5183, 5183, 15, 0]","[0.0, 9.162002243101597e-06, 389.9238110949518, 393.7195588829927]","[0, 0, 325, 326]","[[], [], ['1583041', '11349166', '3078080', '23124332', '23203102', '13989491', '13734012', '14260013', '18617259'], ['1583041', '15879544', '11349166', '3078080', '23124332', '23203102', '13989491', '13734012', '14260013', '18617259']]"
3,13,"['11748341', '8529693', '7662395', '49429882', '19278208', '6323196', '17450673', '30786800', '23557241', '26611834']",326,391.8083838180173,"[0, 0, 2, 10]","[5183, 5183, 15, 0]","[0.0, 8.044997230172157e-06, 388.09039029304404, 391.8083479220513]","[0, 0, 325, 326]","[[], [], ['26611834', '11748341'], ['11748341', '8529693', '7662395', '49429882', '19278208', '6323196', '17450673', '30786800', '23557241', '26611834']]"
4,36,"['12130200', '42441846', '33409100', '11705328', '5152028', '16252863', '37424881', '3215494', '18557974', '21636085']",326,392.5498398320051,"[0, 0, 0, 10]","[5183, 5183, 12, 0]","[0.0, 7.152906619012356e-06, 389.43334123294335, 392.54980335291475]","[0, 0, 325, 326]","[[], [], [], ['12130200', '42441846', '33409100', '11705328', '5152028', '16252863', '37424881', '3215494', '18557974', '21636085']]"
5,42,"['45218443', '6315132', '27889071', '26064662', '12240507', '6415816', '40913091', '27123743', '4449524', '18174210']",336,411.35265187209006,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 87, 30, 14, 0]","[0.0, 8.017057552933693e-06, 387.6042859359877, 399.4243624029914, 407.8090480599785, 411.3526183679933]","[0, 0, 325, 332, 335, 336]","[[], [], [], [], [], ['45218443', '6315132', '27889071', '26064662', '12240507', '6415816', '40913091', '27123743', '4449524', '18174210']]"
6,48,"['1583041', '11349166', '3078080', '23203102', '695938', '27063470', '13734012', '1292369', '18617259', '37444589']",438,528.8203961759573,"[0, 0, 6, 6, 6, 10]","[5183, 5183, 1285, 406, 35, 0]","[0.0, 7.149064913392067e-06, 388.2127855330473, 487.22859267599415, 520.0030610490358, 528.8203490399756]","[0, 0, 325, 407, 434, 438]","[[], [], ['27063470', '13734012', '11349166', '3078080', '18617259', '23203102'], ['27063470', '13734012', '11349166', '3078080', '18617259', '23203102'], ['27063470', '13734012', '11349166', '3078080', '18617259', '23203102'], ['1583041', '11349166', '3078080', '23203102', '695938', '27063470', '13734012', '1292369', '18617259', '37444589']]"
7,49,"['1333643', '7029990', '1617327', '22362025', '5953485', '23913146', '5409325', '5702790', '1354567', '2613813']",326,390.01057414198294,"[0, 0, 6, 10]","[5183, 5183, 6, 0]","[0.0, 7.328926585614681e-06, 388.4245763159124, 390.01053625694476]","[0, 0, 325, 326]","[[], [], ['1333643', '7029990', '1617327', '5702790', '22362025', '5953485'], ['1333643', '7029990', '1617327', '22362025', '5953485', '23913146', '5409325', '5702790', '1354567', '2613813']]"
8,50,"['39559521', '29785642', '301838', '15405204', '13989491', '25738896', '18488986', '3952288', '12580014', '8354687']",335,405.2587076140335,"[0, 0, 3, 3, 10]","[5183, 5183, 124, 8, 0]","[0.0, 6.126007065176964e-06, 389.93623754999135, 403.5175731310155, 405.2586698209634]","[0, 0, 325, 334, 335]","[[], [], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['39559521', '29785642', '301838', '15405204', '13989491', '25738896', '18488986', '3952288', '12580014', '8354687']]"
9,51,"['45638119', '7583725', '16691520', '19358586', '7821634', '1866911', '15832146', '24249915', '1379127']",329,400.19888530799653,"[0, 0, 0, 5, 9]","[5183, 5183, 29, 8, 0]","[0.0, 5.853013135492802e-06, 389.8733830989804, 398.0766053450061, 400.19884063501377]","[0, 0, 325, 328, 329]","[[], [], [], ['45638119', '1379127', '7583725', '19358586', '7821634'], ['45638119', '7583725', '16691520', '19358586', '7821634', '1866911', '15832146', '24249915', '1379127']]"
