q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['5468807', '20313748', '16853734', '4346436', '6163801', '36830715', '31715818', '5821617', '34498093', '43990286']",164,1139.2441834069905,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2147, 1200, 608, 181, 136, 103, 52, 0]","[0.0, 5.4436008213087916e-05, 573.3274252190022, 818.3360765400284, 954.3527736750257, 1035.903027562017, 1063.133233586006, 1090.50964944702, 1117.6006352020195, 1139.2441418010276]","[0, 0, 84, 120, 141, 152, 156, 160, 163, 164]","[[], [], [], [], [], [], [], [], [], ['5468807', '20313748', '16853734', '4346436', '6163801', '36830715', '31715818', '5821617', '34498093', '43990286']]"
1,3,"['2739854', '9650982', '4632921', '14717500', '17088791', '18199839', '13940200', '3868322', '2485101', '23389795']",91,625.0559875820181,"[0, 0, 0, 0, 10]","[5183, 5183, 264, 57, 0]","[0.0, 1.2545002391561866e-05, 571.379069675022, 602.0501611150103, 625.0559462440142]","[0, 0, 84, 90, 91]","[[], [], [], [], ['2739854', '9650982', '4632921', '14717500', '17088791', '18199839', '13940200', '3868322', '2485101', '23389795']]"
2,5,"['18617259', '21550246', '11349166', '13734012', '42240424', '1583041', '32159283', '15879544', '27063470', '17333231']",152,1033.1504358229868,"[0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 2603, 762, 563, 20, 0]","[0.0, 5.979993147775531e-06, 569.9318944640108, 868.4885175689997, 950.938058736996, 1028.4214087290165, 1033.1503938499955]","[0, 0, 84, 127, 141, 151, 152]","[[], [], [], [], [], [], ['18617259', '21550246', '11349166', '13734012', '42240424', '1583041', '32159283', '15879544', '27063470', '17333231']]"
3,13,"['23557241', '17450673', '9513785', '27123743', '8529693', '26611834', '6323196', '11748341', '7662395', '5487448']",193,1324.6084826320002,"[0, 0, 2, 2, 2, 8, 10]","[5183, 5183, 5181, 1241, 66, 60, 0]","[0.0, 9.34998388402164e-06, 568.5218637689832, 1138.4996068519831, 1274.2106765680073, 1301.234724524984, 1324.6084469429916]","[0, 0, 84, 168, 189, 192, 193]","[[], [], ['17450673', '26611834'], ['17450673', '26611834'], ['17450673', '26611834'], ['23557241', '17450673', '27123743', '8529693', '26611834', '11748341', '7662395', '5487448'], ['23557241', '17450673', '9513785', '27123743', '8529693', '26611834', '6323196', '11748341', '7662395', '5487448']]"
4,36,"['37424881', '18557974', '21636085', '16252863', '3215494', '10557471', '11705328', '42441846', '12810152', '5152028']",85,574.5135614129831,"[0, 0, 0, 10]","[5183, 5183, 17, 0]","[0.0, 1.0621006367728114e-05, 570.3858676450036, 574.5135198140051]","[0, 0, 84, 85]","[[], [], [], ['37424881', '18557974', '21636085', '16252863', '3215494', '10557471', '11705328', '42441846', '12810152', '5152028']]"
5,42,"['45218443', '18174210', '42373943', '8385277', '6315132', '40913091', '26474812', '1145473', '8083310', '2460304']",125,846.2458175570064,"[0, 0, 0, 0, 0, 10]","[5183, 5183, 2102, 237, 12, 0]","[0.0, 6.521004252135754e-06, 571.2789341649914, 815.7164108669967, 843.0493230430002, 846.2457750639878]","[0, 0, 84, 119, 124, 125]","[[], [], [], [], [], ['45218443', '18174210', '42373943', '8385277', '6315132', '40913091', '26474812', '1145473', '8083310', '2460304']]"
6,48,"['23124332', '18617259', '3078080', '11349166', '23203102', '13734012', '1583041', '1292369', '15879544', '29955650']",151,1058.9536115180235,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[5183, 5183, 1919, 812, 332, 145, 118, 70, 65, 17, 0]","[0.0, 8.447997970506549e-06, 570.0890058010118, 787.5619573970034, 891.9376475269964, 946.6390520920104, 973.7799357399927, 1000.8796183090017, 1027.865347020008, 1054.8278481359885, 1058.953562220995]","[0, 0, 84, 116, 130, 137, 141, 144, 147, 150, 151]","[[], [], [], [], [], [], [], [], [], [], ['23124332', '18617259', '3078080', '11349166', '23203102', '13734012', '1583041', '1292369', '15879544', '29955650']]"
7,49,"['15590539', '7029990', '22362025', '1333643', '5409325', '5702790', '5953485', '950306', '23913146', '3154880']",169,1143.3532912739902,"[0, 0, 5, 5, 10]","[5183, 5183, 5178, 6, 0]","[0.0, 1.0902003850787878e-05, 570.1968100719969, 1141.9254444369872, 1143.3532500349975]","[0, 0, 84, 168, 169]","[[], [], ['5702790', '5953485', '7029990', '23913146', '22362025'], ['5702790', '5953485', '7029990', '23913146', '22362025'], ['15590539', '7029990', '22362025', '1333643', '5409325', '5702790', '5953485', '950306', '23913146', '3154880']]"
8,50,"['15405204', '18488986', '3952288', '39559521', '12580014', '4561402', '13989491', '15707049', '8354687', '25738896']",256,1740.592178876017,"[0, 0, 2, 3, 3, 3, 10]","[5183, 5183, 5181, 5180, 101, 9, 0]","[0.0, 8.458999218419194e-06, 570.3113662740216, 1140.981838805019, 1711.4874564890051, 1738.6014138240134, 1740.592140527995]","[0, 0, 84, 168, 252, 255, 256]","[[], [], ['12580014', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['12580014', '25738896', '18488986'], ['15405204', '18488986', '3952288', '39559521', '12580014', '4561402', '13989491', '15707049', '8354687', '25738896']]"
9,51,"['7583725', '15721252', '16734530', '24249915', '8963413', '45638119', '31902335', '7821634', '19358586', '27240667']",84,570.3132614819915,"[0, 0, 10]","[5183, 5183, 0]","[0.0, 1.3195007340982556e-05, 570.3132310020155]","[0, 0, 84]","[[], [], ['7583725', '15721252', '16734530', '24249915', '8963413', '45638119', '31902335', '7821634', '19358586', '27240667']]"
