q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['719812', '14296612', '82665667', '14192687', '18207615', '26047921', '4928057', '21456232', '121581019', '9634465']",1617,191.45242353802314,"[0, 0, 0, 0, 0, 2, 2, 10]","[1000, 1000, 319, 120, 79, 77, 22, 0]","[0.0, 1.206202432513237e-05, 124.70966374001, 158.0149063570425, 170.5675784770283, 179.21195782202994, 188.68806606903672, 191.45239912800025]","[0, 0, 1000, 1319, 1439, 1518, 1595, 1617]","[[], [], [], [], [], ['21456232', '121581019'], ['21456232', '121581019'], ['719812', '14296612', '82665667', '14192687', '18207615', '26047921', '4928057', '21456232', '121581019', '9634465']]"
1,3,"['14717500', '4414547', '23389795', '11951999', '8331432', '2739854', '39225849', '18218379', '24423427', '1667063']",2018,211.10789558303077,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 10]","[1000, 1000, 503, 252, 119, 63, 40, 21, 14, 5, 2, 0]","[0.0, 2.8029025997966528e-05, 104.3361547520035, 157.4332401700085, 181.77604850399075, 193.93786449497566, 200.46443010901567, 205.2139415179845, 207.97006600198802, 209.94251902599353, 210.5933997919783, 211.10784263000824]","[0, 0, 1000, 1503, 1755, 1874, 1937, 1977, 1998, 2012, 2017, 2018]","[[], [], [], [], [], [], [], [], [], ['14717500', '4414547', '23389795', '8331432', '2739854', '39225849', '18218379', '24423427', '1667063'], ['14717500', '4414547', '23389795', '8331432', '2739854', '39225849', '18218379', '24423427', '1667063'], ['14717500', '4414547', '23389795', '11951999', '8331432', '2739854', '39225849', '18218379', '24423427', '1667063']]"
2,5,"['11349166', '2867345', '18816720', '27063470', '5596332', '263364', '28617573', '13734012', '18617259', '72933407']",1646,173.93731891398784,"[0, 0, 0, 0, 0, 0, 8, 8, 10]","[1000, 1000, 535, 56, 28, 16, 8, 3, 0]","[0.0, 2.9619026463478804e-05, 101.89368009701138, 156.49730609805556, 164.45486792101292, 169.3767734170542, 171.90010088204872, 173.2096047400264, 173.93726462201448]","[0, 0, 1000, 1535, 1591, 1619, 1635, 1643, 1646]","[[], [], [], [], [], [], ['11349166', '18816720', '27063470', '5596332', '28617573', '13734012', '18617259', '72933407'], ['11349166', '18816720', '27063470', '5596332', '28617573', '13734012', '18617259', '72933407'], ['11349166', '2867345', '18816720', '27063470', '5596332', '263364', '28617573', '13734012', '18617259', '72933407']]"
3,13,"['13770184', '33257464', '1263446', '26611834', '8529693', '49429882', '33740844', '2425364', '35714909', '9967265']",2093,271.4829913210124,"[0, 0, 4, 4, 4, 4, 4, 9, 9, 10]","[1000, 1000, 996, 36, 26, 21, 9, 4, 2, 0]","[0.0, 1.4701043255627155e-05, 135.3641268670326, 258.4058289130335, 262.7953051319928, 266.55149556999095, 268.9310680190101, 270.2701573470258, 271.0015636180178, 271.4829389320221]","[0, 0, 1000, 1996, 2032, 2058, 2079, 2088, 2092, 2093]","[[], [], ['1263446', '26611834', '13770184', '33740844'], ['1263446', '26611834', '13770184', '33740844'], ['1263446', '26611834', '13770184', '33740844'], ['1263446', '26611834', '13770184', '33740844'], ['1263446', '26611834', '13770184', '33740844'], ['13770184', '33257464', '1263446', '26611834', '8529693', '49429882', '33740844', '2425364', '9967265'], ['13770184', '33257464', '1263446', '26611834', '8529693', '49429882', '33740844', '2425364', '9967265'], ['13770184', '33257464', '1263446', '26611834', '8529693', '49429882', '33740844', '2425364', '35714909', '9967265']]"
4,36,"['21623140', '12130200', '3898784', '5152028', '42441846', '37424881', '3215494', '16252863', '21636085', '18557974']",1242,141.09514851897256,"[0, 0, 0, 0, 6, 6, 6, 10]","[1000, 1000, 168, 30, 24, 13, 7, 0]","[0.0, 1.6283011063933372e-05, 108.69610517000547, 130.12396558199544, 134.44276301498758, 137.79547963000368, 139.8113397040288, 141.09510466398206]","[0, 0, 1000, 1168, 1198, 1222, 1235, 1242]","[[], [], [], [], ['3215494', '21623140', '12130200', '42441846', '18557974', '37424881'], ['3215494', '21623140', '12130200', '42441846', '18557974', '37424881'], ['3215494', '21623140', '12130200', '42441846', '18557974', '37424881'], ['21623140', '12130200', '3898784', '5152028', '42441846', '37424881', '3215494', '16252863', '21636085', '18557974']]"
5,42,"['2853291', '11459139', '44724517', '1259359', '30152134', '36921186', '40913091', '7613033', '18174210', '198133135']",1940,240.5870482469909,"[0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 10]","[1000, 1000, 470, 229, 107, 68, 34, 19, 10, 3, 0]","[0.0, 1.0777963325381279e-05, 123.86050259298645, 182.32247379398905, 209.24246043997118, 221.9585953319911, 230.36725144798402, 235.85828484699596, 238.61903455399442, 239.99833773099817, 240.5870072899852]","[0, 0, 1000, 1470, 1699, 1806, 1874, 1908, 1927, 1937, 1940]","[[], [], [], [], [], [], [], [], ['2853291', '11459139', '1259359', '30152134', '36921186', '40913091', '7613033', '18174210', '198133135'], ['2853291', '11459139', '1259359', '30152134', '36921186', '40913091', '7613033', '18174210', '198133135'], ['2853291', '11459139', '44724517', '1259359', '30152134', '36921186', '40913091', '7613033', '18174210', '198133135']]"
6,48,"['42373943', '9056874', '4427060', '14362780', '7970974', '13734012', '18617259', '17433284', '23124332', '3578380']",2013,235.74092156003462,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 7, 10]","[1000, 1000, 494, 259, 137, 57, 31, 15, 10, 6, 4, 0]","[0.0, 2.009398303925991e-05, 111.82406157400692, 173.8825156869716, 204.65428090497153, 219.61672176601132, 226.13370874797693, 229.86987879499793, 231.76943077897886, 233.28901890700217, 234.65739153296454, 235.74087097198935]","[0, 0, 1000, 1494, 1753, 1890, 1947, 1978, 1993, 2003, 2009, 2013]","[[], [], [], [], [], [], [], [], ['18617259', '4427060', '13734012', '14362780', '17433284'], ['18617259', '4427060', '13734012', '14362780', '17433284'], ['18617259', '4427060', '13734012', '14362780', '17433284', '7970974', '3578380'], ['42373943', '9056874', '4427060', '14362780', '7970974', '13734012', '18617259', '17433284', '23124332', '3578380']]"
7,49,"['7029990', '5702790', '39291138', '4411760', '1333643', '15590539', '22362025', '2619579', '86602746', '5953485']",2237,244.0253154730308,"[0, 0, 7, 7, 7, 10]","[1000, 1000, 993, 172, 72, 0]","[0.0, 1.8359976820647717e-05, 111.56969617900904, 217.13297740201233, 235.98719819099642, 244.02527029399062]","[0, 0, 1000, 1993, 2165, 2237]","[[], [], ['7029990', '5702790', '39291138', '22362025', '1333643', '86602746', '5953485'], ['7029990', '5702790', '39291138', '22362025', '1333643', '86602746', '5953485'], ['7029990', '5702790', '39291138', '22362025', '1333643', '86602746', '5953485'], ['7029990', '5702790', '39291138', '4411760', '1333643', '15590539', '22362025', '2619579', '86602746', '5953485']]"
8,50,"['29785642', '8354687', '39559521', '18488986', '25738896', '13989491', '12580014', '4561402', '301838', '3952288']",3172,343.98404896701686,"[0, 0, 2, 3, 3, 3, 3, 3, 8, 10]","[1000, 1000, 998, 997, 66, 44, 32, 20, 15, 0]","[0.0, 1.9299041014164686e-05, 111.3851728560403, 217.008296309039, 321.65592954598833, 330.93690084898844, 336.027455301024, 339.7170539100189, 342.1105647350196, 343.98387313401327]","[0, 0, 1000, 1998, 2995, 3061, 3105, 3137, 3157, 3172]","[[], [], ['18488986', '12580014'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['18488986', '12580014', '25738896'], ['8354687', '39559521', '18488986', '25738896', '13989491', '12580014', '301838', '3952288'], ['29785642', '8354687', '39559521', '18488986', '25738896', '13989491', '12580014', '4561402', '301838', '3952288']]"
9,51,"['22401720', '4820792', '19358586', '7583725', '7821634', '45638119', '8963413', '11615422', '43385013', '195680777']",1022,120.61918304103892,"[0, 0, 0, 9, 9, 10]","[1000, 1000, 14, 5, 3, 0]","[0.0, 1.9266968593001366e-05, 116.22308135998901, 118.81461963598849, 119.74299631098984, 120.61912448500516]","[0, 0, 1000, 1014, 1019, 1022]","[[], [], [], ['22401720', '4820792', '19358586', '7583725', '7821634', '45638119', '11615422', '43385013', '195680777'], ['22401720', '4820792', '19358586', '7583725', '7821634', '45638119', '11615422', '43385013', '195680777'], ['22401720', '4820792', '19358586', '7583725', '7821634', '45638119', '8963413', '11615422', '43385013', '195680777']]"
