q,qid,did,n_call,time,d_size,m_size,l_latency,c_count,i_der
0,1,"['5764562', '20279166', '4346436', '6219790', '1469751', '21456232', '1922901', '19855358', '17388232', '15945975']",98,123.13664670696016,"[0, 0, 0, 0, 0, 0, 0, 9, 10]","[1000, 1000, 395, 145, 67, 49, 27, 18, 0]","[0.0, 1.1113996151834726e-05, 65.73467298399191, 93.55889163096435, 103.57546281797113, 108.50863445398863, 113.40690909000114, 118.74566337798024, 123.13661984197097]","[0, 0, 54, 76, 85, 90, 94, 97, 98]","[[], [], [], [], [], [], [], ['5764562', '20279166', '4346436', '6219790', '1469751', '21456232', '1922901', '19855358', '17388232'], ['5764562', '20279166', '4346436', '6219790', '1469751', '21456232', '1922901', '19855358', '17388232', '15945975']]"
1,3,"['2739854', '32181055', '17088791', '263364', '14717500', '23389795', '5922085', '4414547', '15153602', '1388704']",69,83.45408314897213,"[0, 0, 0, 0, 0, 10]","[1000, 1000, 154, 46, 13, 0]","[0.0, 1.6380043234676123e-05, 65.28638531599427, 75.41286565503106, 80.27997764199972, 83.45404757803772]","[0, 0, 54, 64, 68, 69]","[[], [], [], [], [], ['2739854', '32181055', '17088791', '263364', '14717500', '23389795', '5922085', '4414547', '15153602', '1388704']]"
2,5,"['11349166', '13734012', '17333231', '27063470', '23124332', '695938', '1292369', '15879544', '18617259', '23203102']",115,146.08061090600677,"[0, 0, 0, 0, 0, 0, 0, 10]","[1000, 1000, 637, 244, 93, 30, 23, 0]","[0.0, 8.823000825941563e-06, 65.40624850598397, 108.52568238798995, 126.91447496297769, 136.08893155498663, 140.9415219729999, 146.08057375397766]","[0, 0, 54, 89, 103, 109, 112, 115]","[[], [], [], [], [], [], [], ['11349166', '13734012', '17333231', '27063470', '23124332', '695938', '1292369', '15879544', '18617259', '23203102']]"
3,13,"['11748341', '26611834', '23557241', '41131087', '13791044', '7662395', '33257464', '16322674', '1958440', '8529693']",137,169.29993010597536,"[0, 0, 1, 1, 1, 1, 6, 10]","[1000, 1000, 999, 342, 40, 27, 22, 0]","[0.0, 1.11259869299829e-05, 65.13208652898902, 130.2355796030024, 154.46502759098075, 159.31988353200722, 164.50333703600336, 169.2998979020049]","[0, 0, 54, 108, 127, 131, 134, 137]","[[], [], ['26611834'], ['26611834'], ['26611834'], ['26611834'], ['16322674', '11748341', '26611834', '23557241', '7662395', '8529693'], ['11748341', '26611834', '23557241', '41131087', '13791044', '7662395', '33257464', '16322674', '1958440', '8529693']]"
4,36,"['21636085', '3215494', '37424881', '12130200', '16252863', '11705328', '5152028', '18557974', '42441846', '12810152']",55,69.4530489310273,"[0, 0, 0, 10]","[1000, 1000, 17, 0]","[0.0, 1.2356031220406294e-05, 65.32462411699817, 69.45301130600274]","[0, 0, 54, 55]","[[], [], [], ['21636085', '3215494', '37424881', '12130200', '16252863', '11705328', '5152028', '18557974', '42441846', '12810152']]"
5,42,"['12240507', '22482024', '27889071', '6315132', '39506601', '24042919', '8925851', '40913091', '8083310', '18174210']",83,102.84604705800302,"[0, 0, 0, 0, 0, 0, 10]","[1000, 1000, 367, 50, 30, 16, 0]","[0.0, 1.4855002518743277e-05, 65.18995965598151, 89.13827195594786, 94.03078840399394, 98.91154917696258, 102.84599676297512]","[0, 0, 54, 75, 79, 82, 83]","[[], [], [], [], [], [], ['12240507', '22482024', '27889071', '6315132', '39506601', '24042919', '8925851', '40913091', '8083310', '18174210']]"
6,48,"['11349166', '18617259', '13734012', '7224723', '3078080', '1292369', '27063470', '23203102', '21550246', '17911973']",97,122.59153195499675,"[0, 0, 0, 0, 0, 0, 0, 0, 10]","[1000, 1000, 424, 152, 38, 30, 26, 17, 0]","[0.0, 1.3350974768400192e-05, 65.3436742539634, 94.10739892098354, 103.8035058399546, 108.68194409197895, 113.58598844398512, 118.46606781199807, 122.59148455195827]","[0, 0, 54, 78, 87, 90, 93, 96, 97]","[[], [], [], [], [], [], [], [], ['11349166', '18617259', '13734012', '7224723', '3078080', '1292369', '27063470', '23203102', '21550246', '17911973']]"
7,49,"['5953485', '22362025', '2619579', '1333643', '15590539', '7029990', '5702790', '1354567', '23913146', '3154880']",119,145.45119516103296,"[0, 0, 5, 5, 5, 10]","[1000, 1000, 995, 164, 15, 0]","[0.0, 1.3729964848607779e-05, 65.12507554399781, 128.81627862597816, 141.6960838889936, 145.45114455296425]","[0, 0, 54, 108, 118, 119]","[[], [], ['7029990', '5953485', '5702790', '22362025', '15590539'], ['7029990', '5953485', '5702790', '22362025', '15590539'], ['7029990', '5953485', '5702790', '22362025', '15590539'], ['5953485', '22362025', '2619579', '1333643', '15590539', '7029990', '5702790', '1354567', '23913146', '3154880']]"
8,50,"['25738896', '29785642', '3952288', '12580014', '4561402', '13989491', '21063817', '18488986', '15405204', '39559521']",171,206.45170778298052,"[0, 0, 3, 4, 4, 4, 4, 10]","[1000, 1000, 997, 996, 75, 29, 8, 0]","[0.0, 2.0798994228243828e-05, 65.05936024902621, 130.75832780904602, 194.80798094399506, 199.7134816100006, 204.68118216400035, 206.45166251901537]","[0, 0, 54, 108, 162, 167, 170, 171]","[[], [], ['39559521', '18488986', '12580014'], ['39559521', '25738896', '18488986', '12580014'], ['39559521', '25738896', '18488986', '12580014'], ['39559521', '25738896', '18488986', '12580014'], ['39559521', '25738896', '18488986', '12580014'], ['25738896', '29785642', '3952288', '12580014', '4561402', '13989491', '21063817', '18488986', '15405204', '39559521']]"
9,51,"['22482820', '7821634', '8963413', '4889228', '45638119', '7583725', '24349992', '19358586', '16734530', '13400643']",55,69.1647273490089,"[0, 0, 0, 10]","[1000, 1000, 15, 0]","[0.0, 1.1419004295021296e-05, 65.37111255602213, 69.16469289996894]","[0, 0, 54, 55]","[[], [], [], ['22482820', '7821634', '8963413', '4889228', '45638119', '7583725', '24349992', '19358586', '16734530', '13400643']]"
